RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL (FOR ALL DISTANCES),PCT OF ALL 1-PUTTS
1,0,07457,Steve Flesch,383,737,52.0
2,0,19846,Brian Gay,380,777,48.9
3,0,07867,Woody Austin,358,688,52.0
4,0,20850,Daniel Chopra,348,690,50.4
5,0,23718,Nathan Green,344,714,48.2
6,0,24924,Bill Haas,342,608,56.3
6,0,12602,Dean Wilson,342,683,50.1
8,0,22946,Henrik Bjornstad,334,629,53.1
8,0,22548,Patrick Sheehan,334,602,55.5
8,0,06567,Vijay Singh,334,617,54.1
11,0,20121,Todd Fischer,332,657,50.5
11,0,23497,Tag Ridings,332,658,50.5
13,0,01941,Tom Pernice Jr.,331,662,50.0
14,0,06621,Joe Durant,330,631,52.3
15,0,10505,Shane Bertsch,329,647,50.9
16,0,27095,Nick Watney,322,612,52.6
17,0,21350,Ryuji Imada,319,614,52.0
17,0,07749,Brett Quigley,319,675,47.3
19,0,12716,Charley Hoffman,317,624,50.8
20,0,23623,Bo Van Pelt,314,619,50.7
21,0,24507,Jason Bohn,313,606,51.7
22,0,01707,Steve Lowery,312,576,54.2
23,0,19881,Robert Damron,311,589,52.8
24,0,12645,Brent Geiberger,310,636,48.7
25,0,22405,Justin Rose,309,600,51.5
26,0,27770,Camilo Villegas,306,574,53.3
27,0,01042,Paul Azinger,305,587,52.0
28,0,01161,Mark Calcavecchia,304,567,53.6
29,0,06034,Marco Dawson,303,567,53.4
30,0,06595,Kevin Sutherland,302,583,51.8
31,0,02110,Jerry Smith,301,585,51.5
32,0,11032,Frank Lickliter II,298,603,49.4
33,0,25900,Lucas Glover,297,597,49.7
33,0,20094,Jonathan Kaye,297,538,55.2
33,0,02104,Jeff Sluman,297,592,50.2
36,0,21407,Arjun Atwal,296,592,50.0
36,0,12680,Shigeki Maruyama,296,604,49.0
38,0,28475,Jeff Overton,295,606,48.7
39,0,21805,Harrison Frazar,294,562,52.3
40,0,23320,Ryan Palmer,293,573,51.1
41,0,01139,Olin Browne,292,621,47.0
41,0,21949,Joe Ogilvie,292,578,50.5
41,0,01948,Tim Petrovic,292,589,49.6
41,0,02246,Duffy Waldorf,292,554,52.7
45,0,10733,Kent Jones,290,631,46.0
46,0,01381,Fred Funk,287,592,48.5
46,0,24781,Hunter Mahan,287,600,47.8
46,0,07013,Wes Short Jr.,287,586,49.0
49,0,23048,Eric Axley,286,573,49.9
50,0,21753,Brian Davis,285,552,51.6
51,0,01132,Mark Brooks,284,496,57.3
51,0,26360,Bubba Dickerson,284,569,49.9
51,0,23325,Vaughn Taylor,284,579,49.1
54,0,20378,Mathias Grönberg,283,534,53.0
54,0,20382,Stephen Leaney,283,554,51.1
56,0,20472,Alex Cejka,282,533,52.9
56,0,08075,Jerry Kelly,282,574,49.1
58,0,27120,Troy Matteson,281,583,48.2
58,0,25240,D.A. Points,281,515,54.6
60,0,21646,David Branshaw,280,573,48.9
60,0,01388,Robert Gamez,280,568,49.3
62,0,26420,Richard Johnson,279,597,46.7
63,0,22371,Aaron Baddeley,278,533,52.2
63,0,08123,Jeff Brehaut,278,562,49.5
63,0,21961,Charles Howell III,278,523,53.2
66,0,06197,Michael Allen,277,540,51.3
66,0,24140,Sean O'Hair,277,525,52.8
68,0,20099,Doug Barron,273,513,53.2
68,0,12660,Jesper Parnevik,273,533,51.2
70,0,24357,K.J. Choi,272,522,52.1
71,0,23409,James Driscoll,271,541,50.1
71,0,25345,Carl Pettersson,271,547,49.5
71,0,23349,Charles Warren,271,518,52.3
74,0,12823,Carlos Franco,268,512,52.3
74,0,22293,Heath Slocum,268,527,50.9
74,0,02239,Scott Verplank,268,497,53.9
77,0,01329,Brad Faxon,267,545,49.0
77,0,22378,Trevor Immelman,267,505,52.9
77,0,20127,Chris Riley,267,527,50.7
77,0,28780,Nicholas Thompson,267,500,53.4
77,0,23788,D.J. Trahan,267,533,50.1
82,0,21470,Daisuke Maruyama,266,478,55.6
83,0,06575,Dudley Hart,265,501,52.9
83,0,06515,Shaun Micheel,265,518,51.2
85,0,20105,Jeff Gove,263,502,52.4
86,0,01766,Billy Mayfair,262,509,51.5
87,0,01577,Lee Janzen,258,489,52.8
88,0,22913,John Rollins,257,508,50.6
89,0,25804,Bubba Watson,256,482,53.1
89,0,21878,Mark Wilson,256,510,50.2
91,0,24024,Zach Johnson,255,528,48.3
91,0,10860,Justin Leonard,255,454,56.2
91,0,20572,Rod Pampling,255,510,50.0
91,0,23322,Brett Wetterich,255,498,51.2
95,0,01320,Bob Estes,254,514,49.4
95,0,10565,Ian Leggatt,254,482,52.7
97,0,20229,Stewart Cink,251,541,46.4
