RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,YEAR/TOURN#,ROUND,HOLE
1,0,24512,Simon Dyson,81' 0",WGC-Am Express,3,8 - Par 4 -
2,0,27095,Nick Watney,80' 2",Shell Houston,4,11 - Par 4
3,0,26331,Charl Schwartzel,78' 9",WGC-Am Express,3,18 - Par 5
4,0,20396,Lee Westwood,77' 11",Bay Hill Invita,4,17 - Par 3
5,0,24924,Bill Haas,75' 1",Canadian Open,2,5 - Par 4 -
6,0,01666,Bernhard Langer,74' 11",Greensboro,4,8 - Par 3 -
7,0,07457,Steve Flesch,74' 6",BellSouth Class,3,8 - Par 3 -
8,0,07867,Woody Austin,74' 3",Buick Open,1,5 - Par 4 -
9,0,08075,Jerry Kelly,73' 3",Sony Open,4,2 - Par 4 -
10,0,12645,Brent Geiberger,73' 2",Booz Allen,1,12 - Par 4
11,0,01457,Jay Haas,71' 5",Memorial Tourna,4,12 - Par 3
12,0,24361,Pat Perez,71' 5",Reno-Tahoe Open,3,8 - Par 4 -
13,0,06573,Brandt Jobe,70' 10",Bay Hill Invita,4,8 - Par 4 -
14,0,02106,Chris Smith,70' 9",Shell Houston,4,18 - Par 4
15,0,23048,Eric Axley,70' 8",Deutsche Bank,2,13 - Par 4
16,0,21646,David Branshaw,70' 4",Deutsche Bank,2,1 - Par 4 -
17,0,20572,Rod Pampling,70' 1",Chrysler-Tampa,2,15 - Par 3
18,0,21961,Charles Howell III,69' 5",Honda Classic,2,13 - Par 4
19,0,01381,Fred Funk,69' 3",Colonial,2,3 - Par 4 -
20,0,12680,Shigeki Maruyama,69' 0",Deutsche Bank,1,15 - Par 4
21,0,02110,Jerry Smith,68' 3",Honda Classic,2,1 - Par 4 -
22,0,12716,Charley Hoffman,67' 3",Shell Houston,4,5 - Par 4 -
23,0,20645,John Senden,67' 3",Western Open,4,3 - Par 4 -
24,0,27141,J.B. Holmes,67' 3",Buick Open,1,7 - Par 5 -
25,0,22371,Aaron Baddeley,67' 1",FBR Open,2,3 - Par 5 -
26,0,10733,Kent Jones,67' 1",FedEx St. Jude,1,14 - Par 3
27,0,20574,Mathew Goggin,66' 8",Buick Open,2,6 - Par 4 -
28,0,27120,Troy Matteson,66' 6",Reno-Tahoe Open,1,4 - Par 5 -
29,0,08123,Jeff Brehaut,66' 1",BellSouth Class,1,4 - Par 5 -
30,0,21209,Sergio Garcia,66' 0",Bay Hill Invita,2,7 - Par 3 -
32,0,09011,David Duval,65' 3",Wachovia Champ,2,15 - Par 5
33,0,02101,Joey Sindelar,65' 0",Wachovia Champ,4,12 - Par 4
34,0,22405,Justin Rose,64' 10",Nissan Open,4,18 - Par 4
35,0,01823,Larry Mize,64' 10",BellSouth Class,2,9 - Par 4 -
36,0,23673,Michael Connell,64' 10",Deutsche Bank,1,12 - Par 4
37,0,20850,Daniel Chopra,64' 8",Ford Champ,3,18 - Par 4
38,0,24925,Jonathan Byrd,64' 3",BellSouth Class,2,17 - Par 4
39,0,26420,Richard Johnson,63' 9",EDS B. Nelson,3,17 - Par 3
42,0,02239,Scott Verplank,63' 3",Buick Open,3,17 - Par 3
43,0,07749,Brett Quigley,63' 2",Greensboro,3,13 - Par 5
44,0,07013,Wes Short Jr.,62' 8",FBR Open,2,17 - Par 4
45,0,01941,Tom Pernice Jr.,62' 7",Canadian Open,1,8 - Par 3 -
46,0,01928,Corey Pavin,62' 2",Booz Allen,2,8 - Par 4 -
47,0,24357,K.J. Choi,62' 1",Colonial,4,4 - Par 3 -
48,0,08537,J.P. Hayes,62' 1",Texas Open,2,14 - Par 5
49,0,20382,Stephen Leaney,61' 10",Deutsche Bank,4,12 - Par 4
50,0,20812,Tjaart van der Walt,61' 8",Reno-Tahoe Open,2,3 - Par 4 -
53,0,22293,Heath Slocum,61' 6",Mercedes Champ,1,4 - Par 4 -
55,0,20623,Gavin Coles,61' 3",Tucson,3,11 - Par 4
56,0,26596,Ryan Moore,61' 2",Memorial Tourna,2,6 - Par 4 -
57,0,01723,Andrew Magee,61' 1",Frys.com Open,2,8 - Par 3 -
58,0,20548,Hidemichi Tanaka,60' 11",Sony Open,1,9 - Par 5 -
60,0,10585,Scott McCarron,60' 11",Wachovia Champ,1,12 - Par 4
62,0,01473,Todd Hamilton,60' 9",Bay Hill Invita,3,6 - Par 5 -
63,0,12823,Carlos Franco,60' 9",Reno-Tahoe Open,2,7 - Par 3 -
64,0,27770,Camilo Villegas,60' 8",Canadian Open,2,15 - Par 4
65,0,08793,Tiger Woods,60' 7",Buick Invitatio,2,13 - Par 5
66,0,22295,Darron Stiles,60' 7",FedEx St. Jude,4,14 - Par 3
67,0,01042,Paul Azinger,60' 6",Honda Classic,1,15 - Par 3
69,0,25240,D.A. Points,60' 4",Buick Invitatio,1,17 - Par 4
70,0,20127,Chris Riley,60' 3",Chrysler-Tampa,2,17 - Par 3
71,0,23320,Ryan Palmer,60' 2",FBR Open,1,10 - Par 4
72,0,20472,Alex Cejka,60' 2",Greensboro,2,16 - Par 4
73,0,23307,Roger Tambellini,60' 1",Texas Open,1,6 - Par 3 -
76,0,02246,Duffy Waldorf,59' 9",Colonial,2,3 - Par 4 -
77,0,23497,Tag Ridings,59' 9",FedEx St. Jude,4,12 - Par 4
78,0,23325,Vaughn Taylor,59' 9",Memorial Tourna,4,1 - Par 4 -
79,0,07223,Brian Bateman,59' 8",EDS B. Nelson,4,12 - Par 4
81,0,22621,Ben Curtis,59' 5",Buick Invitatio,1,3 - Par 3 -
82,0,26362,Brian McCann,59' 3",Buick Open,1,18 - Par 4
83,0,01219,John Cook,59' 3",Reno-Tahoe Open,1,12 - Par 3
85,0,20628,Arron Oberholser,59' 1",Frys.com Open,4,6 - Par 4 -
86,0,22378,Trevor Immelman,59' 0",Nissan Open,3,2 - Par 4 -
88,0,25686,Jason Dufner,59' 0",Western Open,2,3 - Par 4 -
89,0,21878,Mark Wilson,58' 10",Tucson,1,7 - Par 3 -
