RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES
1,0,23541,Ben Crane,.35,1,288
2,0,06078,Esteban Toledo,.56,2,360
3,0,20593,Greg Chalmers,.69,2,288
4,0,06522,Ernie Els,.74,2,270
5,0,01527,Scott Hoch,1.11,3,270
6,0,01666,Bernhard Langer,1.39,3,216
7,0,20094,Jonathan Kaye,1.48,4,270
8,0,19958,Miguel Angel Jiménez,1.52,3,198
8,0,01887,Mark O'Meara,1.52,3,198
10,0,01175,Jim Carter,1.59,6,378
10,0,01619,Skip Kendall,1.59,6,378
12,0,01329,Brad Faxon,1.67,6,360
13,0,12826,Paul Claxton,1.71,4,234
13,0,01920,Craig Parry,1.71,4,234
13,0,23322,Brett Wetterich,1.71,4,234
16,0,24925,Jonathan Byrd,1.74,5,288
16,0,01927,Dennis Paulson,1.74,5,288
16,0,10649,Tom Scherrer,1.74,5,288
19,0,02223,Bob Tway,1.77,7,396
20,0,07721,Pat Bates,1.85,6,324
20,0,20029,Notah Begay III,1.85,4,216
20,0,08075,Jerry Kelly,1.85,7,378
20,0,01928,Corey Pavin,1.85,5,270
24,0,20127,Chris Riley,1.93,8,414
24,0,11011,Mike Sposa,1.93,8,414
26,0,22046,Geoff Ogilvy,1.96,6,306
26,0,02214,Kirk Triplett,1.96,6,306
28,0,10201,Matt Gogel,1.98,5,252
29,0,02206,David Toms,2.00,9,450
30,0,01599,Steve Jones,2.02,4,198
30,0,10860,Justin Leonard,2.02,8,396
32,0,01139,Olin Browne,2.05,7,342
32,0,06809,Bob Burns,2.05,7,342
32,0,08545,Glen Hnatiuk,2.05,7,342
35,0,01014,Fulton Allem,2.08,3,144
35,0,23983,Luke Donald,2.08,9,432
35,0,01378,David Frost,2.08,6,288
38,0,12782,Tim Herron,2.12,8,378
38,0,10423,Mike Weir,2.12,8,378
40,0,07003,David Berganio Jr.,2.14,5,234
40,0,01226,Fred Couples,2.14,5,234
40,0,10107,Deane Pappas,2.14,5,234
43,0,10457,Frank Nobilo,2.16,7,324
43,0,06595,Kevin Sutherland,2.16,7,324
45,0,01307,Joel Edwards,2.17,9,414
46,0,20098,Stuart Appleby,2.22,8,360
46,0,23353,J.J. Henry,2.22,8,360
46,0,08553,Lee Porter,2.22,6,270
49,0,21209,Sergio Garcia,2.29,7,306
49,0,08633,Per-Ulrik Johansson,2.29,7,306
49,0,10425,Jay Williamson,2.29,7,306
52,0,23623,Bo Van Pelt,2.31,5,216
53,0,01098,Jay Don Blake,2.34,8,342
54,0,01185,Brandel Chamblee,2.38,6,252
54,0,01514,Eduardo Herrera,2.38,3,126
54,0,08881,Tripp Isenhour,2.38,6,252
54,0,02010,Loren Roberts,2.38,9,378
58,0,07457,Steve Flesch,2.42,10,414
58,0,12823,Carlos Franco,2.42,10,414
60,0,01761,Len Mattiace,2.44,11,450
61,0,12645,Brent Geiberger,2.47,8,324
61,0,01766,Billy Mayfair,2.47,8,324
61,0,02246,Duffy Waldorf,2.47,8,324
64,0,12680,Shigeki Maruyama,2.50,9,360
65,0,06567,Vijay Singh,2.53,10,396
66,0,09011,David Duval,2.59,7,270
66,0,01677,Tom Lehman,2.59,7,270
68,0,01361,Dan Forsman,2.61,8,306
68,0,01457,Jay Haas,2.61,8,306
68,0,06350,Bob May,2.61,8,306
71,0,01024,Billy Andrade,2.63,9,342
