RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP
1,0,23349,Charles Warren,-.338
2,0,26300,Matt Jones,-.336
3,0,08793,Tiger Woods,-.316
4,0,27936,Martin Laird,-.301
5,0,23497,Tag Ridings,-.298
6,0,22548,Patrick Sheehan,-.295
7,0,20572,Rod Pampling,-.285
8,0,23788,D.J. Trahan,-.262
9,0,27095,Nick Watney,-.258
10,0,25632,Jimmy Walker,-.247
11,0,24925,Jonathan Byrd,-.246
11,0,26695,Michael Letzig,-.246
13,0,10585,Scott McCarron,-.243
14,0,01706,Davis Love III,-.241
14,0,25818,Scott Piercy,-.241
16,0,25919,Brian Vranesh,-.234
17,0,01810,Phil Mickelson,-.231
18,0,23778,Brad Adamonis,-.230
19,0,20070,Matt Bettencourt,-.229
20,0,29718,Anthony Kim,-.227
21,0,30925,Dustin Johnson,-.224
21,0,01948,Tim Petrovic,-.224
23,0,28780,Nicholas Thompson,-.221
24,0,24140,Sean O'Hair,-.218
24,0,22046,Geoff Ogilvy,-.218
26,0,28087,Kris Blanks,-.217
26,0,24490,George McNeill,-.217
28,0,24024,Zach Johnson,-.216
29,0,20157,Retief Goosen,-.215
30,0,23108,Matt Kuchar,-.214
31,0,28089,Jason Day,-.212
32,0,24663,Y.E. Yang,-.208
33,0,20645,John Senden,-.207
33,0,26498,Matt Weibring,-.207
35,0,27770,Camilo Villegas,-.202
36,0,20850,Daniel Chopra,-.197
37,0,06197,Michael Allen,-.192
37,0,25396,Kevin Na,-.192
37,0,01945,Kenny Perry,-.192
40,0,06004,Stephen Ames,-.191
40,0,12716,Charley Hoffman,-.191
42,0,21805,Harrison Frazar,-.190
43,0,22913,John Rollins,-.188
44,0,21878,Mark Wilson,-.186
45,0,10425,Jay Williamson,-.184
46,0,27120,Troy Matteson,-.183
47,0,26497,Casey Wittenberg,-.181
48,0,20574,Mathew Goggin,-.180
49,0,23353,J.J. Henry,-.179
49,0,26596,Ryan Moore,-.179
51,0,24924,Bill Haas,-.178
52,0,28158,Steve Marino,-.177
52,0,28118,Peter Tomasulo,-.177
54,0,22405,Justin Rose,-.176
55,0,23135,Tim Clark,-.175
56,0,08845,Scott Sterling,-.174
57,0,21731,Freddie Jacobson,-.173
57,0,24361,Pat Perez,-.173
57,0,06595,Kevin Sutherland,-.173
60,0,12782,Tim Herron,-.172
60,0,07749,Brett Quigley,-.172
62,0,06522,Ernie Els,-.171
63,0,25804,Bubba Watson,-.168
64,0,08075,Jerry Kelly,-.167
64,0,20691,Greg Owen,-.167
66,0,26679,Kevin Stadler,-.163
67,0,10809,Jim Furyk,-.160
67,0,01707,Steve Lowery,-.160
69,0,12602,Dean Wilson,-.159
70,0,23621,Rory Sabbatini,-.156
71,0,10423,Mike Weir,-.155
72,0,02239,Scott Verplank,-.154
73,0,23983,Luke Donald,-.153
73,0,24781,Hunter Mahan,-.153
73,0,06527,Steve Stricker,-.153
76,0,28620,Aron Price,-.152
76,0,23623,Bo Van Pelt,-.152
78,0,27963,Chris Stroud,-.151
79,0,20498,Briny Baird,-.149
80,0,01313,Steve Elkington,-.148
80,0,01797,Rocco Mediate,-.148
82,0,20766,Padraig Harrington,-.146
82,0,23320,Ryan Palmer,-.146
84,0,26476,Chez Reavie,-.144
85,0,10885,Robert Allenby,-.143
85,0,25900,Lucas Glover,-.143
85,0,23800,Bryce Molder,-.143
88,0,21961,Charles Howell III,-.142
89,0,23548,Bill Lunde,-.141
90,0,24358,Robert Garrigus,-.140
90,0,26851,Marc Leishman,-.140
90,0,06567,Vijay Singh,-.140
93,0,21753,Brian Davis,-.139
94,0,22371,Aaron Baddeley,-.138
94,0,24912,Will MacKenzie,-.138
96,0,20593,Greg Chalmers,-.136
96,0,21949,Joe Ogilvie,-.136
98,0,23718,Nathan Green,-.135
99,0,23638,Brendon de Jonge,-.134
99,0,25240,D.A. Points,-.134
99,0,27649,Brandt Snedeker,-.134
102,0,21959,Ted Purdy,-.133
103,0,20160,Charlie Wi,-.132
104,0,25686,Jason Dufner,-.131
105,0,07223,Brian Bateman,-.130
106,0,20104,Ken Duke,-.128
106,0,25190,Jeff Quinney,-.128
108,0,26951,Johnson Wagner,-.127
109,0,09011,David Duval,-.126
109,0,27466,Spencer Levin,-.126
111,0,12652,Cameron Beckman,-.124
111,0,21350,Ryuji Imada,-.124
113,0,21209,Sergio Garcia,-.123
113,0,10117,Bob Heintz,-.123
115,0,24138,Ian Poulter,-.122
116,0,29221,Webb Simpson,-.121
117,0,20127,Chris Riley,-.120
118,0,28475,Jeff Overton,-.118
119,0,02214,Kirk Triplett,-.117
120,0,01941,Tom Pernice Jr.,-.115
121,0,01577,Lee Janzen,-.113
121,0,22961,David Mathis,-.113
123,0,12510,Chad Campbell,-.111
123,0,01473,Todd Hamilton,-.111
125,0,10733,Kent Jones,-.110
126,0,07867,Woody Austin,-.108
126,0,10860,Justin Leonard,-.108
128,0,23541,Ben Crane,-.104
129,0,26301,James Nitties,-.098
130,0,20472,Alex Cejka,-.097
130,0,24502,Adam Scott,-.097
132,0,02206,David Toms,-.095
133,0,01161,Mark Calcavecchia,-.092
133,0,27933,John Merrick,-.092
135,0,01226,Fred Couples,-.089
136,0,07457,Steve Flesch,-.088
136,0,06539,Rick Price,-.088
136,0,26289,Boo Weekley,-.088
139,0,01320,Bob Estes,-.086
140,0,24507,Jason Bohn,-.083
140,0,22892,Jason Gore,-.083
140,0,22295,Darron Stiles,-.083
143,0,27214,Kevin Streelman,-.082
144,0,20848,Ángel Cabrera,-.078
144,0,22348,Nick O'Hern,-.078
144,0,25562,Andres Romero,-.078
147,0,27060,John Mallinger,-.077
148,0,23325,Vaughn Taylor,-.076
149,0,27141,J.B. Holmes,-.074
150,0,23614,Rich Beem,-.072
150,0,24357,K.J. Choi,-.072
152,0,20229,Stewart Cink,-.068
