RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE EARLY RDS.
1,0,06527,Steve Stricker,67.14,470,7
2,0,21731,Freddie Jacobson,68.50,274,4
2,0,29221,Webb Simpson,68.50,1233,18
4,0,33141,Keegan Bradley,68.63,1647,24
4,0,26331,Charl Schwartzel,68.63,549,8
6,0,22405,Justin Rose,68.83,826,12
7,0,23638,Brendon de Jonge,68.95,1517,22
8,0,27963,Chris Stroud,69.00,1242,18
9,0,27408,Martin Kaymer,69.10,691,10
9,0,30926,Chris Kirk,69.10,691,10
11,0,24781,Hunter Mahan,69.14,968,14
12,0,32200,Roberto Castro,69.15,899,13
13,0,23108,Matt Kuchar,69.19,1453,21
14,0,26476,Chez Reavie,69.21,969,14
15,0,19846,Brian Gay,69.29,970,14
16,0,08793,Tiger Woods,69.31,901,13
17,0,25572,Graeme McDowell,69.36,763,11
18,0,10809,Jim Furyk,69.40,1041,15
19,0,27214,Kevin Streelman,69.44,1111,16
20,0,25686,Jason Dufner,69.50,834,12
20,0,10860,Justin Leonard,69.50,1390,20
22,0,23320,Ryan Palmer,69.53,1043,15
23,0,20848,Ángel Cabrera,69.54,904,13
23,0,24502,Adam Scott,69.54,904,13
25,0,26679,Kevin Stadler,69.55,765,11
26,0,26300,Matt Jones,69.56,1113,16
27,0,01810,Phil Mickelson,69.62,1462,21
28,0,32366,Kevin Chappell,69.64,975,14
29,0,01320,Bob Estes,69.69,1115,16
29,0,24924,Bill Haas,69.69,906,13
31,0,23800,Bryce Molder,69.73,1046,15
32,0,29420,Billy Horschel,69.74,1604,23
33,0,23983,Luke Donald,69.75,837,12
33,0,34098,Russell Henley,69.75,837,12
35,0,12716,Charley Hoffman,69.76,1186,17
36,0,28089,Jason Day,69.80,1047,15
37,0,29518,Brendan Steele,69.81,1117,16
38,0,21528,Henrik Stenson,69.88,559,8
38,0,26289,Boo Weekley,69.88,1118,16
40,0,02206,David Toms,69.89,629,9
41,0,22046,Geoff Ogilvy,69.90,699,10
42,0,31202,William McGirt,69.91,769,11
43,0,24361,Pat Perez,69.93,979,14
44,0,27436,Graham DeLaet,69.94,1119,16
44,0,24490,George McNeill,69.94,1259,18
46,0,32102,Rickie Fowler,70.00,1400,20
46,0,21961,Charles Howell III,70.00,980,14
46,0,25345,Carl Pettersson,70.00,560,8
46,0,27649,Brandt Snedeker,70.00,1050,15
46,0,23325,Vaughn Taylor,70.00,560,8
46,0,28780,Nicholas Thompson,70.00,1330,19
46,0,28310,Lee Williams,70.00,1190,17
53,0,20396,Lee Westwood,70.08,841,12
54,0,25444,Justin Hicks,70.11,1262,18
55,0,27095,Nick Watney,70.13,1052,15
56,0,08075,Jerry Kelly,70.17,842,12
57,0,34021,Bud Cauley,70.21,983,14
58,0,33461,Morgan Hoffmann,70.22,632,9
59,0,23497,Tag Ridings,70.23,913,13
60,0,20572,Rod Pampling,70.30,703,10
61,0,27503,Steve LeBrun,70.31,914,13
61,0,23621,Rory Sabbatini,70.31,914,13
63,0,35539,Luke Guthrie,70.33,1266,18
63,0,24138,Ian Poulter,70.33,633,9
63,0,27330,Josh Teater,70.33,1055,15
66,0,27770,Camilo Villegas,70.35,1407,20
67,0,28259,Sangmoon Bae,70.36,1548,22
67,0,34099,Harris English,70.36,1548,22
67,0,30692,Scott Stallings,70.36,774,11
70,0,24358,Robert Garrigus,70.38,915,13
70,0,27933,John Merrick,70.38,563,8
72,0,33869,Eric Meierdierks,70.40,704,10
72,0,30163,Henrik Norlander,70.40,1056,15
72,0,23623,Bo Van Pelt,70.40,1056,15
75,0,23353,J.J. Henry,70.44,1127,16
76,0,24024,Zach Johnson,70.45,775,11
77,0,35139,Richard Lee,70.47,1057,15
78,0,01116,Michael Bradley,70.50,705,10
78,0,21209,Sergio Garcia,70.50,564,8
78,0,30852,Ryo Ishikawa,70.50,987,14
78,0,25632,Jimmy Walker,70.50,846,12
82,0,30944,Jason Kokrak,70.53,1199,17
83,0,34174,John Huh,70.57,988,14
83,0,34046,Jordan Spieth,70.57,988,14
83,0,25804,Bubba Watson,70.57,988,14
86,0,10423,Mike Weir,70.62,918,13
87,0,34360,Patrick Reed,70.65,1201,17
88,0,22056,Cameron Percy,70.67,636,9
88,0,20160,Charlie Wi,70.67,1484,21
88,0,26497,Casey Wittenberg,70.67,848,12
88,0,31323,Gary Woodland,70.67,1272,18
92,0,20104,Ken Duke,70.69,919,13
93,0,33418,Shawn Stefani,70.70,707,10
94,0,24494,Erik Compton,70.71,1202,17
95,0,23409,James Driscoll,70.76,1203,17
96,0,31557,Jim Herman,70.78,637,9
97,0,29740,Brad Fritsch,70.79,1345,19
97,0,34409,David Lingmerth,70.79,991,14
99,0,12510,Chad Campbell,70.80,1062,15
99,0,23135,Tim Clark,70.80,708,10
101,0,28500,Martin Flores,70.81,1133,16
102,0,28092,D.H. Lee,70.82,779,11
103,0,24357,K.J. Choi,70.87,1063,15
103,0,30925,Dustin Johnson,70.87,1063,15
105,0,28475,Jeff Overton,70.89,1276,18
106,0,26758,David Hearn,70.94,1277,18
107,0,01724,Jeff Maggert,71.00,1065,15
107,0,22913,John Rollins,71.00,1136,16
109,0,20098,Stuart Appleby,71.03,2131,30
110,0,30750,Tommy Gainey,71.05,1421,20
110,0,27644,Brian Harman,71.05,1421,20
112,0,28307,Matt Every,71.08,1706,24
112,0,23788,D.J. Trahan,71.08,853,12
114,0,24399,Scott Gardiner,71.13,569,8
115,0,10213,Dicky Pride,71.14,996,14
116,0,20229,Stewart Cink,71.15,925,13
117,0,21099,David Lynn,71.17,854,12
118,0,28455,Will Claxton,71.19,1139,16
119,0,24507,Jason Bohn,71.23,926,13
119,0,30711,Colt Knost,71.23,926,13
119,0,06567,Vijay Singh,71.23,926,13
122,0,25274,Steven Bowditch,71.24,1211,17
123,0,06522,Ernie Els,71.25,1140,16
123,0,21878,Mark Wilson,71.25,855,12
125,0,21753,Brian Davis,71.29,1212,17
125,0,25834,Daniel Summerhays,71.29,1212,17
125,0,33419,Cameron Tringale,71.29,1212,17
128,0,27936,Martin Laird,71.30,713,10
129,0,31560,Brian Stuard,71.32,1569,22
130,0,36884,Ben Kohles,71.33,1070,15
130,0,26851,Marc Leishman,71.33,856,12
132,0,20593,Greg Chalmers,71.35,1213,17
132,0,22806,Doug LaBelle II,71.35,1213,17
134,0,32448,James Hahn,71.40,1071,15
134,0,19970,Robert Karlsson,71.40,714,10
134,0,25818,Scott Piercy,71.40,714,10
137,0,22792,Peter Hanson,71.43,500,7
138,0,20766,Padraig Harrington,71.44,643,9
139,0,23452,Nicolas Colsaerts,71.45,786,11
139,0,20645,John Senden,71.45,786,11
139,0,34431,Robert Streb,71.45,786,11
142,0,25240,D.A. Points,71.46,929,13
143,0,23541,Ben Crane,71.50,572,8
143,0,28237,Rory McIlroy,71.50,715,10
145,0,08725,Tom Gillis,71.55,1431,20
146,0,29479,Scott Brown,71.60,358,5
146,0,22621,Ben Curtis,71.60,716,10
146,0,27556,Ted Potter Jr.,71.60,716,10
149,0,24140,Sean O'Hair,71.62,931,13
150,0,34261,Scott Langley,71.64,1003,14
151,0,12782,Tim Herron,71.67,645,9
152,0,29289,S.Y. Noh,71.69,1147,16
153,0,25562,Andres Romero,71.73,1076,15
153,0,29425,Andrew Svoboda,71.73,789,11
155,0,28679,Fabián Gómez,71.76,1220,17
155,0,27129,Luke List,71.76,1220,17
157,0,24846,Ricky Barnes,71.78,1292,18
158,0,37273,Derek Ernst,71.85,934,13
158,0,32698,Bobby Gates,71.85,934,13
160,0,22371,Aaron Baddeley,71.91,791,11
160,0,27120,Troy Matteson,71.91,791,11
162,0,06573,Brandt Jobe,71.94,1151,16
163,0,32334,Charlie Beljan,72.00,720,10
164,0,25900,Lucas Glover,72.07,1009,14
164,0,30110,Kyle Stanley,72.07,1009,14
166,0,28135,Aaron Watkins,72.08,937,13
167,0,32150,Michael Thompson,72.20,722,10
168,0,27895,Jonas Blixt,72.22,1300,18
169,0,22378,Trevor Immelman,72.25,578,8
170,0,24663,Y.E. Yang,72.27,795,11
171,0,20443,Jin Park,72.50,725,10
172,0,22961,David Mathis,72.72,1309,18
173,0,22295,Darron Stiles,72.75,582,8
174,0,06004,Stephen Ames,72.88,583,8
175,0,20691,Greg Owen,72.93,1021,14
176,0,25336,Alistair Presnell,73.17,878,12
177,0,26596,Ryan Moore,73.50,588,8
178,0,24227,Justin Bolli,73.54,956,13
179,0,10885,Robert Allenby,73.58,883,12
180,0,26951,Johnson Wagner,73.60,736,10
