RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (%),TOTAL SHOT DISTANCE,TOTAL DISTANCE
1,0,25804,Bubba Watson,67.28,2421540,359933
2,0,30925,Dustin Johnson,66.11,2292395,346757
3,0,28089,Jason Day,65.67,2419507,368424
4,0,36699,Patrick Rodgers,65.62,1912767,291472
5,0,27141,J.B. Holmes,65.36,2787908,426557
6,0,36689,Brooks Koepka,64.54,2697112,417902
7,0,29725,Tony Finau,64.39,3776194,586469
8,0,30944,Jason Kokrak,64.26,3256247,506754
9,0,23320,Ryan Palmer,64.18,2208173,344075
10,0,24502,Adam Scott,64.17,1313906,204740
11,0,32334,Charlie Beljan,63.88,2315424,362485
12,0,33448,Justin Thomas,63.86,3896835,610233
13,0,21961,Charles Howell III,63.85,4034821,631945
14,0,12716,Charley Hoffman,63.68,3098126,486532
15,0,25274,Steven Bowditch,63.67,3579243,562157
16,0,25632,Jimmy Walker,63.48,2608243,410885
17,0,24358,Robert Garrigus,63.44,2213304,348894
18,0,31323,Gary Woodland,63.33,2197533,346980
19,0,37273,Derek Ernst,63.32,2521787,398289
20,0,33667,Carlos Ortiz,63.29,3352765,529786
21,0,21209,Sergio Garcia,63.21,1458859,230804
21,0,34098,Russell Henley,63.21,2715121,429532
23,0,28500,Martin Flores,63.17,3169959,501797
24,0,22405,Justin Rose,63.16,1992207,315424
25,0,33461,Morgan Hoffmann,63.07,2776704,440235
26,0,26331,Charl Schwartzel,63.03,1658673,263171
27,0,33141,Keegan Bradley,63.02,2591233,411208
27,0,34431,Robert Streb,63.02,3872213,614399
29,0,25818,Scott Piercy,63.01,3333195,528959
30,0,24781,Hunter Mahan,62.97,2640028,419273
31,0,20848,Ángel Cabrera,62.95,1710388,271695
32,0,29420,Billy Horschel,62.90,2940219,467475
33,0,40026,Daniel Berger,62.89,3326034,528831
34,0,22056,Cameron Percy,62.85,2318000,368841
35,0,29518,Brendan Steele,62.84,3066106,487918
36,0,25364,Paul Casey,62.81,2512321,400019
37,0,25493,Nick Taylor,62.79,3323460,529306
38,0,25900,Lucas Glover,62.77,2872214,457552
38,0,33486,Roger Sloan,62.77,1600428,254974
40,0,26329,Louis Oosthuizen,62.74,1885015,300453
41,0,01810,Phil Mickelson,62.73,2218851,353715
42,0,35532,Tom Hoge,62.72,2592889,413400
42,0,39977,Max Homa,62.72,2474326,394483
42,0,33418,Shawn Stefani,62.72,3513528,560181
42,0,27064,Jhonattan Vegas,62.72,2880916,459299
46,0,27936,Martin Laird,62.71,2907648,463635
47,0,34099,Harris English,62.70,3508603,559615
48,0,26300,Matt Jones,62.69,2694621,429866
49,0,27644,Brian Harman,62.64,3105704,495824
49,0,34265,Will Wilcox,62.64,1617864,258273
51,0,32839,Hideki Matsuyama,62.61,2827486,451612
52,0,26289,Boo Weekley,62.58,2661590,425322
53,0,34360,Patrick Reed,62.55,3037614,485620
54,0,01706,Davis Love III,62.49,1663737,266261
55,0,29289,S.Y. Noh,62.41,2163885,346726
56,0,34264,Hudson Swafford,62.39,3285646,526625
57,0,30736,Oscar Fraustro,62.37,1582523,253734
58,0,32102,Rickie Fowler,62.36,2299586,368785
58,0,32448,James Hahn,62.36,3103496,497655
58,0,34046,Jordan Spieth,62.36,2633653,422355
61,0,20691,Greg Owen,62.35,1597308,256175
62,0,23548,Bill Lunde,62.34,1413517,226742
63,0,30946,Alex Prugh,62.31,2855960,458374
63,0,27095,Nick Watney,62.31,3211119,515325
65,0,27214,Kevin Streelman,62.30,2899747,465466
66,0,27436,Graham DeLaet,62.26,2129803,342056
67,0,25345,Carl Pettersson,62.23,3803195,611190
67,0,28023,Byron Smith,62.23,1689736,271546
69,0,24140,Sean O'Hair,62.22,3196794,513787
70,0,20396,Lee Westwood,62.14,1269624,204306
71,0,32366,Kevin Chappell,62.13,2978198,479374
71,0,34409,David Lingmerth,62.13,2923570,470594
73,0,35451,Scott Pinckney,62.11,2913071,469054
74,0,29720,Andres Gonzales,62.10,2994688,482247
75,0,26851,Marc Leishman,62.08,2134544,343861
76,0,22371,Aaron Baddeley,62.07,2607001,420029
76,0,31557,Jim Herman,62.07,3044702,490556
78,0,26951,Johnson Wagner,62.05,2242678,361445
79,0,23108,Matt Kuchar,62.04,3055234,492442
79,0,30692,Scott Stallings,62.04,1959880,315928
81,0,29223,Sam Saunders,62.02,2488880,401294
82,0,22046,Geoff Ogilvy,62.00,1409387,227322
83,0,06522,Ernie Els,61.96,1545384,249434
83,0,23621,Rory Sabbatini,61.96,2589580,417914
85,0,20229,Stewart Cink,61.94,2594025,418781
86,0,28259,Sangmoon Bae,61.93,3493035,564011
86,0,23353,J.J. Henry,61.93,2989883,482819
86,0,29221,Webb Simpson,61.93,2517526,406496
89,0,27770,Camilo Villegas,61.92,2943401,475368
90,0,34563,Chesson Hadley,61.91,3528323,569906
91,0,23048,Eric Axley,61.90,1683032,271880
91,0,29479,Scott Brown,61.90,3175701,513027
91,0,22892,Jason Gore,61.90,2278624,368142
91,0,06567,Vijay Singh,61.90,2706158,437210
95,0,28307,Matt Every,61.85,2225724,359881
96,0,25562,Andres Romero,61.83,2141193,346330
97,0,29476,Kyle Reifers,61.82,3141680,508209
98,0,28475,Jeff Overton,61.81,2930445,474109
99,0,26476,Chez Reavie,61.76,1957518,316953
100,0,25892,Steve Wheatcroft,61.74,2831008,458537
101,0,31416,Derek Fathauer,61.73,2591280,419766
102,0,20645,John Senden,61.60,2025293,328804
103,0,32150,Michael Thompson,61.58,2947186,478599
104,0,24924,Bill Haas,61.57,2801027,454960
105,0,33413,Ben Martin,61.51,3018555,490748
106,0,27649,Brandt Snedeker,61.50,2931129,476610
107,0,25191,Gonzalo Fernandez-Castaño,61.47,2463133,400721
108,0,30852,Ryo Ishikawa,61.46,2928413,476493
108,0,34358,Jonathan Randolph,61.46,2190332,356410
110,0,29425,Andrew Svoboda,61.45,2748909,447357
111,0,29535,Brice Garnett,61.43,2490287,405419
112,0,20157,Retief Goosen,61.41,2369522,385852
113,0,33399,Adam Hadwin,61.40,3162660,515122
114,0,23623,Bo Van Pelt,61.37,2535760,413207
115,0,20766,Padraig Harrington,61.36,1923126,313402
115,0,29478,Kevin Kisner,61.36,3666017,597452
117,0,35545,Blayne Barber,61.33,2460932,401233
118,0,28486,Michael Putnam,61.23,2656640,433886
119,0,25369,Jamie Donaldson,61.22,1269873,207437
120,0,32200,Roberto Castro,61.21,1388753,226881
121,0,24024,Zach Johnson,61.18,2729011,446082
122,0,30926,Chris Kirk,61.16,2183866,357098
122,0,34130,Sung Joon Park,61.16,2447807,400200
124,0,27895,Jonas Blixt,61.14,2024888,331200
125,0,24494,Erik Compton,61.12,2729244,446539
125,0,35541,John Peterson,61.12,2987929,488879
125,0,21528,Henrik Stenson,61.12,1724738,282192
128,0,28780,Nicholas Thompson,61.10,2715562,444415
129,0,25834,Daniel Summerhays,61.08,3435584,562443
130,0,27466,Spencer Levin,61.04,3211526,526155
131,0,28679,Fabián Gómez,61.03,2673732,438135
132,0,23638,Brendon de Jonge,61.00,3571436,585510
133,0,27933,John Merrick,60.94,2252426,369608
134,0,31193,Jim Renner,60.87,2160958,354986
135,0,28132,Tyrone Van Aswegen,60.86,1621197,266362
136,0,33122,Russell Knox,60.81,3360077,552590
137,0,35539,Luke Guthrie,60.77,2629786,432759
138,0,25686,Jason Dufner,60.76,1845370,303698
139,0,37454,Whee Kim,60.67,2163427,356573
140,0,32640,Troy Merritt,60.66,3171049,522749
141,0,24925,Jonathan Byrd,60.64,1968771,324679
142,0,29926,Danny Lee,60.62,3857467,636320
143,0,24361,Pat Perez,60.60,3216562,530778
144,0,12510,Chad Campbell,60.59,3507453,578912
145,0,10885,Robert Allenby,60.50,1955482,323197
146,0,20593,Greg Chalmers,60.48,1385739,229105
147,0,36801,Mark Hubbard,60.46,2345238,387913
148,0,31202,William McGirt,60.43,3719177,615471
148,0,27963,Chris Stroud,60.43,2613434,432462
150,0,20771,Steven Alker,60.42,1913778,316744
151,0,34261,Scott Langley,60.41,3024259,500618
151,0,24138,Ian Poulter,60.41,1845707,305554
153,0,20472,Alex Cejka,60.37,3027021,501422
154,0,20104,Ken Duke,60.36,2982559,494129
155,0,24490,George McNeill,60.34,3411210,565367
156,0,24846,Ricky Barnes,60.33,2418660,400924
157,0,25349,Tim Wilkinson,60.22,2220384,368725
158,0,24507,Jason Bohn,60.20,3325463,552423
159,0,21878,Mark Wilson,60.17,3089384,513448
160,0,08075,Jerry Kelly,60.15,2498584,415384
161,0,30927,Brendon Todd,60.10,2892757,481307
162,0,26596,Ryan Moore,60.05,2360473,393104
163,0,26758,David Hearn,60.02,3244032,540504
164,0,25396,Kevin Na,59.96,2710842,452090
165,0,25720,Chad Collins,59.93,2401549,400740
166,0,10809,Jim Furyk,59.91,1996917,333342
167,0,22293,Heath Slocum,59.87,1481009,247388
168,0,25198,Francesco Molinari,59.84,1642585,274478
169,0,33419,Cameron Tringale,59.83,3009260,502989
170,0,31560,Brian Stuard,59.81,3010249,503341
171,0,30711,Colt Knost,59.73,2809503,470386
172,0,21753,Brian Davis,59.64,2689184,450901
173,0,23983,Luke Donald,59.56,2031691,341136
174,0,34256,Andrew Putnam,59.55,2056086,345294
175,0,23800,Bryce Molder,59.54,2899108,486903
176,0,25240,D.A. Points,59.42,2198253,369978
177,0,34174,John Huh,59.38,3362126,566240
178,0,40058,Zac Blair,59.35,3311453,557961
179,0,34262,Jon Curran,59.01,2422326,410516
180,0,23541,Ben Crane,58.94,1959021,332361
181,0,24357,K.J. Choi,58.92,2167060,367786
182,0,02206,David Toms,58.76,2056527,349974
183,0,29222,Billy Hurley III,58.74,2350877,400198
184,0,10860,Justin Leonard,58.64,2015979,343777
