RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 260-280,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,24507,Jason Bohn,45.13,547,1212,-0.068
1,0,23541,Ben Crane,45.13,329,729,-0.036
3,0,02206,David Toms,44.91,344,766,-0.067
4,0,21753,Brian Davis,42.51,420,988,+0.005
5,0,10860,Justin Leonard,42.10,317,753,-0.025
6,0,40058,Zac Blair,41.82,514,1229,-0.037
7,0,29222,Billy Hurley III,41.21,361,876,-0.033
8,0,08075,Jerry Kelly,41.04,378,921,-0.056
9,0,20771,Steven Alker,40.83,285,698,-0.021
10,0,23800,Bryce Molder,40.19,432,1075,-0.058
11,0,31560,Brian Stuard,39.98,441,1103,-0.018
12,0,33419,Cameron Tringale,39.73,437,1100,+0.023
13,0,34262,Jon Curran,39.67,359,905,-0.031
14,0,31202,William McGirt,39.56,536,1355,-0.058
15,0,36801,Mark Hubbard,39.55,337,852,+0.024
16,0,22293,Heath Slocum,39.52,215,544,+0.051
17,0,21878,Mark Wilson,39.36,444,1128,-0.025
18,0,23983,Luke Donald,39.28,295,751,-0.058
19,0,30927,Brendon Todd,38.85,413,1063,-0.061
20,0,30711,Colt Knost,38.47,397,1032,-0.106
21,0,20593,Greg Chalmers,37.20,186,500,+0.070
22,0,25720,Chad Collins,37.16,327,880,-0.052
23,0,25349,Tim Wilkinson,36.46,295,809,-0.020
24,0,34256,Andrew Putnam,36.16,273,755,+0.048
25,0,26758,David Hearn,35.95,426,1185,-0.026
26,0,24357,K.J. Choi,35.80,285,796,-0.063
27,0,25198,Francesco Molinari,35.40,211,596,-0.104
28,0,34174,John Huh,35.24,437,1240,-0.027
29,0,32200,Roberto Castro,34.46,173,502,-0.040
30,0,20472,Alex Cejka,34.27,377,1100,-0.003
31,0,10809,Jim Furyk,34.12,247,724,-0.032
32,0,29926,Danny Lee,34.00,474,1394,-0.011
33,0,35539,Luke Guthrie,33.58,318,947,+0.025
34,0,23638,Brendon de Jonge,33.46,429,1282,-0.044
35,0,20104,Ken Duke,33.30,362,1087,+0.047
36,0,27933,John Merrick,33.13,268,809,-0.052
37,0,29535,Brice Garnett,33.07,295,892,+0.044
38,0,26596,Ryan Moore,33.06,282,853,-0.035
39,0,24024,Zach Johnson,32.86,323,983,-0.087
40,0,30926,Chris Kirk,32.82,258,786,-0.062
41,0,25396,Kevin Na,32.69,323,988,-0.028
42,0,25240,D.A. Points,32.55,263,808,-0.038
43,0,24361,Pat Perez,32.41,376,1160,-0.085
44,0,28780,Nicholas Thompson,32.34,315,974,+0.051
45,0,34261,Scott Langley,32.33,356,1101,-0.045
46,0,27466,Spencer Levin,32.24,373,1157,-0.005
47,0,23048,Eric Axley,32.11,193,601,+0.073
48,0,31193,Jim Renner,31.93,250,783,+0.084
49,0,29221,Webb Simpson,31.43,281,894,-0.007
50,0,24138,Ian Poulter,31.14,208,668,-0.019
51,0,25834,Daniel Summerhays,31.10,386,1241,-0.091
52,0,24490,George McNeill,30.76,382,1242,-0.071
53,0,28132,Tyrone Van Aswegen,30.66,180,587,+0.050
54,0,28679,Fabián Gómez,30.60,295,964,-0.031
55,0,33122,Russell Knox,30.42,369,1213,-0.019
56,0,37454,Whee Kim,30.27,237,783,-0.042
57,0,27963,Chris Stroud,30.18,287,951,+0.014
58,0,24925,Jonathan Byrd,29.92,213,712,-0.005
59,0,23621,Rory Sabbatini,29.78,274,920,-0.018
60,0,32640,Troy Merritt,29.60,338,1142,E
61,0,34130,Sung Joon Park,29.57,259,876,+0.089
62,0,26476,Chez Reavie,29.27,204,697,-0.029
63,0,27649,Brandt Snedeker,29.09,304,1045,-0.016
64,0,34358,Jonathan Randolph,29.07,227,781,+0.057
65,0,35541,John Peterson,29.01,311,1072,-0.026
66,0,10885,Robert Allenby,28.65,204,712,-0.010
67,0,33413,Ben Martin,28.56,309,1082,-0.061
68,0,20766,Padraig Harrington,28.51,195,684,+0.113
69,0,29479,Scott Brown,28.47,322,1131,-0.016
70,0,12510,Chad Campbell,28.21,358,1269,+0.020
71,0,29476,Kyle Reifers,28.11,314,1117,+0.048
72,0,24494,Erik Compton,27.97,273,976,+0.048
73,0,29478,Kevin Kisner,27.92,366,1311,-0.049
74,0,24846,Ricky Barnes,27.71,243,877,+0.062
75,0,31557,Jim Herman,27.48,296,1077,-0.027
76,0,27644,Brian Harman,27.42,300,1094,+0.093
77,0,23108,Matt Kuchar,27.32,294,1076,-0.095
78,0,25686,Jason Dufner,27.29,182,667,-0.044
79,0,33399,Adam Hadwin,27.13,306,1128,+0.013
80,0,24924,Bill Haas,27.12,269,992,-0.056
81,0,28475,Jeff Overton,27.11,283,1044,+0.028
82,0,23548,Bill Lunde,26.89,135,502,+0.074
83,0,20645,John Senden,26.82,192,716,+0.073
84,0,25892,Steve Wheatcroft,26.59,267,1004,+0.004
85,0,29425,Andrew Svoboda,26.58,260,978,+0.142
86,0,23623,Bo Van Pelt,26.57,241,907,+0.062
87,0,28259,Sangmoon Bae,26.54,327,1232,+0.104
88,0,27895,Jonas Blixt,26.21,190,725,-0.021
89,0,06522,Ernie Els,26.10,142,544,+0.077
90,0,01706,Davis Love III,26.02,153,588,+0.020
91,0,21528,Henrik Stenson,25.82,158,612,-0.032
92,0,35545,Blayne Barber,25.74,226,878,-0.022
92,0,25191,Gonzalo Fernandez-Castaño,25.74,226,878,+0.097
94,0,26289,Boo Weekley,25.59,239,934,+0.092
95,0,06567,Vijay Singh,25.57,246,962,-0.024
96,0,22892,Jason Gore,25.52,207,811,-0.005
97,0,30736,Oscar Fraustro,25.49,142,557,+0.176
98,0,28486,Michael Putnam,25.37,240,946,-0.017
99,0,20229,Stewart Cink,25.35,233,919,-0.034
100,0,34409,David Lingmerth,25.34,262,1034,+0.015
101,0,27436,Graham DeLaet,25.20,190,754,+0.037
102,0,28023,Byron Smith,25.12,151,601,+0.040
103,0,23353,J.J. Henry,25.00,265,1060,+0.008
104,0,34563,Chesson Hadley,24.74,308,1245,+0.088
104,0,30852,Ryo Ishikawa,24.74,259,1047,E
106,0,28307,Matt Every,24.68,194,786,+0.026
107,0,27214,Kevin Streelman,24.61,251,1020,-0.008
108,0,37273,Derek Ernst,24.60,216,878,+0.046
109,0,20691,Greg Owen,24.51,137,559,-0.007
110,0,34046,Jordan Spieth,24.35,224,920,-0.076
111,0,34264,Hudson Swafford,24.33,282,1159,-0.018
112,0,35451,Scott Pinckney,24.32,251,1032,+0.036
113,0,25369,Jamie Donaldson,24.22,108,446,-0.111
114,0,32366,Kevin Chappell,23.76,249,1048,+0.020
115,0,27936,Martin Laird,23.72,241,1016,-0.008
116,0,29289,S.Y. Noh,23.68,180,760,-0.044
117,0,31416,Derek Fathauer,23.67,218,921,+0.096
118,0,25364,Paul Casey,23.50,207,881,+0.029
119,0,26851,Marc Leishman,23.34,176,754,+0.051
120,0,27095,Nick Watney,23.14,261,1128,-0.054
121,0,20396,Lee Westwood,22.97,102,444,+0.088
122,0,32150,Michael Thompson,22.90,240,1048,+0.071
123,0,25345,Carl Pettersson,22.85,306,1339,+0.026
124,0,30692,Scott Stallings,22.74,156,686,E
125,0,26951,Johnson Wagner,22.68,181,798,+0.028
126,0,25562,Andres Romero,22.61,170,752,+0.153
127,0,27770,Camilo Villegas,22.60,235,1040,+0.043
128,0,25493,Nick Taylor,22.22,258,1161,+0.054
129,0,22046,Geoff Ogilvy,22.06,109,494,+0.073
130,0,29223,Sam Saunders,22.01,193,877,+0.057
131,0,34360,Patrick Reed,21.85,232,1062,-0.043
132,0,22056,Cameron Percy,21.82,177,811,-0.056
133,0,26329,Louis Oosthuizen,21.80,143,656,+0.007
134,0,32448,James Hahn,21.65,236,1090,+0.076
135,0,34099,Harris English,21.62,265,1226,+0.060
136,0,35532,Tom Hoge,21.56,196,909,-0.005
137,0,34431,Robert Streb,21.51,290,1348,-0.028
138,0,33486,Roger Sloan,21.47,120,559,+0.217
139,0,12716,Charley Hoffman,21.33,227,1064,+0.018
140,0,33418,Shawn Stefani,21.29,261,1226,+0.038
141,0,32839,Hideki Matsuyama,21.24,209,984,-0.014
142,0,24140,Sean O'Hair,21.19,239,1128,-0.008
143,0,22371,Aaron Baddeley,21.00,194,924,+0.098
144,0,30946,Alex Prugh,20.92,210,1004,+0.138
145,0,24781,Hunter Mahan,20.90,191,914,+0.031
146,0,39977,Max Homa,20.81,180,865,+0.106
147,0,29420,Billy Horschel,20.70,212,1024,-0.005
147,0,01810,Phil Mickelson,20.70,159,768,+0.069
