RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,25804,Bubba Watson,34.39,271,788,-0.351
2,0,30925,Dustin Johnson,30.03,227,756,-0.207
3,0,28089,Jason Day,25.19,202,802,-0.302
4,0,27141,J.B. Holmes,23.81,221,928,-0.276
5,0,24502,Adam Scott,20.85,93,446,-0.237
6,0,29725,Tony Finau,19.70,253,1284,-0.229
7,0,36699,Patrick Rodgers,19.47,125,642,-0.216
8,0,36689,Brooks Koepka,19.34,176,910,-0.352
9,0,32334,Charlie Beljan,18.74,149,795,-0.195
10,0,30944,Jason Kokrak,16.97,189,1114,-0.222
11,0,23320,Ryan Palmer,15.92,120,754,-0.225
12,0,31323,Gary Woodland,14.85,112,754,-0.241
13,0,25632,Jimmy Walker,14.33,129,900,-0.186
14,0,12716,Charley Hoffman,14.00,149,1064,-0.201
15,0,21961,Charles Howell III,13.19,182,1380,-0.225
16,0,20848,Ángel Cabrera,13.01,77,592,-0.299
17,0,25274,Steven Bowditch,12.81,158,1233,-0.253
18,0,33448,Justin Thomas,12.63,169,1338,-0.331
19,0,22405,Justin Rose,12.28,84,684,-0.333
20,0,26331,Charl Schwartzel,12.20,70,574,-0.243
21,0,24358,Robert Garrigus,11.78,90,764,E
22,0,21209,Sergio Garcia,11.71,59,504,-0.136
23,0,29518,Brendan Steele,11.58,123,1062,-0.301
24,0,40026,Daniel Berger,11.22,130,1159,-0.292
25,0,26329,Louis Oosthuizen,10.82,71,656,-0.113
26,0,33667,Carlos Ortiz,10.63,123,1157,-0.211
27,0,26300,Matt Jones,10.43,98,940,-0.265
28,0,24781,Hunter Mahan,10.28,94,914,-0.191
29,0,01810,Phil Mickelson,10.16,78,768,-0.141
30,0,33141,Keegan Bradley,10.07,90,894,-0.267
31,0,25818,Scott Piercy,9.83,114,1160,-0.219
32,0,34098,Russell Henley,9.77,92,942,-0.293
33,0,34431,Robert Streb,9.57,129,1348,-0.248
34,0,34099,Harris English,9.14,112,1226,-0.295
35,0,32839,Hideki Matsuyama,9.04,89,984,-0.213
36,0,37273,Derek Ernst,9.00,79,878,-0.101
37,0,32102,Rickie Fowler,8.65,69,798,-0.275
38,0,33486,Roger Sloan,8.59,48,559,-0.208
39,0,28500,Martin Flores,8.44,93,1102,-0.129
40,0,29420,Billy Horschel,8.11,83,1024,-0.229
41,0,27936,Martin Laird,7.97,81,1016,-0.247
42,0,22371,Aaron Baddeley,7.90,73,924,-0.438
43,0,22046,Geoff Ogilvy,7.89,39,494,-0.128
44,0,33461,Morgan Hoffmann,7.78,75,964,-0.227
45,0,27064,Jhonattan Vegas,7.76,78,1005,-0.346
46,0,34360,Patrick Reed,7.72,82,1062,-0.195
47,0,20396,Lee Westwood,7.66,34,444,-0.324
48,0,29289,S.Y. Noh,7.63,58,760,-0.172
49,0,30692,Scott Stallings,7.58,52,686,-0.077
50,0,32448,James Hahn,7.34,80,1090,-0.163
51,0,34264,Hudson Swafford,7.33,85,1159,-0.271
52,0,25562,Andres Romero,7.31,55,752,-0.418
53,0,39977,Max Homa,7.28,63,865,-0.143
54,0,25364,Paul Casey,7.26,64,881,-0.297
54,0,33418,Shawn Stefani,7.26,89,1226,-0.404
