RANK,MOVEMENT,PLAYER_ID,PLAYER,% MAKES BOGEY,BOGEYS,HOLES PLAYED
1,0,01201,Lennie Clements,13.08,219,1674
2,0,10860,Justin Leonard,13.64,270,1980
3,0,01876,Greg Norman,13.70,143,1044
4,0,01887,Mark O'Meara,13.72,237,1728
5,0,02099,Scott Simpson,13.76,218,1584
6,0,01306,David Edwards,13.81,184,1332
7,0,01326,Nick Faldo,13.97,181,1296
8,0,01569,Peter Jacobsen,14.04,235,1674
9,0,01098,Jay Don Blake,14.08,218,1548
9,0,01313,Steve Elkington,14.08,180,1278
11,0,02133,Craig Stadler,14.09,175,1242
12,0,02010,Loren Roberts,14.12,211,1494
13,0,02104,Jeff Sluman,14.14,257,1818
14,0,01823,Larry Mize,14.21,179,1260
15,0,01599,Steve Jones,14.24,205,1440
16,0,01457,Jay Haas,14.27,226,1584
16,0,01975,Tom Purtzer,14.27,149,1044
18,0,01837,Gil Morgan,14.32,183,1278
19,0,01766,Billy Mayfair,14.37,256,1782
20,0,01381,Fred Funk,14.38,290,2016
21,0,02246,Duffy Waldorf,14.44,234,1620
22,0,01132,Mark Brooks,14.52,243,1674
23,0,01928,Corey Pavin,14.56,207,1422
24,0,01677,Tom Lehman,14.62,171,1170
25,0,01060,Dave Barr,14.63,208,1422
26,0,02214,Kirk Triplett,14.67,264,1800
27,0,01418,Bill Glasson,14.69,193,1314
28,0,01475,Donnie Hammond,14.72,212,1440
29,0,01203,Russ Cochran,14.75,215,1458
30,0,01320,Bob Estes,14.77,242,1638
30,0,02239,Scott Verplank,14.77,226,1530
32,0,01945,Kenny Perry,14.83,251,1692
33,0,01175,Jim Carter,14.93,258,1728
34,0,02008,Lee Rinker,14.96,245,1638
35,0,01006,John Adams,15.02,219,1458
36,0,01549,Mike Hulbert,15.03,276,1836
37,0,01040,Emlyn Aubrey,15.05,233,1548
38,0,01527,Scott Hoch,15.11,272,1800
39,0,02223,Bob Tway,15.13,256,1692
40,0,01938,David Peoples,15.14,139,918
41,0,01701,Bob Lohr,15.15,259,1710
42,0,01219,John Cook,15.21,230,1512
43,0,01329,Brad Faxon,15.26,239,1566
44,0,01353,Bruce Fleisher,15.30,190,1242
45,0,06044,Scott Gump,15.35,257,1674
46,0,01725,John Mahaffey,15.36,224,1458
47,0,02225,Howard Twitty,15.39,241,1566
48,0,01161,Mark Calcavecchia,15.40,291,1890
48,0,01748,Doug Martin,15.40,255,1656
50,0,06315,Pete Jordan,15.44,164,1062
51,0,01890,Brett Ogle,15.45,178,1152
52,0,06522,Ernie Els,15.46,167,1080
53,0,01707,Steve Lowery,15.47,298,1926
54,0,01771,Blaine McCallister,15.56,252,1620
54,0,12660,Jesper Parnevik,15.56,182,1170
54,0,02190,Doug Tewell,15.56,154,990
57,0,06527,Steve Stricker,15.60,233,1494
58,0,02321,Fuzzy Zoeller,15.66,155,990
59,0,02159,Curtis Strange,15.67,237,1512
