RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
1,0,33204,Shane Lowry,28' 0",468,13107.750,-48.00
1,0,33448,Justin Thomas,28' 0",705,19728.250,-100.00
3,0,30925,Dustin Johnson,28' 3",564,15930.917,-104.00
4,0,56762,Will Gordon,28' 4",277,7848.750,-43.00
4,0,29974,Branden Grace,28' 4",382,10815.750,-46.00
4,0,22405,Justin Rose,28' 4",411,11635.167,-46.00
4,0,37189,Harold Varner III,28' 4",745,21124.917,-113.00
8,2,34363,Tyrrell Hatton,28' 5",438,12453.167,-74.00
9,1,52375,Doug Ghim,28' 8",387,11082.333,-29.00
9,4,32839,Hideki Matsuyama,28' 8",743,21320.333,-94.00
9,-1,45486,Joaquin Niemann,28' 8",832,23878.583,-94.00
9,1,27330,Josh Teater,28' 8",386,11065.083,-29.00
13,0,31646,Emiliano Grillo,28' 9",649,18637.583,-42.00
14,6,28237,Rory McIlroy,28' 11",612,17707.500,-101.00
15,0,33122,Russell Knox,29' 0",648,18817.583,-65.00
15,0,26329,Louis Oosthuizen,29' 0",514,14926.083,-54.00
15,0,27556,Ted Potter Jr.,29' 0",428,12418.167,-24.00
18,0,30944,Jason Kokrak,29' 1",634,18416.917,-74.00
18,0,29518,Brendan Steele,29' 1",728,21153.000,-86.00
20,1,34563,Chesson Hadley,29' 3",625,18301.917,-90.00
20,14,46717,Viktor Hovland,29' 3",741,21700.083,-105.00
20,1,34046,Jordan Spieth,29' 3",553,16165.083,-67.00
23,0,25686,Jason Dufner,29' 4",768,22519.750,-35.00
23,0,33399,Adam Hadwin,29' 4",729,21402.250,-94.00
23,0,35532,Tom Hoge,29' 4",856,25119.917,-74.00
23,11,29221,Webb Simpson,29' 4",704,20644.167,-144.00
23,0,23325,Vaughn Taylor,29' 4",607,17811.167,-46.00
28,0,34255,Joseph Bramlett,29' 5",492,14481.667,-40.00
28,0,28420,Ryan Brehm,29' 5",370,10898.917,-22.00
28,-5,29725,Tony Finau,29' 5",688,20243.083,-100.00
