RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 260-280,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,30927,Brendon Todd,36.70,356,970,-0.059
2,0,23325,Vaughn Taylor,36.53,202,553,-0.030
3,0,26476,Chez Reavie,36.22,376,1038,+0.032
4,0,31560,Brian Stuard,35.61,339,952,E
5,0,39436,Joshua Creel,35.55,182,512,+0.066
6,0,31557,Jim Herman,34.01,202,594,+0.064
7,0,27649,Brandt Snedeker,31.03,211,680,+0.043
8,0,34256,Andrew Putnam,30.11,339,1126,-0.021
9,0,32816,Satoshi Kodaira,30.05,171,569,-0.018
10,0,23983,Luke Donald,29.86,215,720,+0.019
11,0,24024,Zach Johnson,29.58,226,764,+0.044
12,0,32150,Michael Thompson,28.45,293,1030,+0.003
13,0,35879,Kelly Kraft,28.44,223,784,-0.013
14,0,39953,Chase Seiffert,28.13,144,512,-0.042
15,0,46435,Austin Cook,28.07,206,734,+0.073
16,0,51950,Max McGreevy,27.98,216,772,+0.065
17,0,19803,Ryan Armour,27.89,135,484,+0.022
18,0,35449,Adam Long,27.71,291,1050,-0.045
19,0,23108,Matt Kuchar,27.51,230,836,+0.039
20,0,36884,Ben Kohles,27.24,170,624,+0.041
21,0,24138,Ian Poulter,27.09,136,502,+0.059
22,0,36801,Mark Hubbard,27.03,206,762,-0.005
23,0,34174,John Huh,26.90,226,840,+0.013
24,0,34360,Patrick Reed,26.20,186,710,+0.059
25,0,45522,Christiaan Bezuidenhout,26.05,199,764,-0.080
25,0,47983,Chad Ramey,26.05,199,764,+0.010
27,0,49766,Hank Lebioda,26.01,244,938,-0.012
28,0,30978,Kiradech Aphibarnrat,25.81,128,496,+0.164
29,0,40162,Justin Lower,25.80,193,748,-0.010
30,0,30163,Henrik Norlander,25.72,214,832,+0.070
31,0,24361,Pat Perez,25.71,181,704,+0.022
32,0,40115,Adam Svensson,25.60,298,1164,+0.023
33,0,25686,Jason Dufner,25.56,138,540,+0.087
34,0,34076,Joel Dahmen,25.29,261,1032,+0.008
35,0,29478,Kevin Kisner,25.06,193,770,-0.114
36,0,27214,Kevin Streelman,24.64,273,1108,+0.037
37,0,36326,David Lipsky,24.40,243,996,+0.041
38,0,24925,Jonathan Byrd,24.33,145,596,+0.103
39,0,33122,Russell Knox,24.32,250,1028,-0.060
40,0,29535,Brice Garnett,24.29,204,840,+0.025
41,0,34610,Matthias Schwab,24.02,183,762,-0.033
42,0,52375,Doug Ghim,23.94,226,944,+0.084
43,0,22056,Cameron Percy,23.76,105,442,+0.076
44,0,39324,J.J. Spaun,23.52,238,1012,+0.105
44,0,27770,Camilo Villegas,23.52,167,710,+0.048
46,0,48084,Wesley Bryan,23.13,124,536,+0.073
47,0,34098,Russell Henley,23.12,203,878,-0.025
48,0,27349,Alex Noren,23.05,154,668,+0.013
49,0,45609,Tyler Duncan,22.83,205,898,-0.024
50,0,47993,Denny McCarthy,22.56,273,1210,-0.033
51,0,25493,Nick Taylor,22.48,214,952,+0.075
52,0,36799,Stephan Jaeger,22.38,226,1010,+0.097
53,0,25818,Scott Piercy,22.29,206,924,+0.175
54,0,27644,Brian Harman,22.25,235,1056,-0.009
55,0,35110,Brett Drewitt,22.24,129,580,+0.124
56,0,37275,Sam Ryder,22.10,240,1086,+0.058
57,0,23621,Rory Sabbatini,22.06,154,698,+0.019
58,0,29908,C.T. Pan,22.05,217,984,+0.018
59,0,53165,Doc Redman,22.03,193,876,+0.083
60,0,25900,Lucas Glover,21.96,253,1152,+0.091
61,0,50525,Collin Morikawa,21.43,144,672,+0.042
62,0,45526,Abraham Ancer,21.34,137,642,E
62,0,31420,Anirban Lahiri,21.34,178,834,+0.051
