RANK,MOVEMENT,PLAYER_ID,PLAYER,ALL DRIVES,TOTAL DISTANCE,# OF DRIVES
61,0,37212,Paul Barjon,294.2,255966,870
61,0,20229,Stewart Cink,294.2,271258,922
63,0,40098,Matt Fitzpatrick,294.1,195300,664
64,0,31646,Emiliano Grillo,293.9,285049,970
64,0,47988,Nick Hardy,293.9,183975,626
66,0,32102,Rickie Fowler,293.8,230349,784
67,0,29970,Dylan Frittelli,293.6,297748,1014
68,0,48822,Sebastián Muñoz,293.4,280445,956
69,0,10381,Curtis Thompson,293.3,178340,608
70,0,37455,Si Woo Kim,293.2,333653,1138
70,0,32791,K.H. Lee,293.2,354233,1208
70,0,46340,Alex Smalley,293.2,303719,1036
73,0,32757,Patton Kizzire,292.9,335099,1144
74,0,29974,Branden Grace,292.8,176286,602
74,0,47529,Mito Pereira,292.8,305081,1042
76,0,34363,Tyrrell Hatton,292.6,194265,664
76,0,29420,Billy Horschel,292.6,226467,774
76,0,50095,Austin Smotherman,292.6,254521,870
79,0,28252,Seamus Power,292.3,242011,828
80,0,32448,James Hahn,292.2,243660,834
80,0,49947,Taylor Moore,292.2,317363,1086
80,0,51997,Andrew Novak,292.2,217993,746
83,0,55708,Hayden Buckley,292.1,312501,1070
84,0,32662,Michael Gligic,291.7,231595,794
85,0,33597,Harry Higgs,291.6,274671,942
86,0,28089,Jason Day,291.4,206279,708
86,0,30926,Chris Kirk,291.4,255248,876
86,0,49960,Sepp Straka,291.4,301308,1034
86,0,40006,Erik van Rooyen,291.4,163191,560
86,0,48887,Matt Wallace,291.4,197009,676
91,0,45526,Abraham Ancer,291.0,186808,642
91,0,36852,Jim Knous,291.0,144933,498
91,0,29289,S.Y. Noh,291.0,184509,634
94,0,34431,Robert Streb,290.9,293258,1008
95,0,46402,Talor Gooch,290.8,223938,770
95,0,33204,Shane Lowry,290.8,192516,662
97,0,50525,Collin Morikawa,290.7,195331,672
97,0,33419,Cameron Tringale,290.7,293561,1010
99,0,31420,Anirban Lahiri,290.6,242386,834
100,0,47347,Adam Schenk,290.4,310737,1070
101,0,27349,Alex Noren,290.2,193850,668
102,0,34466,Peter Malnati,289.9,350229,1208
103,0,34563,Chesson Hadley,289.8,258533,892
104,0,49771,J.T. Poston,289.7,322107,1112
105,0,35310,Lanto Griffin,289.5,272729,942
105,0,33486,Roger Sloan,289.5,248979,860
107,0,24980,Scott Gutschewski,289.4,152784,528
107,0,33399,Adam Hadwin,289.4,305615,1056
107,0,28114,Dawie van der Walt,289.4,192173,664
110,0,25818,Scott Piercy,289.3,267295,924
111,0,54628,Lee Hodges,289.2,332014,1148
112,0,35532,Tom Hoge,289.1,298324,1032
113,0,25198,Francesco Molinari,289.0,160946,557
114,0,32139,Danny Willett,288.9,167538,580
115,0,25900,Lucas Glover,288.8,332680,1152
116,0,29926,Danny Lee,288.7,158759,550
117,0,24924,Bill Haas,288.4,271114,940
118,0,54783,Dylan Wu,288.2,204025,708
119,0,28775,Nate Lashley,288.1,243148,844
119,0,22056,Cameron Percy,288.1,127355,442
121,0,27895,Jonas Blixt,288.0,167020,580
122,0,27974,Sung Kang,287.9,247298,859
123,0,35506,Mackenzie Hughes,287.8,263093,914
123,0,22405,Justin Rose,287.8,151945,528
123,0,27139,David Skinns,287.8,207189,720
126,0,34098,Russell Henley,287.7,252582,878
126,0,29221,Webb Simpson,287.7,208282,724
126,0,27095,Nick Watney,287.7,248547,864
129,0,52374,Brandon Wu,287.6,199010,692
130,0,51890,Greyson Sigg,287.4,286295,996
131,0,49298,Kramer Hickok,287.3,293636,1022
131,0,27214,Kevin Streelman,287.3,318378,1108
131,0,25493,Nick Taylor,287.3,273494,952
134,0,30911,Tommy Fleetwood,287.0,159593,556
134,0,52375,Doug Ghim,287.0,270891,944
136,0,27644,Brian Harman,286.9,302969,1056
136,0,39324,J.J. Spaun,286.9,290370,1012
138,0,45609,Tyler Duncan,286.3,257141,898
138,0,33490,Bo Hoag,286.3,147173,514
138,0,23621,Rory Sabbatini,286.3,199867,698
141,0,27936,Martin Laird,286.2,242680,848
142,0,36799,Stephan Jaeger,286.1,288970,1010
143,0,36871,Matthew NeSmith,285.8,309831,1084
144,0,53165,Doc Redman,285.7,250298,876
145,0,49766,Hank Lebioda,285.5,267817,938
146,0,25686,Jason Dufner,285.4,154124,540
146,0,34360,Patrick Reed,285.4,202664,710
148,0,34076,Joel Dahmen,285.3,294430,1032
148,0,46414,Aaron Rai,285.3,272166,954
150,0,36326,David Lipsky,285.2,284085,996
150,0,32640,Troy Merritt,285.2,294275,1032
150,0,29908,C.T. Pan,285.2,280654,984
150,0,37275,Sam Ryder,285.2,309764,1086
154,0,30978,Kiradech Aphibarnrat,285.1,141415,496
154,0,40162,Justin Lower,285.1,213250,748
156,0,47128,Richy Werenski,285.0,200605,704
157,0,48084,Wesley Bryan,284.9,152689,536
158,0,24925,Jonathan Byrd,284.7,169694,596
159,0,40115,Adam Svensson,284.6,331247,1164
160,0,29535,Brice Garnett,284.5,238963,840
161,0,33122,Russell Knox,284.2,292182,1028
162,0,35449,Adam Long,283.9,298118,1050
162,0,34610,Matthias Schwab,283.9,216316,762
164,0,27770,Camilo Villegas,283.8,201464,710
165,0,35110,Brett Drewitt,283.7,164530,580
165,0,29478,Kevin Kisner,283.7,218419,770
167,0,39953,Chase Seiffert,283.4,145117,512
168,0,36801,Mark Hubbard,283.1,215714,762
168,0,30163,Henrik Norlander,283.1,235546,832
170,0,45522,Christiaan Bezuidenhout,282.8,216072,764
170,0,24138,Ian Poulter,282.8,141985,502
172,0,34174,John Huh,282.7,237451,840
173,0,23108,Matt Kuchar,282.6,236273,836
173,0,47983,Chad Ramey,282.6,215902,764
175,0,24024,Zach Johnson,281.6,215132,764
176,0,27649,Brandt Snedeker,281.5,191422,680
177,0,47993,Denny McCarthy,281.4,340448,1210
178,0,36884,Ben Kohles,281.0,175374,624
179,0,39436,Joshua Creel,280.7,143703,512
180,0,46435,Austin Cook,280.5,205914,734
180,0,35879,Kelly Kraft,280.5,219900,784
182,0,51950,Max McGreevy,280.3,216420,772
182,0,32150,Michael Thompson,280.3,288684,1030
184,0,24361,Pat Perez,280.1,197190,704
185,0,31557,Jim Herman,279.7,166166,594
186,0,32816,Satoshi Kodaira,279.3,158902,569
187,0,19803,Ryan Armour,279.0,135013,484
187,0,23983,Luke Donald,279.0,200853,720
189,0,34256,Andrew Putnam,278.3,313322,1126
190,0,23325,Vaughn Taylor,278.1,153803,553
191,0,26476,Chez Reavie,277.6,288180,1038
192,0,30927,Brendon Todd,273.6,265420,970
193,0,31560,Brian Stuard,272.8,259682,952
