RANK,MOVEMENT,PLAYER_ID,PLAYER,ALL DRIVES,TOTAL DISTANCE,# OF DRIVES
1,0,57366,Cameron Young,307.5,301308,980
2,0,46970,Jon Rahm,306.9,236283,770
3,0,28237,Rory McIlroy,306.3,221765,724
4,0,46550,Brandon Hagy,304.9,251812,826
5,0,46601,Trey Mullinax,304.7,277892,912
6,0,27129,Luke List,304.5,271615,892
7,0,51766,Wyndham Clark,304.3,315225,1036
8,0,52372,Cameron Champ,303.8,198050,652
9,0,34255,Joseph Bramlett,303.5,281651,928
10,0,40250,Taylor Pendrith,303.4,250005,824
11,0,56278,Matthew Wolff,303.3,160169,528
12,0,36689,Brooks Koepka,302.7,164670,544
13,0,35450,Patrick Cantlay,302.0,221099,732
13,0,33448,Justin Thomas,302.0,256685,850
15,0,34046,Jordan Spieth,301.7,258835,858
16,0,47483,Will Zalatoris,301.4,240523,798
17,0,47856,Seth Reeves,301.3,204899,680
18,0,46046,Scottie Scheffler,300.9,275590,916
19,0,45486,Joaquin Niemann,300.6,243518,810
20,0,27064,Jhonattan Vegas,300.4,244553,814
21,0,48117,Kurt Kitayama,300.3,191568,638
22,0,54421,Garrick Higgo,300.0,160810,536
23,0,46717,Viktor Hovland,299.8,235025,784
23,0,39546,Keith Mitchell,299.8,299805,1000
25,0,24502,Adam Scott,299.7,263153,878
26,0,45157,Cam Davis,299.6,319370,1066
27,0,48699,Callum Tarren,299.5,224057,748
28,0,29725,Tony Finau,299.4,295795,988
29,0,12716,Charley Hoffman,299.3,241248,806
30,0,26300,Matt Jones,299.0,213458,714
31,0,47504,Sam Burns,298.7,286171,958
31,0,36699,Patrick Rodgers,298.7,286174,958
33,0,32366,Kevin Chappell,298.5,183899,616
34,0,39058,Lucas Herbert,298.1,168138,564
34,0,48081,Xander Schauffele,298.1,237893,798
36,0,21961,Charles Howell III,298.0,194895,654
37,0,32333,Kevin Tway,297.6,277347,932
38,0,39977,Max Homa,297.3,291368,980
39,0,46442,Maverick McNealy,297.2,302507,1018
40,0,32839,Hideki Matsuyama,297.1,238296,802
41,0,49964,Aaron Wise,296.9,317104,1068
42,0,29518,Brendan Steele,296.8,257654,868
43,0,33667,Carlos Ortiz,296.6,212974,718
44,0,35617,Martin Trainer,296.4,253696,856
45,0,35891,Cameron Smith,296.1,201956,682
46,0,33141,Keegan Bradley,295.9,272790,922
47,0,39971,Sungjae Im,295.8,310583,1050
47,0,30944,Jason Kokrak,295.8,210597,712
47,0,23320,Ryan Palmer,295.8,205880,696
50,0,35461,Beau Hossler,295.6,268957,910
50,0,45540,Jared Wolfe,295.6,193334,654
50,0,31323,Gary Woodland,295.6,228814,774
53,0,39997,Corey Conners,295.3,292328,990
54,0,51634,Sahith Theegala,295.2,387899,1314
54,0,51894,Vince Whaley,295.2,273366,926
56,0,26851,Marc Leishman,295.0,260164,882
56,0,47995,Davis Riley,295.0,335098,1136
56,0,37189,Harold Varner III,295.0,232717,789
59,0,30692,Scott Stallings,294.6,343537,1166
59,0,34264,Hudson Swafford,294.6,196798,668
