RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,57366,Cameron Young,37.24,365,980,-0.211
2,0,28237,Rory McIlroy,37.02,268,724,-0.321
3,0,34255,Joseph Bramlett,36.53,339,928,-0.189
4,0,46550,Brandon Hagy,34.26,283,826,-0.226
5,0,52372,Cameron Champ,33.90,221,652,-0.240
6,0,46970,Jon Rahm,33.25,256,770,-0.289
7,0,51766,Wyndham Clark,32.82,340,1036,-0.182
8,0,40250,Taylor Pendrith,31.67,261,824,-0.291
9,0,36689,Brooks Koepka,31.62,172,544,-0.221
10,0,46601,Trey Mullinax,31.47,287,912,-0.251
11,0,56278,Matthew Wolff,30.87,163,528,-0.166
12,0,48699,Callum Tarren,29.68,222,748,-0.252
13,0,47483,Will Zalatoris,29.32,234,798,-0.222
14,0,27129,Luke List,28.59,255,892,-0.192
15,0,27064,Jhonattan Vegas,25.68,209,814,-0.215
16,0,45157,Cam Davis,25.52,272,1066,-0.232
17,0,33448,Justin Thomas,25.41,216,850,-0.278
18,0,47856,Seth Reeves,25.29,172,680,-0.163
19,0,48117,Kurt Kitayama,25.08,160,638,-0.256
20,0,32366,Kevin Chappell,24.35,150,616,-0.140
21,0,47504,Sam Burns,24.32,233,958,-0.326
22,0,12716,Charley Hoffman,23.82,192,806,-0.250
23,0,46046,Scottie Scheffler,23.58,216,916,-0.329
24,0,29725,Tony Finau,23.28,230,988,-0.313
25,0,45486,Joaquin Niemann,22.84,185,810,-0.351
26,0,54421,Garrick Higgo,22.76,122,536,-0.090
27,0,34046,Jordan Spieth,22.61,194,858,-0.242
28,0,26300,Matt Jones,22.55,161,714,-0.335
29,0,46717,Viktor Hovland,22.45,176,784,-0.148
30,0,24502,Adam Scott,22.44,197,878,-0.315
31,0,48081,Xander Schauffele,22.43,179,798,-0.352
32,0,35617,Martin Trainer,22.31,191,856,-0.183
33,0,36699,Patrick Rodgers,21.92,210,958,-0.262
34,0,35450,Patrick Cantlay,21.86,160,732,-0.325
35,0,39977,Max Homa,21.73,213,980,-0.347
36,0,39058,Lucas Herbert,21.63,122,564,-0.156
37,0,31323,Gary Woodland,21.45,166,774,-0.295
38,0,30944,Jason Kokrak,20.93,149,712,-0.255
39,0,39546,Keith Mitchell,20.90,209,1000,-0.282
40,0,37212,Paul Barjon,20.69,180,870,-0.222
41,0,37189,Harold Varner III,20.66,163,789,-0.288
42,0,45540,Jared Wolfe,20.49,134,654,-0.284
43,0,32333,Kevin Tway,20.17,188,932,-0.213
44,0,30692,Scott Stallings,20.07,234,1166,-0.222
44,0,10381,Curtis Thompson,20.07,122,608,-0.221
46,0,35461,Beau Hossler,19.45,177,910,-0.215
47,0,34264,Hudson Swafford,18.86,126,668,-0.310
48,0,40098,Matt Fitzpatrick,18.83,125,664,-0.272
49,0,29518,Brendan Steele,18.78,163,868,-0.178
50,0,20229,Stewart Cink,18.66,172,922,-0.157
51,0,21961,Charles Howell III,18.65,122,654,-0.270
52,0,47988,Nick Hardy,18.53,116,626,-0.284
53,0,32839,Hideki Matsuyama,18.45,148,802,-0.264
54,0,51894,Vince Whaley,18.25,169,926,-0.272
55,0,29970,Dylan Frittelli,18.15,184,1014,-0.114
56,0,46442,Maverick McNealy,17.98,183,1018,-0.317
57,0,29974,Branden Grace,17.94,108,602,-0.222
58,0,33667,Carlos Ortiz,17.41,125,718,-0.208
59,0,32102,Rickie Fowler,17.35,136,784,-0.272
60,0,35891,Cameron Smith,17.30,118,682,-0.373
61,0,51634,Sahith Theegala,17.20,226,1314,-0.252
62,0,46340,Alex Smalley,16.89,175,1036,-0.286
63,0,33141,Keegan Bradley,16.81,155,922,-0.194
64,0,34363,Tyrrell Hatton,16.57,110,664,-0.300
65,0,49964,Aaron Wise,16.29,174,1068,-0.264
66,0,26851,Marc Leishman,15.99,141,882,-0.376
67,0,50095,Austin Smotherman,15.86,138,870,-0.225
68,0,33597,Harry Higgs,15.61,147,942,-0.177
69,0,47995,Davis Riley,15.32,174,1136,-0.218
70,0,33204,Shane Lowry,15.11,100,662,-0.310
71,0,46402,Talor Gooch,14.94,115,770,-0.313
72,0,28252,Seamus Power,14.86,123,828,-0.203
73,0,23320,Ryan Palmer,14.80,103,696,-0.146
74,0,31646,Emiliano Grillo,14.64,142,970,-0.394
75,0,32791,K.H. Lee,14.40,174,1208,-0.195
76,0,29289,S.Y. Noh,14.35,91,634,-0.297
77,0,39997,Corey Conners,14.24,141,990,-0.234
78,0,40006,Erik van Rooyen,14.11,79,560,-0.228
79,0,36852,Jim Knous,14.06,70,498,-0.171
80,0,27095,Nick Watney,14.00,121,864,-0.281
81,0,32757,Patton Kizzire,13.99,160,1144,-0.306
82,0,48822,Sebastián Muñoz,13.81,132,956,-0.189
83,0,32662,Michael Gligic,13.73,109,794,-0.294
84,0,39971,Sungjae Im,13.71,144,1050,-0.313
85,0,29420,Billy Horschel,13.31,103,774,-0.194
86,0,49947,Taylor Moore,13.26,144,1086,-0.306
87,0,47529,Mito Pereira,13.24,138,1042,-0.333
88,0,30911,Tommy Fleetwood,13.13,73,556,-0.342
89,0,55708,Hayden Buckley,13.08,140,1070,-0.264
90,0,37455,Si Woo Kim,13.01,148,1138,-0.318
91,0,47347,Adam Schenk,12.99,139,1070,-0.201
92,0,45526,Abraham Ancer,12.93,83,642,-0.181
93,0,28114,Dawie van der Walt,12.80,85,664,-0.176
94,0,48887,Matt Wallace,12.43,84,676,-0.238
95,0,50525,Collin Morikawa,12.35,83,672,-0.253
96,0,34563,Chesson Hadley,12.33,110,892,-0.264
97,0,28089,Jason Day,12.29,87,708,-0.345
98,0,27139,David Skinns,12.22,88,720,-0.216
99,0,49960,Sepp Straka,12.19,126,1034,-0.206
100,0,24980,Scott Gutschewski,12.12,64,528,-0.094
101,0,32139,Danny Willett,12.07,70,580,-0.300
102,0,27349,Alex Noren,11.98,80,668,-0.275
103,0,32448,James Hahn,11.87,99,834,-0.313
103,0,31420,Anirban Lahiri,11.87,99,834,-0.242
105,0,34431,Robert Streb,11.71,118,1008,-0.280
106,0,30926,Chris Kirk,11.42,100,876,-0.180
107,0,24924,Bill Haas,11.38,107,940,-0.280
108,0,25686,Jason Dufner,11.30,61,540,-0.148
109,0,33419,Cameron Tringale,11.29,114,1010,-0.202
110,0,54628,Lee Hodges,11.24,129,1148,-0.326
111,0,29926,Danny Lee,11.09,61,550,-0.328
112,0,52374,Brandon Wu,10.98,76,692,-0.382
113,0,33490,Bo Hoag,10.89,56,514,-0.250
114,0,54783,Dylan Wu,10.88,77,708,-0.273
115,0,25900,Lucas Glover,10.85,125,1152,-0.288
116,0,34098,Russell Henley,10.82,95,878,-0.295
117,0,49298,Kramer Hickok,10.57,108,1022,-0.222
118,0,51997,Andrew Novak,10.46,78,746,-0.179
119,0,22405,Justin Rose,10.42,55,528,-0.255
120,0,22056,Cameron Percy,10.18,45,442,-0.200
121,0,33399,Adam Hadwin,10.13,107,1056,-0.262
122,0,35310,Lanto Griffin,10.08,95,942,-0.200
123,0,25818,Scott Piercy,10.06,93,924,-0.366
124,0,35506,Mackenzie Hughes,9.96,91,914,-0.132
125,0,35532,Tom Hoge,9.59,99,1032,-0.192
126,0,49771,J.T. Poston,9.53,106,1112,-0.292
127,0,34466,Peter Malnati,9.44,114,1208,-0.237
128,0,36871,Matthew NeSmith,9.32,101,1084,-0.198
129,0,46414,Aaron Rai,9.22,88,954,-0.375
130,0,48084,Wesley Bryan,9.14,49,536,+0.184
131,0,29221,Webb Simpson,8.98,65,724,-0.277
132,0,29908,C.T. Pan,8.84,87,984,-0.207
133,0,27895,Jonas Blixt,8.79,51,580,-0.118
134,0,27936,Martin Laird,8.61,73,848,-0.315
135,0,33486,Roger Sloan,8.60,74,860,-0.257
136,0,39324,J.J. Spaun,8.40,85,1012,-0.188
137,0,32640,Troy Merritt,8.33,86,1032,-0.151
138,0,25493,Nick Taylor,8.30,79,952,-0.291
139,0,28775,Nate Lashley,8.29,70,844,-0.286
140,0,25198,Francesco Molinari,8.26,46,557,-0.217
141,0,51890,Greyson Sigg,8.23,82,996,-0.354
142,0,36799,Stephan Jaeger,8.22,83,1010,-0.277
143,0,27974,Sung Kang,8.15,70,859,-0.157
144,0,39953,Chase Seiffert,8.01,41,512,-0.244
145,0,34360,Patrick Reed,7.89,56,710,-0.143
146,0,52375,Doug Ghim,7.84,74,944,-0.257
147,0,45609,Tyler Duncan,7.80,70,898,-0.271
148,0,53165,Doc Redman,7.76,68,876,-0.191
149,0,36884,Ben Kohles,7.53,47,624,-0.170
150,0,29535,Brice Garnett,7.50,63,840,-0.254
151,0,27214,Kevin Streelman,7.40,82,1108,-0.232
152,0,30978,Kiradech Aphibarnrat,7.26,36,496,-0.389
153,0,47128,Richy Werenski,7.24,51,704,-0.294
154,0,24138,Ian Poulter,7.17,36,502,-0.167
155,0,34076,Joel Dahmen,6.98,72,1032,-0.208
156,0,49766,Hank Lebioda,6.93,65,938,-0.323
157,0,37275,Sam Ryder,6.91,75,1086,-0.253
158,0,36326,David Lipsky,6.83,68,996,-0.221
159,0,34610,Matthias Schwab,6.82,52,762,-0.231
160,0,40115,Adam Svensson,6.62,77,1164,-0.286
161,0,23621,Rory Sabbatini,6.59,46,698,-0.261
162,0,30163,Henrik Norlander,6.49,54,832,-0.333
163,0,40162,Justin Lower,6.42,48,748,-0.313
164,0,24925,Jonathan Byrd,6.38,38,596,-0.158
165,0,29478,Kevin Kisner,6.36,49,770,-0.163
166,0,33122,Russell Knox,6.32,65,1028,-0.246
167,0,24024,Zach Johnson,6.28,48,764,-0.250
168,0,45522,Christiaan Bezuidenhout,6.15,47,764,-0.447
169,0,47993,Denny McCarthy,6.03,73,1210,-0.274
170,0,35110,Brett Drewitt,5.86,34,580,-0.206
171,0,34174,John Huh,5.83,49,840,-0.347
172,0,27644,Brian Harman,5.78,61,1056,-0.180
173,0,36801,Mark Hubbard,5.77,44,762,-0.273
174,0,27770,Camilo Villegas,5.63,40,710,-0.275
175,0,35879,Kelly Kraft,5.61,44,784,-0.273
176,0,46435,Austin Cook,5.59,41,734,-0.341
177,0,23983,Luke Donald,5.42,39,720,-0.103
178,0,51950,Max McGreevy,4.92,38,772,-0.237
179,0,35449,Adam Long,4.86,51,1050,-0.353
180,0,47983,Chad Ramey,4.71,36,764,-0.194
181,0,39436,Joshua Creel,4.69,24,512,-0.125
181,0,24361,Pat Perez,4.69,33,704,-0.333
183,0,19803,Ryan Armour,4.34,21,484,-0.238
184,0,23108,Matt Kuchar,4.31,36,836,-0.361
185,0,34256,Andrew Putnam,4.09,46,1126,-0.261
186,0,32150,Michael Thompson,4.08,42,1030,-0.452
187,0,31557,Jim Herman,4.04,24,594,-0.042
188,0,32816,Satoshi Kodaira,3.69,21,569,-0.286
189,0,27649,Brandt Snedeker,3.38,23,680,-0.348
190,0,30927,Brendon Todd,2.16,21,970,-0.571
191,0,26476,Chez Reavie,2.12,22,1038,-0.364
192,0,31560,Brian Stuard,1.89,18,952,-0.167
193,0,23325,Vaughn Taylor,1.63,9,553,-0.222
