RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300-320,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,29518,Brendan Steele,43.48,60,138,-0.25
2,0,33141,Keegan Bradley,42.76,65,152,-0.25
3,0,31323,Gary Woodland,40.58,56,138,-0.21
4,0,33204,Shane Lowry,40.52,47,116,-0.28
5,0,47995,Davis Riley,40.43,76,188,-0.14
6,0,46402,Talor Gooch,40.14,57,142,-0.30
7,0,12716,Charley Hoffman,40.00,52,130,-0.25
7,0,32757,Patton Kizzire,40.00,72,180,-0.26
9,0,45540,Jared Wolfe,39.83,47,118,-0.06
10,0,45157,Cam Davis,39.63,65,164,-0.14
11,0,39546,Keith Mitchell,39.53,68,172,-0.16
12,0,27129,Luke List,39.47,60,152,-0.15
13,0,35450,Patrick Cantlay,38.97,53,136,-0.25
14,0,24502,Adam Scott,38.89,56,144,-0.18
15,0,27139,David Skinns,38.64,51,132,-0.24
16,0,34431,Robert Streb,38.61,61,158,-0.26
17,0,37189,Harold Varner III,38.41,53,138,-0.15
18,0,50525,Collin Morikawa,38.39,43,112,-0.09
19,0,39058,Lucas Herbert,37.96,41,108,-0.07
20,0,29725,Tony Finau,37.79,65,172,-0.26
21,0,45486,Joaquin Niemann,37.50,57,152,-0.07
22,0,49964,Aaron Wise,37.21,64,172,-0.13
23,0,35461,Beau Hossler,37.14,52,140,+0.04
24,0,46340,Alex Smalley,37.10,69,186,-0.30
25,0,51634,Sahith Theegala,36.73,83,226,-0.36
26,0,47347,Adam Schenk,36.63,63,172,-0.19
27,0,47856,Seth Reeves,36.57,49,134,-0.02
28,0,32839,Hideki Matsuyama,36.03,49,136,-0.18
29,0,20229,Stewart Cink,35.71,55,154,-0.11
29,0,46442,Maverick McNealy,35.71,60,168,-0.22
29,0,46046,Scottie Scheffler,35.71,60,168,-0.18
32,0,31646,Emiliano Grillo,35.63,57,160,-0.16
33,0,47988,Nick Hardy,35.59,42,118,-0.14
34,0,26851,Marc Leishman,35.42,51,144,+0.02
34,0,47483,Will Zalatoris,35.42,51,144,-0.20
36,0,47529,Mito Pereira,35.39,63,178,-0.10
37,0,39971,Sungjae Im,35.23,62,176,-0.27
38,0,37212,Paul Barjon,35.21,50,142,-0.26
39,0,34363,Tyrrell Hatton,35.16,45,128,-0.09
40,0,49960,Sepp Straka,35.11,66,188,E
41,0,32448,James Hahn,35.07,47,134,-0.11
42,0,50095,Austin Smotherman,35.06,54,154,-0.26
43,0,46717,Viktor Hovland,35.00,49,140,-0.24
44,0,48822,Sebastián Muñoz,34.81,55,158,-0.24
45,0,51894,Vince Whaley,34.71,59,170,-0.17
46,0,28252,Seamus Power,34.62,54,156,-0.30
47,0,49947,Taylor Moore,34.52,58,168,-0.12
48,0,32333,Kevin Tway,34.42,53,154,-0.13
49,0,47504,Sam Burns,34.38,55,160,-0.16
49,0,34264,Hudson Swafford,34.38,44,128,-0.16
51,0,48117,Kurt Kitayama,34.29,48,140,-0.10
52,0,28089,Jason Day,34.21,39,114,-0.23
53,0,36871,Matthew NeSmith,34.09,60,176,-0.32
54,0,34466,Peter Malnati,33.84,67,198,-0.34
55,0,40250,Taylor Pendrith,33.80,48,142,-0.35
56,0,46550,Brandon Hagy,33.78,50,148,-0.10
56,0,34046,Jordan Spieth,33.78,50,148,-0.12
58,0,29926,Danny Lee,33.65,35,104,-0.37
59,0,40098,Matt Fitzpatrick,33.57,47,140,-0.28
60,0,27349,Alex Noren,33.33,40,120,-0.23
60,0,23320,Ryan Palmer,33.33,42,126,-0.14
62,0,32662,Michael Gligic,33.10,47,142,-0.06
63,0,48081,Xander Schauffele,33.09,45,136,-0.16
64,0,37455,Si Woo Kim,32.98,62,188,-0.24
65,0,10381,Curtis Thompson,32.81,42,128,-0.36
66,0,33486,Roger Sloan,32.61,45,138,-0.22
67,0,21961,Charles Howell III,32.41,35,108,-0.29
68,0,36852,Jim Knous,32.35,33,102,-0.15
69,0,39977,Max Homa,32.32,53,164,-0.15
70,0,35891,Cameron Smith,32.26,40,124,-0.15
71,0,33448,Justin Thomas,32.24,49,152,-0.12
72,0,48084,Wesley Bryan,32.22,29,90,-0.31
73,0,27064,Jhonattan Vegas,32.19,47,146,-0.11
74,0,49771,J.T. Poston,31.82,56,176,-0.30
75,0,48887,Matt Wallace,31.73,33,104,-0.18
76,0,29221,Webb Simpson,31.36,37,118,-0.30
77,0,32102,Rickie Fowler,31.34,42,134,-0.02
78,0,55708,Hayden Buckley,31.32,57,182,-0.05
79,0,52372,Cameron Champ,31.25,35,112,E
79,0,33419,Cameron Tringale,31.25,55,176,-0.22
81,0,36699,Patrick Rodgers,31.18,53,170,-0.19
82,0,39997,Corey Conners,31.03,54,174,-0.31
83,0,27895,Jonas Blixt,31.00,31,100,-0.03
84,0,34563,Chesson Hadley,30.92,47,152,-0.06
85,0,32791,K.H. Lee,30.85,58,188,-0.16
86,0,30911,Tommy Fleetwood,30.77,32,104,-0.19
87,0,54628,Lee Hodges,30.65,57,186,-0.19
88,0,30926,Chris Kirk,30.63,49,160,-0.22
88,0,49766,Hank Lebioda,30.63,49,160,-0.27
90,0,33667,Carlos Ortiz,30.51,36,118,-0.19
91,0,30944,Jason Kokrak,30.33,37,122,-0.27
92,0,27095,Nick Watney,30.26,46,152,+0.02
93,0,35110,Brett Drewitt,30.17,35,116,-0.06
94,0,34098,Russell Henley,30.13,47,156,-0.38
95,0,32366,Kevin Chappell,30.00,33,110,-0.27
95,0,36799,Stephan Jaeger,30.00,51,170,-0.10
95,0,34610,Matthias Schwab,30.00,42,140,-0.07
98,0,54783,Dylan Wu,29.85,40,134,-0.13
