RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
105,0,52374,Brandon Wu,16.89,25,148,-0.56
106,0,30926,Chris Kirk,16.88,27,160,-0.37
107,0,46414,Aaron Rai,16.85,30,178,-0.33
108,0,35506,Mackenzie Hughes,16.67,26,156,-0.15
108,0,22405,Justin Rose,16.67,18,108,-0.61
110,0,51997,Andrew Novak,16.45,25,152,-0.16
111,0,33490,Bo Hoag,16.33,16,98,-0.06
112,0,32139,Danny Willett,16.13,20,124,-0.30
113,0,25198,Francesco Molinari,16.04,17,106,-0.24
114,0,55708,Hayden Buckley,15.93,29,182,-0.38
115,0,27139,David Skinns,15.91,21,132,-0.05
116,0,25818,Scott Piercy,15.58,24,154,-0.46
117,0,34431,Robert Streb,15.19,24,158,-0.33
118,0,50525,Collin Morikawa,15.18,17,112,E
119,0,27936,Martin Laird,15.15,20,132,-0.35
120,0,27895,Jonas Blixt,15.00,15,100,-0.20
121,0,49298,Kramer Hickok,14.94,26,174,-0.12
122,0,28089,Jason Day,14.91,17,114,-0.35
123,0,25493,Nick Taylor,14.77,26,176,-0.23
124,0,34098,Russell Henley,14.74,23,156,-0.17
125,0,45522,Christiaan Bezuidenhout,14.38,23,160,-0.09
126,0,54783,Dylan Wu,14.18,19,134,-0.32
127,0,40162,Justin Lower,13.89,20,144,-0.30
127,0,51890,Greyson Sigg,13.89,25,180,-0.32
129,0,36871,Matthew NeSmith,13.64,24,176,-0.25
130,0,29420,Billy Horschel,13.57,19,140,+0.05
131,0,29221,Webb Simpson,13.56,16,118,-0.44
132,0,47128,Richy Werenski,13.49,17,126,-0.18
133,0,29926,Danny Lee,13.46,14,104,-0.71
133,0,28252,Seamus Power,13.46,21,156,-0.29
135,0,25900,Lucas Glover,13.44,25,186,-0.20
136,0,48084,Wesley Bryan,13.33,12,90,+0.08
136,0,33399,Adam Hadwin,13.33,24,180,-0.21
138,0,39953,Chase Seiffert,12.75,13,102,-0.15
139,0,28775,Nate Lashley,12.50,19,152,-0.21
139,0,36326,David Lipsky,12.50,22,176,-0.23
139,0,49771,J.T. Poston,12.50,22,176,-0.36
142,0,32640,Troy Merritt,12.07,21,174,-0.19
143,0,53165,Doc Redman,12.00,18,150,-0.11
144,0,37275,Sam Ryder,11.90,20,168,-0.05
145,0,52375,Doug Ghim,11.88,19,160,-0.32
146,0,34466,Peter Malnati,11.62,23,198,-0.30
147,0,33486,Roger Sloan,11.59,16,138,-0.19
148,0,39324,J.J. Spaun,11.58,22,190,-0.09
149,0,22056,Cameron Percy,11.36,10,88,-0.20
150,0,30978,Kiradech Aphibarnrat,11.32,12,106,-0.17
151,0,36799,Stephan Jaeger,11.18,19,170,-0.26
152,0,40115,Adam Svensson,11.00,22,200,-0.09
153,0,45609,Tyler Duncan,10.98,18,164,-0.22
154,0,35532,Tom Hoge,10.87,20,184,-0.20
155,0,34174,John Huh,10.81,16,148,-0.19
156,0,27214,Kevin Streelman,10.80,19,176,-0.37
157,0,35110,Brett Drewitt,10.34,12,116,-0.50
158,0,33122,Russell Knox,10.11,18,178,+0.06
159,0,49766,Hank Lebioda,10.00,16,160,-0.25
160,0,29535,Brice Garnett,9.74,15,154,-0.40
161,0,36884,Ben Kohles,9.52,12,126,-0.25
162,0,34360,Patrick Reed,9.29,13,140,-0.31
163,0,31557,Jim Herman,8.82,9,102,+0.22
163,0,36801,Mark Hubbard,8.82,12,136,-0.25
165,0,24024,Zach Johnson,8.59,11,128,-0.36
166,0,34610,Matthias Schwab,8.57,12,140,-0.42
167,0,27974,Sung Kang,8.55,13,152,-0.54
168,0,23108,Matt Kuchar,8.45,12,142,-0.42
169,0,34076,Joel Dahmen,8.24,14,170,-0.14
170,0,30163,Henrik Norlander,8.09,11,136,-0.55
171,0,35879,Kelly Kraft,7.97,11,138,E
172,0,24925,Jonathan Byrd,7.89,9,114,-0.11
173,0,27644,Brian Harman,7.69,14,182,E
174,0,51950,Max McGreevy,7.64,11,144,+0.18
175,0,23983,Luke Donald,7.46,10,134,-0.10
176,0,23621,Rory Sabbatini,7.27,8,110,-0.50
177,0,27770,Camilo Villegas,7.25,10,138,-0.10
178,0,19803,Ryan Armour,7.00,7,100,E
179,0,29478,Kevin Kisner,6.82,9,132,-0.11
180,0,34256,Andrew Putnam,6.67,12,180,-0.50
181,0,23325,Vaughn Taylor,6.60,7,106,-0.29
182,0,35449,Adam Long,6.55,11,168,-0.64
182,0,32150,Michael Thompson,6.55,11,168,-0.73
184,0,46435,Austin Cook,6.52,9,138,-0.44
185,0,47983,Chad Ramey,6.16,9,146,-0.11
186,0,47993,Denny McCarthy,5.50,11,200,-0.27
187,0,32816,Satoshi Kodaira,4.26,4,94,E
188,0,27649,Brandt Snedeker,3.39,4,118,-1.00
189,0,30927,Brendon Todd,3.16,5,158,-0.60
190,0,26476,Chez Reavie,2.94,5,170,E
191,0,31560,Brian Stuard,2.81,5,178,+0.20
192,0,39436,Joshua Creel,2.13,2,94,E
193,0,24361,Pat Perez,1.72,2,116,-0.50
