RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (%),TOTAL SHOT DISTANCE,TOTAL DISTANCE
1,0,28237,Rory McIlroy,56.79,491432,86540
2,0,40250,Taylor Pendrith,56.47,600196,106278
3,0,57366,Cameron Young,56.42,665156,117901
4,0,56278,Matthew Wolff,56.24,382400,67996
5,0,46550,Brandon Hagy,56.20,645138,114791
6,0,34255,Joseph Bramlett,56.18,672561,119724
6,0,52372,Cameron Champ,56.18,522654,93037
8,0,46970,Jon Rahm,56.15,561623,100016
9,0,46601,Trey Mullinax,55.85,674900,120842
10,0,51766,Wyndham Clark,55.75,775445,139085
11,0,47483,Will Zalatoris,55.50,577742,104107
12,0,46046,Scottie Scheffler,55.26,612655,110863
13,0,24502,Adam Scott,55.15,591639,107286
13,0,48699,Callum Tarren,55.15,499133,90505
15,0,47856,Seth Reeves,55.11,508995,92356
16,0,47504,Sam Burns,55.09,663961,120517
17,0,36689,Brooks Koepka,55.06,376939,68464
18,0,39546,Keith Mitchell,55.01,654219,118925
19,0,36699,Patrick Rodgers,55.00,690010,125451
20,0,27064,Jhonattan Vegas,54.96,594663,108200
21,0,27129,Luke List,54.89,628232,114463
22,0,33448,Justin Thomas,54.84,585023,106670
23,0,10381,Curtis Thompson,54.82,445922,81346
24,0,46717,Viktor Hovland,54.70,540934,98889
25,0,32333,Kevin Tway,54.63,631047,115510
26,0,35450,Patrick Cantlay,54.60,482233,88327
26,0,39058,Lucas Herbert,54.60,391153,71640
26,0,12716,Charley Hoffman,54.60,581611,106530
29,0,30944,Jason Kokrak,54.59,491807,90086
30,0,45540,Jared Wolfe,54.56,455842,83544
31,0,29518,Brendan Steele,54.53,602461,110487
32,0,39977,Max Homa,54.51,665081,122000
33,0,48117,Kurt Kitayama,54.45,442246,81221
33,0,34264,Hudson Swafford,54.45,487094,89455
35,0,54421,Garrick Higgo,54.39,363918,66914
36,0,47988,Nick Hardy,54.38,412691,75890
37,0,37212,Paul Barjon,54.33,618330,113813
38,0,32839,Hideki Matsuyama,54.31,550975,101447
39,0,46442,Maverick McNealy,54.30,720084,132617
40,0,31323,Gary Woodland,54.29,561683,103454
41,0,45157,Cam Davis,54.25,711752,131192
42,0,45486,Joaquin Niemann,54.20,527397,97297
43,0,51894,Vince Whaley,54.19,658903,121599
44,0,21961,Charles Howell III,54.13,457215,84466
45,0,35461,Beau Hossler,54.12,605377,111848
46,0,29725,Tony Finau,54.11,659928,121971
47,0,30692,Scott Stallings,54.10,811374,149963
48,0,26300,Matt Jones,54.09,512411,94731
49,0,48081,Xander Schauffele,54.07,541061,100074
50,0,37189,Harold Varner III,54.06,538990,99707
51,0,32791,K.H. Lee,54.00,760484,140829
52,0,33141,Keegan Bradley,53.97,635391,117721
53,0,32366,Kevin Chappell,53.96,428134,79347
54,0,30911,Tommy Fleetwood,53.95,377791,70023
54,0,49964,Aaron Wise,53.95,726758,134710
56,0,32102,Rickie Fowler,53.94,498398,92391
57,0,46402,Talor Gooch,53.92,524800,97332
57,0,34046,Jordan Spieth,53.92,577287,107062
59,0,35617,Martin Trainer,53.89,584509,108458
60,0,39997,Corey Conners,53.88,633011,117491
60,0,32757,Patton Kizzire,53.88,802669,148984
62,0,33204,Shane Lowry,53.87,433557,80489
63,0,31646,Emiliano Grillo,53.86,690719,128247
63,0,49960,Sepp Straka,53.86,659894,122526
65,0,35891,Cameron Smith,53.85,437296,81209
66,0,46340,Alex Smalley,53.83,709352,131766
67,0,29970,Dylan Frittelli,53.81,690918,128391
68,0,26851,Marc Leishman,53.79,596786,110941
69,0,50095,Austin Smotherman,53.77,621987,115677
70,0,47995,Davis Riley,53.71,750768,139794
71,0,39971,Sungjae Im,53.70,704591,131209
72,0,51634,Sahith Theegala,53.64,930662,173515
73,0,20229,Stewart Cink,53.63,578466,107872
74,0,34563,Chesson Hadley,53.61,620241,115698
75,0,49947,Taylor Moore,53.57,748209,139674
76,0,32448,James Hahn,53.56,568211,106088
77,0,22405,Justin Rose,53.52,333548,62319
78,0,40098,Matt Fitzpatrick,53.51,418666,78247
79,0,32662,Michael Gligic,53.49,543118,101542
79,0,27139,David Skinns,53.49,506738,94730
81,0,33667,Carlos Ortiz,53.47,540144,101011
82,0,54628,Lee Hodges,53.46,765533,143205
83,0,29926,Danny Lee,53.42,380956,71315
83,0,28252,Seamus Power,53.42,528640,98966
85,0,40006,Erik van Rooyen,53.41,380044,71158
86,0,36852,Jim Knous,53.34,339612,63669
87,0,27095,Nick Watney,53.29,594673,111587
88,0,29974,Branden Grace,53.27,427378,80236
89,0,48822,Sebastián Muñoz,53.25,646934,121497
90,0,47347,Adam Schenk,53.24,715605,134423
91,0,34363,Tyrrell Hatton,53.18,423903,79712
92,0,24924,Bill Haas,53.12,638549,120200
93,0,33597,Harry Higgs,53.09,619457,116673
94,0,29420,Billy Horschel,53.07,466736,87940
94,0,23320,Ryan Palmer,53.07,444750,83801
96,0,28089,Jason Day,53.03,508446,95879
97,0,55708,Hayden Buckley,53.00,721710,136164
97,0,47529,Mito Pereira,53.00,699209,131934
99,0,48887,Matt Wallace,52.95,468919,88562
100,0,54783,Dylan Wu,52.94,469875,88756
101,0,37455,Si Woo Kim,52.92,782182,147817
102,0,22056,Cameron Percy,52.91,300545,56805
103,0,34098,Russell Henley,52.88,550566,104122
104,0,35310,Lanto Griffin,52.85,678472,128369
105,0,30926,Chris Kirk,52.83,602570,114062
106,0,24138,Ian Poulter,52.82,345391,65385
107,0,29289,S.Y. Noh,52.81,493774,93504
108,0,51997,Andrew Novak,52.80,509545,96506
109,0,46414,Aaron Rai,52.75,618956,117342
109,0,28114,Dawie van der Walt,52.75,456944,86624
111,0,50525,Collin Morikawa,52.74,423021,80209
112,0,33399,Adam Hadwin,52.73,738168,139978
113,0,32139,Danny Willett,52.72,396408,75197
114,0,24980,Scott Gutschewski,52.69,376672,71493
115,0,27349,Alex Noren,52.66,465497,88391
116,0,35532,Tom Hoge,52.65,683817,129870
117,0,29221,Webb Simpson,52.64,443697,84282
118,0,36871,Matthew NeSmith,52.62,689739,131081
118,0,49771,J.T. Poston,52.62,685849,130332
120,0,25900,Lucas Glover,52.60,734902,139715
121,0,35110,Brett Drewitt,52.59,371364,70614
122,0,33490,Bo Hoag,52.57,337375,64176
122,0,34431,Robert Streb,52.57,666375,126760
124,0,31420,Anirban Lahiri,52.54,560812,106742
125,0,52374,Brandon Wu,52.53,474944,90418
126,0,33486,Roger Sloan,52.45,578849,110354
127,0,47128,Richy Werenski,52.44,487546,92969
128,0,25818,Scott Piercy,52.42,623118,118861
129,0,37275,Sam Ryder,52.40,716000,136644
130,0,48084,Wesley Bryan,52.38,371525,70929
131,0,39324,J.J. Spaun,52.37,693505,132431
132,0,49298,Kramer Hickok,52.33,672711,128540
132,0,40162,Justin Lower,52.33,493459,94289
134,0,51890,Greyson Sigg,52.32,691406,132148
135,0,27936,Martin Laird,52.30,561091,107274
136,0,35506,Mackenzie Hughes,52.29,576242,110206
137,0,34466,Peter Malnati,52.28,827958,158361
138,0,33419,Cameron Tringale,52.25,725023,138749
139,0,40115,Adam Svensson,52.24,775178,148388
140,0,36326,David Lipsky,52.23,684203,131001
141,0,25493,Nick Taylor,52.22,638269,122221
142,0,36801,Mark Hubbard,52.21,478149,91587
143,0,27895,Jonas Blixt,52.20,389954,74707
144,0,45526,Abraham Ancer,52.18,446468,85568
145,0,23621,Rory Sabbatini,52.06,427600,82143
146,0,52375,Doug Ghim,52.05,643581,123647
147,0,28775,Nate Lashley,52.02,596817,114730
148,0,45609,Tyler Duncan,52.00,602150,115804
149,0,25198,Francesco Molinari,51.99,384244,73906
