RANK,MOVEMENT,PLAYER_ID,PLAYER,STROKE DIFFERENTIAL,PLAYER'S SCORE,FIELD AVERAGE SCORE
1,0,28237,Rory McIlroy,+2.36,69.27,71.63
2,0,21209,Sergio Garcia,+2.08,69.38,71.46
3,0,10809,Jim Furyk,+1.88,69.79,71.67
4,0,24502,Adam Scott,+1.85,69.49,71.34
5,0,30925,Dustin Johnson,+1.66,69.88,71.54
6,0,22405,Justin Rose,+1.61,70.18,71.79
7,0,23108,Matt Kuchar,+1.56,69.77,71.33
8,0,28089,Jason Day,+1.43,70.19,71.62
9,0,25804,Bubba Watson,+1.41,69.97,71.38
10,0,25632,Jimmy Walker,+1.39,69.98,71.37
11,0,25572,Graeme McDowell,+1.37,70.21,71.58
11,0,26331,Charl Schwartzel,+1.37,70.06,71.43
13,0,34046,Jordan Spieth,+1.24,70.34,71.58
14,0,33141,Keegan Bradley,+1.17,70.24,71.41
15,0,27436,Graham DeLaet,+1.12,70.19,71.31
16,0,24924,Bill Haas,+1.09,70.29,71.38
16,0,21528,Henrik Stenson,+1.09,70.65,71.74
18,0,01810,Phil Mickelson,+1.04,70.75,71.79
19,0,32102,Rickie Fowler,+1.03,70.41,71.44
19,0,25396,Kevin Na,+1.03,70.10,71.13
21,0,31323,Gary Woodland,+1.02,70.54,71.56
22,0,32839,Hideki Matsuyama,+1.01,70.44,71.45
23,0,23320,Ryan Palmer,+.99,70.06,71.05
24,0,30926,Chris Kirk,+.95,70.37,71.32
25,0,26596,Ryan Moore,+.94,70.31,71.25
26,0,36689,Brooks Koepka,+.91,70.23,71.14
27,0,30927,Brendon Todd,+.89,70.25,71.14
28,0,34099,Harris English,+.88,70.11,70.99
28,0,21961,Charles Howell III,+.88,70.03,70.91
28,0,33122,Russell Knox,+.88,70.15,71.03
31,0,25364,Paul Casey,+.85,70.52,71.37
31,0,30944,Jason Kokrak,+.85,70.38,71.23
31,0,26851,Marc Leishman,+.85,70.44,71.29
34,0,24024,Zach Johnson,+.84,70.22,71.06
35,0,29420,Billy Horschel,+.79,70.71,71.50
36,0,12716,Charley Hoffman,+.76,70.49,71.25
37,0,29221,Webb Simpson,+.75,70.40,71.15
38,0,24490,George McNeill,+.74,70.38,71.12
39,0,32366,Kevin Chappell,+.71,70.45,71.16
40,0,20645,John Senden,+.67,70.30,70.97
41,0,27408,Martin Kaymer,+.59,70.97,71.56
41,0,08075,Jerry Kelly,+.59,70.11,70.70
41,0,24781,Hunter Mahan,+.59,71.07,71.66
41,0,27963,Chris Stroud,+.59,70.25,70.84
45,0,20396,Lee Westwood,+.58,71.29,71.87
46,0,24138,Ian Poulter,+.57,71.30,71.87
46,0,25834,Daniel Summerhays,+.57,70.45,71.02
48,0,02206,David Toms,+.54,70.16,70.70
49,0,23983,Luke Donald,+.52,71.23,71.75
50,0,27644,Brian Harman,+.50,70.35,70.85
50,0,34431,Robert Streb,+.50,70.45,70.95
52,0,27649,Brandt Snedeker,+.49,70.91,71.40
52,0,26679,Kevin Stadler,+.49,70.72,71.21
52,0,29518,Brendan Steele,+.49,70.76,71.25
55,0,33413,Ben Martin,+.48,70.71,71.19
55,0,33419,Cameron Tringale,+.48,70.77,71.25
57,0,27141,J.B. Holmes,+.46,71.23,71.69
58,0,06522,Ernie Els,+.45,71.13,71.58
58,0,21731,Freddie Jacobson,+.45,70.68,71.13
58,0,31560,Brian Stuard,+.45,70.37,70.82
61,0,24912,Will MacKenzie,+.43,70.63,71.06
61,0,34360,Patrick Reed,+.43,70.79,71.22
63,0,27095,Nick Watney,+.40,71.03,71.43
64,0,33418,Shawn Stefani,+.39,70.72,71.11
65,0,24358,Robert Garrigus,+.38,70.73,71.11
65,0,29289,S.Y. Noh,+.38,70.68,71.06
67,0,25345,Carl Pettersson,+.36,70.55,70.91
68,0,20098,Stuart Appleby,+.35,70.66,71.01
68,0,20229,Stewart Cink,+.35,71.11,71.46
70,0,25686,Jason Dufner,+.32,71.17,71.49
70,0,35539,Luke Guthrie,+.32,70.52,70.84
72,0,24357,K.J. Choi,+.31,71.26,71.57
72,0,34261,Scott Langley,+.31,70.54,70.85
72,0,23623,Bo Van Pelt,+.31,70.87,71.18
75,0,26758,David Hearn,+.30,70.68,70.98
75,0,29478,Kevin Kisner,+.30,70.65,70.95
77,0,29425,Andrew Svoboda,+.29,70.53,70.82
77,0,27770,Camilo Villegas,+.29,70.58,70.87
79,0,22371,Aaron Baddeley,+.27,71.14,71.41
80,0,28307,Matt Every,+.25,70.95,71.20
80,0,30852,Ryo Ishikawa,+.25,70.84,71.09
82,0,24846,Ricky Barnes,+.24,70.45,70.69
82,0,29479,Scott Brown,+.24,70.71,70.95
82,0,20848,Ángel Cabrera,+.24,71.04,71.28
82,0,24494,Erik Compton,+.24,71.03,71.27
82,0,20157,Retief Goosen,+.24,70.88,71.12
87,0,12510,Chad Campbell,+.23,70.26,70.49
87,0,26329,Louis Oosthuizen,+.23,71.57,71.80
89,0,23638,Brendon de Jonge,+.22,71.07,71.29
89,0,25444,Justin Hicks,+.22,70.77,70.99
91,0,28475,Jeff Overton,+.21,70.45,70.66
92,0,26300,Matt Jones,+.20,71.04,71.24
93,0,25349,Tim Wilkinson,+.19,70.77,70.96
94,0,29222,Billy Hurley III,+.17,70.72,70.89
94,0,31202,William McGirt,+.17,70.45,70.62
96,0,29926,Danny Lee,+.15,70.68,70.83
96,0,32150,Michael Thompson,+.15,71.05,71.20
98,0,28486,Michael Putnam,+.11,70.90,71.01
98,0,25562,Andres Romero,+.11,70.99,71.10
100,0,24507,Jason Bohn,+.10,70.88,70.98
100,0,34265,Will Wilcox,+.10,70.53,70.63
102,0,10860,Justin Leonard,+.08,71.13,71.21
102,0,24361,Pat Perez,+.08,71.11,71.19
104,0,28259,Sangmoon Bae,+.05,71.08,71.13
104,0,29740,Brad Fritsch,+.05,70.58,70.63
104,0,33461,Morgan Hoffmann,+.05,70.79,70.84
107,0,23800,Bryce Molder,+.02,70.99,71.01
107,0,06567,Vijay Singh,+.02,71.07,71.09
109,0,22293,Heath Slocum,+.01,70.59,70.60
110,0,28500,Martin Flores,E,71.13,71.13
111,0,27064,Jhonattan Vegas,-.01,70.77,70.76
112,0,10885,Robert Allenby,-.04,70.88,70.84
112,0,23135,Tim Clark,-.04,70.71,70.67
114,0,23541,Ben Crane,-.05,70.86,70.81
115,0,34021,Bud Cauley,-.07,70.71,70.64
115,0,32640,Troy Merritt,-.07,70.82,70.75
115,0,27214,Kevin Streelman,-.07,71.55,71.48
118,0,24925,Jonathan Byrd,-.08,70.93,70.85
119,0,29535,Brice Garnett,-.09,70.84,70.75
120,0,27936,Martin Laird,-.11,71.24,71.13
120,0,35300,Andrew Loupe,-.11,71.15,71.04
120,0,28132,Tyrone Van Aswegen,-.11,70.94,70.83
123,0,21753,Brian Davis,-.13,71.16,71.03
123,0,23353,J.J. Henry,-.13,70.92,70.79
123,0,27556,Ted Potter Jr.,-.13,71.12,70.99
126,0,20160,Charlie Wi,-.14,71.04,70.90
127,0,25274,Steven Bowditch,-.15,71.20,71.05
128,0,27895,Jonas Blixt,-.16,71.66,71.50
128,0,20104,Ken Duke,-.16,70.92,70.76
128,0,34563,Chesson Hadley,-.16,71.32,71.16
131,0,27466,Spencer Levin,-.19,70.97,70.78
