RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
69,0,25396,Kevin Na,.345,.090,.115,.140,86
70,0,24507,Jason Bohn,.337,.369,.119,-.150,88
71,0,20029,Notah Begay III,.329,.192,.060,.077,63
72,0,01941,Tom Pernice Jr.,.323,.096,.222,.005,86
73,0,01766,Billy Mayfair,.312,.242,-.060,.130,93
74,0,24361,Pat Perez,.301,.329,.060,-.087,86
75,0,07457,Steve Flesch,.296,-.066,.240,.121,82
76,0,12660,Jesper Parnevik,.294,.270,-.209,.233,74
77,0,01724,Jeff Maggert,.283,.157,.303,-.177,50
78,0,20433,Mark Hensby,.282,.232,-.072,.122,82
79,0,23614,Rich Beem,.277,.320,-.110,.067,61
80,0,20094,Jonathan Kaye,.262,.278,.080,-.096,62
81,0,01157,Tom Byrum,.261,-.043,.174,.130,72
82,0,20127,Chris Riley,.255,-.235,.192,.297,53
83,0,25900,Lucas Glover,.243,.564,.036,-.358,84
84,0,01161,Mark Calcavecchia,.242,.212,.069,-.039,60
85,0,19825,Darren Clarke,.240,.626,-.033,-.352,35
86,0,01968,Nick Price,.238,-.301,.182,.357,36
87,0,25345,Carl Pettersson,.237,.098,-.040,.179,79
88,0,01797,Rocco Mediate,.228,.115,.242,-.130,36
89,0,19972,José Coceres,.220,.113,.022,.085,61
89,0,25686,Jason Dufner,.220,.083,-.087,.224,72
91,0,08931,Glen Day,.212,.028,-.072,.256,88
91,0,21805,Harrison Frazar,.212,.273,-.064,.002,71
93,0,01928,Corey Pavin,.205,-.392,.063,.535,67
94,0,06332,Neal Lancaster,.202,.118,.133,-.049,93
95,0,07749,Brett Quigley,.196,.014,.058,.125,88
96,0,02002,John Riegger,.189,.179,.231,-.221,49
97,0,01938,David Peoples,.185,-.245,.225,.205,75
98,0,02010,Loren Roberts,.183,-.351,.277,.257,68
99,0,10733,Kent Jones,.179,.047,.247,-.116,87
99,0,23320,Ryan Palmer,.179,.293,.120,-.235,90
101,0,02106,Chris Smith,.178,.526,.082,-.430,93
102,0,01920,Craig Parry,.175,-.133,-.037,.345,37
102,0,08385,Omar Uresti,.175,-.194,.147,.221,76
104,0,01685,J.L. Lewis,.167,.100,.285,-.219,89
105,0,24290,D.J. Brigman,.157,.117,.041,-.002,69
106,0,01127,Danny Briggs,.154,.043,.298,-.186,75
107,0,19846,Brian Gay,.147,-.425,.230,.342,88
108,0,01707,Steve Lowery,.137,.054,.339,-.255,74
109,0,21949,Joe Ogilvie,.134,.150,-.068,.051,85
110,0,24925,Jonathan Byrd,.126,.109,-.347,.364,73
111,0,21633,Steve Allan,.101,.246,-.058,-.087,88
112,0,01948,Tim Petrovic,.096,-.018,-.146,.260,87
113,0,26287,Roland Thatcher,.079,.448,-.057,-.312,61
114,0,06515,Shaun Micheel,.073,.017,-.008,.064,70
115,0,21878,Mark Wilson,.061,.018,-.078,.121,58
116,0,20850,Daniel Chopra,.045,.097,-.046,-.006,92
117,0,20378,Mathias Grönberg,.021,.187,-.102,-.064,74
118,0,23063,Scott Hend,.007,.375,-.350,-.018,70
119,0,21731,Freddie Jacobson,.004,-.191,.209,-.014,63
120,0,01329,Brad Faxon,.001,-.476,.251,.226,70
121,0,10585,Scott McCarron,-.003,.047,.081,-.130,75
122,0,01024,Billy Andrade,-.013,-.338,.291,.034,92
122,0,01473,Todd Hamilton,-.013,-.199,.093,.093,70
124,0,01313,Steve Elkington,-.034,-.047,-.031,.044,56
125,0,08123,Jeff Brehaut,-.035,.292,-.161,-.166,94
126,0,01139,Olin Browne,-.036,.054,.112,-.202,79
127,0,20121,Todd Fischer,-.046,-.275,.115,.113,92
128,0,22913,John Rollins,-.057,.183,-.053,-.187,72
129,0,10201,Matt Gogel,-.058,-.007,-.050,.000,70
130,0,20548,Hidemichi Tanaka,-.061,.113,.003,-.176,78
131,0,20585,Niclas Fasth,-.068,.072,-.169,.028,52
132,0,01219,John Cook,-.071,-.373,.175,.127,48
133,0,02223,Bob Tway,-.077,-.289,.269,-.057,66
134,0,01619,Skip Kendall,-.083,-.001,-.111,.028,80
135,0,20382,Stephen Leaney,-.086,-.130,.032,.011,57
136,0,23552,Hank Kuehne,-.093,.181,-.304,.030,84
137,0,01203,Russ Cochran,-.118,-.051,.104,-.172,55
138,0,23108,Matt Kuchar,-.131,.059,-.282,.091,77
139,0,10425,Jay Williamson,-.133,.113,-.053,-.194,90
140,0,23307,Roger Tambellini,-.135,.117,-.219,-.033,70
141,0,01035,Tommy Armour III,-.139,.167,-.302,-.004,76
142,0,06373,José María Olazábal,-.165,-1.080,.474,.440,42
143,0,07363,Craig Bowden,-.175,-.095,-.149,.070,75
144,0,12645,Brent Geiberger,-.176,-.067,-.214,.104,84
145,0,08339,Spike McRoy,-.189,.127,-.264,-.052,77
146,0,24781,Hunter Mahan,-.192,.187,-.198,-.181,83
147,0,21407,Arjun Atwal,-.200,.013,-.097,-.116,75
148,0,23497,Tag Ridings,-.203,.148,-.209,-.142,45
149,0,23541,Ben Crane,-.249,-.132,-.256,.139,81
150,0,22548,Patrick Sheehan,-.253,-.105,.096,-.244,100
151,0,06197,Michael Allen,-.270,-.393,.160,-.037,77
152,0,07223,Brian Bateman,-.274,.234,-.302,-.206,73
153,0,07721,Pat Bates,-.291,-.183,-.192,.083,90
154,0,02245,Grant Waite,-.292,-.210,-.314,.232,68
155,0,10107,Deane Pappas,-.310,-.083,-.320,.093,64
156,0,08537,J.P. Hayes,-.328,-.162,-.140,-.026,64
157,0,01926,Steve Pate,-.333,-.396,-.081,.144,61
158,0,21646,David Branshaw,-.334,-.186,.140,-.288,72
159,0,12760,Danny Ellis,-.345,.055,-.299,-.102,69
160,0,23613,Rich Barcelo,-.358,-.107,-.111,-.140,59
161,0,10912,Craig Perks,-.397,-.577,-.091,.271,63
162,0,20663,Brenden Pappas,-.433,-.317,-.154,.038,99
163,0,02049,Gene Sauers,-.446,-.287,-.097,-.062,73
164,0,12602,Dean Wilson,-.478,-.282,-.341,.145,91
165,0,06809,Bob Burns,-.483,-.252,-.244,.012,78
166,0,26420,Richard Johnson,-.498,-.304,-.028,-.167,93
167,0,01771,Blaine McCallister,-.499,-.187,-.352,.040,62
168,0,08337,Mike Heinen,-.504,.079,-.284,-.299,51
169,0,01042,Paul Azinger,-.523,-.403,-.353,.233,65
170,0,12705,Cliff Kresge,-.532,-.312,-.169,-.052,75
171,0,01261,Jay Delsing,-.547,-.219,-.169,-.159,64
172,0,08835,Kris Cox,-.570,-.035,-.319,-.216,61
173,0,02099,Scott Simpson,-.611,-.234,-.423,.046,51
174,0,01132,Mark Brooks,-.651,-.324,-.471,.144,57
175,0,21893,Brian Kortan,-.657,.131,-.815,.026,57
176,0,01378,David Frost,-.660,-.591,-.390,.321,75
177,0,01361,Dan Forsman,-.666,-.304,-.653,.291,66
178,0,06078,Esteban Toledo,-.673,-.261,-.639,.227,80
179,0,12394,Tom Carter,-.680,.021,-.760,.059,96
179,0,06527,Steve Stricker,-.680,-1.036,.002,.353,69
181,0,08881,Tripp Isenhour,-.688,-.245,-.158,-.285,47
182,0,01761,Len Mattiace,-.701,-.306,-.611,.216,70
183,0,01887,Mark O'Meara,-.707,-.425,-.369,.087,41
184,0,06613,Tommy Tolles,-.745,-.414,-.120,-.210,61
185,0,20593,Greg Chalmers,-.753,-.441,-.350,.038,65
186,0,06214,Guy Boros,-.788,-.045,-.403,-.341,59
187,0,12753,David Morland IV,-.842,-.345,-.512,.015,62
188,0,10213,Dicky Pride,-.878,-.308,-.265,-.305,59
189,0,20580,Andre Stolz,-1.002,-.333,-.532,-.137,48
190,0,22371,Aaron Baddeley,-1.008,-.530,-.679,.201,76
191,0,20104,Ken Duke,-1.027,-.404,-.488,-.134,80
192,0,07939,Dan Olsen,-1.137,-.427,-.424,-.287,65
193,0,12682,Hirofumi Miyase,-1.159,-.243,-.716,-.200,57
194,0,25237,Kevin Muncrief,-1.189,-.567,-.448,-.175,45
195,0,11123,Chris Couch,-2.133,.224,-1.088,-1.269,46
196,0,23338,David Gossett,-2.667,-1.075,-1.484,-.109,51
