RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
1,0,06567,Vijay Singh,2.339,.870,1.116,.352,89
2,0,21209,Sergio Garcia,1.908,.606,1.211,.091,50
3,0,06522,Ernie Els,1.776,.622,.709,.445,41
4,0,08793,Tiger Woods,1.529,.321,.873,.335,54
5,0,01810,Phil Mickelson,1.411,.597,.597,.217,54
6,0,22405,Justin Rose,1.296,.283,.882,.131,63
7,0,02239,Scott Verplank,1.274,.319,.971,-.016,68
8,0,01457,Jay Haas,1.233,-.134,.862,.506,61
9,0,01945,Kenny Perry,1.226,.730,.512,-.017,62
10,0,20157,Retief Goosen,1.197,.379,.604,.213,40
11,0,01677,Tom Lehman,1.184,.392,.596,.196,58
12,0,02104,Jeff Sluman,1.143,.199,.760,.184,82
13,0,01553,John Huston,1.127,.205,.701,.221,45
14,0,02206,David Toms,1.045,.102,.968,-.024,59
15,0,01226,Fred Couples,1.036,.234,.370,.432,44
16,0,01527,Scott Hoch,1.002,.237,.721,.045,46
17,0,10885,Robert Allenby,1.000,.541,.675,-.215,72
18,0,20229,Stewart Cink,.973,-.143,.724,.391,79
19,0,23621,Rory Sabbatini,.961,.321,.322,.317,74
20,0,06621,Joe Durant,.956,.692,.453,-.190,76
21,0,08075,Jerry Kelly,.947,.081,.616,.250,88
22,0,06251,Chris DiMarco,.942,.134,.508,.299,77
23,0,01706,Davis Love III,.879,.491,.232,.156,61
24,0,23983,Luke Donald,.878,.044,.563,.271,62
25,0,20098,Stuart Appleby,.866,.538,.066,.263,59
26,0,06004,Stephen Ames,.851,.218,.712,-.078,80
27,0,23623,Bo Van Pelt,.800,.512,.194,.094,82
28,0,01577,Lee Janzen,.785,-.167,.692,.260,70
29,0,12823,Carlos Franco,.779,.130,.413,.236,90
30,0,23135,Tim Clark,.775,.184,.691,-.099,71
31,0,10860,Justin Leonard,.750,.035,.379,.336,65
32,0,02214,Kirk Triplett,.733,.192,.292,.249,66
33,0,12510,Chad Campbell,.711,.183,.660,-.132,77
34,0,01249,John Daly,.708,.477,.042,.190,67
35,0,01666,Bernhard Langer,.700,.029,.616,.055,42
36,0,07867,Woody Austin,.687,.381,.350,-.045,83
37,0,22621,Ben Curtis,.669,.171,.274,.223,41
38,0,20634,Peter Lonard,.659,.365,.294,.001,54
39,0,02101,Joey Sindelar,.634,.281,.679,-.327,89
40,0,19824,Craig Barlow,.633,.383,.028,.222,69
41,0,24024,Zach Johnson,.629,.567,.128,-.066,89
42,0,12782,Tim Herron,.618,.225,.212,.182,66
43,0,23325,Vaughn Taylor,.615,.207,.426,-.018,77
44,0,02246,Duffy Waldorf,.611,.157,.568,-.114,59
45,0,01142,Bart Bryant,.610,.226,.484,-.100,65
46,0,21959,Ted Purdy,.609,.369,.322,-.081,103
47,0,24502,Adam Scott,.603,.180,.571,-.147,40
48,0,20628,Arron Oberholser,.575,.243,.232,.100,62
49,0,06575,Dudley Hart,.571,.064,.557,-.051,46
50,0,01381,Fred Funk,.566,.121,.456,-.011,83
51,0,20498,Briny Baird,.549,.216,.374,-.041,81
52,0,21961,Charles Howell III,.541,.428,.018,.095,76
53,0,10423,Mike Weir,.511,-.029,.351,.190,55
54,0,22293,Heath Slocum,.510,.130,.257,.123,83
55,0,01320,Bob Estes,.469,-.273,.480,.262,51
56,0,23353,J.J. Henry,.458,.574,-.045,-.071,91
57,0,20645,John Senden,.439,.356,.177,-.094,86
58,0,19881,Robert Damron,.436,.054,.356,.026,84
59,0,01388,Robert Gamez,.433,.111,.378,-.056,90
60,0,01927,Dennis Paulson,.428,.404,-.053,.077,66
61,0,20572,Rod Pampling,.420,.183,.014,.223,78
62,0,06595,Kevin Sutherland,.419,.241,-.137,.315,67
63,0,12680,Shigeki Maruyama,.417,-.198,.493,.122,78
64,0,20472,Alex Cejka,.394,.119,.255,.020,57
65,0,22046,Geoff Ogilvy,.378,.305,.008,.064,76
66,0,24357,K.J. Choi,.367,.009,.338,.020,63
67,0,12652,Cameron Beckman,.366,.029,.364,-.026,87
68,0,11032,Frank Lickliter II,.356,.328,.191,-.163,78
