RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
176,0,01577,Lee Janzen,-.319,-22.320,70
177,0,19824,Craig Barlow,-.344,-23.726,69
178,0,20585,Niclas Fasth,-.357,-18.581,52
179,0,02245,Grant Waite,-.366,-24.879,68
180,0,23325,Vaughn Taylor,-.387,-29.798,77
181,0,19881,Robert Damron,-.392,-32.964,84
182,0,01766,Billy Mayfair,-.405,-37.644,93
183,0,10213,Dicky Pride,-.408,-24.069,59
184,0,06621,Joe Durant,-.426,-32.344,76
185,0,01226,Fred Couples,-.437,-19.241,44
186,0,23614,Rich Beem,-.438,-26.701,61
186,0,08385,Omar Uresti,-.438,-33.309,76
188,0,20634,Peter Lonard,-.502,-27.096,54
189,0,26287,Roland Thatcher,-.511,-31.190,61
190,0,01132,Mark Brooks,-.518,-29.530,57
191,0,07867,Woody Austin,-.527,-43.705,83
192,0,21209,Sergio Garcia,-.573,-28.638,50
193,0,01797,Rocco Mediate,-.649,-23.377,36
194,0,01553,John Huston,-.683,-30.724,45
195,0,25237,Kevin Muncrief,-.824,-37.081,45
196,0,23338,David Gossett,-.871,-44.418,51
