RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,0,08793,Tiger Woods,.853,46.067,54
2,0,24502,Adam Scott,.824,32.950,40
3,0,20229,Stewart Cink,.683,53.928,79
4,0,20593,Greg Chalmers,.651,42.290,65
5,0,12680,Shigeki Maruyama,.630,49.165,78
6,0,02010,Loren Roberts,.629,42.762,68
7,0,22371,Aaron Baddeley,.579,43.993,76
8,0,24024,Zach Johnson,.577,51.383,89
9,0,01329,Brad Faxon,.535,37.441,70
10,0,21731,Freddie Jacobson,.531,33.427,63
11,0,12660,Jesper Parnevik,.522,38.607,74
12,0,06527,Steve Stricker,.521,35.960,69
13,0,12645,Brent Geiberger,.512,43.034,84
14,0,06373,José María Olazábal,.483,20.291,42
15,0,19825,Darren Clarke,.467,16.343,35
16,0,26420,Richard Johnson,.461,42.898,93
17,0,02223,Bob Tway,.443,29.269,66
18,0,22548,Patrick Sheehan,.439,43.914,100
19,0,06004,Stephen Ames,.438,35.078,80
20,0,01761,Len Mattiace,.411,28.786,70
21,0,10201,Matt Gogel,.404,28.263,70
22,0,01887,Mark O'Meara,.369,15.112,41
23,0,07223,Brian Bateman,.364,26.553,73
24,0,19846,Brian Gay,.361,31.792,88
25,0,23541,Ben Crane,.357,28.892,81
26,0,06613,Tommy Tolles,.351,21.385,61
27,0,23623,Bo Van Pelt,.346,28.331,82
28,0,23497,Tag Ridings,.329,14.785,45
29,0,01938,David Peoples,.328,24.635,75
30,0,20663,Brenden Pappas,.322,31.836,99
31,0,20433,Mark Hensby,.320,26.251,82
32,0,01157,Tom Byrum,.318,22.869,72
33,0,01948,Tim Petrovic,.315,27.402,87
34,0,01928,Corey Pavin,.310,20.752,67
35,0,01361,Dan Forsman,.293,19.321,66
36,0,01378,David Frost,.292,21.863,75
37,0,24781,Hunter Mahan,.280,23.279,83
38,0,21805,Harrison Frazar,.277,19.662,71
39,0,01968,Nick Price,.275,9.889,36
40,0,11032,Frank Lickliter II,.271,21.120,78
40,0,10423,Mike Weir,.271,14.909,55
40,0,12602,Dean Wilson,.271,24.687,91
43,0,10585,Scott McCarron,.269,20.167,75
44,0,22046,Geoff Ogilvy,.264,20.034,76
45,0,08075,Jerry Kelly,.255,22.461,88
46,0,12394,Tom Carter,.254,24.351,96
47,0,24925,Jonathan Byrd,.252,18.377,73
47,0,08931,Glen Day,.252,22.191,88
49,0,25345,Carl Pettersson,.247,19.509,79
50,0,01473,Todd Hamilton,.233,16.283,70
51,0,12753,David Morland IV,.230,14.233,62
52,0,20382,Stephen Leaney,.228,13.016,57
53,0,19972,José Coceres,.222,13.518,61
53,0,20157,Retief Goosen,.222,8.876,40
55,0,02246,Duffy Waldorf,.221,13.066,59
56,0,01619,Skip Kendall,.220,17.604,80
57,0,02239,Scott Verplank,.216,14.665,68
58,0,06197,Michael Allen,.208,16.020,77
59,0,07749,Brett Quigley,.205,18.030,88
60,0,12760,Danny Ellis,.204,14.096,69
61,0,23983,Luke Donald,.199,12.358,62
62,0,23621,Rory Sabbatini,.193,14.247,74
63,0,01042,Paul Azinger,.185,12.016,65
63,0,02099,Scott Simpson,.185,9.432,51
65,0,21893,Brian Kortan,.183,10.434,57
66,0,01706,Davis Love III,.181,11.016,61
67,0,07457,Steve Flesch,.180,14.798,82
68,0,21949,Joe Ogilvie,.177,15.052,85
69,0,20548,Hidemichi Tanaka,.165,12.864,78
70,0,07939,Dan Olsen,.163,10.615,65
71,0,08337,Mike Heinen,.160,8.180,51
72,0,22913,John Rollins,.159,11.456,72
73,0,20121,Todd Fischer,.158,14.503,92
74,0,20850,Daniel Chopra,.150,13.779,92
74,0,01927,Dennis Paulson,.150,9.883,66
76,0,06809,Bob Burns,.145,11.310,78
77,0,01024,Billy Andrade,.142,13.024,92
78,0,06522,Ernie Els,.124,5.075,41
79,0,20127,Chris Riley,.122,6.458,53
80,0,06251,Chris DiMarco,.121,9.291,77
81,0,12782,Tim Herron,.120,7.915,66
82,0,01920,Craig Parry,.113,4.173,37
83,0,06515,Shaun Micheel,.109,7.633,70
84,0,20098,Stuart Appleby,.107,6.327,59
85,0,01139,Olin Browne,.106,8.399,79
85,0,01261,Jay Delsing,.106,6.752,64
87,0,07721,Pat Bates,.100,9.016,90
88,0,01249,John Daly,.095,6.385,67
89,0,02214,Kirk Triplett,.072,4.743,66
90,0,23353,J.J. Henry,.063,5.702,91
91,0,07363,Craig Bowden,.061,4.585,75
92,0,01381,Fred Funk,.051,4.231,83
93,0,01127,Danny Briggs,.042,3.156,75
94,0,01941,Tom Pernice Jr.,.040,3.419,86
95,0,23135,Tim Clark,.038,2.684,71
96,0,24357,K.J. Choi,.033,2.077,63
97,0,23108,Matt Kuchar,.029,2.216,77
98,0,01203,Russ Cochran,.028,1.524,55
99,0,01457,Jay Haas,.027,1.676,61
100,0,10733,Kent Jones,.026,2.271,87
101,0,23552,Hank Kuehne,.024,2.050,84
102,0,10107,Deane Pappas,.021,1.330,64
103,0,12652,Cameron Beckman,.018,1.534,87
103,0,20572,Rod Pampling,.018,1.380,78
105,0,21961,Charles Howell III,.002,.143,76
106,0,20472,Alex Cejka,-.006,-.360,57
107,0,08537,J.P. Hayes,-.016,-.999,64
107,0,06332,Neal Lancaster,-.016,-1.448,93
109,0,06575,Dudley Hart,-.021,-.969,46
110,0,12705,Cliff Kresge,-.022,-1.682,75
111,0,01142,Bart Bryant,-.030,-1.923,65
112,0,21407,Arjun Atwal,-.034,-2.537,75
113,0,06595,Kevin Sutherland,-.045,-3.032,67
114,0,01219,John Cook,-.047,-2.245,48
115,0,20104,Ken Duke,-.051,-4.058,80
116,0,01313,Steve Elkington,-.052,-2.928,56
116,0,08339,Spike McRoy,-.052,-4.019,77
118,0,06214,Guy Boros,-.056,-3.327,59
119,0,21959,Ted Purdy,-.058,-5.960,103
120,0,20628,Arron Oberholser,-.067,-4.144,62
121,0,01945,Kenny Perry,-.069,-4.284,62
122,0,25686,Jason Dufner,-.074,-5.353,72
123,0,06078,Esteban Toledo,-.076,-6.060,80
124,0,23613,Rich Barcelo,-.080,-4.710,59
124,0,01771,Blaine McCallister,-.080,-4.966,62
126,0,23320,Ryan Palmer,-.082,-7.375,90
127,0,01388,Robert Gamez,-.084,-7.542,90
128,0,01810,Phil Mickelson,-.087,-4.713,54
129,0,06567,Vijay Singh,-.089,-7.937,89
130,0,01035,Tommy Armour III,-.090,-6.843,76
131,0,20645,John Senden,-.097,-8.329,86
132,0,02206,David Toms,-.099,-5.823,59
133,0,11123,Chris Couch,-.104,-4.788,46
133,0,08835,Kris Cox,-.104,-6.371,61
133,0,21878,Mark Wilson,-.104,-6.016,58
136,0,01320,Bob Estes,-.124,-6.300,51
137,0,01161,Mark Calcavecchia,-.125,-7.519,60
138,0,12682,Hirofumi Miyase,-.128,-7.323,57
138,0,10425,Jay Williamson,-.128,-11.561,90
140,0,12823,Carlos Franco,-.134,-12.076,90
141,0,02002,John Riegger,-.135,-6.614,49
142,0,01527,Scott Hoch,-.141,-6.471,46
142,0,25396,Kevin Na,-.141,-12.104,86
144,0,01724,Jeff Maggert,-.143,-7.135,50
145,0,20378,Mathias Grönberg,-.145,-10.758,74
145,0,08881,Tripp Isenhour,-.145,-6.825,47
147,0,21633,Steve Allan,-.147,-12.929,88
147,0,10912,Craig Perks,-.147,-9.289,63
149,0,01707,Steve Lowery,-.160,-11.827,74
150,0,01926,Steve Pate,-.165,-10.054,61
151,0,20498,Briny Baird,-.167,-13.505,81
152,0,22621,Ben Curtis,-.174,-7.150,41
153,0,01685,J.L. Lewis,-.184,-16.377,89
154,0,12510,Chad Campbell,-.186,-14.339,77
154,0,10860,Justin Leonard,-.186,-12.112,65
156,0,20029,Notah Begay III,-.195,-12.279,63
157,0,01677,Tom Lehman,-.201,-11.639,58
158,0,24507,Jason Bohn,-.205,-18.043,88
159,0,24290,D.J. Brigman,-.213,-14.681,69
160,0,21646,David Branshaw,-.225,-16.208,72
161,0,01666,Bernhard Langer,-.229,-9.619,42
162,0,22405,Justin Rose,-.231,-14.543,63
163,0,24361,Pat Perez,-.241,-20.692,86
164,0,08123,Jeff Brehaut,-.242,-22.740,94
165,0,20580,Andre Stolz,-.246,-11.785,48
166,0,10885,Robert Allenby,-.267,-19.243,72
167,0,23063,Scott Hend,-.268,-18.774,70
168,0,20094,Jonathan Kaye,-.269,-16.697,62
169,0,02101,Joey Sindelar,-.272,-24.212,89
170,0,02104,Jeff Sluman,-.281,-23.053,82
170,0,23307,Roger Tambellini,-.281,-19.692,70
172,0,02106,Chris Smith,-.282,-26.230,93
173,0,02049,Gene Sauers,-.302,-22.028,73
174,0,25900,Lucas Glover,-.312,-26.168,84
174,0,22293,Heath Slocum,-.312,-25.914,83
