RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:APP,MEASURED ROUNDS
42,0,12652,Cameron Beckman,.364,31.634,87
43,0,19881,Robert Damron,.356,29.906,84
44,0,10423,Mike Weir,.351,19.309,55
45,0,07867,Woody Austin,.350,29.066,83
46,0,01707,Steve Lowery,.339,25.072,74
47,0,24357,K.J. Choi,.338,21.308,63
48,0,21959,Ted Purdy,.322,33.129,103
48,0,23621,Rory Sabbatini,.322,23.838,74
50,0,01724,Jeff Maggert,.303,15.160,50
51,0,01127,Danny Briggs,.298,22.360,75
52,0,20634,Peter Lonard,.294,15.899,54
53,0,02214,Kirk Triplett,.292,19.267,66
54,0,01024,Billy Andrade,.291,26.808,92
55,0,01685,J.L. Lewis,.285,25.356,89
56,0,02010,Loren Roberts,.277,18.819,68
57,0,22621,Ben Curtis,.274,11.251,41
58,0,02223,Bob Tway,.269,17.732,66
59,0,22293,Heath Slocum,.257,21.330,83
60,0,20472,Alex Cejka,.255,14.553,57
61,0,01329,Brad Faxon,.251,17.575,70
62,0,10733,Kent Jones,.247,21.524,87
63,0,01797,Rocco Mediate,.242,8.721,36
64,0,07457,Steve Flesch,.240,19.705,82
65,0,01706,Davis Love III,.232,14.169,61
65,0,20628,Arron Oberholser,.232,14.393,62
67,0,02002,John Riegger,.231,11.320,49
68,0,19846,Brian Gay,.230,20.217,88
69,0,01938,David Peoples,.225,16.890,75
70,0,01941,Tom Pernice Jr.,.222,19.117,86
71,0,12782,Tim Herron,.212,13.963,66
72,0,21731,Freddie Jacobson,.209,13.187,63
73,0,23623,Bo Van Pelt,.194,15.927,82
74,0,20127,Chris Riley,.192,10.174,53
75,0,11032,Frank Lickliter II,.191,14.910,78
76,0,01968,Nick Price,.182,6.569,36
77,0,20645,John Senden,.177,15.225,86
78,0,01219,John Cook,.175,8.377,48
79,0,01157,Tom Byrum,.174,12.496,72
80,0,06197,Michael Allen,.160,12.312,77
81,0,08385,Omar Uresti,.147,11.207,76
82,0,21646,David Branshaw,.140,10.061,72
83,0,06332,Neal Lancaster,.133,12.360,93
84,0,24024,Zach Johnson,.128,11.410,89
85,0,23320,Ryan Palmer,.120,10.817,90
86,0,24507,Jason Bohn,.119,10.434,88
87,0,20121,Todd Fischer,.115,10.615,92
87,0,25396,Kevin Na,.115,9.903,86
89,0,01139,Olin Browne,.112,8.880,79
90,0,01203,Russ Cochran,.104,5.738,55
91,0,22548,Patrick Sheehan,.096,9.558,100
92,0,01473,Todd Hamilton,.093,6.530,70
93,0,02106,Chris Smith,.082,7.629,93
94,0,10585,Scott McCarron,.081,6.051,75
95,0,20094,Jonathan Kaye,.080,4.986,62
96,0,01161,Mark Calcavecchia,.069,4.149,60
97,0,20098,Stuart Appleby,.066,3.879,59
98,0,01928,Corey Pavin,.063,4.189,67
99,0,20029,Notah Begay III,.060,3.788,63
99,0,24361,Pat Perez,.060,5.118,86
101,0,07749,Brett Quigley,.058,5.065,88
102,0,01249,John Daly,.042,2.794,67
103,0,24290,D.J. Brigman,.041,2.856,69
104,0,25900,Lucas Glover,.036,3.061,84
105,0,20382,Stephen Leaney,.032,1.818,57
106,0,19824,Craig Barlow,.028,1.916,69
107,0,19972,José Coceres,.022,1.367,61
108,0,21961,Charles Howell III,.018,1.379,76
109,0,20572,Rod Pampling,.014,1.062,78
110,0,22046,Geoff Ogilvy,.008,.630,76
111,0,20548,Hidemichi Tanaka,.003,.212,78
112,0,06527,Steve Stricker,.002,.160,69
113,0,06515,Shaun Micheel,-.008,-.589,70
114,0,26420,Richard Johnson,-.028,-2.581,93
115,0,01313,Steve Elkington,-.031,-1.749,56
116,0,19825,Darren Clarke,-.033,-1.164,35
117,0,01920,Craig Parry,-.037,-1.352,37
118,0,25345,Carl Pettersson,-.040,-3.191,79
119,0,23353,J.J. Henry,-.045,-4.110,91
120,0,20850,Daniel Chopra,-.046,-4.215,92
121,0,10201,Matt Gogel,-.050,-3.486,70
122,0,01927,Dennis Paulson,-.053,-3.490,66
122,0,22913,John Rollins,-.053,-3.803,72
122,0,10425,Jay Williamson,-.053,-4.746,90
125,0,26287,Roland Thatcher,-.057,-3.449,61
126,0,21633,Steve Allan,-.058,-5.077,88
127,0,01766,Billy Mayfair,-.060,-5.601,93
128,0,21805,Harrison Frazar,-.064,-4.539,71
129,0,21949,Joe Ogilvie,-.068,-5.743,85
130,0,08931,Glen Day,-.072,-6.302,88
130,0,20433,Mark Hensby,-.072,-5.911,82
132,0,21878,Mark Wilson,-.078,-4.537,58
133,0,01926,Steve Pate,-.081,-4.929,61
134,0,25686,Jason Dufner,-.087,-6.285,72
135,0,10912,Craig Perks,-.091,-5.762,63
136,0,21407,Arjun Atwal,-.097,-7.282,75
136,0,02049,Gene Sauers,-.097,-7.099,73
138,0,20378,Mathias Grönberg,-.102,-7.539,74
139,0,23614,Rich Beem,-.110,-6.708,61
140,0,23613,Rich Barcelo,-.111,-6.538,59
140,0,01619,Skip Kendall,-.111,-8.851,80
142,0,06613,Tommy Tolles,-.120,-7.346,61
143,0,06595,Kevin Sutherland,-.137,-9.191,67
144,0,08537,J.P. Hayes,-.140,-8.950,64
145,0,01948,Tim Petrovic,-.146,-12.711,87
146,0,07363,Craig Bowden,-.149,-11.155,75
147,0,20663,Brenden Pappas,-.154,-15.229,99
148,0,08881,Tripp Isenhour,-.158,-7.418,47
149,0,08123,Jeff Brehaut,-.161,-15.167,94
150,0,01261,Jay Delsing,-.169,-10.826,64
150,0,20585,Niclas Fasth,-.169,-8.770,52
150,0,12705,Cliff Kresge,-.169,-12.643,75
153,0,07721,Pat Bates,-.192,-17.242,90
154,0,24781,Hunter Mahan,-.198,-16.444,83
155,0,12660,Jesper Parnevik,-.209,-15.477,74
155,0,23497,Tag Ridings,-.209,-9.391,45
157,0,12645,Brent Geiberger,-.214,-17.974,84
158,0,23307,Roger Tambellini,-.219,-15.348,70
159,0,06809,Bob Burns,-.244,-18.998,78
160,0,23541,Ben Crane,-.256,-20.724,81
161,0,08339,Spike McRoy,-.264,-20.312,77
162,0,10213,Dicky Pride,-.265,-15.644,59
163,0,23108,Matt Kuchar,-.282,-21.701,77
164,0,08337,Mike Heinen,-.284,-14.468,51
165,0,12760,Danny Ellis,-.299,-20.607,69
166,0,01035,Tommy Armour III,-.302,-22.947,76
166,0,07223,Brian Bateman,-.302,-22.038,73
168,0,23552,Hank Kuehne,-.304,-25.545,84
169,0,02245,Grant Waite,-.314,-21.331,68
170,0,08835,Kris Cox,-.319,-19.432,61
171,0,10107,Deane Pappas,-.320,-20.474,64
172,0,12602,Dean Wilson,-.341,-30.996,91
173,0,24925,Jonathan Byrd,-.347,-25.349,73
174,0,20593,Greg Chalmers,-.350,-22.738,65
174,0,23063,Scott Hend,-.350,-24.504,70
176,0,01771,Blaine McCallister,-.352,-21.811,62
177,0,01042,Paul Azinger,-.353,-22.920,65
178,0,01887,Mark O'Meara,-.369,-15.143,41
179,0,01378,David Frost,-.390,-29.247,75
180,0,06214,Guy Boros,-.403,-23.748,59
181,0,02099,Scott Simpson,-.423,-21.577,51
182,0,07939,Dan Olsen,-.424,-27.542,65
183,0,25237,Kevin Muncrief,-.448,-20.143,45
184,0,01132,Mark Brooks,-.471,-26.831,57
185,0,20104,Ken Duke,-.488,-39.073,80
186,0,12753,David Morland IV,-.512,-31.749,62
187,0,20580,Andre Stolz,-.532,-25.532,48
188,0,01761,Len Mattiace,-.611,-42.736,70
189,0,06078,Esteban Toledo,-.639,-51.098,80
190,0,01361,Dan Forsman,-.653,-43.078,66
191,0,22371,Aaron Baddeley,-.679,-51.603,76
192,0,12682,Hirofumi Miyase,-.716,-40.813,57
193,0,12394,Tom Carter,-.760,-72.984,96
194,0,21893,Brian Kortan,-.815,-46.433,57
195,0,11123,Chris Couch,-1.088,-50.037,46
196,0,23338,David Gossett,-1.484,-75.662,51
