RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS
1,0,25493,Nick Taylor,26.79,509,19
2,0,34466,Peter Malnati,27.07,406,15
3,0,33597,Harry Higgs,27.31,355,13
4,0,35617,Martin Trainer,27.40,274,10
5,0,46442,Maverick McNealy,27.42,329,12
6,0,26596,Ryan Moore,27.62,359,13
7,0,55789,Taylor Montgomery,27.67,581,21
8,0,40098,Matt Fitzpatrick,27.69,443,16
9,0,36699,Patrick Rodgers,27.85,557,20
10,0,39971,Sungjae Im,27.91,642,23
11,0,35450,Patrick Cantlay,27.94,475,17
11,0,30911,Tommy Fleetwood,27.94,475,17
11,0,30926,Chris Kirk,27.94,503,18
14,0,36801,Mark Hubbard,27.95,615,22
14,0,23108,Matt Kuchar,27.95,559,20
14,0,48081,Xander Schauffele,27.95,559,20
17,0,47591,Eric Cole,27.96,755,27
18,0,22405,Justin Rose,28.00,392,14
19,0,28089,Jason Day,28.06,477,17
20,0,50188,S.H. Kim,28.09,618,22
21,0,27644,Brian Harman,28.10,562,20
21,0,39335,Kevin Roy,28.10,281,10
23,0,51634,Sahith Theegala,28.13,675,24
24,0,29420,Billy Horschel,28.18,310,11
24,0,46970,Jon Rahm,28.18,479,17
24,0,37275,Sam Ryder,28.18,620,22
27,0,22371,Aaron Baddeley,28.19,451,16
28,0,35449,Adam Long,28.20,564,20
29,0,51766,Wyndham Clark,28.21,677,24
30,0,33141,Keegan Bradley,28.22,508,18
30,0,40115,Adam Svensson,28.22,762,27
32,0,32139,Danny Willett,28.23,367,13
33,0,54591,Ben Griffin,28.24,706,25
33,0,49947,Taylor Moore,28.24,593,21
35,0,48084,Wesley Bryan,28.25,226,8
35,0,29970,Dylan Frittelli,28.25,226,8
37,0,34363,Tyrrell Hatton,28.26,537,19
38,0,37455,Si Woo Kim,28.27,622,22
39,0,34098,Russell Henley,28.28,509,18
40,0,28252,Seamus Power,28.29,481,17
41,0,29535,Brice Garnett,28.33,510,18
41,0,33399,Adam Hadwin,28.33,510,18
41,0,35532,Tom Hoge,28.33,595,21
44,0,33653,Thomas Detry,28.36,624,22
44,0,47993,Denny McCarthy,28.36,624,22
46,0,29725,Tony Finau,28.37,539,19
46,0,32839,Hideki Matsuyama,28.37,539,19
48,0,35506,Mackenzie Hughes,28.38,454,16
48,0,48117,Kurt Kitayama,28.38,369,13
50,0,27349,Alex Noren,28.39,511,18
50,0,30927,Brendon Todd,28.39,653,23
52,0,40162,Justin Lower,28.40,568,20
53,0,33948,Byeong Hun An,28.43,654,23
54,0,33408,Tyson Alexander,28.47,427,15
54,0,49298,Kramer Hickok,28.47,484,17
56,0,46435,Austin Cook,28.50,342,12
56,0,32757,Patton Kizzire,28.50,513,18
56,0,25818,Scott Piercy,28.50,513,18
56,0,58168,Davis Thompson,28.50,570,20
60,0,47504,Sam Burns,28.53,485,17
60,0,54421,Garrick Higgo,28.53,542,19
62,0,45522,Christiaan Bezuidenhout,28.56,514,18
62,0,27963,Chris Stroud,28.56,257,9
64,0,34409,David Lingmerth,28.57,400,14
64,0,51491,Brandon Matthews,28.57,200,7
66,0,39058,Lucas Herbert,28.58,343,12
66,0,49960,Sepp Straka,28.58,543,19
68,0,31202,William McGirt,28.60,286,10
68,0,28237,Rory McIlroy,28.60,429,15
70,0,54783,Dylan Wu,28.62,601,21
71,0,25632,Jimmy Walker,28.64,401,14
72,0,32102,Rickie Fowler,28.65,659,23
72,0,55182,Tom Kim,28.65,573,20
74,0,27095,Nick Watney,28.67,258,9
75,0,35901,Paul Haley II,28.69,373,13
76,0,35461,Beau Hossler,28.70,660,23
76,0,31560,Brian Stuard,28.70,287,10
78,0,47128,Richy Werenski,28.73,431,15
79,0,48699,Callum Tarren,28.75,460,16
80,0,47079,Harrison Endycott,28.79,403,14
80,0,33204,Shane Lowry,28.79,403,14
82,0,51349,Nico Echavarria,28.80,288,10
82,0,39977,Max Homa,28.80,576,20
82,0,51997,Andrew Novak,28.80,576,20
82,0,29221,Webb Simpson,28.80,288,10
86,0,51950,Max McGreevy,28.83,346,12
87,0,57975,Harry Hall,28.84,548,19
87,0,34256,Andrew Putnam,28.84,721,25
89,0,39546,Keith Mitchell,28.85,577,20
89,0,48119,Ben Taylor,28.85,577,20
91,0,54628,Lee Hodges,28.86,606,21
92,0,49766,Hank Lebioda,28.88,231,8
93,0,45157,Cam Davis,28.89,520,18
94,0,34099,Harris English,28.90,607,21
95,0,46717,Viktor Hovland,28.91,636,22
96,0,40058,Zac Blair,28.92,376,13
97,0,30692,Scott Stallings,28.93,434,15
98,0,50525,Collin Morikawa,28.94,521,18
99,0,49771,J.T. Poston,28.95,579,20
99,0,55893,Sam Stevens,28.95,579,20
101,0,31646,Emiliano Grillo,29.00,696,24
101,0,33410,Andrew Landry,29.00,377,13
101,0,33413,Ben Martin,29.00,551,19
101,0,34610,Matthias Schwab,29.00,493,17
101,0,33448,Justin Thomas,29.00,435,15
101,0,55454,Carl Yuan,29.00,435,15
107,0,52374,Brandon Wu,29.04,697,24
108,0,51890,Greyson Sigg,29.05,610,21
109,0,30163,Henrik Norlander,29.06,465,16
109,0,27214,Kevin Streelman,29.06,494,17
111,0,36799,Stephan Jaeger,29.07,843,29
111,0,48887,Matt Wallace,29.07,436,15
113,0,52955,Ludvig Åberg,29.08,349,12
114,0,32366,Kevin Chappell,29.10,291,10
114,0,57366,Cameron Young,29.10,582,20
116,0,47995,Davis Riley,29.11,553,19
117,0,27974,Sung Kang,29.13,233,8
118,0,24140,Sean O'Hair,29.14,204,7
119,0,32816,Satoshi Kodaira,29.15,379,13
119,0,50493,Justin Suh,29.15,758,26
119,0,40006,Erik van Rooyen,29.15,379,13
122,0,37338,Zecheng Dou,29.17,525,18
123,0,46414,Aaron Rai,29.18,642,22
124,0,35310,Lanto Griffin,29.20,292,10
124,0,40250,Taylor Pendrith,29.20,584,20
126,0,45609,Tyler Duncan,29.21,409,14
127,0,46340,Alex Smalley,29.22,672,23
