RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 3+ PUTTS,TOTAL ROUNDS
1,0,32816,Satoshi Kodaira,.05,3,63
2,0,51414,Brent Grant,.04,3,84
2,0,24140,Sean O'Hair,.04,2,52
2,0,29908,C.T. Pan,.04,2,54
5,0,52372,Cameron Champ,.03,2,78
5,0,39067,MJ Daffue,.03,3,103
5,0,25900,Lucas Glover,.03,3,100
5,0,51491,Brandon Matthews,.03,2,59
5,0,31560,Brian Stuard,.03,2,73
10,0,33408,Tyson Alexander,.02,2,95
10,0,48084,Wesley Bryan,.02,1,48
10,0,32366,Kevin Chappell,.02,1,56
10,0,47079,Harrison Endycott,.02,2,89
10,0,39058,Lucas Herbert,.02,1,62
10,0,52453,Nicolai Hojgaard,.02,1,46
10,0,29420,Billy Horschel,.02,1,64
10,0,27974,Sung Kang,.02,1,49
10,0,32791,K.H. Lee,.02,2,107
10,0,33204,Shane Lowry,.02,1,62
10,0,51950,Max McGreevy,.02,2,92
10,0,28237,Rory McIlroy,.02,1,64
10,0,51070,Vincent Norrman,.02,2,85
10,0,36724,Augusto Núñez,.02,2,85
10,0,25818,Scott Piercy,.02,2,99
10,0,47995,Davis Riley,.02,2,102
10,0,46046,Scottie Scheffler,.02,2,88
10,0,47347,Adam Schenk,.02,2,119
10,0,51890,Greyson Sigg,.02,2,105
10,0,48699,Callum Tarren,.02,2,99
10,0,58168,Davis Thompson,.02,2,96
10,0,35617,Martin Trainer,.02,1,63
10,0,57366,Cameron Young,.02,2,86
33,0,22371,Aaron Baddeley,.01,1,80
33,0,39997,Corey Conners,.01,1,86
33,0,45157,Cam Davis,.01,1,91
33,0,28089,Jason Day,.01,1,80
33,0,33653,Thomas Detry,.01,1,99
33,0,37338,Zecheng Dou,.01,1,97
33,0,25686,Jason Dufner,.01,1,91
33,0,45609,Tyler Duncan,.01,1,94
33,0,51349,Nico Echavarria,.01,1,78
33,0,30911,Tommy Fleetwood,.01,1,74
33,0,32102,Rickie Fowler,.01,1,96
33,0,32662,Michael Gligic,.01,1,73
33,0,56762,Will Gordon,.01,1,111
33,0,31577,Tano Goya,.01,1,90
33,0,39954,Cody Gribble,.01,1,70
33,0,31646,Emiliano Grillo,.01,1,113
33,0,34563,Chesson Hadley,.01,1,94
33,0,33399,Adam Hadwin,.01,1,88
33,0,57975,Harry Hall,.01,1,102
33,0,27554,Scott Harrington,.01,1,80
33,0,34098,Russell Henley,.01,1,84
33,0,33597,Harry Higgs,.01,1,84
33,0,54628,Lee Hodges,.01,1,107
33,0,12716,Charley Hoffman,.01,1,81
33,0,35532,Tom Hoge,.01,1,104
33,0,36801,Mark Hubbard,.01,1,116
33,0,39971,Sungjae Im,.01,1,104
33,0,36799,Stephan Jaeger,.01,1,122
33,0,37455,Si Woo Kim,.01,1,100
33,0,48117,Kurt Kitayama,.01,1,72
33,0,23108,Matt Kuchar,.01,1,91
33,0,34409,David Lingmerth,.01,1,88
33,0,40162,Justin Lower,.01,1,109
33,0,32839,Hideki Matsuyama,.01,1,87
33,0,32640,Troy Merritt,.01,1,92
33,0,39546,Keith Mitchell,.01,1,94
33,0,49947,Taylor Moore,.01,1,101
33,0,30163,Henrik Norlander,.01,1,91
33,0,34256,Andrew Putnam,.01,1,111
33,0,46970,Jon Rahm,.01,1,71
33,0,47983,Chad Ramey,.01,1,101
33,0,22405,Justin Rose,.01,1,68
33,0,24502,Adam Scott,.01,1,68
33,0,46441,Robby Shelton,.01,1,104
33,0,39324,J.J. Spaun,.01,1,102
33,0,50493,Justin Suh,.01,1,114
33,0,40115,Adam Svensson,.01,1,122
33,0,51634,Sahith Theegala,.01,1,106
33,0,40006,Erik van Rooyen,.01,1,78
33,0,25632,Jimmy Walker,.01,1,86
33,0,27095,Nick Watney,.01,1,76
33,0,47128,Richy Werenski,.01,1,99
33,0,32139,Danny Willett,.01,1,67
33,0,45242,Kevin Yu,.01,1,71
