RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS
1,0,55789,Taylor Montgomery,27.43,823,30
2,0,47591,Eric Cole,27.47,989,36
3,0,24502,Adam Scott,27.50,495,18
4,0,52453,Nicolai Hojgaard,27.54,358,13
5,0,47504,Sam Burns,27.79,667,24
6,0,57975,Harry Hall,27.81,890,32
6,0,34046,Jordan Spieth,27.81,584,21
8,0,46717,Viktor Hovland,27.82,612,22
8,0,28237,Rory McIlroy,27.82,473,17
10,0,33948,Byeong Hun An,27.83,835,30
11,0,39977,Max Homa,27.91,642,23
12,0,34466,Peter Malnati,27.94,922,33
13,0,50493,Justin Suh,27.97,867,31
14,0,24140,Sean O'Hair,28.00,532,19
14,0,37275,Sam Ryder,28.00,952,34
16,0,22405,Justin Rose,28.05,561,20
17,0,33597,Harry Higgs,28.07,814,29
18,0,39058,Lucas Herbert,28.11,534,19
19,0,39971,Sungjae Im,28.17,817,29
19,0,30927,Brendon Todd,28.17,845,30
21,0,34099,Harris English,28.18,789,28
22,0,33653,Thomas Detry,28.25,791,28
23,0,48081,Xander Schauffele,28.29,594,21
24,0,47993,Denny McCarthy,28.32,793,28
25,0,59018,Ryan Gerard,28.35,567,20
26,0,32102,Rickie Fowler,28.36,709,25
27,0,52955,Ludvig Åberg,28.38,369,13
28,0,48084,Wesley Bryan,28.41,483,17
28,0,36801,Mark Hubbard,28.41,1051,37
30,0,50188,S.H. Kim,28.44,967,34
31,0,40162,Justin Lower,28.46,996,35
31,0,51950,Max McGreevy,28.46,996,35
33,0,54591,Ben Griffin,28.49,997,35
33,0,47128,Richy Werenski,28.49,997,35
35,0,46442,Maverick McNealy,28.50,570,20
36,0,45522,Christiaan Bezuidenhout,28.52,770,27
36,0,40098,Matt Fitzpatrick,28.52,599,21
36,0,39546,Keith Mitchell,28.52,770,27
36,0,48887,Matt Wallace,28.52,770,27
40,0,23108,Matt Kuchar,28.54,742,26
41,0,34409,David Lingmerth,28.55,885,31
42,0,51766,Wyndham Clark,28.56,771,27
42,0,35461,Beau Hossler,28.56,914,32
44,0,31577,Tano Goya,28.57,800,28
44,0,34563,Chesson Hadley,28.57,857,30
46,0,33399,Adam Hadwin,28.58,743,26
46,0,46970,Jon Rahm,28.58,543,19
46,0,29221,Webb Simpson,28.58,543,19
49,0,36799,Stephan Jaeger,28.59,915,32
50,0,55182,Tom Kim,28.60,715,25
51,0,58967,Trevor Werbylo,28.62,830,29
52,0,28089,Jason Day,28.65,659,23
53,0,22371,Aaron Baddeley,28.67,688,24
54,0,37455,Si Woo Kim,28.68,803,28
54,0,25818,Scott Piercy,28.68,975,34
56,0,51634,Sahith Theegala,28.69,832,29
57,0,46435,Austin Cook,28.74,891,31
58,0,51997,Andrew Novak,28.75,805,28
59,0,34255,Joseph Bramlett,28.76,719,25
60,0,49947,Taylor Moore,28.77,863,30
61,0,40058,Zac Blair,28.78,777,27
61,0,27644,Brian Harman,28.78,777,27
63,0,36699,Patrick Rodgers,28.81,922,32
64,0,34098,Russell Henley,28.83,692,24
64,0,35879,Kelly Kraft,28.83,865,30
66,0,30911,Tommy Fleetwood,28.85,577,20
67,0,25493,Nick Taylor,28.86,808,28
68,0,28775,Nate Lashley,28.88,924,32
69,0,32816,Satoshi Kodaira,28.89,549,19
70,0,33141,Keegan Bradley,28.91,665,23
70,0,32757,Patton Kizzire,28.91,925,32
72,0,35449,Adam Long,28.92,1070,37
72,0,46601,Trey Mullinax,28.92,752,26
74,0,39324,J.J. Spaun,28.93,839,29
75,0,29970,Dylan Frittelli,28.94,926,32
75,0,32640,Troy Merritt,28.94,926,32
75,0,47983,Chad Ramey,28.94,955,33
78,0,20229,Stewart Cink,28.96,782,27
78,0,48117,Kurt Kitayama,28.96,666,23
78,0,28252,Seamus Power,28.96,695,24
81,0,57362,Austin Eckroat,28.97,898,31
81,0,46441,Robby Shelton,28.97,985,34
83,0,29725,Tony Finau,29.00,667,23
83,0,27554,Scott Harrington,29.00,841,29
83,0,33410,Andrew Landry,29.00,812,28
83,0,50525,Collin Morikawa,29.00,667,23
83,0,29289,S.Y. Noh,29.00,580,20
83,0,29908,C.T. Pan,29.00,551,19
83,0,25632,Jimmy Walker,29.00,870,30
83,0,32139,Danny Willett,29.00,638,22
91,0,33413,Ben Martin,29.03,958,33
91,0,32333,Kevin Tway,29.03,1045,36
93,0,55708,Hayden Buckley,29.04,784,27
93,0,30926,Chris Kirk,29.04,813,28
95,0,36326,David Lipsky,29.06,959,33
95,0,47347,Adam Schenk,29.06,1046,36
97,0,27349,Alex Noren,29.07,814,28
97,0,51070,Vincent Norrman,29.07,785,27
97,0,31560,Brian Stuard,29.07,785,27
100,0,24925,Jonathan Byrd,29.09,669,23
100,0,39067,MJ Daffue,29.09,960,33
102,0,51349,Nico Echavarria,29.10,873,30
102,0,35532,Tom Hoge,29.10,902,31
104,0,35450,Patrick Cantlay,29.11,553,19
105,0,33204,Shane Lowry,29.12,495,17
106,0,39954,Cody Gribble,29.14,612,21
106,0,22056,Cameron Percy,29.14,641,22
106,0,34610,Matthias Schwab,29.14,1020,35
109,0,56762,Will Gordon,29.15,991,34
109,0,34363,Tyrrell Hatton,29.15,583,20
109,0,47995,Davis Riley,29.15,962,33
112,0,46046,Scottie Scheffler,29.18,642,22
113,0,39975,Michael Kim,29.19,905,31
113,0,23320,Ryan Palmer,29.19,788,27
115,0,12716,Charley Hoffman,29.21,847,29
115,0,50095,Austin Smotherman,29.21,964,33
115,0,40115,Adam Svensson,29.21,993,34
118,0,57366,Cameron Young,29.22,672,23
119,0,47988,Nick Hardy,29.23,1023,35
120,0,33408,Tyson Alexander,29.24,965,33
120,0,29420,Billy Horschel,29.24,614,21
122,0,47079,Harrison Endycott,29.26,907,31
122,0,34256,Andrew Putnam,29.26,907,31
124,0,31646,Emiliano Grillo,29.27,966,33
124,0,35617,Martin Trainer,29.27,644,22
126,0,27214,Kevin Streelman,29.29,908,31
127,0,28420,Ryan Brehm,29.30,967,33
127,0,49771,J.T. Poston,29.30,879,30
129,0,27095,Nick Watney,29.33,880,30
130,0,32791,K.H. Lee,29.34,939,32
131,0,54628,Lee Hodges,29.36,969,33
131,0,55893,Sam Stevens,29.36,969,33
133,0,33448,Justin Thomas,29.38,617,21
134,0,45609,Tyler Duncan,29.39,970,33
135,0,48119,Ben Taylor,29.41,1000,34
136,0,37338,Zecheng Dou,29.42,912,31
137,0,27936,Martin Laird,29.43,883,30
138,0,49298,Kramer Hickok,29.44,942,32
139,0,58168,Davis Thompson,29.46,825,28
140,0,35310,Lanto Griffin,29.47,560,19
141,0,39335,Kevin Roy,29.48,855,29
141,0,52513,Carson Young,29.48,973,33
143,0,58696,Peter Kuest,29.50,413,14
143,0,36724,Augusto Núñez,29.50,885,30
143,0,51890,Greyson Sigg,29.50,944,32
146,0,27129,Luke List,29.52,915,31
146,0,32839,Hideki Matsuyama,29.52,738,25
146,0,46340,Alex Smalley,29.52,974,33
149,0,32662,Michael Gligic,29.53,886,30
149,0,25900,Lucas Glover,29.53,886,30
151,0,46414,Aaron Rai,29.55,916,31
151,0,34431,Robert Streb,29.55,916,31
153,0,25686,Jason Dufner,29.56,946,32
154,0,52375,Doug Ghim,29.57,887,30
155,0,35506,Mackenzie Hughes,29.59,858,29
155,0,40006,Erik van Rooyen,29.59,799,27
157,0,30163,Henrik Norlander,29.60,888,30
158,0,55454,Carl Yuan,29.61,829,28
159,0,52374,Brandon Wu,29.62,1007,34
160,0,27974,Sung Kang,29.65,504,17
160,0,48699,Callum Tarren,29.65,1008,34
162,0,54421,Garrick Higgo,29.67,979,33
162,0,24024,Zach Johnson,29.67,623,21
164,0,32366,Kevin Chappell,29.68,564,19
164,0,48867,Matti Schmid,29.68,831,28
166,0,56630,Akshay Bhatia,29.71,713,24
167,0,52411,Kyle Westmoreland,29.73,892,30
168,0,26476,Chez Reavie,29.74,922,31
169,0,39997,Corey Conners,29.75,714,24
169,0,45157,Cam Davis,29.75,833,28
171,0,40250,Taylor Pendrith,29.77,893,30
172,0,31557,Jim Herman,29.78,804,27
173,0,52372,Cameron Champ,29.79,834,28
174,0,29535,Brice Garnett,29.81,775,26
175,0,26596,Ryan Moore,29.83,865,29
176,0,36871,Matt NeSmith,29.84,925,31
177,0,32448,James Hahn,29.85,776,26
177,0,49960,Sepp Straka,29.85,806,27
179,0,34076,Joel Dahmen,29.86,866,29
180,0,31202,William McGirt,29.88,508,17
181,0,33122,Russell Knox,29.89,1046,35
182,0,27963,Chris Stroud,29.90,598,20
183,0,35901,Paul Haley II,29.91,987,33
184,0,54783,Dylan Wu,29.94,958,32
185,0,51491,Brandon Matthews,30.00,720,24
186,0,19803,Ryan Armour,30.06,962,32
187,0,30692,Scott Stallings,30.07,812,27
188,0,53165,Doc Redman,30.21,876,29
189,0,31323,Gary Woodland,30.25,726,24
190,0,49766,Hank Lebioda,30.35,698,23
191,0,51414,Brent Grant,30.48,945,31
192,0,45242,Kevin Yu,30.57,703,23
193,0,49453,Trevor Cone,31.00,868,28
