RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL ACTUAL HANG TIME,TOTAL ATTEMPTS
1,0,11123,Chris Couch,6.8,211.5,31
1,0,24924,Bill Haas,6.8,394.3,58
1,0,27141,J.B. Holmes,6.8,428.0,63
1,0,30110,Kyle Stanley,6.8,321.9,47
5,0,32102,Rickie Fowler,6.7,344.0,51
5,0,12716,Charley Hoffman,6.7,485.5,73
5,0,19970,Robert Karlsson,6.7,247.6,37
5,0,23320,Ryan Palmer,6.7,431.9,64
5,0,27330,Josh Teater,6.7,493.4,74
10,0,33141,Keegan Bradley,6.6,371.6,56
10,0,20848,Ángel Cabrera,6.6,183.5,28
10,0,27436,Graham DeLaet,6.6,411.2,62
10,0,27120,Troy Matteson,6.6,414.2,63
10,0,01766,Billy Mayfair,6.6,432.6,66
10,0,24490,George McNeill,6.6,349.1,53
10,0,26329,Louis Oosthuizen,6.6,322.4,49
10,0,20645,John Senden,6.6,380.3,58
10,0,21878,Mark Wilson,6.6,412.9,63
19,0,24925,Jonathan Byrd,6.5,277.9,43
19,0,21805,Harrison Frazar,6.5,248.7,38
19,0,29420,Billy Horschel,6.5,266.8,41
19,0,26851,Marc Leishman,6.5,379.3,58
19,0,24940,Edward Loar,6.5,219.6,34
19,0,01706,Davis Love III,6.5,219.5,34
19,0,27302,Garth Mulroy,6.5,245.9,38
19,0,29289,S.Y. Noh,6.5,453.4,70
19,0,27649,Brandt Snedeker,6.5,390.1,60
19,0,29518,Brendan Steele,6.5,364.9,56
19,0,25804,Bubba Watson,6.5,313.1,48
30,0,32334,Charlie Beljan,6.4,223.7,35
30,0,32200,Roberto Castro,6.4,408.4,64
30,0,34021,Bud Cauley,6.4,542.4,85
30,0,22621,Ben Curtis,6.4,315.1,49
30,0,24358,Robert Garrigus,6.4,378.1,59
30,0,26758,David Hearn,6.4,449.1,70
30,0,27936,Martin Laird,6.4,270.5,42
30,0,28237,Rory McIlroy,6.4,211.0,33
30,0,25396,Kevin Na,6.4,345.7,54
30,0,22046,Geoff Ogilvy,6.4,294.0,46
30,0,28475,Jeff Overton,6.4,514.9,81
30,0,25818,Scott Piercy,6.4,419.7,66
30,0,26476,Chez Reavie,6.4,364.3,57
30,0,27214,Kevin Streelman,6.4,445.7,70
30,0,32150,Michael Thompson,6.4,384.4,60
30,0,33419,Cameron Tringale,6.4,433.8,68
30,0,23623,Bo Van Pelt,6.4,372.7,58
47,0,22371,Aaron Baddeley,6.3,278.5,44
47,0,28087,Kris Blanks,6.3,296.8,47
47,0,27895,Jonas Blixt,6.3,357.8,57
47,0,23541,Ben Crane,6.3,370.5,59
47,0,28089,Jason Day,6.3,250.9,40
47,0,23983,Luke Donald,6.3,291.6,46
47,0,06522,Ernie Els,6.3,351.0,56
47,0,32698,Bobby Gates,6.3,366.7,58
47,0,20766,Padraig Harrington,6.3,215.1,34
47,0,21961,Charles Howell III,6.3,365.6,58
47,0,30926,Chris Kirk,6.3,458.2,73
47,0,29478,Kevin Kisner,6.3,275.6,44
47,0,23548,Bill Lunde,6.3,370.3,59
47,0,24781,Hunter Mahan,6.3,359.1,57
47,0,01810,Phil Mickelson,6.3,341.3,54
47,0,24361,Pat Perez,6.3,333.3,53
47,0,24138,Ian Poulter,6.3,250.2,40
47,0,10213,Dicky Pride,6.3,297.2,47
47,0,29476,Kyle Reifers,6.3,363.9,58
47,0,22913,John Rollins,6.3,421.9,67
47,0,24502,Adam Scott,6.3,232.0,37
47,0,29221,Webb Simpson,6.3,364.4,58
47,0,26679,Kevin Stadler,6.3,322.6,51
47,0,21528,Henrik Stenson,6.3,87.5,14
47,0,27064,Jhonattan Vegas,6.3,359.3,57
47,0,27095,Nick Watney,6.3,442.8,70
47,0,20396,Lee Westwood,6.3,251.5,40
47,0,08793,Tiger Woods,6.3,219.1,35
75,0,10885,Robert Allenby,6.2,324.1,52
75,0,33120,Mark Anderson,6.2,274.0,44
75,0,32366,Kevin Chappell,6.2,414.1,67
75,0,20850,Daniel Chopra,6.2,230.6,37
75,0,01249,John Daly,6.2,161.3,26
75,0,23638,Brendon de Jonge,6.2,520.5,84
75,0,34099,Harris English,6.2,463.8,75
75,0,28500,Martin Flores,6.2,379.0,61
75,0,21209,Sergio Garcia,6.2,271.7,44
75,0,20574,Mathew Goggin,6.2,299.5,48
75,0,30852,Ryo Ishikawa,6.2,148.2,24
75,0,06573,Brandt Jobe,6.2,197.1,32
75,0,30925,Dustin Johnson,6.2,212.1,34
75,0,08075,Jerry Kelly,6.2,437.3,71
75,0,35139,Richard Lee,6.2,278.6,45
75,0,01797,Rocco Mediate,6.2,334.8,54
75,0,23800,Bryce Molder,6.2,392.5,63
75,0,25562,Andres Romero,6.2,292.0,47
75,0,22405,Justin Rose,6.2,290.3,47
75,0,06567,Vijay Singh,6.2,407.7,66
75,0,30692,Scott Stallings,6.2,352.0,57
75,0,23325,Vaughn Taylor,6.2,327.5,53
75,0,30927,Brendon Todd,6.2,322.4,52
75,0,25632,Jimmy Walker,6.2,402.0,65
99,0,23542,Tommy Biershenk,6.1,315.7,52
99,0,24507,Jason Bohn,6.1,358.2,59
99,0,29479,Scott Brown,6.1,256.2,42
99,0,20229,Stewart Cink,6.1,227.1,37
99,0,24494,Erik Compton,6.1,309.2,51
99,0,28307,Matt Every,6.1,319.2,52
99,0,23353,J.J. Henry,6.1,284.4,47
99,0,12782,Tim Herron,6.1,420.5,69
99,0,24024,Zach Johnson,6.1,418.0,68
99,0,30711,Colt Knost,6.1,374.1,61
99,0,27797,Derek Lamely,6.1,298.8,49
99,0,27933,John Merrick,6.1,361.7,59
99,0,26596,Ryan Moore,6.1,464.7,76
99,0,24140,Sean O'Hair,6.1,374.6,61
99,0,20691,Greg Owen,6.1,347.2,57
99,0,22293,Heath Slocum,6.1,406.9,67
99,0,06527,Steve Stricker,6.1,281.6,46
99,0,26287,Roland Thatcher,6.1,214.7,35
117,0,21407,Arjun Atwal,6.0,340.8,57
117,0,12510,Chad Campbell,6.0,403.8,67
117,0,28093,Miguel Angel Carballo,6.0,271.7,45
117,0,21753,Brian Davis,6.0,449.6,75
117,0,06034,Marco Dawson,6.0,232.7,39
117,0,23409,James Driscoll,6.0,350.4,58
117,0,25686,Jason Dufner,6.0,373.4,62
117,0,01320,Bob Estes,6.0,308.0,51
117,0,30750,Tommy Gainey,6.0,484.2,81
117,0,19846,Brian Gay,6.0,428.2,71
117,0,21731,Freddie Jacobson,6.0,220.3,37
117,0,26300,Matt Jones,6.0,216.3,36
117,0,27974,Sung Kang,6.0,295.5,49
