RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SMASH FACTOR,TOTAL ATTEMPTS,HIGHEST VALUE,LOWEST VALUE
1,0,19970,Robert Karlsson,1.486,57.952,39,1.527,1.480
1,0,02206,David Toms,1.486,60.928,41,1.514,1.482
3,0,22371,Aaron Baddeley,1.485,71.260,48,1.489,1.477
3,0,20070,Matt Bettencourt,1.485,66.831,45,1.493,1.483
3,0,01116,Michael Bradley,1.485,51.978,35,1.502,1.475
3,0,06522,Ernie Els,1.485,90.575,61,1.485,1.475
3,0,24358,Robert Garrigus,1.485,97.977,66,1.485,1.463
3,0,30925,Dustin Johnson,1.485,65.327,44,1.500,1.463
3,0,27936,Martin Laird,1.485,69.793,47,1.485,1.483
3,0,27466,Spencer Levin,1.485,92.041,62,1.518,1.469
3,0,01706,Davis Love III,1.485,60.883,41,1.485,1.483
3,0,01797,Rocco Mediate,1.485,83.161,56,1.502,1.477
3,0,23320,Ryan Palmer,1.485,100.975,68,1.493,1.477
3,0,25345,Carl Pettersson,1.485,112.834,76,1.485,1.461
3,0,25457,Alexandre Rocha,1.485,71.282,48,1.500,1.476
3,0,23621,Rory Sabbatini,1.485,105.411,71,1.487,1.473
3,0,23325,Vaughn Taylor,1.485,83.160,56,1.485,1.485
3,0,22582,Kyle Thompson,1.485,50.483,34,1.500,1.471
3,0,23623,Bo Van Pelt,1.485,93.529,63,1.485,1.479
3,0,27770,Camilo Villegas,1.485,106.905,72,1.485,1.477
3,0,26289,Boo Weekley,1.485,81.649,55,1.485,1.461
22,0,21407,Arjun Atwal,1.484,92.033,62,1.499,1.449
22,0,23204,Gary Christian,1.484,94.979,64,1.485,1.465
22,0,23135,Tim Clark,1.484,81.620,55,1.485,1.459
22,0,24494,Erik Compton,1.484,83.117,56,1.506,1.462
22,0,01249,John Daly,1.484,44.519,30,1.485,1.457
22,0,28089,Jason Day,1.484,62.322,42,1.485,1.467
22,0,21805,Harrison Frazar,1.484,63.830,43,1.490,1.457
22,0,30750,Tommy Gainey,1.484,129.089,87,1.490,1.471
22,0,23903,Stephen Gangluff,1.484,62.322,42,1.485,1.458
22,0,20574,Mathew Goggin,1.484,80.130,54,1.490,1.457
22,0,27644,Brian Harman,1.484,133.577,90,1.493,1.444
22,0,20766,Padraig Harrington,1.484,56.388,38,1.485,1.455
22,0,34174,John Huh,1.484,123.154,83,1.504,1.459
22,0,06573,Brandt Jobe,1.484,53.418,36,1.485,1.467
22,0,30944,Jason Kokrak,1.484,91.982,62,1.485,1.460
22,0,23108,Matt Kuchar,1.484,100.934,68,1.485,1.471
22,0,35139,Richard Lee,1.484,69.760,47,1.485,1.474
22,0,10860,Justin Leonard,1.484,83.090,56,1.485,1.457
22,0,23548,Bill Lunde,1.484,94.969,64,1.485,1.453
22,0,01724,Jeff Maggert,1.484,112.819,76,1.491,1.467
22,0,27060,John Mallinger,1.484,89.042,60,1.485,1.463
22,0,01766,Billy Mayfair,1.484,108.310,73,1.500,1.439
22,0,27933,John Merrick,1.484,92.015,62,1.485,1.471
22,0,22348,Nick O'Hern,1.484,96.432,65,1.493,1.457
22,0,26329,Louis Oosthuizen,1.484,74.190,50,1.485,1.465
22,0,25240,D.A. Points,1.484,109.811,74,1.497,1.454
22,0,24138,Ian Poulter,1.484,62.345,42,1.485,1.461
22,0,26476,Chez Reavie,1.484,90.545,61,1.490,1.461
22,0,25562,Andres Romero,1.484,78.630,53,1.485,1.458
22,0,22548,Patrick Sheehan,1.484,60.839,41,1.485,1.447
22,0,27330,Josh Teater,1.484,118.699,80,1.505,1.466
22,0,26951,Johnson Wagner,1.484,108.324,73,1.491,1.463
22,0,25892,Steve Wheatcroft,1.484,56.396,38,1.495,1.463
55,0,10885,Robert Allenby,1.483,90.488,61,1.485,1.451
55,0,24507,Jason Bohn,1.483,91.935,62,1.485,1.453
55,0,28093,Miguel Angel Carballo,1.483,71.175,48,1.500,1.431
55,0,23541,Ben Crane,1.483,96.423,65,1.493,1.445
55,0,21753,Brian Davis,1.483,120.135,81,1.485,1.449
55,0,25686,Jason Dufner,1.483,93.460,63,1.516,1.435
55,0,34099,Harris English,1.483,118.642,80,1.485,1.463
55,0,01320,Bob Estes,1.483,84.540,57,1.485,1.466
55,0,19846,Brian Gay,1.483,108.281,73,1.485,1.449
55,0,12782,Tim Herron,1.483,108.256,73,1.485,1.465
55,0,27141,J.B. Holmes,1.483,109.773,74,1.485,1.451
55,0,33122,Russell Knox,1.483,78.611,53,1.504,1.463
55,0,27797,Derek Lamely,1.483,75.631,51,1.485,1.451
55,0,31202,William McGirt,1.483,121.618,82,1.493,1.425
55,0,01810,Phil Mickelson,1.483,81.538,55,1.485,1.451
55,0,24140,Sean O'Hair,1.483,102.360,69,1.491,1.460
55,0,25818,Scott Piercy,1.483,103.828,70,1.485,1.436
55,0,10213,Dicky Pride,1.483,74.165,50,1.485,1.443
55,0,29476,Kyle Reifers,1.483,97.853,66,1.485,1.413
55,0,22293,Heath Slocum,1.483,105.283,71,1.485,1.449
55,0,27963,Chris Stroud,1.483,100.814,68,1.485,1.435
55,0,32150,Michael Thompson,1.483,90.449,61,1.485,1.462
55,0,25804,Bubba Watson,1.483,78.623,53,1.504,1.457
78,0,33120,Mark Anderson,1.482,71.150,48,1.485,1.460
78,0,23542,Tommy Biershenk,1.482,80.036,54,1.497,1.453
78,0,24925,Jonathan Byrd,1.482,71.145,48,1.485,1.455
78,0,28455,Will Claxton,1.482,124.492,84,1.491,1.362
78,0,06034,Marco Dawson,1.482,60.772,41,1.485,1.440
78,0,32102,Rickie Fowler,1.482,85.945,58,1.485,1.456
78,0,24924,Bill Haas,1.482,90.407,61,1.485,1.449
78,0,26758,David Hearn,1.482,118.592,80,1.485,1.459
78,0,27974,Sung Kang,1.482,81.517,55,1.485,1.405
78,0,28308,Troy Kelly,1.482,65.202,44,1.485,1.457
78,0,30926,Chris Kirk,1.482,121.526,82,1.493,1.407
78,0,26851,Marc Leishman,1.482,96.359,65,1.493,1.453
78,0,24781,Hunter Mahan,1.482,88.927,60,1.485,1.441
78,0,24490,George McNeill,1.482,88.897,60,1.485,1.415
78,0,22046,Geoff Ogilvy,1.482,78.538,53,1.490,1.449
78,0,28475,Jeff Overton,1.482,133.365,90,1.485,1.455
78,0,22913,John Rollins,1.482,103.772,70,1.502,1.449
78,0,24502,Adam Scott,1.482,59.277,40,1.485,1.448
78,0,26679,Kevin Stadler,1.482,87.451,59,1.485,1.441
78,0,06527,Steve Stricker,1.482,72.614,49,1.485,1.417
