RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 3 BIRDIES OR BETTER,PAR 3 HOLES
1,0,27963,Chris Stroud,21.08,39,185
2,0,29268,Bronson Burgoon,20.28,43,212
3,1,48045,Michael Gellerman,19.53,33,169
3,1,56762,Will Gordon,19.53,25,128
5,4,34099,Harris English,19.41,59,304
6,0,28252,Seamus Power,19.38,25,129
7,0,33449,Zack Sucher,19.31,28,145
8,0,23325,Vaughn Taylor,19.28,48,249
9,1,26499,Rafa Cabrera Bello,18.89,41,217
10,1,19803,Ryan Armour,18.88,44,233
11,2,45609,Tyler Duncan,18.54,61,329
12,2,46442,Maverick McNealy,18.36,56,305
13,2,49964,Aaron Wise,18.23,33,181
14,2,47993,Denny McCarthy,18.18,56,308
15,10,50525,Collin Morikawa,17.81,57,320
16,3,47128,Richy Werenski,17.78,40,225
17,0,46970,Jon Rahm,17.54,40,228
18,3,34076,Joel Dahmen,17.45,56,321
19,3,32102,Rickie Fowler,17.44,30,172
19,14,35506,Mackenzie Hughes,17.44,49,281
21,3,31560,Brian Stuard,17.23,56,325
22,1,48822,Sebastián Muñoz,17.17,57,332
23,6,30925,Dustin Johnson,17.10,33,193
23,3,30692,Scott Stallings,17.10,46,269
25,2,31420,Anirban Lahiri,17.02,24,141
26,2,49771,J.T. Poston,16.99,53,312
27,-9,46717,Viktor Hovland,16.94,51,301
28,2,22371,Aaron Baddeley,16.93,32,189
29,-9,45526,Abraham Ancer,16.67,50,300
29,2,34213,Grayson Murray,16.67,24,144
31,3,46402,Talor Gooch,16.57,55,332
32,3,51766,Wyndham Clark,16.47,41,249
32,-1,30927,Brendon Todd,16.47,56,340
34,2,37275,Sam Ryder,16.43,46,280
35,2,27095,Nick Watney,16.38,29,177
36,3,33667,Carlos Ortiz,16.32,47,288
37,3,29926,Danny Lee,16.07,45,280
38,3,35450,Patrick Cantlay,16.02,29,181
39,4,34431,Robert Streb,15.92,32,201
40,5,33413,Ben Martin,15.86,23,145
41,7,34466,Peter Malnati,15.72,36,229
42,7,28089,Jason Day,15.67,34,217
43,8,12716,Charley Hoffman,15.61,37,237
44,2,28237,Rory McIlroy,15.57,38,244
45,7,35732,Wes Roach,15.53,25,161
46,0,34363,Tyrrell Hatton,15.48,26,168
47,-9,25396,Kevin Na,15.44,44,285
48,-6,29725,Tony Finau,15.41,45,292
49,4,27644,Brian Harman,15.38,48,312
50,-6,29478,Kevin Kisner,15.36,45,293
51,5,24138,Ian Poulter,15.31,30,196
52,5,47347,Adam Schenk,15.28,46,301
53,0,39971,Sungjae Im,15.26,58,380
54,5,30911,Tommy Fleetwood,15.24,25,164
54,5,33490,Bo Hoag,15.24,41,269
56,5,29479,Scott Brown,15.18,39,257
57,5,40009,Dominic Bozzelli,15.17,22,145
58,5,24024,Zach Johnson,15.16,37,244
59,5,31646,Emiliano Grillo,15.15,40,264
60,5,22405,Justin Rose,15.13,23,152
61,6,27349,Alex Noren,15.11,34,225
62,8,30944,Jason Kokrak,15.08,38,252
63,8,45157,Cam Davis,15.02,35,233
63,8,39324,J.J. Spaun,15.02,35,233
65,8,26596,Ryan Moore,15.00,27,180
65,8,27064,Jhonattan Vegas,15.00,30,200
67,1,40026,Daniel Berger,14.94,39,261
67,8,46435,Austin Cook,14.94,36,241
69,-19,29221,Webb Simpson,14.90,31,208
70,6,32254,Xinjun Zhang,14.89,46,309
71,7,33948,Byeong Hun An,14.80,45,304
71,-14,45486,Joaquin Niemann,14.80,45,304
73,6,48119,Ben Taylor,14.79,25,169
74,6,27936,Martin Laird,14.74,23,156
75,6,33404,Chris Baker,14.72,29,197
76,1,23320,Ryan Palmer,14.71,40,272
77,-12,29420,Billy Horschel,14.69,47,320
78,6,34098,Russell Henley,14.68,37,252
79,6,25900,Lucas Glover,14.65,40,273
80,7,34563,Chesson Hadley,14.59,34,233
80,7,46550,Brandon Hagy,14.59,27,185
82,7,32366,Kevin Chappell,14.55,24,165
82,7,32757,Patton Kizzire,14.55,32,220
82,7,40042,Tyler McCumber,14.55,31,213
85,-16,47959,Bryson DeChambeau,14.52,36,248
86,6,33141,Keegan Bradley,14.49,40,276
87,6,40098,Matt Fitzpatrick,14.48,32,221
87,6,28679,Fabián Gómez,14.48,32,221
87,6,23108,Matt Kuchar,14.48,32,221
90,6,32618,Rhein Gibson,14.43,29,201
91,6,28307,Matt Every,14.36,26,181
91,6,34256,Andrew Putnam,14.36,27,188
93,6,37455,Si Woo Kim,14.29,43,301
94,6,19846,Brian Gay,14.23,36,253
95,6,24361,Pat Perez,14.22,32,225
96,6,53165,Doc Redman,13.98,46,329
97,6,29974,Branden Grace,13.94,23,165
98,6,28420,Ryan Brehm,13.93,28,201
99,6,36871,Matthew NeSmith,13.92,38,273
100,6,23621,Rory Sabbatini,13.81,37,268
101,6,35532,Tom Hoge,13.80,41,297
102,6,26300,Matt Jones,13.77,42,305
103,6,23788,D.J. Trahan,13.76,26,189
104,6,36689,Brooks Koepka,13.75,22,160
105,6,29535,Brice Garnett,13.73,32,233
106,35,26851,Marc Leishman,13.71,34,248
107,5,29518,Brendan Steele,13.67,35,256
108,5,01810,Phil Mickelson,13.66,28,205
109,5,24924,Bill Haas,13.56,24,177
110,5,24502,Adam Scott,13.46,21,156
111,5,34046,Jordan Spieth,13.44,34,253
112,5,25818,Scott Piercy,13.38,36,269
113,5,32640,Troy Merritt,13.36,37,277
113,5,39953,Chase Seiffert,13.36,29,217
115,21,32839,Hideki Matsuyama,13.33,40,300
116,4,27974,Sung Kang,13.31,39,293
116,4,31323,Gary Woodland,13.31,33,248
118,4,29484,Peter Uihlein,13.29,23,173
118,4,23623,Bo Van Pelt,13.29,23,173
118,4,37189,Harold Varner III,13.29,40,301
121,4,26329,Louis Oosthuizen,13.27,26,196
122,4,32150,Michael Thompson,13.25,33,249
123,5,49960,Sepp Straka,13.21,37,280
124,5,27554,Scott Harrington,13.19,36,273
125,5,56278,Matthew Wolff,13.18,39,296
126,5,20229,Stewart Cink,13.17,27,205
126,5,39977,Max Homa,13.17,37,281
128,5,29908,C.T. Pan,13.16,30,228
129,5,27649,Brandt Snedeker,13.15,28,213
130,5,29970,Dylan Frittelli,13.11,43,328
131,5,46441,Robby Shelton,13.03,37,284
132,6,27556,Ted Potter Jr.,12.99,23,177
132,6,35658,Kris Ventura,12.99,23,177
134,6,25349,Tim Wilkinson,12.97,24,185
135,6,47504,Sam Burns,12.93,30,232
136,8,40058,Zac Blair,12.83,34,265
137,17,46046,Scottie Scheffler,12.80,42,328
138,7,33204,Shane Lowry,12.78,23,180
139,7,36801,Mark Hubbard,12.75,44,345
139,7,35449,Adam Long,12.75,45,353
141,7,10809,Jim Furyk,12.74,20,157
141,7,30110,Kyle Stanley,12.74,27,212
143,7,34021,Bud Cauley,12.70,31,244
144,7,49766,Hank Lebioda,12.67,28,221
145,7,33419,Cameron Tringale,12.65,32,253
146,7,36699,Patrick Rodgers,12.60,46,365
147,-4,34360,Patrick Reed,12.50,37,296
147,27,48081,Xander Schauffele,12.50,35,280
147,21,33448,Justin Thomas,12.50,33,264
147,7,48887,Matt Wallace,12.50,22,176
151,5,30163,Henrik Norlander,12.46,37,297
152,5,39546,Keith Mitchell,12.45,32,257
153,5,35230,Nelson Ledesma,12.42,20,161
153,5,51894,Vince Whaley,12.42,19,153
155,5,35310,Lanto Griffin,12.33,45,365
156,5,25804,Bubba Watson,12.31,33,268
157,5,52372,Cameron Champ,12.27,34,277
158,5,21209,Sergio Garcia,12.22,22,180
159,5,34255,Joseph Bramlett,12.21,26,213
160,5,27214,Kevin Streelman,12.12,36,297
160,5,27330,Josh Teater,12.12,20,165
162,5,25572,Graeme McDowell,12.11,23,190
162,14,35891,Cameron Smith,12.11,31,256
164,5,33122,Russell Knox,11.86,30,253
165,5,27942,Rob Oppenheim,11.84,29,245
166,5,39997,Corey Conners,11.82,35,296
167,5,31557,Jim Herman,11.81,28,237
168,5,21961,Charles Howell III,11.79,33,280
169,6,26758,David Hearn,11.71,24,205
170,7,33410,Andrew Landry,11.46,29,253
171,7,32662,Michael Gligic,11.40,22,193
172,7,34314,Sebastian Cappelen,11.27,24,213
173,7,32139,Danny Willett,11.25,18,160
174,7,25686,Jason Dufner,11.24,28,249
175,7,27129,Luke List,11.23,31,276
176,7,21407,Arjun Atwal,11.20,14,125
177,8,35461,Beau Hossler,11.15,30,269
178,8,33597,Harry Higgs,11.11,37,333
179,8,32448,James Hahn,11.03,16,145
180,8,25493,Nick Taylor,10.97,26,237
181,8,33399,Adam Hadwin,10.94,29,265
182,8,33486,Roger Sloan,10.78,22,204
183,8,49298,Kramer Hickok,10.66,21,197
184,8,25632,Jimmy Walker,10.27,19,185
185,8,32333,Kevin Tway,10.20,20,196
186,8,52375,Doug Ghim,9.94,16,161
187,8,22056,Cameron Percy,9.44,17,180
188,8,32791,K.H. Lee,9.38,27,288
189,8,28775,Nate Lashley,9.22,19,206
190,8,33120,Mark Anderson,8.99,17,189
191,8,25364,Paul Casey,7.56,17,225
192,8,26476,Chez Reavie,7.44,23,309
193,8,35617,Martin Trainer,7.18,13,181
