RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES,GIR RANK
1,0,29221,Webb Simpson,26.50,248,936,11
2,1,33448,Justin Thomas,25.76,306,1188,31
3,2,30925,Dustin Johnson,25.74,227,882,40
4,0,34363,Tyrrell Hatton,25.53,193,756,38
5,-3,47959,Bryson DeChambeau,25.18,281,1116,55
6,0,28252,Seamus Power,25.17,145,576,34
7,0,46046,Scottie Scheffler,24.93,368,1476,43
8,0,40026,Daniel Berger,24.74,285,1152,100
9,0,34563,Chesson Hadley,24.62,257,1044,20
10,0,28237,Rory McIlroy,24.54,265,1080,76
11,1,46970,Jon Rahm,24.33,254,1044,18
12,1,12716,Charley Hoffman,24.11,256,1062,57
13,-2,34360,Patrick Reed,24.10,321,1332,140
14,0,45157,Cam Davis,24.04,251,1044,41
15,4,48081,Xander Schauffele,23.97,302,1260,10
16,-1,47993,Denny McCarthy,23.95,332,1386,84
17,0,29725,Tony Finau,23.92,310,1296,47
18,-2,35450,Patrick Cantlay,23.91,198,828,57
19,-2,35658,Kris Ventura,23.86,189,792,90
20,-1,31420,Anirban Lahiri,23.65,149,630,69
21,1,40009,Dominic Bozzelli,23.61,153,648,183
21,5,50525,Collin Morikawa,23.61,340,1440,44
23,0,29268,Bronson Burgoon,23.58,225,954,102
24,0,56762,Will Gordon,23.44,135,576,4
25,2,39971,Sungjae Im,23.40,396,1692,93
26,-7,32839,Hideki Matsuyama,23.35,311,1332,53
27,1,27064,Jhonattan Vegas,23.22,209,900,19
28,-3,46717,Viktor Hovland,23.12,308,1332,54
28,1,31323,Gary Woodland,23.12,258,1116,65
30,0,32254,Xinjun Zhang,23.09,320,1386,124
31,1,29926,Danny Lee,23.03,286,1242,132
32,-1,52372,Cameron Champ,23.02,290,1260,78
32,4,48822,Sebastián Muñoz,23.02,348,1512,117
34,-1,32102,Rickie Fowler,22.98,182,792,112
35,-1,46442,Maverick McNealy,22.95,314,1368,128
35,-1,22405,Justin Rose,22.95,157,684,182
37,0,27330,Josh Teater,22.90,169,738,7
38,0,34213,Grayson Murray,22.84,148,648,171
39,2,34099,Harris English,22.81,312,1368,9
40,-1,27095,Nick Watney,22.73,180,792,21
