RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES,GIR RANK
41,1,23320,Ryan Palmer,22.71,278,1224,126
42,1,27644,Brian Harman,22.65,318,1404,131
43,1,30692,Scott Stallings,22.64,273,1206,29
44,1,29484,Peter Uihlein,22.61,175,774,72
45,1,37189,Harold Varner III,22.60,301,1332,15
46,3,47504,Sam Burns,22.51,235,1044,98
47,4,53165,Doc Redman,22.36,330,1476,12
48,4,28307,Matt Every,22.35,181,810,151
48,4,49964,Aaron Wise,22.35,181,810,3
50,4,22371,Aaron Baddeley,22.34,189,846,155
50,4,46550,Brandon Hagy,22.34,185,828,82
52,4,27349,Alex Noren,22.32,225,1008,159
53,-3,29420,Billy Horschel,22.29,317,1422,121
54,4,19803,Ryan Armour,22.22,232,1044,74
54,4,36689,Brooks Koepka,22.22,160,720,105
54,-6,45486,Joaquin Niemann,22.22,304,1368,39
57,3,25900,Lucas Glover,22.14,267,1206,50
57,3,37275,Sam Ryder,22.14,279,1260,116
57,18,35891,Cameron Smith,22.14,255,1152,170
60,2,34046,Jordan Spieth,22.13,247,1116,190
61,2,32366,Kevin Chappell,22.09,163,738,147
62,2,30911,Tommy Fleetwood,22.08,159,720,89
62,2,24502,Adam Scott,22.08,151,684,67
62,2,51894,Vince Whaley,22.08,151,684,108
65,3,19846,Brian Gay,22.05,250,1134,158
65,3,33419,Cameron Tringale,22.05,250,1134,28
67,3,35310,Lanto Griffin,22.04,365,1656,137
68,-11,30927,Brendon Todd,22.03,341,1548,138
69,2,47128,Richy Werenski,22.02,222,1008,108
70,2,49771,J.T. Poston,22.01,309,1404,161
71,3,51766,Wyndham Clark,21.95,241,1098,187
72,4,30163,Henrik Norlander,21.92,292,1332,13
72,4,56278,Matthew Wolff,21.92,292,1332,104
74,4,33449,Zack Sucher,21.91,142,648,57
75,4,29518,Brendan Steele,21.88,252,1152,66
76,4,23325,Vaughn Taylor,21.86,240,1098,175
77,4,37455,Si Woo Kim,21.85,291,1332,136
77,4,47347,Adam Schenk,21.85,291,1332,42
79,4,26596,Ryan Moore,21.84,173,792,52
79,4,27214,Kevin Streelman,21.84,287,1314,81
81,4,35732,Wes Roach,21.81,157,720,73
82,4,33948,Byeong Hun An,21.78,294,1350,130
82,4,35449,Adam Long,21.78,345,1584,77
84,4,46402,Talor Gooch,21.69,324,1494,94
85,4,01810,Phil Mickelson,21.68,199,918,177
86,4,36801,Mark Hubbard,21.64,335,1548,108
87,4,31646,Emiliano Grillo,21.62,253,1170,7
87,4,32757,Patton Kizzire,21.62,214,990,156
89,4,21209,Sergio Garcia,21.59,171,792,60
90,4,32618,Rhein Gibson,21.56,194,900,144
91,9,45526,Abraham Ancer,21.55,287,1332,96
91,4,39324,J.J. Spaun,21.55,225,1044,125
93,3,23108,Matt Kuchar,21.53,217,1008,153
93,3,39546,Keith Mitchell,21.53,248,1152,152
93,3,33667,Carlos Ortiz,21.53,279,1296,107
93,3,24138,Ian Poulter,21.53,186,864,185
97,4,27963,Chris Stroud,21.50,178,828,163
98,4,40042,Tyler McCumber,21.49,205,954,118
98,4,30110,Kyle Stanley,21.49,205,954,2
100,4,28420,Ryan Brehm,21.44,193,900,48
100,-27,25396,Kevin Na,21.44,274,1278,181
102,3,26300,Matt Jones,21.42,293,1368,119
103,4,29970,Dylan Frittelli,21.41,316,1476,129
104,1,29478,Kevin Kisner,21.39,281,1314,139
104,4,23788,D.J. Trahan,21.39,181,846,64
106,3,28089,Jason Day,21.38,204,954,159
107,3,36699,Patrick Rodgers,21.37,350,1638,96
108,3,27129,Luke List,21.34,265,1242,33
109,3,39997,Corey Conners,21.32,284,1332,6
109,3,36871,Matthew NeSmith,21.32,261,1224,22
111,3,34466,Peter Malnati,21.25,218,1026,187
112,3,32640,Troy Merritt,21.24,260,1224,113
113,3,46441,Robby Shelton,21.21,271,1278,101
114,3,34076,Joel Dahmen,21.17,301,1422,172
114,3,35532,Tom Hoge,21.17,282,1332,132
114,3,27649,Brandt Snedeker,21.17,202,954,126
117,3,25804,Bubba Watson,21.13,251,1188,79
118,3,40098,Matt Fitzpatrick,21.09,205,972,123
118,3,39953,Chase Seiffert,21.09,205,972,68
120,3,27936,Martin Laird,21.08,148,702,16
121,3,24024,Zach Johnson,21.04,231,1098,70
122,3,48045,Michael Gellerman,21.03,159,756,62
122,3,33399,Adam Hadwin,21.03,246,1170,61
122,12,35506,Mackenzie Hughes,21.03,265,1260,179
122,3,49960,Sepp Straka,21.03,265,1260,95
126,2,46435,Austin Cook,21.02,227,1080,63
126,2,45609,Tyler Duncan,21.02,314,1494,83
128,2,21961,Charles Howell III,21.01,261,1242,49
129,2,23621,Rory Sabbatini,20.96,249,1188,143
130,3,24361,Pat Perez,20.91,207,990,16
131,4,25364,Paul Casey,20.83,210,1008,14
131,4,32448,James Hahn,20.83,135,648,34
131,4,32791,K.H. Lee,20.83,270,1296,146
134,4,33597,Harry Higgs,20.82,311,1494,122
135,4,28679,Fabián Gómez,20.81,206,990,108
135,4,49766,Hank Lebioda,20.81,206,990,79
137,4,39977,Max Homa,20.79,262,1260,164
138,4,34255,Joseph Bramlett,20.75,198,954,25
139,4,25493,Nick Taylor,20.72,220,1062,98
140,4,33204,Shane Lowry,20.71,164,792,34
140,4,31560,Brian Stuard,20.71,302,1458,150
140,4,48887,Matt Wallace,20.71,164,792,176
143,4,27974,Sung Kang,20.70,272,1314,141
143,4,30944,Jason Kokrak,20.70,231,1116,51
145,4,29535,Brice Garnett,20.69,216,1044,27
146,4,26499,Rafa Cabrera Bello,20.55,196,954,173
147,4,33413,Ben Martin,20.52,133,648,91
148,4,32662,Michael Gligic,20.49,177,864,91
148,4,22056,Cameron Percy,20.49,166,810,30
150,4,34098,Russell Henley,20.46,232,1134,5
151,4,35230,Nelson Ledesma,20.42,147,720,184
152,4,25349,Tim Wilkinson,20.41,169,828,85
153,4,33122,Russell Knox,20.37,231,1134,23
153,4,33410,Andrew Landry,20.37,231,1134,169
153,4,26329,Louis Oosthuizen,20.37,176,864,142
156,5,27554,Scott Harrington,20.34,249,1224,166
157,5,24924,Bill Haas,20.33,161,792,34
158,5,35461,Beau Hossler,20.32,245,1206,148
159,6,40058,Zac Blair,20.29,241,1188,178
160,6,32139,Danny Willett,20.28,146,720,189
161,6,29974,Branden Grace,20.19,149,738,56
162,6,20229,Stewart Cink,20.15,185,918,71
163,6,21407,Arjun Atwal,20.07,112,558,114
163,6,33490,Bo Hoag,20.07,242,1206,26
165,6,34314,Sebastian Cappelen,20.02,191,954,167
166,6,52375,Doug Ghim,20.00,144,720,32
167,6,27942,Rob Oppenheim,19.95,219,1098,145
168,6,34431,Robert Streb,19.89,179,900,86
169,6,33141,Keegan Bradley,19.85,243,1224,115
170,6,33404,Chris Baker,19.84,175,882,24
171,7,33486,Roger Sloan,19.72,181,918,134
172,7,25632,Jimmy Walker,19.69,163,828,191
173,7,10809,Jim Furyk,19.66,138,702,1
174,7,26758,David Hearn,19.61,180,918,102
175,7,27556,Ted Potter Jr.,19.57,155,792,45
176,7,28775,Nate Lashley,19.55,183,936,156
177,7,25818,Scott Piercy,19.53,232,1188,162
178,7,32150,Michael Thompson,19.44,217,1116,154
179,7,26476,Chez Reavie,19.41,269,1386,88
180,8,25572,Graeme McDowell,19.33,167,864,180
181,6,26851,Marc Leishman,19.31,212,1098,192
181,8,48119,Ben Taylor,19.31,146,756,46
183,7,29479,Scott Brown,19.27,222,1152,165
184,7,34021,Bud Cauley,19.03,209,1098,135
185,7,25686,Jason Dufner,18.55,207,1116,75
186,7,32333,Kevin Tway,18.52,160,864,185
187,7,29908,C.T. Pan,18.25,184,1008,87
188,7,31557,Jim Herman,18.15,196,1080,168
189,7,34256,Andrew Putnam,18.12,150,828,174
190,7,49298,Kramer Hickok,18.03,159,882,120
191,7,33120,Mark Anderson,17.61,149,846,106
192,8,23623,Bo Van Pelt,16.80,130,774,149
193,8,35617,Martin Trainer,16.79,139,828,193
