RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF BIRDIES,TOTAL ROUNDS
1,0,29221,Webb Simpson,4.67,243,52
2,0,34363,Tyrrell Hatton,4.55,191,42
2,1,33448,Justin Thomas,4.55,300,66
4,-1,47959,Bryson DeChambeau,4.42,274,62
5,0,40026,Daniel Berger,4.38,280,64
5,1,28252,Seamus Power,4.38,140,32
7,2,30925,Dustin Johnson,4.35,213,49
7,0,46046,Scottie Scheffler,4.35,357,82
9,-1,34563,Chesson Hadley,4.31,250,58
10,7,48081,Xander Schauffele,4.24,297,70
11,-2,34360,Patrick Reed,4.23,313,74
11,1,35658,Kris Ventura,4.23,186,44
13,0,12716,Charley Hoffman,4.22,249,59
13,0,47993,Denny McCarthy,4.22,325,77
13,-2,46970,Jon Rahm,4.22,245,58
16,-1,31420,Anirban Lahiri,4.20,147,35
16,1,28237,Rory McIlroy,4.20,252,60
18,-2,40009,Dominic Bozzelli,4.19,151,36
18,-1,29725,Tony Finau,4.19,302,72
20,0,29268,Bronson Burgoon,4.15,220,53
20,0,35450,Patrick Cantlay,4.15,191,46
20,3,39971,Sungjae Im,4.15,390,94
23,-1,45157,Cam Davis,4.14,240,58
24,0,32254,Xinjun Zhang,4.10,316,77
25,0,56762,Will Gordon,4.09,131,32
26,1,29926,Danny Lee,4.06,280,69
26,1,27064,Jhonattan Vegas,4.06,203,50
26,1,31323,Gary Woodland,4.06,252,62
29,1,46442,Maverick McNealy,4.05,308,76
29,10,50525,Collin Morikawa,4.05,324,80
29,3,48822,Sebastián Muñoz,4.05,340,84
32,-2,52372,Cameron Champ,4.04,283,70
32,-7,32839,Hideki Matsuyama,4.04,299,74
34,1,34099,Harris English,4.03,306,76
35,-2,37189,Harold Varner III,4.01,297,74
36,-1,22405,Justin Rose,4.00,152,38
36,-1,29484,Peter Uihlein,4.00,172,43
36,-1,27095,Nick Watney,4.00,176,44
39,1,23320,Ryan Palmer,3.99,271,68
40,1,27644,Brian Harman,3.97,310,78
40,-7,46717,Viktor Hovland,3.97,294,74
40,1,34213,Grayson Murray,3.97,143,36
43,3,22371,Aaron Baddeley,3.96,186,47
43,3,28307,Matt Every,3.96,178,45
45,5,53165,Doc Redman,3.94,323,82
46,5,32102,Rickie Fowler,3.93,173,44
46,5,25900,Lucas Glover,3.93,263,67
46,5,37275,Sam Ryder,3.93,275,70
46,5,27330,Josh Teater,3.93,161,41
46,5,49964,Aaron Wise,3.93,177,45
51,-3,29420,Billy Horschel,3.92,310,79
51,-10,45486,Joaquin Niemann,3.92,298,76
53,3,19803,Ryan Armour,3.91,227,58
53,-5,30927,Brendon Todd,3.91,336,86
55,3,47504,Sam Burns,3.90,226,58
55,3,36689,Brooks Koepka,3.90,156,40
57,4,19846,Brian Gay,3.89,245,63
57,4,37455,Si Woo Kim,3.89,288,74
57,4,26596,Ryan Moore,3.89,171,44
57,4,33449,Zack Sucher,3.89,140,36
57,4,23325,Vaughn Taylor,3.89,237,61
57,4,33419,Cameron Tringale,3.89,245,63
57,4,47128,Richy Werenski,3.89,218,56
64,4,30911,Tommy Fleetwood,3.88,155,40
64,4,27349,Alex Noren,3.88,217,56
64,4,49771,J.T. Poston,3.88,303,78
64,4,30692,Scott Stallings,3.88,260,67
68,7,35310,Lanto Griffin,3.87,356,92
68,4,46550,Brandon Hagy,3.87,178,46
68,4,34046,Jordan Spieth,3.87,240,62
68,4,51894,Vince Whaley,3.87,147,38
72,13,35891,Cameron Smith,3.86,247,64
72,3,29518,Brendan Steele,3.86,247,64
72,3,56278,Matthew Wolff,3.86,286,74
75,3,32366,Kevin Chappell,3.85,158,41
76,3,21209,Sergio Garcia,3.84,169,44
76,3,30163,Henrik Norlander,3.84,284,74
78,3,33948,Byeong Hun An,3.83,287,75
78,3,46402,Talor Gooch,3.83,318,83
78,3,30110,Kyle Stanley,3.83,203,53
78,3,27963,Chris Stroud,3.83,176,46
82,3,47347,Adam Schenk,3.82,283,74
82,3,27214,Kevin Streelman,3.82,279,73
84,4,39324,J.J. Spaun,3.81,221,58
84,4,23788,D.J. Trahan,3.81,179,47
86,4,45526,Abraham Ancer,3.80,281,74
86,4,51766,Wyndham Clark,3.80,232,61
86,4,32618,Rhein Gibson,3.80,190,50
86,-28,25396,Kevin Na,3.80,270,71
90,0,29478,Kevin Kisner,3.79,277,73
90,4,23108,Matt Kuchar,3.79,212,56
90,4,40042,Tyler McCumber,3.79,201,53
90,4,24502,Adam Scott,3.79,144,38
90,4,27649,Brandt Snedeker,3.79,201,53
95,3,32757,Patton Kizzire,3.78,208,55
95,3,35449,Adam Long,3.78,333,88
95,3,39546,Keith Mitchell,3.78,242,64
98,3,31646,Emiliano Grillo,3.77,245,65
98,3,35532,Tom Hoge,3.77,279,74
98,3,24024,Zach Johnson,3.77,230,61
98,3,36699,Patrick Rodgers,3.77,343,91
102,3,29970,Dylan Frittelli,3.76,308,82
102,3,26300,Matt Jones,3.76,286,76
102,3,32640,Troy Merritt,3.76,256,68
102,3,01810,Phil Mickelson,3.76,192,51
106,3,28089,Jason Day,3.75,199,53
107,3,28420,Ryan Brehm,3.74,187,50
107,3,36801,Mark Hubbard,3.74,322,86
107,3,32791,K.H. Lee,3.74,269,72
110,3,39997,Corey Conners,3.73,276,74
110,3,35732,Wes Roach,3.73,149,40
110,3,46441,Robby Shelton,3.73,265,71
113,3,46435,Austin Cook,3.72,223,60
113,3,34466,Peter Malnati,3.72,212,57
113,3,36871,Matthew NeSmith,3.72,253,68
116,5,35506,Mackenzie Hughes,3.71,260,70
116,3,33667,Carlos Ortiz,3.71,267,72
116,3,24138,Ian Poulter,3.71,178,48
119,2,45609,Tyler Duncan,3.70,307,83
119,2,49960,Sepp Straka,3.70,259,70
121,3,48045,Michael Gellerman,3.69,155,42
122,3,34076,Joel Dahmen,3.68,291,79
122,3,31560,Brian Stuard,3.68,298,81
124,3,40098,Matt Fitzpatrick,3.67,198,54
124,3,32448,James Hahn,3.67,132,36
124,3,21961,Charles Howell III,3.67,253,69
124,3,33413,Ben Martin,3.67,132,36
124,3,23621,Rory Sabbatini,3.67,242,66
124,3,25804,Bubba Watson,3.67,242,66
130,3,33597,Harry Higgs,3.66,304,83
130,3,39977,Max Homa,3.66,256,70
130,3,30944,Jason Kokrak,3.66,227,62
130,3,33204,Shane Lowry,3.66,161,44
130,3,48887,Matt Wallace,3.66,161,44
135,3,33399,Adam Hadwin,3.65,237,65
135,3,27129,Luke List,3.65,252,69
135,3,39953,Chase Seiffert,3.65,197,54
138,3,40058,Zac Blair,3.64,240,66
138,3,26499,Rafa Cabrera Bello,3.64,193,53
138,3,25364,Paul Casey,3.64,204,56
138,3,29535,Brice Garnett,3.64,211,58
138,3,24924,Bill Haas,3.64,160,44
138,3,27974,Sung Kang,3.64,266,73
144,3,33122,Russell Knox,3.63,229,63
144,3,33410,Andrew Landry,3.63,229,63
144,3,32139,Danny Willett,3.63,145,40
147,4,34255,Joseph Bramlett,3.62,192,53
147,4,24361,Pat Perez,3.62,199,55
149,5,29974,Branden Grace,3.61,148,41
149,5,25349,Tim Wilkinson,3.61,166,46
151,5,34098,Russell Henley,3.60,227,63
151,5,49766,Hank Lebioda,3.60,198,55
151,5,35230,Nelson Ledesma,3.60,144,40
154,5,20229,Stewart Cink,3.59,183,51
154,5,27554,Scott Harrington,3.59,244,68
154,5,27936,Martin Laird,3.59,140,39
157,5,32662,Michael Gligic,3.58,172,48
157,5,26329,Louis Oosthuizen,3.58,172,48
159,5,35461,Beau Hossler,3.57,239,67
160,5,22056,Cameron Percy,3.56,160,45
160,5,25493,Nick Taylor,3.56,210,59
162,5,28679,Fabián Gómez,3.55,195,55
162,5,33490,Bo Hoag,3.55,238,67
164,6,52375,Doug Ghim,3.53,141,40
165,6,34314,Sebastian Cappelen,3.51,186,53
165,6,26758,David Hearn,3.51,179,51
167,6,34431,Robert Streb,3.50,175,50
168,6,33141,Keegan Bradley,3.47,236,68
169,7,10809,Jim Furyk,3.46,135,39
169,7,25632,Jimmy Walker,3.46,159,46
171,7,21407,Arjun Atwal,3.45,107,31
171,7,33404,Chris Baker,3.45,169,49
171,7,27556,Ted Potter Jr.,3.45,152,44
174,7,27942,Rob Oppenheim,3.44,210,61
174,7,32150,Michael Thompson,3.44,213,62
176,7,25572,Graeme McDowell,3.42,164,48
177,8,29479,Scott Brown,3.41,218,64
177,8,25818,Scott Piercy,3.41,225,66
177,8,33486,Roger Sloan,3.41,174,51
180,8,26476,Chez Reavie,3.40,262,77
181,2,26851,Marc Leishman,3.39,207,61
182,7,28775,Nate Lashley,3.38,176,52
183,7,48119,Ben Taylor,3.36,141,42
184,7,34021,Bud Cauley,3.34,204,61
185,7,32333,Kevin Tway,3.29,158,48
186,7,25686,Jason Dufner,3.26,202,62
187,7,29908,C.T. Pan,3.21,180,56
188,7,31557,Jim Herman,3.20,192,60
188,7,34256,Andrew Putnam,3.20,147,46
190,7,49298,Kramer Hickok,3.18,156,49
191,7,33120,Mark Anderson,3.04,143,47
192,8,23623,Bo Van Pelt,2.98,128,43
193,8,35617,Martin Trainer,2.89,133,46
