RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 4 BIRDIES OR BETTER,PAR 4 HOLES
1,0,29221,Webb Simpson,25.25,149,590
2,1,30925,Dustin Johnson,22.74,126,554
3,-1,46046,Scottie Scheffler,22.57,204,904
4,1,34363,Tyrrell Hatton,22.17,102,460
5,1,34563,Chesson Hadley,22.15,138,623
6,1,33448,Justin Thomas,22.05,161,730
7,1,34360,Patrick Reed,21.76,178,818
8,-4,47959,Bryson DeChambeau,21.61,150,694
9,0,30911,Tommy Fleetwood,21.49,95,442
10,0,35658,Kris Ventura,21.32,100,469
11,0,40009,Dominic Bozzelli,20.80,78,375
12,0,26596,Ryan Moore,20.51,96,468
13,1,53165,Doc Redman,20.34,182,895
14,3,28237,Rory McIlroy,20.33,135,664
15,-3,40026,Daniel Berger,20.25,144,711
16,0,19846,Brian Gay,20.06,135,673
17,1,45157,Cam Davis,19.94,125,627
18,-3,29420,Billy Horschel,19.93,173,868
19,4,29725,Tony Finau,19.92,157,788
19,0,29518,Brendan Steele,19.92,141,708
21,-1,24502,Adam Scott,19.90,82,412
22,2,27330,Josh Teater,19.82,87,439
23,2,12716,Charley Hoffman,19.71,124,629
24,2,33419,Cameron Tringale,19.70,133,675
25,2,37189,Harold Varner III,19.63,158,805
26,2,37455,Si Woo Kim,19.62,156,795
27,4,35891,Cameron Smith,19.61,140,714
28,1,28307,Matt Every,19.59,95,485
29,1,47993,Denny McCarthy,19.55,165,844
30,8,52372,Cameron Champ,19.52,147,753
31,-9,30927,Brendon Todd,19.50,186,954
32,0,29926,Danny Lee,19.47,148,760
33,1,45486,Joaquin Niemann,19.46,165,848
34,-1,27644,Brian Harman,19.45,170,874
35,12,48081,Xander Schauffele,19.43,150,772
36,-1,36689,Brooks Koepka,19.37,86,444
37,-1,34076,Joel Dahmen,19.35,168,868
38,0,33399,Adam Hadwin,19.29,136,705
39,1,35532,Tom Hoge,19.24,156,811
40,1,32366,Kevin Chappell,19.22,84,437
40,1,32254,Xinjun Zhang,19.22,157,817
42,1,29484,Peter Uihlein,19.19,90,469
43,1,28252,Seamus Power,19.17,65,339
44,1,22056,Cameron Percy,19.14,93,486
45,1,31323,Gary Woodland,19.10,131,686
46,3,32839,Hideki Matsuyama,19.08,153,802
47,1,27649,Brandt Snedeker,19.04,111,583
48,2,35449,Adam Long,18.96,183,965
49,2,21209,Sergio Garcia,18.80,91,484
50,2,33597,Harry Higgs,18.74,170,907
51,2,30163,Henrik Norlander,18.70,149,797
52,3,39971,Sungjae Im,18.64,192,1030
53,1,35450,Patrick Cantlay,18.61,94,505
54,9,46970,Jon Rahm,18.52,120,648
55,1,29974,Branden Grace,18.49,83,449
56,9,34099,Harris English,18.47,154,834
56,1,56762,Will Gordon,18.47,65,352
58,0,22371,Aaron Baddeley,18.44,92,499
59,0,30692,Scott Stallings,18.43,134,727
59,0,51894,Vince Whaley,18.43,75,407
61,0,33948,Byeong Hun An,18.41,151,820
62,0,49771,J.T. Poston,18.40,159,864
63,3,23320,Ryan Palmer,18.34,139,758
64,-1,47128,Richy Werenski,18.33,112,611
65,2,30110,Kyle Stanley,18.29,105,574
65,2,32139,Danny Willett,18.29,79,432
67,3,39546,Keith Mitchell,18.22,127,697
