RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
1,0,24502,Adam Scott,60.15,80,133,-0.08
2,0,30944,Jason Kokrak,59.87,94,157,-0.06
3,0,33122,Russell Knox,59.41,101,170,-0.08
4,0,24358,Robert Garrigus,57.84,59,102,-0.24
5,0,21209,Sergio Garcia,57.81,37,64,-0.08
6,0,36699,Patrick Rodgers,57.53,84,146,-0.05
7,0,35732,Wes Roach,56.63,47,83,-0.21
8,0,29720,Andres Gonzales,55.97,75,134,-0.04
9,0,28237,Rory McIlroy,55.91,52,93,-0.12
10,0,34174,John Huh,55.61,109,196,-0.07
11,0,26331,Charl Schwartzel,55.15,75,136,-0.21
12,0,25364,Paul Casey,55.10,81,147,-0.11
13,0,25804,Bubba Watson,54.81,57,104,-0.04
14,0,22892,Jason Gore,54.55,66,121,-0.03
14,0,27064,Jhonattan Vegas,54.55,96,176,-0.05
16,0,31646,Emiliano Grillo,54.17,91,168,-0.09
16,0,26329,Louis Oosthuizen,54.17,52,96,-0.15
18,0,30925,Dustin Johnson,53.77,57,106,-0.18
19,0,32839,Hideki Matsuyama,53.69,80,149,-0.13
20,0,30163,Henrik Norlander,53.23,66,124,-0.17
21,0,34098,Russell Henley,53.02,79,149,-0.09
21,0,08075,Jerry Kelly,53.02,79,149,-0.10
23,0,12716,Charley Hoffman,52.98,80,151,-0.10
24,0,25686,Jason Dufner,52.63,90,171,-0.04
25,0,31202,William McGirt,52.49,116,221,-0.14
26,0,27963,Chris Stroud,52.41,76,145,-0.16
27,0,25900,Lucas Glover,52.21,71,136,-0.11
28,0,28089,Jason Day,52.17,60,115,-0.18
29,0,37273,Derek Ernst,51.85,42,81,-0.14
30,0,26476,Chez Reavie,51.74,89,172,-0.02
31,0,27141,J.B. Holmes,51.59,65,126,-0.11
31,0,30692,Scott Stallings,51.59,65,126,-0.14
33,0,29461,Jamie Lovemark,51.55,83,161,-0.02
34,0,46440,Smylie Kaufman,51.45,89,173,-0.15
35,0,27436,Graham DeLaet,51.28,60,117,-0.10
36,0,29222,Billy Hurley III,51.08,95,186,-0.21
37,0,32102,Rickie Fowler,51.03,74,145,-0.07
38,0,36689,Brooks Koepka,50.89,57,112,-0.16
39,0,34264,Hudson Swafford,50.87,88,173,-0.07
40,0,33399,Adam Hadwin,50.79,97,191,-0.16
41,0,25572,Graeme McDowell,50.77,66,130,-0.05
42,0,31557,Jim Herman,50.32,78,155,-0.01
43,0,23108,Matt Kuchar,50.27,94,187,-0.13
44,0,24461,Thomas Aiken,50.00,56,112,-0.14
44,0,35545,Blayne Barber,50.00,80,160,-0.06
44,0,20229,Stewart Cink,50.00,50,100,-0.04
44,0,27129,Luke List,50.00,58,116,-0.05
44,0,01810,Phil Mickelson,50.00,72,144,-0.24
44,0,22405,Justin Rose,50.00,62,124,-0.08
44,0,29221,Webb Simpson,50.00,72,144,-0.07
44,0,26951,Johnson Wagner,50.00,78,156,-0.15
44,0,31323,Gary Woodland,50.00,79,158,-0.04
53,0,20472,Alex Cejka,49.59,61,123,-0.07
54,0,29268,Bronson Burgoon,49.32,73,148,E
54,0,26289,Boo Weekley,49.32,73,148,-0.04
