RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
1,0,24502,Adam Scott,69.63,571,820,-0.19
2,0,25364,Paul Casey,68.79,582,846,-0.16
3,0,25900,Lucas Glover,68.17,666,977,-0.19
4,0,10809,Jim Furyk,67.68,469,693,-0.18
5,0,32102,Rickie Fowler,67.53,603,893,-0.17
6,0,24358,Robert Garrigus,67.43,532,789,-0.22
7,0,20691,Greg Owen,67.04,665,992,-0.15
8,0,25686,Jason Dufner,66.47,795,1196,-0.18
9,0,36699,Patrick Rodgers,66.46,658,990,-0.16
10,0,24461,Thomas Aiken,66.44,481,724,-0.16
11,0,34098,Russell Henley,66.34,676,1019,-0.19
12,0,30944,Jason Kokrak,66.32,711,1072,-0.16
13,0,33141,Keegan Bradley,66.19,607,917,-0.17
13,0,26951,Johnson Wagner,66.19,748,1130,-0.18
15,0,20229,Stewart Cink,65.89,481,730,-0.13
16,0,26758,David Hearn,65.75,835,1270,-0.20
17,0,27064,Jhonattan Vegas,65.69,762,1160,-0.17
18,0,29420,Billy Horschel,65.68,555,845,-0.20
19,0,26329,Louis Oosthuizen,65.54,409,624,-0.17
20,0,24924,Bill Haas,65.37,623,953,-0.14
21,0,32839,Hideki Matsuyama,65.29,553,847,-0.21
22,0,29221,Webb Simpson,65.25,552,846,-0.20
23,0,25804,Bubba Watson,65.18,438,672,-0.18
24,0,21209,Sergio Garcia,65.12,280,430,-0.15
24,0,26476,Chez Reavie,65.12,732,1124,-0.18
26,0,28237,Rory McIlroy,65.08,423,650,-0.21
27,0,33122,Russell Knox,64.99,622,957,-0.17
28,0,31646,Emiliano Grillo,64.93,687,1058,-0.18
29,0,32618,Rhein Gibson,64.92,409,630,-0.15
30,0,32150,Michael Thompson,64.87,517,797,-0.19
31,0,34264,Hudson Swafford,64.83,859,1325,-0.19
32,0,27936,Martin Laird,64.82,656,1012,-0.16
33,0,35451,Scott Pinckney,64.81,674,1040,-0.15
33,0,31323,Gary Woodland,64.81,720,1111,-0.16
35,0,20645,John Senden,64.77,750,1158,-0.18
36,0,31202,William McGirt,64.67,855,1322,-0.19
37,0,29720,Andres Gonzales,64.66,602,931,-0.16
38,0,27214,Kevin Streelman,64.58,589,912,-0.19
39,0,27436,Graham DeLaet,64.57,545,844,-0.19
40,0,30110,Kyle Stanley,64.52,771,1195,-0.20
41,0,20472,Alex Cejka,64.49,474,735,-0.17
42,0,26331,Charl Schwartzel,64.46,515,799,-0.19
43,0,35545,Blayne Barber,64.28,709,1103,-0.16
44,0,24140,Sean O'Hair,64.19,753,1173,-0.18
45,0,26289,Boo Weekley,64.09,655,1022,-0.16
46,0,33418,Shawn Stefani,64.08,719,1122,-0.15
47,0,32200,Roberto Castro,63.97,829,1296,-0.17
48,0,12510,Chad Campbell,63.89,775,1213,-0.17
49,0,29518,Brendan Steele,63.81,633,992,-0.16
50,0,25396,Kevin Na,63.71,674,1058,-0.23
51,0,23353,J.J. Henry,63.65,583,916,-0.12
52,0,28114,Dawie van der Walt,63.50,508,800,-0.18
53,0,23320,Ryan Palmer,63.49,694,1093,-0.19
54,0,32366,Kevin Chappell,63.48,737,1161,-0.18
55,0,25818,Scott Piercy,63.44,590,930,-0.13
56,0,23108,Matt Kuchar,63.34,710,1121,-0.20
57,0,28089,Jason Day,63.32,454,717,-0.23
58,0,34174,John Huh,63.29,750,1185,-0.18
59,0,30163,Henrik Norlander,63.24,499,789,-0.18
60,0,27963,Chris Stroud,63.20,639,1011,-0.21
61,0,40026,Daniel Berger,63.16,655,1037,-0.22
62,0,36689,Brooks Koepka,63.14,519,822,-0.21
63,0,46440,Smylie Kaufman,63.06,618,980,-0.19
64,0,37273,Derek Ernst,63.02,397,630,-0.14
65,0,29476,Kyle Reifers,62.90,880,1399,-0.20
66,0,26596,Ryan Moore,62.85,614,977,-0.22
67,0,33413,Ben Martin,62.80,741,1180,-0.19
67,0,30692,Scott Stallings,62.80,579,922,-0.16
69,0,01810,Phil Mickelson,62.77,521,830,-0.20
70,0,34431,Robert Streb,62.76,610,972,-0.15
71,0,27466,Spencer Levin,62.68,776,1238,-0.19
72,0,24912,Will MacKenzie,62.61,618,987,-0.16
73,0,29478,Kevin Kisner,62.59,681,1088,-0.22
74,0,34563,Chesson Hadley,62.51,612,979,-0.21
75,0,22405,Justin Rose,62.48,418,669,-0.17
76,0,21961,Charles Howell III,62.46,707,1132,-0.18
77,0,08075,Jerry Kelly,62.44,562,900,-0.16
78,0,27129,Luke List,62.35,563,903,-0.14
79,0,35879,Kelly Kraft,62.28,398,639,-0.21
80,0,12716,Charley Hoffman,62.27,632,1015,-0.18
80,0,25349,Tim Wilkinson,62.27,477,766,-0.21
82,0,24357,K.J. Choi,62.24,638,1025,-0.21
83,0,30925,Dustin Johnson,62.23,524,842,-0.26
84,0,29974,Branden Grace,62.22,387,622,-0.19
85,0,24024,Zach Johnson,62.19,676,1087,-0.20
86,0,27649,Brandt Snedeker,62.18,679,1092,-0.22
87,0,33399,Adam Hadwin,62.16,805,1295,-0.20
88,0,34099,Harris English,62.02,668,1077,-0.17
89,0,33448,Justin Thomas,61.99,654,1055,-0.19
90,0,23325,Vaughn Taylor,61.96,619,999,-0.19
91,0,24507,Jason Bohn,61.90,541,874,-0.19
92,0,23638,Brendon de Jonge,61.74,602,975,-0.17
93,0,32757,Patton Kizzire,61.73,692,1121,-0.18
94,0,37189,Harold Varner III,61.72,695,1126,-0.14
95,0,21731,Freddie Jacobson,61.62,671,1089,-0.20
96,0,02206,David Toms,61.59,518,841,-0.17
97,0,29485,Brett Stegmaier,61.50,674,1096,-0.16
98,0,24846,Ricky Barnes,61.49,733,1192,-0.22
98,0,29268,Bronson Burgoon,61.49,586,953,-0.15
100,0,24490,George McNeill,61.48,431,701,-0.17
101,0,31557,Jim Herman,61.44,647,1053,-0.15
102,0,32876,Martin Piller,61.42,433,705,-0.18
103,0,25240,D.A. Points,61.28,364,594,-0.21
104,0,35732,Wes Roach,61.15,392,641,-0.21
105,0,27974,Sung Kang,61.11,663,1085,-0.16
106,0,33419,Cameron Tringale,61.08,631,1033,-0.17
106,0,21878,Mark Wilson,61.08,521,853,-0.13
108,0,33204,Shane Lowry,61.07,331,542,-0.18
109,0,29289,S.Y. Noh,61.05,619,1014,-0.16
110,0,22892,Jason Gore,61.03,534,875,-0.19
110,0,26851,Marc Leishman,61.03,578,947,-0.18
112,0,28132,Tyrone Van Aswegen,61.00,807,1323,-0.17
113,0,23983,Luke Donald,60.89,545,895,-0.18
114,0,32448,James Hahn,60.87,619,1017,-0.17
115,0,35539,Luke Guthrie,60.84,404,664,-0.21
116,0,06527,Steve Stricker,60.79,417,686,-0.22
117,0,29745,Tyler Aldridge,60.78,606,997,-0.16
117,0,30926,Chris Kirk,60.78,668,1099,-0.19
119,0,28158,Steve Marino,60.72,490,807,-0.19
120,0,25493,Nick Taylor,60.70,570,939,-0.18
121,0,39975,Michael Kim,60.60,783,1292,-0.19
121,0,29926,Danny Lee,60.60,626,1033,-0.16
123,0,31560,Brian Stuard,60.44,576,953,-0.20
124,0,29222,Billy Hurley III,60.41,534,884,-0.22
125,0,30711,Colt Knost,60.40,659,1091,-0.17
126,0,34046,Jordan Spieth,60.31,503,834,-0.24
127,0,25198,Francesco Molinari,60.28,510,846,-0.16
128,0,33667,Carlos Ortiz,60.23,518,860,-0.19
129,0,25572,Graeme McDowell,60.09,402,669,-0.17
130,0,22371,Aaron Baddeley,59.96,656,1094,-0.18
130,0,33410,Andrew Landry,59.96,289,482,-0.19
132,0,29725,Tony Finau,59.94,651,1086,-0.15
133,0,29461,Jamie Lovemark,59.91,680,1135,-0.17
134,0,37454,Whee Kim,59.87,564,942,-0.15
135,0,25632,Jimmy Walker,59.84,602,1006,-0.20
136,0,29479,Scott Brown,59.76,609,1019,-0.19
136,0,28475,Jeff Overton,59.76,505,845,-0.16
138,0,20766,Padraig Harrington,59.65,374,627,-0.17
139,0,34262,Jon Curran,59.61,769,1290,-0.21
140,0,06567,Vijay Singh,59.60,568,953,-0.18
141,0,34261,Scott Langley,59.59,463,777,-0.13
142,0,27141,J.B. Holmes,59.57,467,784,-0.20
143,0,45526,Abraham Ancer,59.54,337,566,-0.18
144,0,29223,Sam Saunders,59.50,454,763,-0.20
144,0,35891,Cameron Smith,59.50,401,674,-0.18
146,0,23621,Rory Sabbatini,59.49,329,553,-0.10
147,0,34360,Patrick Reed,59.48,646,1086,-0.19
148,0,34409,David Lingmerth,59.47,518,871,-0.18
149,0,28679,Fabián Gómez,59.44,642,1080,-0.20
150,0,35532,Tom Hoge,59.43,561,944,-0.19
151,0,23541,Ben Crane,59.25,586,989,-0.18
152,0,36801,Mark Hubbard,59.24,731,1234,-0.18
153,0,20157,Retief Goosen,59.17,413,698,-0.21
154,0,37455,Si Woo Kim,58.94,824,1398,-0.18
155,0,27644,Brian Harman,58.88,786,1335,-0.18
156,0,33461,Morgan Hoffmann,58.87,498,846,-0.19
157,0,27942,Rob Oppenheim,58.71,455,775,-0.20
158,0,34265,Will Wilcox,58.63,489,834,-0.19
159,0,20572,Rod Pampling,58.52,316,540,-0.17
160,0,25892,Steve Wheatcroft,58.37,589,1009,-0.17
161,0,26300,Matt Jones,58.33,539,924,-0.19
162,0,25720,Chad Collins,58.28,563,966,-0.18
163,0,31420,Anirban Lahiri,58.08,406,699,-0.19
164,0,22046,Geoff Ogilvy,57.98,414,714,-0.16
165,0,20848,Ángel Cabrera,57.96,404,697,-0.14
166,0,27770,Camilo Villegas,57.93,617,1065,-0.17
167,0,25834,Daniel Summerhays,57.90,674,1164,-0.20
168,0,40058,Zac Blair,57.86,699,1208,-0.17
169,0,35300,Andrew Loupe,57.74,500,866,-0.19
170,0,10885,Robert Allenby,57.73,366,634,-0.13
171,0,20098,Stuart Appleby,57.66,568,985,-0.20
172,0,32640,Troy Merritt,57.31,541,944,-0.20
173,0,10213,Dicky Pride,56.75,349,615,-0.22
174,0,23800,Bryce Molder,56.69,568,1002,-0.22
175,0,27895,Jonas Blixt,56.65,558,985,-0.21
176,0,34466,Peter Malnati,56.59,601,1062,-0.19
177,0,28092,D.H. Lee,56.23,388,690,-0.21
178,0,31416,Derek Fathauer,56.21,634,1128,-0.19
179,0,06522,Ernie Els,56.03,446,796,-0.21
180,0,24781,Hunter Mahan,55.94,391,699,-0.17
181,0,27747,Hiroshi Iwata,55.00,550,1000,-0.19
182,0,24494,Erik Compton,54.68,409,748,-0.17
183,0,20104,Ken Duke,54.39,390,717,-0.19
184,0,25274,Steven Bowditch,50.64,397,784,-0.17
185,0,30927,Brendon Todd,48.70,392,805,-0.17
