RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS
1,0,35450,Patrick Cantlay,100.00,20,20
1,0,32102,Rickie Fowler,100.00,27,27
1,0,24924,Bill Haas,100.00,38,38
1,0,22986,Søren Kjeldsen,100.00,15,15
1,0,33122,Russell Knox,100.00,30,30
1,0,48822,Sebastián Muñoz,100.00,18,18
7,0,35545,Blayne Barber,98.11,52,53
8,0,47959,Bryson DeChambeau,97.96,48,49
9,0,34264,Hudson Swafford,97.62,41,42
10,0,01810,Phil Mickelson,97.50,39,40
11,0,28500,Martin Flores,97.06,33,34
12,0,24846,Ricky Barnes,96.88,31,32
12,0,33418,Shawn Stefani,96.88,31,32
14,0,30925,Dustin Johnson,96.67,29,30
14,0,46501,Ollie Schniederjans,96.67,58,60
16,0,23497,Tag Ridings,96.55,28,29
17,0,26331,Charl Schwartzel,96.43,27,28
17,0,25892,Steve Wheatcroft,96.43,27,28
19,0,27895,Jonas Blixt,96.30,26,27
19,0,27644,Brian Harman,96.30,52,54
19,0,35532,Tom Hoge,96.30,26,27
19,0,37455,Si Woo Kim,96.30,26,27
23,0,32366,Kevin Chappell,95.92,47,49
24,0,28252,Seamus Power,95.74,45,47
25,0,27649,Brandt Snedeker,95.65,22,23
26,0,20593,Greg Chalmers,95.56,43,45
26,0,34174,John Huh,95.56,43,45
28,0,35891,Cameron Smith,95.24,40,42
29,0,29720,Andres Gonzales,94.87,37,39
29,0,26300,Matt Jones,94.87,37,39
29,0,35879,Kelly Kraft,94.87,37,39
32,0,29725,Tony Finau,94.44,34,36
32,0,27974,Sung Kang,94.44,34,36
34,0,28307,Matt Every,94.29,33,35
35,0,46970,Jon Rahm,94.12,32,34
36,0,25191,Gonzalo Fernandez-Castaño,93.94,31,33
36,0,30692,Scott Stallings,93.94,31,33
38,0,34213,Grayson Murray,93.88,46,49
39,0,23983,Luke Donald,93.75,15,16
39,0,34466,Peter Malnati,93.75,45,48
39,0,26596,Ryan Moore,93.75,45,48
39,0,24140,Sean O'Hair,93.75,30,32
43,0,29289,S.Y. Noh,93.62,44,47
44,0,25632,Jimmy Walker,93.55,29,31
45,0,29479,Scott Brown,93.33,42,45
45,0,31557,Jim Herman,93.33,42,45
45,0,21961,Charles Howell III,93.33,42,45
45,0,29461,Jamie Lovemark,93.33,42,45
45,0,26289,Boo Weekley,93.33,42,45
50,0,34431,Robert Streb,93.18,41,44
51,0,31416,Derek Fathauer,93.02,40,43
52,0,19846,Brian Gay,92.86,39,42
53,0,24507,Jason Bohn,92.68,38,41
53,0,35506,Mackenzie Hughes,92.68,38,41
55,0,25274,Steven Bowditch,92.59,25,27
56,0,29478,Kevin Kisner,92.31,48,52
56,0,26476,Chez Reavie,92.31,36,39
56,0,23325,Vaughn Taylor,92.31,36,39
59,0,32839,Hideki Matsuyama,92.00,23,25
59,0,25349,Tim Wilkinson,92.00,23,25
61,0,25686,Jason Dufner,91.89,34,37
62,0,46601,Trey Mullinax,91.84,45,49
63,0,40009,Dominic Bozzelli,91.67,22,24
63,0,46443,Brian Campbell,91.67,22,24
63,0,30852,Ryo Ishikawa,91.67,22,24
63,0,32757,Patton Kizzire,91.67,33,36
63,0,29223,Sam Saunders,91.67,44,48
68,0,39324,J.J. Spaun,91.49,43,47
69,0,25720,Chad Collins,91.43,32,35
69,0,25572,Graeme McDowell,91.43,32,35
71,0,33399,Adam Hadwin,91.30,42,46
71,0,37454,Whee Kim,91.30,42,46
71,0,25396,Kevin Na,91.30,42,46
74,0,33948,Byeong Hun An,91.18,31,34
75,0,48084,Wesley Bryan,91.11,41,45
75,0,23541,Ben Crane,91.11,41,45
75,0,33461,Morgan Hoffmann,91.11,41,45
78,0,27129,Luke List,90.91,40,44
78,0,27963,Chris Stroud,90.91,30,33
78,0,31323,Gary Woodland,90.91,20,22
81,0,33141,Keegan Bradley,90.63,58,64
81,0,23320,Ryan Palmer,90.63,29,32
81,0,48081,Xander Schauffele,90.63,29,32
81,0,32150,Michael Thompson,90.63,29,32
85,0,33120,Mark Anderson,90.48,19,21
85,0,26499,Rafa Cabrera Bello,90.48,19,21
85,0,20104,Ken Duke,90.48,38,42
88,0,27214,Kevin Streelman,90.38,47,52
89,0,27936,Martin Laird,90.24,37,41
90,0,12716,Charley Hoffman,90.20,46,51
91,0,30926,Chris Kirk,90.00,27,30
91,0,28237,Rory McIlroy,90.00,27,30
91,0,23800,Bryce Molder,90.00,36,40
94,0,36801,Mark Hubbard,89.74,35,39
94,0,37189,Harold Varner III,89.74,35,39
96,0,29740,Brad Fritsch,89.66,26,29
97,0,24024,Zach Johnson,89.58,43,48
97,0,34360,Patrick Reed,89.58,43,48
99,0,40026,Daniel Berger,89.47,34,38
99,0,35110,Brett Drewitt,89.47,17,19
99,0,33413,Ben Martin,89.47,34,38
99,0,24138,Ian Poulter,89.47,34,38
99,0,47128,Richy Werenski,89.47,34,38
104,0,28089,Jason Day,89.29,25,28
104,0,32640,Troy Merritt,89.29,50,56
104,0,23621,Rory Sabbatini,89.29,25,28
107,0,32200,Roberto Castro,89.19,33,37
107,0,24361,Pat Perez,89.19,33,37
107,0,36699,Patrick Rodgers,89.19,33,37
110,0,29908,C.T. Pan,89.13,41,46
111,0,27958,Ryan Blaum,88.89,48,54
111,0,34099,Harris English,88.89,40,45
111,0,21209,Sergio Garcia,88.89,24,27
111,0,25900,Lucas Glover,88.89,40,45
111,0,30944,Jason Kokrak,88.89,48,54
111,0,24781,Hunter Mahan,88.89,32,36
111,0,31202,William McGirt,88.89,32,36
111,0,26951,Johnson Wagner,88.89,32,36
119,0,25834,Daniel Summerhays,88.68,47,53
120,0,31646,Emiliano Grillo,88.64,39,44
120,0,46440,Smylie Kaufman,88.64,39,44
120,0,27770,Camilo Villegas,88.64,39,44
123,0,29518,Brendan Steele,88.57,31,35
124,0,25493,Nick Taylor,88.46,46,52
125,0,34098,Russell Henley,88.37,38,43
126,0,40058,Zac Blair,88.33,53,60
127,0,29926,Danny Lee,88.24,45,51
128,0,23353,J.J. Henry,88.10,37,42
128,0,39975,Michael Kim,88.10,37,42
130,0,12510,Chad Campbell,88.00,44,50
130,0,27141,J.B. Holmes,88.00,22,25
130,0,26329,Louis Oosthuizen,88.00,22,25
133,0,27466,Spencer Levin,87.93,51,58
