RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE
1,0,26420,Richard Johnson,259
2,0,20850,Daniel Chopra,233
3,0,19913,Ron Whittaker,182
4,0,23048,Eric Axley,177
5,0,22405,Justin Rose,168
6,0,22371,Aaron Baddeley,162
7,0,10860,Justin Leonard,132
8,0,12660,Jesper Parnevik,128
9,0,21407,Arjun Atwal,122
10,0,01320,Bob Estes,119
11,0,01707,Steve Lowery,107
12,0,01042,Paul Azinger,105
12,0,12755,Vance Veazey,105
14,0,25936,Alex Aragon,101
15,0,01219,John Cook,92
16,0,20593,Greg Chalmers,90
17,0,25240,D.A. Points,87
18,0,06643,Paul Goydos,84
18,0,22548,Patrick Sheehan,84
20,0,27770,Camilo Villegas,83
21,0,06350,Bob May,80
22,0,06522,Ernie Els,79
23,0,06012,Greg Kraft,76
23,0,24502,Adam Scott,76
25,0,08537,J.P. Hayes,67
26,0,27095,Nick Watney,66
27,0,23541,Ben Crane,65
28,0,12823,Carlos Franco,64
28,0,06373,José María Olazábal,64
30,0,20631,David McKenzie,62
31,0,10809,Jim Furyk,61
31,0,01928,Corey Pavin,61
33,0,01329,Brad Faxon,59
34,0,01810,Phil Mickelson,56
35,0,12782,Tim Herron,55
35,0,20608,David Howell,55
35,0,22378,Trevor Immelman,55
38,0,01766,Billy Mayfair,51
39,0,06573,Brandt Jobe,50
40,0,01619,Skip Kendall,49
40,0,20382,Stephen Leaney,49
42,0,22621,Ben Curtis,48
42,0,24138,Ian Poulter,48
42,0,02246,Duffy Waldorf,48
45,0,21731,Freddie Jacobson,47
45,0,20812,Tjaart van der Walt,47
47,0,01666,Bernhard Langer,45
48,0,22892,Jason Gore,44
48,0,22046,Geoff Ogilvy,44
50,0,21660,Jason Schultz,43
51,0,20498,Briny Baird,42
51,0,21470,Daisuke Maruyama,42
51,0,23320,Ryan Palmer,42
54,0,20157,Retief Goosen,39
54,0,10565,Ian Leggatt,39
54,0,20548,Hidemichi Tanaka,39
57,0,22913,John Rollins,36
57,0,02239,Scott Verplank,36
59,0,23718,Nathan Green,35
59,0,12680,Shigeki Maruyama,35
59,0,06567,Vijay Singh,35
59,0,02206,David Toms,35
63,0,21878,Mark Wilson,34
64,0,06527,Steve Stricker,33
65,0,20766,Padraig Harrington,31
65,0,24024,Zach Johnson,31
67,0,25345,Carl Pettersson,30
68,0,01473,Todd Hamilton,28
68,0,21959,Ted Purdy,28
68,0,25632,Jimmy Walker,28
68,0,08793,Tiger Woods,28
72,0,23614,Rich Beem,27
72,0,01948,Tim Petrovic,27
74,0,23353,J.J. Henry,26
74,0,20094,Jonathan Kaye,26
76,0,10733,Kent Jones,25
76,0,07749,Brett Quigley,25
76,0,11011,Mike Sposa,25
76,0,12602,Dean Wilson,25
80,0,08123,Jeff Brehaut,24
80,0,23673,Michael Connell,24
80,0,19846,Brian Gay,24
83,0,20121,Todd Fischer,23
83,0,28780,Nicholas Thompson,23
85,0,27943,Matt Hansen,21
85,0,22293,Heath Slocum,21
87,0,06575,Dudley Hart,20
87,0,06515,Shaun Micheel,20
87,0,23788,D.J. Trahan,20
90,0,06621,Joe Durant,19
90,0,26596,Ryan Moore,19
92,0,23983,Luke Donald,18
92,0,21209,Sergio Garcia,18
94,0,01388,Robert Gamez,17
94,0,21961,Charles Howell III,17
94,0,01599,Steve Jones,17
94,0,08075,Jerry Kelly,17
94,0,12662,Thomas Levet,17
99,0,20378,Mathias Grönberg,16
99,0,01677,Tom Lehman,16
101,0,24507,Jason Bohn,15
101,0,07457,Steve Flesch,15
101,0,27141,J.B. Holmes,15
101,0,20628,Arron Oberholser,15
101,0,23325,Vaughn Taylor,15
106,0,06197,Michael Allen,14
106,0,07223,Brian Bateman,14
108,0,19824,Craig Barlow,13
108,0,06251,Chris DiMarco,13
108,0,01553,John Huston,13
108,0,23497,Tag Ridings,13
108,0,08375,Paul Stankowski,13
113,0,20098,Stuart Appleby,12
113,0,01139,Olin Browne,12
113,0,23307,Roger Tambellini,12
113,0,02214,Kirk Triplett,12
117,0,01161,Mark Calcavecchia,11
117,0,23135,Tim Clark,11
117,0,23409,James Driscoll,11
117,0,24912,Will MacKenzie,11
117,0,20691,Greg Owen,11
117,0,20127,Chris Riley,11
117,0,23621,Rory Sabbatini,11
124,0,10505,Shane Bertsch,10
124,0,01132,Mark Brooks,10
124,0,01142,Bart Bryant,10
124,0,21753,Brian Davis,10
124,0,25900,Lucas Glover,10
124,0,20574,Mathew Goggin,10
124,0,23616,Ryan Hietala,10
124,0,01945,Kenny Perry,10
124,0,07013,Wes Short Jr.,10
133,0,19881,Robert Damron,9
133,0,26360,Bubba Dickerson,9
133,0,01381,Fred Funk,9
133,0,24358,Robert Garrigus,9
133,0,12645,Brent Geiberger,9
133,0,28475,Jeff Overton,9
139,0,06004,Stephen Ames,8
139,0,24357,K.J. Choi,8
139,0,11032,Frank Lickliter II,8
142,0,01024,Billy Andrade,7
142,0,20099,Doug Barron,7
142,0,08835,Kris Cox,7
142,0,24924,Bill Haas,7
142,0,01577,Lee Janzen,7
142,0,20634,Peter Lonard,7
142,0,02106,Chris Smith,7
142,0,02110,Jerry Smith,7
150,0,10885,Robert Allenby,6
150,0,07867,Woody Austin,6
150,0,22946,Henrik Bjornstad,6
150,0,01249,John Daly,6
150,0,01724,Jeff Maggert,6
150,0,24781,Hunter Mahan,6
150,0,01761,Len Mattiace,6
150,0,06595,Kevin Sutherland,6
150,0,23349,Charles Warren,6
159,0,20472,Alex Cejka,5
159,0,20229,Stewart Cink,5
159,0,24361,Pat Perez,5
159,0,02104,Jeff Sluman,5
159,0,25804,Bubba Watson,5
164,0,21805,Harrison Frazar,4
164,0,20105,Jeff Gove,4
164,0,21949,Joe Ogilvie,4
164,0,08385,Omar Uresti,4
168,0,11123,Chris Couch,3
168,0,09011,David Duval,3
168,0,21350,Ryuji Imada,3
168,0,27120,Troy Matteson,3
168,0,01887,Mark O'Meara,3
168,0,10423,Mike Weir,3
168,0,23322,Brett Wetterich,3
175,0,21646,David Branshaw,2
175,0,01226,Fred Couples,2
175,0,06034,Marco Dawson,2
175,0,12760,Danny Ellis,2
175,0,01941,Tom Pernice Jr.,2
175,0,20645,John Senden,2
175,0,02223,Bob Tway,2
175,0,23623,Bo Van Pelt,2
183,0,01035,Tommy Armour III,1
183,0,24925,Jonathan Byrd,1
183,0,12510,Chad Campbell,1
183,0,01313,Steve Elkington,1
183,0,25935,John Engler Jr.,1
183,0,24980,Scott Gutschewski,1
183,0,12716,Charley Hoffman,1
183,0,01685,J.L. Lewis,1
183,0,01706,Davis Love III,1
183,0,25842,Jon Mills,1
