RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOTAL DRV RANK,GIR RANK
1,0,01418,Bill Glasson,3,2,1
2,0,02321,Fuzzy Zoeller,6,4,2
3,0,02170,Hal Sutton,11,8,3
4,0,01361,Dan Forsman,12,7,5
5,0,01783,Mark McCumber,17,13,4
6,0,01690,Bruce Lietzke,22,9,13
6,0,01837,Gil Morgan,22,6,16
6,0,01968,Nick Price,22,1,21
9,0,01677,Tom Lehman,27,19,8
10,0,01320,Bob Estes,29,23,6
11,0,01475,Donnie Hammond,31,16,15
12,0,01266,Clark Dennis,32,21,11
12,0,01876,Greg Norman,32,3,29
14,0,01569,Peter Jacobsen,33,19,14
15,0,01388,Robert Gamez,36,12,24
16,0,02133,Craig Stadler,39,17,22
17,0,01553,John Huston,40,15,25
18,0,01633,Tom Kite,43,23,20
19,0,01975,Tom Purtzer,45,22,23
20,0,02256,Tom Watson,48,5,43
21,0,02101,Joey Sindelar,51,41,10
22,0,01219,John Cook,54,36,18
23,0,01457,Jay Haas,59,25,34
24,0,01060,Dave Barr,63,57,6
25,0,01385,Jim Gallagher Jr.,64,34,30
26,0,01724,Jeff Maggert,67,14,53
27,0,06527,Steve Stricker,72,33,39
28,0,02214,Kirk Triplett,73,41,32
29,0,08337,Mike Heinen,75,9,66
30,0,01201,Lennie Clements,81,72,9
30,0,01577,Lee Janzen,81,39,42
30,0,01725,John Mahaffey,81,37,44
33,0,01306,David Edwards,83,56,27
34,0,01559,Hale Irwin,88,53,35
35,0,02099,Scott Simpson,89,41,48
36,0,01771,Blaine McCallister,91,29,62
37,0,01723,Andrew Magee,93,25,68
38,0,02246,Duffy Waldorf,94,28,66
39,0,01226,Fred Couples,98,86,12
40,0,06214,Guy Boros,102,46,56
41,0,01527,Scott Hoch,103,84,19
41,0,06128,Steve Lamontagne,103,17,86
43,0,01890,Brett Ogle,105,25,80
44,0,06090,Jim McGovern,106,44,62
45,0,06575,Dudley Hart,108,37,71
46,0,01920,Craig Parry,109,44,65
46,0,02010,Loren Roberts,109,81,28
48,0,01381,Fred Funk,110,64,46
49,0,01810,Phil Mickelson,112,72,40
50,0,01161,Mark Calcavecchia,117,58,59
50,0,07569,Mark Carnevale,117,49,68
50,0,01971,Dillard Pruitt,117,72,45
53,0,01098,Jay Don Blake,119,93,26
53,0,02135,Mike Standly,119,31,88
53,0,02159,Curtis Strange,119,59,60
56,0,01156,Curt Byrum,122,84,38
57,0,06809,Bob Burns,123,66,57
58,0,01143,Brad Bryant,124,107,17
59,0,01823,Larry Mize,125,34,91
59,0,02190,Doug Tewell,125,88,37
61,0,01945,Kenny Perry,128,32,96
62,0,01766,Billy Mayfair,129,50,79
62,0,02241,Bobby Wadkins,129,77,52
64,0,01938,David Peoples,133,72,61
65,0,01550,Ed Humenik,136,11,125
66,0,01706,Davis Love III,137,69,68
67,0,01701,Bob Lohr,138,98,40
67,0,02201,Jim Thorpe,138,102,36
69,0,01927,Dennis Paulson,139,90,49
70,0,07101,Dave Stockton Jr.,140,68,72
71,0,01313,Steve Elkington,146,59,87
71,0,06657,Steve Rintoul,146,64,82
73,0,01682,Wayne Levi,151,102,49
73,0,02218,Ted Tryba,151,59,92
73,0,02267,D.A. Weibring,151,66,85
76,0,02131,Mike Springer,153,59,94
77,0,01926,Steve Pate,154,107,47
78,0,01891,David Ogrin,155,72,83
79,0,01196,Brian Claar,160,127,33
80,0,08931,Glen Day,162,69,93
81,0,02095,Larry Silveira,170,51,119
82,0,02225,Howard Twitty,171,40,131
83,0,01549,Mike Hulbert,177,146,31
84,0,01203,Russ Cochran,178,95,83
85,0,06140,Sean Murphy,179,101,78
86,0,01607,Brian Kamm,180,77,103
86,0,06567,Vijay Singh,180,51,129
88,0,06020,Steve Brodie,182,92,90
88,0,01288,Ed Dougherty,182,129,53
88,0,07235,John Morse,182,110,72
91,0,01014,Fulton Allem,183,29,154
92,0,02245,Grant Waite,185,47,138
93,0,01139,Olin Browne,189,117,72
93,0,02167,Mike Sullivan,189,125,64
95,0,01905,Joe Ozaki,191,136,55
96,0,01006,John Adams,193,88,105
96,0,01408,Kelly Gibson,193,80,113
98,0,01996,Mike Reid,194,122,72
99,0,01261,Jay Delsing,195,114,81
99,0,06643,Paul Goydos,195,53,142
101,0,01072,Chip Beck,196,55,141
102,0,08375,Paul Stankowski,197,125,72
103,0,01330,David Feherty,201,104,97
103,0,01378,David Frost,201,69,132
103,0,01986,Joey Rassett,201,150,51
106,0,02100,Tim Simpson,202,144,58
107,0,02033,Dave Rummells,203,95,108
108,0,01329,Brad Faxon,204,86,118
109,0,01928,Corey Pavin,206,81,125
110,0,01707,Steve Lowery,207,107,100
110,0,01864,Larry Nelson,207,90,117
112,0,06251,Chris DiMarco,208,131,77
112,0,06016,Brad Lardon,208,47,161
114,0,01414,Bob Gilder,211,112,99
114,0,12660,Jesper Parnevik,211,106,105
116,0,01331,Rick Fehr,214,112,102
117,0,01116,Michael Bradley,217,117,100
117,0,01353,Bruce Fleisher,217,93,124
119,0,02146,Payne Stewart,218,98,120
120,0,01392,Tom Garner,221,98,123
121,0,06617,Brian Henninger,222,63,159
121,0,06078,Esteban Toledo,222,124,98
123,0,06577,John Wilson,225,136,89
124,0,01093,Ronnie Black,229,114,115
125,0,06332,Neal Lancaster,230,81,149
126,0,06609,Rob Boldt,232,77,155
127,0,10809,Jim Furyk,235,130,105
128,0,02223,Bob Tway,243,134,109
129,0,01374,Robin Freeman,244,110,134
130,0,06034,Marco Dawson,247,133,114
131,0,01824,Yoshinori Mizumaki,248,138,110
132,0,01444,Ken Green,250,139,111
133,0,01648,Billy Kratzert,252,157,95
134,0,06088,Steve Gotsche,253,131,122
134,0,06315,Pete Jordan,253,117,136
136,0,01510,Nolan Henke,255,104,151
137,0,01200,Keith Clearwater,258,154,104
138,0,01887,Mark O'Meara,262,135,127
139,0,12661,Todd Barranger,263,95,168
140,0,02049,Gene Sauers,266,154,112
141,0,10213,Dicky Pride,269,117,152
142,0,01435,Wayne Grady,275,127,148
143,0,02206,David Toms,277,142,135
