RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF SAVES,# OF BUNKERS
1,0,20472,Alex Cejka,79.31,23,29
2,0,22582,Kyle Thompson,75.00,9,12
3,0,28775,Nate Lashley,70.00,7,10
4,0,28089,Jason Day,67.74,21,31
5,0,34358,Jonathan Randolph,65.71,23,35
6,0,25493,Nick Taylor,65.63,21,32
7,0,26331,Charl Schwartzel,65.00,13,20
8,0,26329,Louis Oosthuizen,64.71,11,17
8,0,25834,Daniel Summerhays,64.71,11,17
10,0,31420,Anirban Lahiri,64.52,20,31
10,0,23325,Vaughn Taylor,64.52,20,31
12,0,27958,Ryan Blaum,63.33,19,30
12,0,25396,Kevin Na,63.33,19,30
12,0,25240,D.A. Points,63.33,19,30
15,0,40058,Zac Blair,63.16,12,19
16,0,37454,Whee Kim,62.96,17,27
17,0,23621,Rory Sabbatini,62.79,27,43
18,0,36799,Stephan Jaeger,62.07,18,29
19,0,46435,Austin Cook,61.54,32,52
20,0,22371,Aaron Baddeley,61.11,22,36
20,0,36689,Brooks Koepka,61.11,11,18
20,0,27649,Brandt Snedeker,61.11,22,36
23,0,23541,Ben Crane,60.87,14,23
24,0,27556,Ted Potter Jr.,60.71,17,28
25,0,36699,Patrick Rodgers,60.61,20,33
26,0,27141,J.B. Holmes,60.00,18,30
26,0,32757,Patton Kizzire,60.00,15,25
26,0,29926,Danny Lee,60.00,18,30
26,0,21528,Henrik Stenson,60.00,6,10
26,0,26951,Johnson Wagner,60.00,15,25
31,0,31560,Brian Stuard,59.52,25,42
32,0,29420,Billy Horschel,59.38,19,32
33,0,33204,Shane Lowry,59.26,16,27
34,0,35532,Tom Hoge,59.09,13,22
35,0,37189,Harold Varner III,58.97,23,39
36,0,26758,David Hearn,58.82,10,17
37,0,12510,Chad Campbell,58.62,17,29
37,0,34256,Andrew Putnam,58.62,17,29
39,0,45526,Abraham Ancer,58.54,24,41
40,0,21961,Charles Howell III,58.14,25,43
41,0,24846,Ricky Barnes,57.69,15,26
41,0,40026,Daniel Berger,57.69,15,26
41,0,29484,Peter Uihlein,57.69,15,26
44,0,19803,Ryan Armour,57.14,28,49
44,0,29974,Branden Grace,57.14,16,28
44,0,26476,Chez Reavie,57.14,12,21
44,0,22405,Justin Rose,57.14,20,35
48,0,37455,Si Woo Kim,56.76,21,37
49,0,30978,Kiradech Aphibarnrat,56.25,9,16
49,0,25818,Scott Piercy,56.25,18,32
51,0,27942,Rob Oppenheim,56.00,14,25
51,0,39324,J.J. Spaun,56.00,14,25
53,0,29268,Bronson Burgoon,55.56,10,18
53,0,34360,Patrick Reed,55.56,20,36
55,0,33448,Justin Thomas,55.17,16,29
56,0,22056,Cameron Percy,55.00,11,20
56,0,33419,Cameron Tringale,55.00,11,20
58,0,34098,Russell Henley,54.84,17,31
58,0,25198,Francesco Molinari,54.84,17,31
58,0,29223,Sam Saunders,54.84,17,31
61,0,27129,Luke List,54.29,19,35
61,0,30110,Kyle Stanley,54.29,19,35
63,0,27895,Jonas Blixt,54.17,13,24
63,0,25572,Graeme McDowell,54.17,13,24
63,0,24361,Pat Perez,54.17,13,24
66,0,35421,Brandon Harkins,54.05,20,37
66,0,35891,Cameron Smith,54.05,20,37
68,0,24924,Bill Haas,53.85,21,39
68,0,35461,Beau Hossler,53.85,21,39
68,0,39975,Michael Kim,53.85,14,26
68,0,29485,Brett Stegmaier,53.85,7,13
68,0,32333,Kevin Tway,53.85,21,39
