RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS
1,0,23541,Ben Crane,68.42,52,76
2,0,26329,Louis Oosthuizen,66.67,54,81
3,0,29221,Webb Simpson,66.34,67,101
4,0,28089,Jason Day,66.27,55,83
5,0,36689,Brooks Koepka,66.07,37,56
6,0,28252,Seamus Power,65.26,62,95
7,0,27942,Rob Oppenheim,63.95,55,86
8,0,22405,Justin Rose,63.75,51,80
9,0,34360,Patrick Reed,63.46,66,104
10,0,23108,Matt Kuchar,62.89,61,97
11,0,32102,Rickie Fowler,62.65,52,83
12,0,37454,Whee Kim,62.60,77,123
13,0,21961,Charles Howell III,62.50,70,112
14,0,25572,Graeme McDowell,61.19,41,67
15,0,30692,Scott Stallings,60.34,70,116
16,0,31646,Emiliano Grillo,60.20,59,98
17,0,29926,Danny Lee,60.00,69,115
18,0,25396,Kevin Na,59.52,50,84
19,0,20472,Alex Cejka,59.18,58,98
20,0,35461,Beau Hossler,59.13,68,115
21,0,34021,Bud Cauley,58.82,40,68
21,0,30925,Dustin Johnson,58.82,30,51
21,0,33419,Cameron Tringale,58.82,40,68
24,0,33413,Ben Martin,58.76,57,97
25,0,25240,D.A. Points,58.75,47,80
26,0,26331,Charl Schwartzel,58.57,41,70
27,0,45526,Abraham Ancer,58.49,62,106
28,0,31202,William McGirt,58.00,58,100
29,0,37455,Si Woo Kim,57.98,69,119
30,0,24924,Bill Haas,57.95,51,88
31,0,23621,Rory Sabbatini,57.94,73,126
32,0,27649,Brandt Snedeker,57.66,64,111
33,0,24925,Jonathan Byrd,57.63,34,59
34,0,01810,Phil Mickelson,57.61,53,92
34,0,27963,Chris Stroud,57.61,53,92
36,0,26951,Johnson Wagner,57.38,35,61
37,0,40058,Zac Blair,57.35,39,68
38,0,30926,Chris Kirk,57.14,68,119
38,0,33122,Russell Knox,57.14,52,91
40,0,22371,Aaron Baddeley,57.01,61,107
40,0,35421,Brandon Harkins,57.01,61,107
42,0,34076,Joel Dahmen,56.99,53,93
43,0,27141,J.B. Holmes,56.84,54,95
43,0,34358,Jonathan Randolph,56.84,54,95
45,0,34363,Tyrrell Hatton,56.60,30,53
45,0,34264,Hudson Swafford,56.60,30,53
47,0,34046,Jordan Spieth,56.52,39,69
47,0,08793,Tiger Woods,56.52,39,69
49,0,26300,Matt Jones,56.00,42,75
49,0,49771,J.T. Poston,56.00,42,75
51,0,25834,Daniel Summerhays,55.93,33,59
52,0,31420,Anirban Lahiri,55.86,62,111
53,0,21528,Henrik Stenson,55.81,24,43
54,0,47959,Bryson DeChambeau,55.79,53,95
55,0,25493,Nick Taylor,55.68,49,88
56,0,35891,Cameron Smith,55.67,54,97
56,0,25632,Jimmy Walker,55.67,54,97
58,0,32839,Hideki Matsuyama,55.56,35,63
59,0,34466,Peter Malnati,55.46,66,119
60,0,27129,Luke List,55.21,53,96
61,0,12510,Chad Campbell,55.05,60,109
62,0,32254,Xinjun Zhang,55.00,44,80
63,0,46402,Talor Gooch,54.84,51,93
63,0,25892,Steve Wheatcroft,54.84,34,62
65,0,25198,Francesco Molinari,54.79,40,73
66,0,24024,Zach Johnson,54.64,53,97
67,0,33204,Shane Lowry,54.55,30,55
68,0,22056,Cameron Percy,54.39,31,57
69,0,27895,Jonas Blixt,54.10,33,61
69,0,26499,Rafa Cabrera Bello,54.10,33,61
71,0,33448,Justin Thomas,54.05,40,74
72,0,25364,Paul Casey,53.85,28,52
73,0,27974,Sung Kang,53.68,51,95
74,0,29461,Jamie Lovemark,53.57,60,112
75,0,35376,Roberto Díaz,53.33,56,105
75,0,19846,Brian Gay,53.33,64,120
77,0,30911,Tommy Fleetwood,53.16,42,79
78,0,27936,Martin Laird,53.09,43,81
79,0,24361,Pat Perez,52.70,39,74
80,0,35450,Patrick Cantlay,52.63,40,76
81,0,46435,Austin Cook,52.34,67,128
82,0,28775,Nate Lashley,52.00,26,50
83,0,48084,Wesley Bryan,51.95,40,77
84,0,33948,Byeong Hun An,51.85,42,81
84,0,33399,Adam Hadwin,51.85,42,81
84,0,27349,Alex Noren,51.85,28,54
87,0,22582,Kyle Thompson,51.67,31,60
88,0,24502,Adam Scott,51.65,47,91
89,0,39328,Conrad Shindler,51.61,32,62
90,0,34213,Grayson Murray,51.52,51,99
91,0,25686,Jason Dufner,51.43,36,70
92,0,29420,Billy Horschel,51.32,39,76
93,0,27556,Ted Potter Jr.,51.30,59,115
94,0,35545,Blayne Barber,51.22,42,82
95,0,29484,Peter Uihlein,51.19,43,84
96,0,39975,Michael Kim,51.16,44,86
96,0,34256,Andrew Putnam,51.16,44,86
98,0,19803,Ryan Armour,51.05,73,143
99,0,24140,Sean O'Hair,51.02,50,98
100,0,29223,Sam Saunders,50.98,52,102
101,0,35532,Tom Hoge,50.91,56,110
102,0,46501,Ollie Schniederjans,50.82,62,122
103,0,25900,Lucas Glover,50.72,35,69
104,0,50526,Tom Lovelady,50.50,51,101
105,0,34409,David Lingmerth,50.49,52,103
106,0,34174,John Huh,50.42,60,119
107,0,39997,Corey Conners,50.00,44,88
107,0,20157,Retief Goosen,50.00,25,50
107,0,29974,Branden Grace,50.00,34,68
107,0,34098,Russell Henley,50.00,41,82
107,0,46601,Trey Mullinax,50.00,42,84
107,0,24138,Ian Poulter,50.00,39,78
107,0,27214,Kevin Streelman,50.00,57,114
114,0,34563,Chesson Hadley,49.52,52,105
115,0,36699,Patrick Rodgers,49.50,50,101
