RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF SAVES,# OF BUNKERS
1,0,24846,Ricky Barnes,100.00,3,3
1,0,40058,Zac Blair,100.00,4,4
1,0,34021,Bud Cauley,100.00,3,3
1,0,23541,Ben Crane,100.00,3,3
1,0,34363,Tyrrell Hatton,100.00,4,4
1,0,26758,David Hearn,100.00,4,4
1,0,30925,Dustin Johnson,100.00,2,2
1,0,33204,Shane Lowry,100.00,6,6
1,0,39328,Conrad Shindler,100.00,4,4
1,0,32150,Michael Thompson,100.00,4,4
11,0,29420,Billy Horschel,87.50,7,8
11,0,28237,Rory McIlroy,87.50,7,8
13,0,22405,Justin Rose,85.71,6,7
14,0,37454,Whee Kim,84.62,11,13
14,0,01810,Phil Mickelson,84.62,11,13
16,0,20572,Rod Pampling,83.33,5,6
16,0,47347,Adam Schenk,83.33,5,6
16,0,08793,Tiger Woods,83.33,5,6
19,0,25396,Kevin Na,81.82,9,11
19,0,34360,Patrick Reed,81.82,9,11
21,0,47125,Matt Atkins,80.00,4,5
21,0,34076,Joel Dahmen,80.00,8,10
21,0,29478,Kevin Kisner,80.00,4,5
21,0,33122,Russell Knox,80.00,4,5
21,0,27936,Martin Laird,80.00,8,10
21,0,37275,Sam Ryder,80.00,4,5
21,0,27963,Chris Stroud,80.00,4,5
28,0,30692,Scott Stallings,78.57,11,14
29,0,36689,Brooks Koepka,77.78,7,9
29,0,31323,Gary Woodland,77.78,7,9
31,0,30978,Kiradech Aphibarnrat,75.00,3,4
31,0,24925,Jonathan Byrd,75.00,3,4
31,0,37455,Si Woo Kim,75.00,9,12
34,0,26851,Marc Leishman,72.73,8,11
35,0,29535,Brice Garnett,71.43,5,7
35,0,50526,Tom Lovelady,71.43,10,14
35,0,34466,Peter Malnati,71.43,10,14
35,0,49771,J.T. Poston,71.43,5,7
35,0,25632,Jimmy Walker,71.43,10,14
40,0,33413,Ben Martin,70.00,7,10
41,0,39954,Cody Gribble,69.23,9,13
42,0,29926,Danny Lee,68.42,13,19
43,0,33948,Byeong Hun An,66.67,2,3
43,0,29268,Bronson Burgoon,66.67,2,3
43,0,35450,Patrick Cantlay,66.67,8,12
43,0,20593,Greg Chalmers,66.67,2,3
43,0,32366,Kevin Chappell,66.67,6,9
43,0,35376,Roberto Díaz,66.67,6,9
43,0,29974,Branden Grace,66.67,4,6
43,0,34563,Chesson Hadley,66.67,8,12
43,0,23108,Matt Kuchar,66.67,6,9
43,0,29461,Jamie Lovemark,66.67,8,12
43,0,26329,Louis Oosthuizen,66.67,6,9
43,0,25240,D.A. Points,66.67,4,6
43,0,29221,Webb Simpson,66.67,4,6
43,0,27649,Brandt Snedeker,66.67,6,9
43,0,25804,Bubba Watson,66.67,8,12
58,0,27129,Luke List,64.29,9,14
59,0,21961,Charles Howell III,63.64,7,11
59,0,27974,Sung Kang,63.64,7,11
59,0,34409,David Lingmerth,63.64,7,11
59,0,24502,Adam Scott,63.64,7,11
59,0,39324,J.J. Spaun,63.64,7,11
64,0,34099,Harris English,62.50,5,8
64,0,32102,Rickie Fowler,62.50,5,8
64,0,29222,Billy Hurley III,62.50,5,8
64,0,32816,Satoshi Kodaira,62.50,5,8
64,0,27349,Alex Noren,62.50,5,8
64,0,34256,Andrew Putnam,62.50,5,8
64,0,46970,Jon Rahm,62.50,5,8
64,0,26331,Charl Schwartzel,62.50,5,8
72,0,28089,Jason Day,60.00,3,5
72,0,29725,Tony Finau,60.00,6,10
72,0,20157,Retief Goosen,60.00,3,5
72,0,12716,Charley Hoffman,60.00,3,5
72,0,35532,Tom Hoge,60.00,9,15
72,0,27141,J.B. Holmes,60.00,6,10
72,0,26300,Matt Jones,60.00,3,5
72,0,35879,Kelly Kraft,60.00,9,15
72,0,31420,Anirban Lahiri,60.00,9,15
72,0,32640,Troy Merritt,60.00,6,10
72,0,27942,Rob Oppenheim,60.00,3,5
72,0,22056,Cameron Percy,60.00,3,5
72,0,34358,Jonathan Randolph,60.00,3,5
72,0,29484,Peter Uihlein,60.00,6,10
86,0,27214,Kevin Streelman,58.33,7,12
87,0,40009,Dominic Bozzelli,57.14,4,7
87,0,33141,Keegan Bradley,57.14,8,14
87,0,31416,Derek Fathauer,57.14,8,14
87,0,28679,Fabián Gómez,57.14,4,7
87,0,35461,Beau Hossler,57.14,4,7
87,0,32839,Hideki Matsuyama,57.14,4,7
87,0,27556,Ted Potter Jr.,57.14,8,14
87,0,34431,Robert Streb,57.14,4,7
87,0,25892,Steve Wheatcroft,57.14,4,7
96,0,30911,Tommy Fleetwood,55.56,5,9
96,0,31646,Emiliano Grillo,55.56,5,9
96,0,47993,Denny McCarthy,55.56,5,9
96,0,27095,Nick Watney,55.56,5,9
100,0,45526,Abraham Ancer,54.55,6,11
100,0,24361,Pat Perez,54.55,6,11
102,0,34213,Grayson Murray,53.85,7,13
102,0,35891,Cameron Smith,53.85,7,13
102,0,28132,Tyrone Van Aswegen,53.85,7,13
105,0,12510,Chad Campbell,50.00,4,8
105,0,25364,Paul Casey,50.00,2,4
105,0,20472,Alex Cejka,50.00,6,12
105,0,37338,Zecheng Dou,50.00,3,6
105,0,28307,Matt Every,50.00,4,8
105,0,19846,Brian Gay,50.00,5,10
105,0,25900,Lucas Glover,50.00,3,6
105,0,32448,James Hahn,50.00,6,12
105,0,35421,Brandon Harkins,50.00,5,10
105,0,39975,Michael Kim,50.00,4,8
105,0,32757,Patton Kizzire,50.00,3,6
105,0,30944,Jason Kokrak,50.00,7,14
105,0,31202,William McGirt,50.00,4,8
105,0,39546,Keith Mitchell,50.00,4,8
105,0,25198,Francesco Molinari,50.00,3,6
