RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS INSIDE 5',TOTAL 3 PUTTS
1,0,01024,Billy Andrade,2,39
1,0,22371,Aaron Baddeley,2,20
1,0,23614,Rich Beem,2,39
1,0,01161,Mark Calcavecchia,2,66
1,0,23135,Tim Clark,2,38
1,0,12760,Danny Ellis,2,26
1,0,27141,J.B. Holmes,2,58
1,0,20572,Rod Pampling,2,28
1,0,24138,Ian Poulter,2,23
1,0,20645,John Senden,2,50
1,0,02110,Jerry Smith,2,59
1,0,23307,Roger Tambellini,2,45
1,0,27770,Camilo Villegas,2,48
1,0,10423,Mike Weir,2,36
1,0,21878,Mark Wilson,2,39
16,0,06197,Michael Allen,1,26
16,0,10885,Robert Allenby,1,27
16,0,06004,Stephen Ames,1,23
16,0,01035,Tommy Armour III,1,28
16,0,21407,Arjun Atwal,1,44
16,0,01042,Paul Azinger,1,31
16,0,22946,Henrik Bjornstad,1,54
16,0,24507,Jason Bohn,1,54
16,0,21646,David Branshaw,1,59
16,0,08123,Jeff Brehaut,1,53
16,0,01132,Mark Brooks,1,33
16,0,01142,Bart Bryant,1,39
16,0,20593,Greg Chalmers,1,31
16,0,23673,Michael Connell,1,32
16,0,11123,Chris Couch,1,45
16,0,23541,Ben Crane,1,24
16,0,01249,John Daly,1,37
16,0,19881,Robert Damron,1,49
16,0,21753,Brian Davis,1,55
16,0,06034,Marco Dawson,1,32
16,0,06251,Chris DiMarco,1,32
16,0,23409,James Driscoll,1,63
16,0,01313,Steve Elkington,1,37
16,0,06522,Ernie Els,1,20
16,0,25935,John Engler Jr.,1,34
16,0,01320,Bob Estes,1,35
16,0,01329,Brad Faxon,1,30
16,0,20121,Todd Fischer,1,35
16,0,12823,Carlos Franco,1,59
16,0,20574,Mathew Goggin,1,50
16,0,20105,Jeff Gove,1,50
16,0,06575,Dudley Hart,1,49
16,0,01577,Lee Janzen,1,47
16,0,10733,Kent Jones,1,49
16,0,01599,Steve Jones,1,41
16,0,01619,Skip Kendall,1,25
16,0,01706,Davis Love III,1,26
16,0,01707,Steve Lowery,1,44
16,0,01724,Jeff Maggert,1,37
16,0,24781,Hunter Mahan,1,58
16,0,21470,Daisuke Maruyama,1,41
16,0,12680,Shigeki Maruyama,1,39
16,0,20631,David McKenzie,1,42
16,0,26596,Ryan Moore,1,23
16,0,24140,Sean O'Hair,1,54
16,0,22046,Geoff Ogilvy,1,28
16,0,28475,Jeff Overton,1,47
16,0,20691,Greg Owen,1,45
16,0,23320,Ryan Palmer,1,43
16,0,01928,Corey Pavin,1,25
16,0,24361,Pat Perez,1,29
16,0,01948,Tim Petrovic,1,44
16,0,23497,Tag Ridings,1,47
16,0,23621,Rory Sabbatini,1,39
16,0,21660,Jason Schultz,1,36
16,0,24502,Adam Scott,1,34
16,0,06567,Vijay Singh,1,47
16,0,06595,Kevin Sutherland,1,48
16,0,23788,D.J. Trahan,1,47
16,0,02214,Kirk Triplett,1,26
16,0,08385,Omar Uresti,1,35
16,0,20812,Tjaart van der Walt,1,37
16,0,23623,Bo Van Pelt,1,58
16,0,02239,Scott Verplank,1,27
16,0,27095,Nick Watney,1,65
