RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
1,0,01381,Fred Funk,79.75,1189,1491
2,0,06621,Joe Durant,79.57,1040,1307
3,0,02239,Scott Verplank,78.76,1146,1455
4,0,02010,Loren Roberts,78.75,904,1148
5,0,01823,Larry Mize,77.96,750,962
6,0,01139,Olin Browne,77.28,1068,1382
7,0,06044,Scott Gump,77.24,1130,1463
8,0,08545,Glen Hnatiuk,76.67,963,1256
9,0,06315,Pete Jordan,76.43,1086,1421
10,0,01326,Nick Faldo,76.36,478,626
11,0,01157,Tom Byrum,76.33,948,1242
12,0,01920,Craig Parry,75.61,685,906
13,0,08547,John Maginnes,75.33,1038,1378
14,0,10809,Jim Furyk,75.18,960,1277
15,0,01996,Mike Reid,75.15,756,1006
16,0,01724,Jeff Maggert,75.07,819,1091
17,0,19846,Brian Gay,74.95,1032,1377
18,0,01142,Bart Bryant,74.83,761,1017
19,0,02110,Jerry Smith,74.36,1047,1408
20,0,01771,Blaine McCallister,74.26,1076,1449
20,0,01797,Rocco Mediate,74.26,750,1010
22,0,01766,Billy Mayfair,74.25,911,1227
23,0,11032,Frank Lickliter II,74.11,1082,1460
24,0,01943,Chris Perry,73.92,1060,1434
25,0,06078,Esteban Toledo,73.74,1140,1546
26,0,21209,Sergio Garcia,73.62,494,671
27,0,01014,Fulton Allem,73.56,768,1044
28,0,01533,P.H. Horgan III,73.48,665,905
29,0,01219,John Cook,73.41,900,1226
30,0,02170,Hal Sutton,73.36,895,1220
31,0,06036,Scott Dunlap,73.26,1063,1451
32,0,01376,Bob Friend,73.03,934,1279
33,0,06643,Paul Goydos,72.90,987,1354
34,0,01928,Corey Pavin,72.60,726,1000
35,0,02214,Kirk Triplett,72.46,942,1300
36,0,07363,Craig Bowden,72.38,545,753
37,0,01968,Nick Price,72.26,607,840
38,0,08931,Glen Day,72.20,930,1288
39,0,01707,Steve Lowery,72.09,1046,1451
40,0,09011,David Duval,72.06,637,884
41,0,10457,Frank Nobilo,72.02,955,1326
42,0,01307,Joel Edwards,71.85,993,1382
43,0,10425,Jay Williamson,71.83,1020,1420
44,0,01388,Robert Gamez,71.77,760,1059
45,0,10569,Mike Brisky,71.61,855,1194
45,0,10860,Justin Leonard,71.61,888,1240
47,0,01527,Scott Hoch,71.57,1037,1449
47,0,01619,Skip Kendall,71.57,1115,1558
49,0,01132,Mark Brooks,71.48,857,1199
50,0,20094,Jonathan Kaye,71.46,1119,1566
51,0,06522,Ernie Els,71.44,643,900
52,0,01677,Tom Lehman,71.40,649,909
53,0,02279,Mark Wiebe,71.28,911,1278
54,0,08793,Tiger Woods,71.22,720,1011
55,0,01161,Mark Calcavecchia,71.09,873,1228
56,0,02206,David Toms,71.05,1043,1468
57,0,21593,Keith Nolan,71.00,563,793
58,0,12645,Brent Geiberger,70.94,747,1053
59,0,01098,Jay Don Blake,70.92,922,1300
60,0,21805,Harrison Frazar,70.90,692,976
61,0,06575,Dudley Hart,70.88,701,989
62,0,11653,Paul Curry,70.72,628,888
63,0,10963,Jimmy Green,70.66,819,1159
64,0,01577,Lee Janzen,70.59,876,1241
65,0,10885,Robert Allenby,70.45,887,1259
66,0,12660,Jesper Parnevik,70.41,633,899
67,0,01489,Steve Hart,70.36,686,975
68,0,01926,Steve Pate,70.29,861,1225
69,0,01185,Brandel Chamblee,70.26,685,975
70,0,01761,Len Mattiace,70.13,1047,1493
71,0,01313,Steve Elkington,70.09,532,759
72,0,08385,Omar Uresti,70.08,916,1307
73,0,01569,Peter Jacobsen,70.07,632,902
74,0,01320,Bob Estes,70.06,578,825
75,0,06012,Greg Kraft,70.01,1032,1474
76,0,20029,Notah Begay III,69.97,727,1039
77,0,07867,Woody Austin,69.87,981,1404
78,0,20095,Carl Paulson,69.83,1002,1435
79,0,01329,Brad Faxon,69.77,937,1343
80,0,10962,Bradley Hughes,69.75,876,1256
81,0,01905,Joe Ozaki,69.71,497,713
82,0,01457,Jay Haas,69.66,744,1068
83,0,06617,Brian Henninger,69.63,869,1248
84,0,10423,Mike Weir,69.61,898,1290
85,0,06140,Sean Murphy,69.56,969,1393
86,0,20043,Edward Fryatt,69.54,943,1356
87,0,06581,David Sutherland,69.46,1010,1454
88,0,01418,Bill Glasson,69.42,899,1295
89,0,24357,K.J. Choi,69.41,860,1239
90,0,23125,Brad Elder,69.26,1061,1532
91,0,01938,David Peoples,69.25,955,1379
92,0,20593,Greg Chalmers,69.23,891,1287
93,0,06004,Stephen Ames,69.21,917,1325
94,0,07457,Steve Flesch,69.19,1132,1636
95,0,08993,Franklin Langham,69.01,875,1268
96,0,01945,Kenny Perry,68.88,726,1054
97,0,02104,Jeff Sluman,68.85,1030,1496
98,0,08075,Jerry Kelly,68.78,1062,1544
99,0,20127,Chris Riley,68.68,899,1309
100,0,12388,Michael Clark II,68.67,767,1117
101,0,01323,Brad Fabel,68.58,838,1222
102,0,20105,Jeff Gove,68.50,783,1143
103,0,02245,Grant Waite,68.42,808,1181
104,0,01553,John Huston,68.35,743,1087
105,0,06350,Bob May,68.34,829,1213
106,0,06251,Chris DiMarco,68.25,1066,1562
107,0,21007,Gabriel Hjertstedt,68.24,793,1162
108,0,10649,Tom Scherrer,68.23,943,1382
109,0,10213,Dicky Pride,68.04,892,1311
110,0,19881,Robert Damron,68.01,861,1266
111,0,24356,Jason Buha,67.98,777,1143
112,0,06567,Vijay Singh,67.94,839,1235
113,0,23614,Rich Beem,67.81,769,1134
114,0,20574,Mathew Goggin,67.61,837,1238
115,0,01361,Dan Forsman,67.54,826,1223
116,0,01035,Tommy Armour III,67.53,836,1238
117,0,08537,J.P. Hayes,67.50,837,1240
118,0,02257,Brian Watts,67.38,824,1223
119,0,01175,Jim Carter,67.21,863,1284
120,0,06595,Kevin Sutherland,67.20,883,1314
121,0,07101,Dave Stockton Jr.,67.19,813,1210
122,0,20099,Doug Barron,67.11,765,1140
123,0,01975,Tom Purtzer,67.05,523,780
124,0,01941,Tom Pernice Jr.,66.99,899,1342
125,0,06809,Bob Burns,66.91,829,1239
126,0,06515,Shaun Micheel,66.88,848,1268
127,0,01810,Phil Mickelson,66.85,710,1062
128,0,01063,Ben Bates,66.80,966,1446
129,0,21949,Joe Ogilvie,66.77,846,1267
130,0,01599,Steve Jones,66.74,624,935
131,0,06088,Steve Gotsche,66.64,827,1241
132,0,12753,David Morland IV,66.58,797,1197
133,0,02101,Joey Sindelar,66.50,776,1167
134,0,01510,Nolan Henke,66.49,732,1101
135,0,06090,Jim McGovern,66.17,489,739
136,0,01706,Davis Love III,66.10,813,1230
137,0,01093,Ronnie Black,65.85,725,1101
138,0,10201,Matt Gogel,65.84,769,1168
139,0,02218,Ted Tryba,65.79,1004,1526
140,0,01408,Kelly Gibson,65.50,746,1139
141,0,19824,Craig Barlow,65.47,876,1338
142,0,12449,Ryan Howison,65.42,736,1125
143,0,06332,Neal Lancaster,65.36,864,1322
144,0,02223,Bob Tway,65.21,791,1213
145,0,01723,Andrew Magee,65.19,661,1014
146,0,01378,David Frost,65.01,537,826
147,0,01374,Robin Freeman,64.96,886,1364
148,0,01042,Paul Azinger,64.88,617,951
149,0,07763,Doug Dunakey,64.84,723,1115
150,0,08375,Paul Stankowski,64.61,659,1020
151,0,06062,Charles Raulerson,64.47,880,1365
152,0,20445,Casey Martin,64.46,789,1224
153,0,12782,Tim Herron,64.34,828,1287
154,0,01261,Jay Delsing,64.30,832,1294
155,0,10912,Craig Perks,64.27,732,1139
156,0,01203,Russ Cochran,64.16,632,985
157,0,12680,Shigeki Maruyama,63.93,725,1134
158,0,06431,Jean Van de Velde,63.90,563,881
159,0,02246,Duffy Waldorf,63.85,673,1054
160,0,12652,Cameron Beckman,63.68,717,1126
161,0,01685,J.L. Lewis,63.60,907,1426
162,0,01040,Emlyn Aubrey,63.49,567,893
163,0,08535,Gary Nicklaus,63.46,726,1144
164,0,20229,Stewart Cink,63.44,807,1272
165,0,11011,Mike Sposa,63.05,640,1015
166,0,20098,Stuart Appleby,63.03,682,1082
167,0,08045,Perry Moss,62.82,463,737
168,0,06573,Brandt Jobe,62.81,770,1226
169,0,19822,Bobby Cochran,62.80,665,1059
170,0,23656,Jason Caron,62.68,655,1045
171,0,01072,Chip Beck,62.48,428,685
172,0,01024,Billy Andrade,62.29,745,1196
173,0,22913,John Rollins,62.24,623,1001
174,0,02133,Craig Stadler,61.87,568,918
175,0,07749,Brett Quigley,61.80,542,877
176,0,22064,Craig Spence,61.49,728,1184
177,0,06014,Eric Booker,61.43,728,1185
