RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF BIRDIES,TOTAL ROUNDS
1,0,01887,Mark O'Meara,3.88,330,85
2,0,02049,Gene Sauers,3.84,372,97
3,0,01876,Greg Norman,3.82,229,60
4,0,01161,Mark Calcavecchia,3.76,350,93
4,0,02223,Bob Tway,3.76,365,97
6,0,02146,Payne Stewart,3.75,356,95
7,0,01706,Davis Love III,3.71,338,91
8,0,01361,Dan Forsman,3.68,320,87
9,0,02100,Tim Simpson,3.67,345,94
10,0,01388,Robert Gamez,3.65,288,79
11,0,01049,Ian Baker-Finch,3.64,295,81
11,0,01690,Bruce Lietzke,3.64,222,61
11,0,01823,Larry Mize,3.64,317,87
14,0,01766,Billy Mayfair,3.62,395,109
15,0,01945,Kenny Perry,3.59,266,74
16,0,01313,Steve Elkington,3.58,344,96
17,0,01926,Steve Pate,3.57,357,100
18,0,01042,Paul Azinger,3.56,349,98
19,0,01938,David Peoples,3.55,394,111
20,0,01284,Mike Donald,3.52,401,114
21,0,01024,Billy Andrade,3.51,362,103
21,0,02239,Scott Verplank,3.51,309,88
23,0,01098,Jay Don Blake,3.50,322,92
23,0,01527,Scott Hoch,3.50,308,88
23,0,01633,Tom Kite,3.50,301,86
26,0,02303,Robert Wrenn,3.49,335,96
27,0,01559,Hale Irwin,3.48,212,61
28,0,01599,Steve Jones,3.47,264,76
28,0,01968,Nick Price,3.47,340,98
28,0,02186,Brian Tennyson,3.47,333,96
31,0,01261,Jay Delsing,3.43,329,96
31,0,02007,Larry Rinker,3.43,336,98
33,0,01219,John Cook,3.42,325,95
34,0,01510,Nolan Henke,3.41,300,88
34,0,02133,Craig Stadler,3.41,225,66
34,0,02321,Fuzzy Zoeller,3.41,242,71
37,0,01150,George Burns,3.40,316,93
37,0,01329,Brad Faxon,3.40,303,89
37,0,01569,Peter Jacobsen,3.40,275,81
37,0,01928,Corey Pavin,3.40,357,105
37,0,02322,Richard Zokol,3.40,228,67
42,0,01226,Fred Couples,3.39,254,75
42,0,02170,Hal Sutton,3.39,305,90
42,0,02242,Lanny Wadkins,3.39,278,82
45,0,01682,Wayne Levi,3.38,250,74
45,0,02104,Jeff Sluman,3.38,358,106
45,0,02159,Curtis Strange,3.38,243,72
48,0,01783,Mark McCumber,3.36,279,83
49,0,01035,Tommy Armour III,3.35,315,94
49,0,01096,Phil Blackmar,3.35,305,91
49,0,01133,Billy Ray Brown,3.35,278,83
49,0,01414,Bob Gilder,3.35,271,81
49,0,01837,Gil Morgan,3.35,285,85
49,0,02279,Mark Wiebe,3.35,335,100
55,0,01143,Brad Bryant,3.33,303,91
55,0,01960,Don Pooley,3.33,250,75
55,0,01996,Mike Reid,3.33,220,66
58,0,01457,Jay Haas,3.32,305,92
58,0,01577,Lee Janzen,3.32,322,97
60,0,01715,Mark Lye,3.30,297,90
60,0,01975,Tom Purtzer,3.30,254,77
62,0,01846,Jodie Mudd,3.29,273,83
62,0,02094,Tony Sills,3.29,171,52
62,0,02292,Bob Wolcott,3.29,283,86
65,0,01068,Andy Bean,3.28,220,67
65,0,01078,Jim Benepe,3.28,279,85
65,0,01925,Jerry Pate,3.28,177,54
68,0,01006,John Adams,3.27,288,88
68,0,01378,David Frost,3.27,268,82
68,0,06332,Neal Lancaster,3.27,242,74
68,0,02010,Loren Roberts,3.27,366,112
68,0,02041,Bill Sander,3.27,324,99
68,0,02095,Larry Silveira,3.27,271,83
74,0,01060,Dave Barr,3.26,310,95
74,0,01132,Mark Brooks,3.26,368,113
74,0,01151,Clark Burroughs,3.26,313,96
74,0,01196,Brian Claar,3.26,274,84
74,0,01499,Mark Hayes,3.26,248,76
74,0,02256,Tom Watson,3.26,186,57
80,0,01468,Gary Hallberg,3.25,263,81
80,0,02067,Ted Schulz,3.25,377,116
82,0,01310,Dave Eichelberger,3.23,323,100
82,0,01320,Bob Estes,3.23,300,93
82,0,01323,Brad Fabel,3.23,281,87
82,0,01381,Fred Funk,3.23,268,83
82,0,01444,Ken Green,3.23,281,87
82,0,02090,Tom Sieckmann,3.23,284,88
88,0,01235,Ben Crenshaw,3.22,219,68
88,0,01385,Jim Gallagher Jr.,3.22,370,115
88,0,01435,Wayne Grady,3.22,267,83
88,0,02241,Bobby Wadkins,3.22,332,103
92,0,01522,Lon Hinkle,3.21,215,67
92,0,01723,Andrew Magee,3.21,315,98
94,0,01040,Emlyn Aubrey,3.20,317,99
94,0,01175,Jim Carter,3.20,285,89
94,0,01390,Buddy Gardner,3.20,333,104
97,0,01203,Russ Cochran,3.19,306,96
97,0,02201,Jim Thorpe,3.19,281,88
99,0,01072,Chip Beck,3.18,277,87
99,0,02148,Ray Stewart,3.18,302,95
101,0,06197,Michael Allen,3.17,292,92
102,0,01331,Rick Fehr,3.16,284,90
102,0,01495,Morris Hatalsky,3.16,262,83
102,0,02101,Joey Sindelar,3.16,253,80
105,0,01197,Bobby Clampett,3.14,179,57
105,0,01553,John Huston,3.14,248,79
105,0,01639,Kenny Knox,3.14,295,94
105,0,02185,Lance Ten Broeck,3.14,301,96
109,0,01355,Raymond Floyd,3.13,169,54
110,0,01797,Rocco Mediate,3.11,264,85
110,0,02099,Scott Simpson,3.11,196,63
112,0,01129,Bill Britton,3.10,307,99
113,0,02087,Don Shirey Jr.,3.09,284,92
113,0,02111,Mike Smith,3.09,281,91
113,0,02246,Duffy Waldorf,3.09,272,88
116,0,01771,Blaine McCallister,3.08,293,95
116,0,01943,Chris Perry,3.08,296,96
118,0,01549,Mike Hulbert,3.07,353,115
118,0,01701,Bob Lohr,3.07,295,96
120,0,01106,Jim Booros,3.06,269,88
121,0,01641,Gary Koch,3.05,174,57
122,0,01725,John Mahaffey,3.04,292,96
122,0,02190,Doug Tewell,3.04,240,79
122,0,02195,Leonard Thompson,3.04,280,92
122,0,02214,Kirk Triplett,3.04,234,77
126,0,01288,Ed Dougherty,3.03,230,76
126,0,01475,Donnie Hammond,3.03,224,74
126,0,06148,Dennis Harrington,3.03,227,75
129,0,01201,Lennie Clements,3.02,248,82
129,0,01443,Hubert Green,3.02,184,61
129,0,02033,Dave Rummells,3.02,251,83
132,0,01306,David Edwards,3.01,220,73
132,0,01533,P.H. Horgan III,3.01,256,85
134,0,01156,Curt Byrum,3.00,267,89
134,0,01790,Pat McGowan,3.00,258,86
134,0,02224,Greg Twiggs,3.00,267,89
134,0,02294,Willie Wood,3.00,210,70
