RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF 1 PUTTS,# OF HOLES
1,0,01810,Phil Mickelson,45.61,156,342
2,0,22371,Aaron Baddeley,45.14,195,432
3,0,34563,Chesson Hadley,44.26,239,540
4,0,25396,Kevin Na,44.00,198,450
5,0,27644,Brian Harman,43.30,226,522
6,0,25345,Carl Pettersson,43.06,248,576
7,0,24494,Erik Compton,43.00,209,486
8,0,30692,Scott Stallings,42.98,147,342
9,0,27649,Brandt Snedeker,42.95,201,468
10,0,24138,Ian Poulter,42.90,139,324
11,0,29221,Webb Simpson,42.86,162,378
12,0,32150,Michael Thompson,42.74,200,468
12,0,30927,Brendon Todd,42.74,200,468
14,0,28089,Jason Day,42.69,146,342
15,0,24925,Jonathan Byrd,42.59,161,378
15,0,31560,Brian Stuard,42.59,230,540
17,0,34409,David Lingmerth,42.46,214,504
18,0,20157,Retief Goosen,42.36,183,432
18,0,27141,J.B. Holmes,42.36,183,432
20,0,20766,Padraig Harrington,42.33,160,378
21,0,25493,Nick Taylor,42.06,212,504
22,0,25274,Steven Bowditch,42.01,242,576
23,0,21528,Henrik Stenson,41.85,113,270
24,0,32366,Kevin Chappell,41.67,195,468
24,0,24357,K.J. Choi,41.67,135,324
24,0,24140,Sean O'Hair,41.67,195,468
24,0,33448,Justin Thomas,41.67,225,540
28,0,23108,Matt Kuchar,41.44,179,432
28,0,34046,Jordan Spieth,41.44,179,432
30,0,26596,Ryan Moore,41.30,171,414
31,0,24024,Zach Johnson,41.20,178,432
32,0,29720,Andres Gonzales,41.15,200,486
33,0,28307,Matt Every,41.11,185,450
33,0,30736,Oscar Fraustro,41.11,148,360
33,0,26758,David Hearn,41.11,222,540
36,0,06567,Vijay Singh,41.06,170,414
37,0,06522,Ernie Els,41.05,133,324
38,0,31202,William McGirt,40.93,221,540
39,0,34099,Harris English,40.87,206,504
40,0,23048,Eric Axley,40.83,147,360
41,0,31416,Derek Fathauer,40.81,191,468
41,0,34360,Patrick Reed,40.81,191,468
43,0,25834,Daniel Summerhays,40.80,213,522
44,0,29926,Danny Lee,40.74,264,648
45,0,20593,Greg Chalmers,40.63,117,288
46,0,24846,Ricky Barnes,40.60,190,468
47,0,24358,Robert Garrigus,40.51,175,432
48,0,25804,Bubba Watson,40.43,131,324
49,0,20104,Ken Duke,40.42,211,522
50,0,40026,Daniel Berger,40.32,225,558
51,0,28259,Sangmoon Bae,40.23,210,522
51,0,20472,Alex Cejka,40.23,210,522
53,0,23541,Ben Crane,40.21,152,378
54,0,10860,Justin Leonard,40.15,159,396
55,0,33419,Cameron Tringale,40.08,202,504
56,0,25720,Chad Collins,40.05,173,432
56,0,26300,Matt Jones,40.05,173,432
58,0,25240,D.A. Points,40.00,180,450
59,0,35539,Luke Guthrie,39.96,187,468
60,0,36699,Patrick Rodgers,39.93,115,288
61,0,27963,Chris Stroud,39.88,201,504
