RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL (FOR ALL DISTANCES),PCT OF ALL 1-PUTTS
1,0,29926,Danny Lee,227,788,28.8
2,0,33448,Justin Thomas,212,713,29.7
3,0,34099,Harris English,200,644,31.1
4,0,28259,Sangmoon Bae,199,671,29.7
4,0,34431,Robert Streb,199,686,29.0
6,0,34174,John Huh,195,643,30.3
6,0,25493,Nick Taylor,195,604,32.3
8,0,34563,Chesson Hadley,193,673,28.7
9,0,25345,Carl Pettersson,192,733,26.2
10,0,29478,Kevin Kisner,191,676,28.3
11,0,25274,Steven Bowditch,184,681,27.0
12,0,25834,Daniel Summerhays,183,659,27.8
13,0,21878,Mark Wilson,182,561,32.4
14,0,24490,George McNeill,180,645,27.9
15,0,33418,Shawn Stefani,177,602,29.4
16,0,26758,David Hearn,176,608,28.9
17,0,34409,David Lingmerth,175,557,31.4
18,0,31202,William McGirt,174,680,25.6
19,0,33122,Russell Knox,173,571,30.3
20,0,34360,Patrick Reed,170,612,27.8
21,0,23638,Brendon de Jonge,168,655,25.6
22,0,29476,Kyle Reifers,167,570,29.3
23,0,24507,Jason Bohn,165,627,26.3
24,0,30944,Jason Kokrak,164,548,29.9
24,0,33667,Carlos Ortiz,164,578,28.4
24,0,25818,Scott Piercy,164,598,27.4
27,0,29725,Tony Finau,163,633,25.8
27,0,31557,Jim Herman,163,464,35.1
29,0,21961,Charles Howell III,162,619,26.2
29,0,27649,Brandt Snedeker,162,587,27.6
31,0,40058,Zac Blair,161,636,25.3
32,0,40026,Daniel Berger,160,571,28.0
33,0,20104,Ken Duke,159,554,28.7
33,0,23800,Bryce Molder,159,565,28.1
33,0,24361,Pat Perez,159,591,26.9
36,0,32448,James Hahn,158,566,27.9
36,0,32640,Troy Merritt,158,604,26.2
38,0,12510,Chad Campbell,155,603,25.7
38,0,27644,Brian Harman,155,559,27.7
40,0,33399,Adam Hadwin,153,558,27.4
40,0,12716,Charley Hoffman,153,557,27.5
40,0,30927,Brendon Todd,153,600,25.5
40,0,25892,Steve Wheatcroft,153,529,28.9
44,0,35532,Tom Hoge,151,475,31.8
45,0,29479,Scott Brown,150,602,24.9
45,0,28475,Jeff Overton,150,523,28.7
45,0,29518,Brendan Steele,150,532,28.2
45,0,28780,Nicholas Thompson,150,464,32.3
49,0,24024,Zach Johnson,149,510,29.2
49,0,23108,Matt Kuchar,149,600,24.8
49,0,34261,Scott Langley,149,545,27.3
49,0,32839,Hideki Matsuyama,149,534,27.9
53,0,27936,Martin Laird,148,506,29.2
53,0,25396,Kevin Na,148,555,26.7
55,0,32366,Kevin Chappell,147,567,25.9
55,0,34046,Jordan Spieth,147,541,27.2
55,0,34264,Hudson Swafford,147,567,25.9
58,0,24140,Sean O'Hair,146,589,24.8
58,0,31560,Brian Stuard,146,575,25.4
60,0,36689,Brooks Koepka,145,470,30.9
61,0,20472,Alex Cejka,144,554,26.0
61,0,27466,Spencer Levin,144,538,26.8
61,0,32150,Michael Thompson,144,515,28.0
61,0,33419,Cameron Tringale,144,594,24.2
65,0,27141,J.B. Holmes,143,522,27.4
65,0,33413,Ben Martin,143,511,28.0
67,0,25632,Jimmy Walker,142,502,28.3
68,0,27770,Camilo Villegas,141,550,25.6
69,0,25804,Bubba Watson,140,414,33.8
70,0,21753,Brian Davis,139,522,26.6
71,0,29720,Andres Gonzales,138,536,25.7
71,0,30711,Colt Knost,138,518,26.6
73,0,31416,Derek Fathauer,137,493,27.8
73,0,33461,Morgan Hoffmann,137,526,26.0
73,0,29420,Billy Horschel,137,522,26.2
73,0,30946,Alex Prugh,137,438,31.3
73,0,27095,Nick Watney,137,545,25.1
78,0,29425,Andrew Svoboda,135,474,28.5
79,0,28679,Fabián Gómez,133,516,25.8
79,0,30852,Ryo Ishikawa,133,540,24.6
81,0,34098,Russell Henley,131,468,28.0
82,0,10860,Justin Leonard,130,405,32.1
82,0,01810,Phil Mickelson,130,445,29.2
82,0,26596,Ryan Moore,130,459,28.3
82,0,23621,Rory Sabbatini,130,485,26.8
82,0,27064,Jhonattan Vegas,130,496,26.2
87,0,24357,K.J. Choi,129,433,29.8
87,0,35541,John Peterson,129,506,25.5
89,0,22371,Aaron Baddeley,128,505,25.3
89,0,25720,Chad Collins,128,473,27.1
89,0,27214,Kevin Streelman,128,473,27.1
92,0,24494,Erik Compton,127,535,23.7
92,0,08075,Jerry Kelly,127,502,25.3
94,0,35545,Blayne Barber,126,458,27.5
94,0,33141,Keegan Bradley,126,469,26.9
94,0,24781,Hunter Mahan,126,460,27.4
97,0,06567,Vijay Singh,125,487,25.7
98,0,35539,Luke Guthrie,124,497,24.9
98,0,27963,Chris Stroud,124,477,26.0
100,0,25364,Paul Casey,123,420,29.3
100,0,26300,Matt Jones,123,514,23.9
102,0,20229,Stewart Cink,122,435,28.0
102,0,39977,Max Homa,122,442,27.6
104,0,30925,Dustin Johnson,121,402,30.1
104,0,35451,Scott Pinckney,121,488,24.8
104,0,25240,D.A. Points,121,419,28.9
107,0,25900,Lucas Glover,120,438,27.4
107,0,23353,J.J. Henry,120,446,26.9
107,0,29222,Billy Hurley III,120,463,25.9
110,0,23983,Luke Donald,119,385,30.9
111,0,20157,Retief Goosen,118,446,26.5
112,0,24924,Bill Haas,117,467,25.1
112,0,29223,Sam Saunders,117,445,26.3
114,0,34130,Sung Joon Park,116,435,26.7
114,0,25349,Tim Wilkinson,116,409,28.4
116,0,24846,Ricky Barnes,115,473,24.3
117,0,34262,Jon Curran,114,440,25.9
117,0,36801,Mark Hubbard,114,419,27.2
117,0,26289,Boo Weekley,114,463,24.6
120,0,29289,S.Y. Noh,113,384,29.4
121,0,28307,Matt Every,112,419,26.7
121,0,34358,Jonathan Randolph,112,388,28.9
123,0,28089,Jason Day,111,443,25.1
123,0,22892,Jason Gore,111,400,27.8
123,0,31193,Jim Renner,111,353,31.4
126,0,28500,Martin Flores,110,511,21.5
126,0,23623,Bo Van Pelt,110,441,24.9
