RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,YEAR/TOURN#,ROUND,HOLE
101,0,23541,Ben Crane,54' 1",RBC Heritage,4,14 - Par 3
102,0,34431,Robert Streb,54' 1",WGC-Bridgestone,1,5 - Par 3 -
103,0,24361,Pat Perez,54' 0",John Deere Clas,3,7 - Par 3 -
104,0,32366,Kevin Chappell,54' 0",The Barclays,3,3 - Par 3 -
105,0,30944,Jason Kokrak,53' 9",Deutsche Bank,1,15 - Par 4
106,0,25572,Graeme McDowell,53' 7",Honda Classic,1,3 - Par 5 -
107,0,34256,Andrew Putnam,53' 5",St. Jude,1,16 - Par 5
108,0,35891,Cameron Smith,52' 8",Wyndham Champ,4,18 - Par 4
109,0,22046,Geoff Ogilvy,52' 6",Phoenix Open,2,7 - Par 3 -
110,0,29221,Webb Simpson,52' 6",Deutsche Bank,4,13 - Par 4
111,0,33780,Nick Cullen,52' 5",WGC-Bridgestone,2,15 - Par 3
112,0,20443,Jin Park,52' 0",Farmers Ins.,2,3 - Par 3 -
113,0,32334,Charlie Beljan,52' 0",Quicken Loans,2,11 - Par 3
114,0,36689,Brooks Koepka,51' 11",THE PLAYERS,1,15 - Par 4
115,0,27963,Chris Stroud,51' 9",RBC Heritage,2,11 - Par 4
116,0,10809,Jim Furyk,51' 7",Texas Open,1,10 - Par 4
117,0,23621,Rory Sabbatini,51' 7",Wells Fargo,2,5 - Par 5 -
118,0,40026,Daniel Berger,51' 6",The Barclays,1,6 - Par 3 -
119,0,33418,Shawn Stefani,51' 6",BMW Champ,1,13 - Par 4
120,0,30852,Ryo Ishikawa,51' 5",Travelers Champ,1,14 - Par 4
121,0,25841,Marc Warren,51' 5",PGA Championshi,2,18 - Par 4
122,0,31416,Derek Fathauer,51' 2",Sanderson Farms,2,2 - Par 4 -
123,0,24507,Jason Bohn,51' 2",Memorial Tourn,2,12 - Par 3
124,0,29974,Branden Grace,51' 2",WGC-Bridgestone,3,9 - Par 4 -
125,0,24490,George McNeill,51' 1",The Greenbrier,2,1 - Par 4 -
126,0,31559,Garrett Osborn,50' 11",Sanderson Farms,1,4 - Par 3 -
127,0,28679,Fabián Gómez,50' 11",Quicken Loans,1,16 - Par 3
128,0,02239,Scott Verplank,50' 10",Frys.com Open,1,18 - Par 5
129,0,26951,Johnson Wagner,50' 10",Shell Houston,3,1 - Par 4 -
130,0,28307,Matt Every,50' 10",The Barclays,1,5 - Par 4 -
131,0,24846,Ricky Barnes,50' 9",Shriners Hosp.,1,4 - Par 4 -
132,0,35545,Blayne Barber,50' 7",Shell Houston,1,9 - Par 3 -
133,0,22405,Justin Rose,50' 6",TOUR Champ,4,13 - Par 4
134,0,29420,Billy Horschel,50' 4",WGC-Cadillac,1,9 - Par 3 -
135,0,35300,Andrew Loupe,49' 11",John Deere Clas,1,9 - Par 4 -
136,0,32200,Roberto Castro,49' 9",John Deere Clas,1,18 - Par 4
137,0,28089,Jason Day,49' 9",Canadian Open,2,12 - Par 3
138,0,24925,Jonathan Byrd,49' 8",Farmers Ins.,1,4 - Par 4 -
139,0,27936,Martin Laird,49' 7",RBC Heritage,1,12 - Par 4
140,0,27214,Kevin Streelman,49' 5",Shriners Hosp.,1,10 - Par 4
141,0,33141,Keegan Bradley,49' 4",Phoenix Open,2,8 - Par 4 -
142,0,27095,Nick Watney,49' 4",Shell Houston,4,15 - Par 5
143,0,46501,Ollie Schniederjans,49' 4",Quicken Loans,3,11 - Par 3
144,0,33122,Russell Knox,49' 3",Arnold Palmer,4,15 - Par 4
145,0,20396,Lee Westwood,49' 0",WGC-Cadillac,1,7 - Par 4 -
146,0,21753,Brian Davis,48' 11",Valspar Champ,1,15 - Par 3
147,0,01810,Phil Mickelson,48' 11",St. Jude,4,14 - Par 3
148,0,10423,Mike Weir,48' 10",John Deere Clas,1,7 - Par 3 -
149,0,23481,Marcel Siem,48' 7",WGC-Bridgestone,1,4 - Par 4 -
150,0,20572,Rod Pampling,48' 6",Arnold Palmer,1,11 - Par 4
151,0,30946,Alex Prugh,48' 5",Shell Houston,4,14 - Par 3
152,0,34046,Jordan Spieth,48' 5",Memorial Tourn,2,5 - Par 5 -
153,0,25892,Steve Wheatcroft,48' 3",The McGladrey,1,15 - Par 5
154,0,28259,Sangmoon Bae,48' 2",BMW Champ,4,2 - Par 3 -
155,0,31449,Jeff Corr,48' 0",John Deere Clas,2,12 - Par 3
156,0,29535,Brice Garnett,47' 8",The McGladrey,2,11 - Par 4
157,0,34130,Sung Joon Park,47' 8",Texas Open,1,12 - Par 4
158,0,25349,Tim Wilkinson,47' 8",Quicken Loans,1,17 - Par 4
159,0,25191,Gonzalo Fernandez-Castaño,47' 7",Byron Nelson,1,17 - Par 3
160,0,28475,Jeff Overton,47' 7",St. Jude,1,5 - Par 4 -
161,0,24358,Robert Garrigus,47' 6",Honda Classic,2,9 - Par 4 -
162,0,24494,Erik Compton,47' 5",Humana,4,1 - Par 4 -
163,0,31557,Jim Herman,47' 5",Zurich Classic,4,6 - Par 4 -
164,0,23353,J.J. Henry,47' 4",Canadian Open,3,17 - Par 4
165,0,25274,Steven Bowditch,47' 3",The Greenbrier,3,14 - Par 4
166,0,33461,Morgan Hoffmann,47' 3",The Barclays,4,7 - Par 4 -
167,0,30711,Colt Knost,47' 1",Farmers Ins.,4,16 - Par 3
168,0,25198,Francesco Molinari,47' 1",Northern Trust,2,5 - Par 4 -
169,0,36699,Patrick Rodgers,47' 1",Memorial Tourn,4,17 - Par 4
170,0,24399,Scott Gardiner,47' 1",Wyndham Champ,1,10 - Par 4
171,0,23633,Phil Schmitt,47' 0",Sanderson Farms,2,7 - Par 3 -
172,0,27119,Koumei Oda,46' 11",WGC-Cadillac,2,7 - Par 4 -
173,0,20771,Steven Alker,46' 6",St. Jude,1,18 - Par 4
174,0,33110,Michael Smith,46' 3",Zurich Classic,4,12 - Par 4
175,0,23800,Bryce Molder,46' 1",Shell Houston,1,3 - Par 4 -
176,0,27141,J.B. Holmes,46' 0",Phoenix Open,3,12 - Par 3
177,0,20645,John Senden,45' 11",Crowne Plaza,2,16 - Par 3
178,0,23623,Bo Van Pelt,45' 9",Shell Houston,3,10 - Par 4
179,0,39537,Chris Naegel,45' 5",John Deere Clas,3,10 - Par 5
180,0,25834,Daniel Summerhays,45' 4",Shriners Hosp.,3,16 - Par 5
181,0,20593,Greg Chalmers,45' 4",Wyndham Champ,2,3 - Par 3 -
182,0,24748,WC Liang,45' 1",Sony Open,3,5 - Par 4 -
183,0,29289,S.Y. Noh,44' 8",Hyundai T of C,1,5 - Par 5 -
184,0,29222,Billy Hurley III,44' 8",Texas Open,4,3 - Par 3 -
185,0,46443,Brian Campbell,44' 5",John Deere Clas,2,18 - Par 4
186,0,31420,Anirban Lahiri,44' 4",WGC-Cadillac,4,4 - Par 3 -
187,0,20098,Stuart Appleby,44' 3",Frys.com Open,4,3 - Par 4 -
188,0,07867,Woody Austin,44' 2",Sanderson Farms,1,6 - Par 4 -
189,0,25369,Jamie Donaldson,44' 2",THE PLAYERS,3,17 - Par 3
190,0,20376,Stephen Gallacher,43' 9",Honda Classic,1,15 - Par 3
191,0,31202,William McGirt,43' 8",Texas Open,4,10 - Par 4
192,0,24912,Will MacKenzie,43' 7",The McGladrey,3,18 - Par 4
193,0,29425,Andrew Svoboda,43' 6",Barbasol Champ,2,4 - Par 4 -
194,0,31193,Jim Renner,43' 5",Sony Open,1,2 - Par 4 -
195,0,21350,Ryuji Imada,43' 4",Sony Open,1,2 - Par 4 -
196,0,33399,Adam Hadwin,43' 4",Crowne Plaza,4,16 - Par 3
197,0,33419,Cameron Tringale,43' 2",Shell Houston,1,11 - Par 4
198,0,26758,David Hearn,43' 1",BMW Champ,4,8 - Par 5 -
199,0,46442,Maverick McNealy,42' 11",The Greenbrier,2,18 - Par 3
200,0,34358,Jonathan Randolph,42' 11",Quicken Loans,2,4 - Par 3 -
201,0,22892,Jason Gore,42' 11",Wyndham Champ,2,1 - Par 4 -
202,0,37454,Whee Kim,42' 10",The McGladrey,2,18 - Par 4
203,0,20070,Matt Bettencourt,42' 9",Barbasol Champ,3,6 - Par 3 -
204,0,29926,Danny Lee,42' 8",Deutsche Bank,3,11 - Par 3
205,0,25900,Lucas Glover,42' 4",Sanderson Farms,1,1 - Par 4 -
206,0,08793,Tiger Woods,42' 4",Quicken Loans,4,9 - Par 3 -
207,0,21284,Hiroyuki Fujita,42' 3",WGC-Cadillac,3,13 - Par 3
208,0,01116,Michael Bradley,42' 3",Barbasol Champ,1,4 - Par 4 -
209,0,28132,Tyrone Van Aswegen,42' 3",Barbasol Champ,4,9 - Par 4 -
210,0,10381,Curtis Thompson,42' 2",Sony Open,2,14 - Par 4
211,0,24663,Y.E. Yang,42' 2",Honda Classic,4,17 - Par 3
212,0,30750,Tommy Gainey,41' 11",Shriners Hosp.,1,18 - Par 4
213,0,36326,David Lipsky,41' 10",WGC-Cadillac,2,11 - Par 4
214,0,12652,Cameron Beckman,41' 8",John Deere Clas,2,3 - Par 3 -
215,0,24980,Scott Gutschewski,41' 4",Wells Fargo,4,1 - Par 4 -
216,0,33120,Mark Anderson,41' 3",Byron Nelson,1,17 - Par 3
217,0,33486,Roger Sloan,41' 2",John Deere Clas,2,3 - Par 3 -
218,0,24138,Ian Poulter,41' 0",Valspar Champ,4,14 - Par 5
219,0,34409,David Lingmerth,40' 11",The McGladrey,2,13 - Par 4
220,0,10885,Robert Allenby,40' 11",THE PLAYERS,2,1 - Par 4 -
221,0,30926,Chris Kirk,40' 11",Crowne Plaza,1,4 - Par 3 -
222,0,24461,Thomas Aiken,40' 10",WGC-Cadillac,2,17 - Par 4
223,0,20766,Padraig Harrington,40' 10",Shell Houston,1,11 - Par 4
224,0,24024,Zach Johnson,40' 7",Phoenix Open,1,1 - Par 4 -
225,0,20157,Retief Goosen,40' 7",Valspar Champ,3,13 - Par 3
226,0,24511,Thongchai Jaidee,40' 6",WGC-Cadillac,3,12 - Par 5
227,0,02106,Chris Smith,40' 5",John Deere Clas,1,9 - Par 4 -
228,0,01706,Davis Love III,40' 2",PGA Championshi,2,16 - Par 5
229,0,26331,Charl Schwartzel,39' 11",Shell Houston,2,1 - Par 4 -
230,0,34126,Scott Vincent,39' 11",RBC Heritage,3,12 - Par 4
231,0,32640,Troy Merritt,39' 11",Canadian Open,2,5 - Par 4 -
232,0,22293,Heath Slocum,39' 10",Sanderson Farms,3,17 - Par 4
233,0,08725,Tom Gillis,39' 8",Frys.com Open,2,2 - Par 3 -
234,0,27554,Scott Harrington,39' 8",Phoenix Open,1,11 - Par 4
235,0,22621,Ben Curtis,39' 7",Travelers Champ,2,5 - Par 3 -
236,0,28339,Victor Dubuisson,39' 5",Shell Houston,4,13 - Par 5
237,0,34262,Jon Curran,39' 3",St. Jude,3,16 - Par 5
238,0,27896,Ross Fisher,39' 2",WGC-Cadillac,3,17 - Par 4
239,0,28751,Andrew Dodt,39' 2",WGC-Bridgestone,2,6 - Par 4 -
240,0,36836,Cory Whitsett,39' 1",Sanderson Farms,3,13 - Par 3
241,0,30978,Kiradech Aphibarnrat,39' 1",Arnold Palmer,2,17 - Par 3
242,0,30996,Mark Baldwin,39' 0",Shriners Hosp.,1,3 - Par 4 -
243,0,01945,Kenny Perry,38' 11",Byron Nelson,1,8 - Par 4 -
244,0,19803,Ryan Armour,38' 8",The McGladrey,1,3 - Par 3 -
245,0,47745,Zach Steffen,38' 7",John Deere Clas,1,1 - Par 4 -
246,0,29484,Peter Uihlein,38' 6",Sanderson Farms,1,12 - Par 4
247,0,29454,Bernd Wiesberger,38' 5",WGC-Bridgestone,3,15 - Par 3
248,0,34579,Alexander Levy,38' 3",Arnold Palmer,1,9 - Par 4 -
249,0,48116,Ben Schlottman,38' 3",Barbasol Champ,1,10 - Par 4
250,0,34259,Mark Silvers,38' 2",The McGladrey,1,17 - Par 3
251,0,06575,Dudley Hart,38' 2",Texas Open,1,18 - Par 5
252,0,27408,Martin Kaymer,38' 1",PGA Championshi,3,8 - Par 4 -
253,0,23325,Vaughn Taylor,37' 11",Sanderson Farms,3,9 - Par 4 -
254,0,34099,Harris English,37' 9",St. Jude,2,6 - Par 4 -
255,0,22961,David Mathis,37' 9",Canadian Open,2,16 - Par 5
256,0,36685,Cameron Wilson,37' 6",Frys.com Open,2,3 - Par 4 -
257,0,25444,Justin Hicks,37' 6",Sanderson Farms,3,6 - Par 4 -
258,0,24449,Parker McLachlin,37' 6",Barbasol Champ,1,3 - Par 4 -
259,0,23048,Eric Axley,37' 5",Canadian Open,1,18 - Par 5
260,0,39251,Ryan Ruffels,37' 3",Canadian Open,1,2 - Par 5 -
261,0,23320,Ryan Palmer,37' 1",Byron Nelson,1,18 - Par 4
262,0,26851,Marc Leishman,36' 11",Farmers Ins.,3,16 - Par 3
263,0,26596,Ryan Moore,36' 10",Valspar Champ,2,11 - Par 5
264,0,32876,Martin Piller,36' 6",Barbasol Champ,2,10 - Par 4
265,0,22913,John Rollins,36' 5",The McGladrey,1,17 - Par 3
266,0,26679,Kevin Stadler,36' 5",John Deere Clas,1,18 - Par 4
267,0,39954,Cody Gribble,36' 2",Shell Houston,2,6 - Par 4 -
268,0,23614,Rich Beem,36' 2",PGA Championshi,2,8 - Par 4 -
269,0,26289,Boo Weekley,36' 0",Arnold Palmer,2,9 - Par 4 -
270,0,20657,Nigel Spence,35' 9",Shriners Hosp.,2,9 - Par 5 -
271,0,34087,Carlos Sainz Jr,35' 9",Barbasol Champ,4,7 - Par 4 -
272,0,27436,Graham DeLaet,35' 8",Northern Trust,4,13 - Par 4
273,0,33449,Zack Sucher,35' 7",The McGladrey,2,1 - Par 4 -
274,0,20691,Greg Owen,35' 7",St. Jude,1,18 - Par 4
275,0,47127,David Pastore,35' 7",Travelers Champ,2,4 - Par 4 -
276,0,47828,Thomas Lim,35' 6",Crowne Plaza,2,10 - Par 4
277,0,01707,Steve Lowery,35' 6",Barbasol Champ,3,9 - Par 4 -
278,0,27796,Joe Affrunti,35' 4",Zurich Classic,2,3 - Par 3 -
279,0,24459,Richard Sterne,35' 2",Memorial Tourn,2,4 - Par 3 -
280,0,30692,Scott Stallings,35' 2",The Greenbrier,3,1 - Par 4 -
281,0,33948,Byeong Hun An,35' 2",WGC-Bridgestone,3,3 - Par 4 -
282,0,26881,Jarrod Lyle,35' 1",Shriners Hosp.,2,11 - Par 4
283,0,32757,Patton Kizzire,34' 11",The McGladrey,1,12 - Par 3
284,0,39990,Kyle Bilodeau,34' 8",Travelers Champ,1,5 - Par 3 -
285,0,07547,Craig Kanada,34' 3",Sanderson Farms,1,9 - Par 4 -
286,0,47643,Lance Lopez,34' 1",Texas Open,1,7 - Par 3 -
287,0,28937,George Coetzee,33' 8",PGA Championshi,4,9 - Par 4 -
288,0,46569,Bradley Neil,33' 7",Memorial Tourn,1,15 - Par 5
289,0,30736,Oscar Fraustro,33' 0",Farmers Ins.,2,15 - Par 4
290,0,25031,Andy Miller,32' 10",Frys.com Open,2,16 - Par 5
291,0,02256,Tom Watson,32' 10",RBC Heritage,1,12 - Par 4
292,0,31114,Drew Weaver,32' 10",Canadian Open,1,5 - Par 4 -
293,0,27349,Alex Noren,32' 9",WGC-Cadillac,3,2 - Par 4 -
294,0,23778,Brad Adamonis,32' 9",Travelers Champ,2,7 - Par 4 -
295,0,47994,Lee McCoy,32' 8",John Deere Clas,4,11 - Par 4
296,0,28300,Joost Luiten,32' 7",Honda Classic,3,15 - Par 3
297,0,20433,Mark Hensby,32' 6",Barbasol Champ,2,6 - Par 3 -
298,0,06573,Brandt Jobe,32' 4",AT&T Pebble,3,6 - Par 5 -
299,0,28237,Rory McIlroy,32' 4",Honda Classic,1,17 - Par 3
300,0,23322,Brett Wetterich,32' 4",Barbasol Champ,1,10 - Par 4
301,0,48026,Zack Vervaecke,31' 10",John Deere Clas,1,13 - Par 4
302,0,06332,Neal Lancaster,31' 10",Wyndham Champ,1,17 - Par 4
303,0,01226,Fred Couples,31' 8",Northern Trust,1,17 - Par 5
304,0,47472,MJ Maguire,31' 8",Arnold Palmer,2,13 - Par 4
305,0,01948,Tim Petrovic,31' 8",John Deere Clas,2,17 - Par 5
306,0,35314,Andy Sullivan,31' 8",PGA Championshi,2,9 - Par 4 -
307,0,19825,Darren Clarke,31' 7",Shell Houston,2,12 - Par 4
308,0,37061,Matt Thompson,31' 7",Wells Fargo,1,6 - Par 3 -
309,0,39977,Max Homa,31' 5",John Deere Clas,2,3 - Par 3 -
310,0,33592,Andy Pope,31' 2",The McGladrey,2,14 - Par 4
311,0,33204,Shane Lowry,31' 2",Arnold Palmer,2,10 - Par 4
312,0,07457,Steve Flesch,31' 2",Crowne Plaza,3,15 - Par 4
313,0,08931,Glen Day,31' 1",John Deere Clas,3,4 - Par 4 -
314,0,27747,Hiroshi Iwata,31' 0",Sony Open,2,12 - Par 4
315,0,34314,Sebastian Cappelen,30' 10",Sanderson Farms,1,7 - Par 3 -
316,0,10585,Scott McCarron,30' 6",Sanderson Farms,2,15 - Par 4
317,0,02246,Duffy Waldorf,30' 4",Barbasol Champ,4,15 - Par 4
318,0,47225,Ryan Kennedy,30' 3",PGA Championshi,1,9 - Par 4 -
319,0,23821,Yusaku Miyazato,29' 10",Sony Open,1,1 - Par 4 -
320,0,01200,Keith Clearwater,29' 10",Barbasol Champ,1,1 - Par 4 -
321,0,32485,Sean Dougherty,29' 10",PGA Championshi,1,11 - Par 5
322,0,27506,Oliver Wilson,29' 7",WGC-Bridgestone,2,9 - Par 4 -
323,0,23540,Jason Allred,29' 2",Sanderson Farms,3,14 - Par 5
324,0,22986,Søren Kjeldsen,29' 2",WGC-Bridgestone,1,13 - Par 4
325,0,20160,Charlie Wi,29' 0",Sanderson Farms,2,10 - Par 3
326,0,23497,Tag Ridings,29' 0",St. Jude,1,10 - Par 4
327,0,25289,Steven Jeffress,28' 11",WGC-Cadillac,2,11 - Par 4
328,0,19958,Miguel Angel Jiménez,28' 10",PGA Championshi,2,16 - Par 5
329,0,35378,Jun Hak Lee,28' 6",Travelers Champ,2,7 - Par 4 -
330,0,46441,Robby Shelton,28' 4",Barbasol Champ,1,1 - Par 4 -
331,0,27652,Johan Kok,28' 4",PGA Championshi,1,13 - Par 4
332,0,48705,Dalton Ward,28' 4",Wyndham Champ,1,2 - Par 4 -
333,0,34296,Wes Homan,28' 2",Shriners Hosp.,2,9 - Par 5 -
334,0,31646,Emiliano Grillo,28' 1",Barbasol Champ,3,8 - Par 3 -
335,0,25457,Alexandre Rocha,27' 11",Travelers Champ,2,5 - Par 3 -
336,0,34096,Matt Fast,27' 7",Sanderson Farms,1,11 - Par 5
337,0,01761,Len Mattiace,27' 6",Canadian Open,1,16 - Par 5
338,0,46440,Smylie Kaufman,27' 5",Barbasol Champ,1,10 - Par 4
339,0,33545,Grant Sturgeon,27' 3",PGA Championshi,2,5 - Par 5 -
340,0,34195,Christopher Brown,27' 2",Byron Nelson,1,3 - Par 4 -
341,0,45862,Jean-Philip Cornellier,27' 2",Travelers Champ,1,13 - Par 5
342,0,10944,Thomas Bjørn,26' 11",WGC-Bridgestone,4,11 - Par 4
343,0,06515,Shaun Micheel,26' 9",PGA Championshi,1,17 - Par 3
344,0,37076,Marcelo Rozo,26' 8",Canadian Open,2,12 - Par 3
345,0,06621,Joe Durant,26' 7",Sanderson Farms,2,10 - Par 3
346,0,27114,Ben Willman,26' 7",Shell Houston,2,15 - Par 5
347,0,02230,Stan Utley,26' 7",Barbasol Champ,2,14 - Par 4
348,0,29670,Pablo Larrazabal,26' 6",WGC-Bridgestone,1,13 - Par 4
349,0,37092,Hyung-Sung Kim,26' 5",Sony Open,2,10 - Par 4
350,0,01473,Todd Hamilton,26' 5",John Deere Clas,2,14 - Par 4
351,0,46932,Gunn Yang,26' 3",Memorial Tourn,1,11 - Par 5
