RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES,GREENS HIT
1,0,06527,Steve Stricker,35.33,289,818
2,0,25562,Andres Romero,34.47,294,853
3,0,23983,Luke Donald,34.11,277,812
4,0,25274,Steven Bowditch,33.80,316,935
4,0,28089,Jason Day,33.80,288,852
6,0,32102,Rickie Fowler,33.69,315,935
7,0,27141,J.B. Holmes,33.54,212,632
8,0,30925,Dustin Johnson,33.41,291,871
9,0,29221,Webb Simpson,33.28,409,1229
10,0,27095,Nick Watney,33.26,308,926
11,0,25396,Kevin Na,33.12,305,921
12,0,22371,Aaron Baddeley,32.99,291,882
13,0,22046,Geoff Ogilvy,32.53,242,744
14,0,27649,Brandt Snedeker,32.52,321,987
15,0,20848,Ángel Cabrera,32.51,172,529
16,0,24781,Hunter Mahan,32.36,356,1100
17,0,12716,Charley Hoffman,32.24,355,1101
18,0,11123,Chris Couch,32.16,273,849
19,0,25804,Bubba Watson,31.96,317,992
20,0,23108,Matt Kuchar,31.86,338,1061
21,0,24358,Robert Garrigus,31.85,314,986
22,0,23800,Bryce Molder,31.84,298,936
23,0,27936,Martin Laird,31.57,287,909
24,0,01810,Phil Mickelson,31.46,291,925
25,0,30110,Kyle Stanley,31.45,346,1100
26,0,25345,Carl Pettersson,31.42,345,1098
27,0,28158,Steve Marino,31.33,281,897
28,0,24361,Pat Perez,31.28,279,892
29,0,25818,Scott Piercy,31.24,274,877
30,0,21949,Joe Ogilvie,31.21,235,753
31,0,01577,Lee Janzen,31.17,197,632
32,0,29718,Anthony Kim,31.13,245,787
33,0,07457,Steve Flesch,31.08,281,904
34,0,30926,Chris Kirk,31.03,323,1041
34,0,31323,Gary Woodland,31.03,360,1160
36,0,25240,D.A. Points,30.95,321,1037
37,0,21731,Freddie Jacobson,30.94,297,960
38,0,24502,Adam Scott,30.83,222,720
39,0,06567,Vijay Singh,30.72,290,944
40,0,20157,Retief Goosen,30.69,174,567
41,0,25900,Lucas Glover,30.67,269,877
42,0,20160,Charlie Wi,30.60,291,951
43,0,30750,Tommy Gainey,30.56,368,1204
44,0,27064,Jhonattan Vegas,30.54,295,966
45,0,23320,Ryan Palmer,30.53,280,917
46,0,23638,Brendon de Jonge,30.49,368,1207
47,0,19970,Robert Karlsson,30.46,205,673
47,0,26596,Ryan Moore,30.46,258,847
49,0,33141,Keegan Bradley,30.32,312,1029
50,0,35087,Bio Kim,30.26,210,694
51,0,21753,Brian Davis,30.19,384,1272
51,0,26300,Matt Jones,30.19,240,795
53,0,26476,Chez Reavie,30.16,342,1134
54,0,24663,Y.E. Yang,30.12,200,664
55,0,29910,Blake Adams,30.07,396,1317
56,0,26331,Charl Schwartzel,30.06,199,662
57,0,24490,George McNeill,30.00,210,700
58,0,33413,Ben Martin,29.85,243,814
59,0,24604,Hunter Haas,29.84,327,1096
60,0,20070,Matt Bettencourt,29.81,279,936
61,0,10505,Shane Bertsch,29.77,192,645
62,0,12652,Cameron Beckman,29.74,226,760
63,0,20229,Stewart Cink,29.71,227,764
64,0,02206,David Toms,29.65,276,931
65,0,23409,James Driscoll,29.61,220,743
66,0,21407,Arjun Atwal,29.57,306,1035
66,0,25572,Graeme McDowell,29.57,165,558
68,0,27330,Josh Teater,29.54,348,1178
69,0,25686,Jason Dufner,29.53,277,938
