RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
1,0,02206,David Toms,91.48,204,223,-0.52
2,0,08545,Glen Hnatiuk,91.03,142,156,-0.48
3,0,02223,Bob Tway,90.86,179,197,-0.47
4,0,01361,Dan Forsman,90.71,166,183,-0.49
5,0,01677,Tom Lehman,90.06,145,161,-0.43
6,0,01313,Steve Elkington,90.05,172,191,-0.47
7,0,06373,José María Olazábal,89.63,121,135,-0.55
8,0,12826,Paul Claxton,89.36,210,235,-0.40
9,0,06621,Joe Durant,89.34,218,244,-0.42
10,0,20098,Stuart Appleby,89.12,213,239,-0.49
11,0,24925,Jonathan Byrd,88.77,324,365,-0.56
12,0,02010,Loren Roberts,88.70,102,115,-0.48
13,0,01139,Olin Browne,88.49,223,252,-0.43
14,0,24138,Ian Poulter,88.42,84,95,-0.51
15,0,22293,Heath Slocum,88.32,295,334,-0.43
16,0,23983,Luke Donald,88.18,97,110,-0.46
17,0,23325,Vaughn Taylor,87.99,315,358,-0.52
18,0,10809,Jim Furyk,87.98,183,208,-0.52
19,0,01035,Tommy Armour III,87.96,263,299,-0.46
20,0,26420,Richard Johnson,87.92,131,149,-0.50
21,0,12662,Thomas Levet,87.91,80,91,-0.45
22,0,21753,Brian Davis,87.76,215,245,-0.56
22,0,20382,Stephen Leaney,87.76,215,245,-0.49
24,0,06575,Dudley Hart,87.73,193,220,-0.53
25,0,06004,Stephen Ames,87.71,157,179,-0.52
26,0,21878,Mark Wilson,87.69,171,195,-0.46
27,0,20548,Hidemichi Tanaka,87.50,273,312,-0.46
28,0,20766,Padraig Harrington,87.41,125,143,-0.58
29,0,20812,Tjaart van der Walt,87.37,173,198,-0.45
30,0,19881,Robert Damron,87.24,212,243,-0.42
31,0,06567,Vijay Singh,87.10,385,442,-0.54
32,0,23320,Ryan Palmer,87.06,269,309,-0.53
32,0,02106,Chris Smith,87.06,296,340,-0.49
34,0,21407,Arjun Atwal,86.94,193,222,-0.59
35,0,10885,Robert Allenby,86.89,232,267,-0.55
35,0,21209,Sergio Garcia,86.89,212,244,-0.51
35,0,01457,Jay Haas,86.89,106,122,-0.44
38,0,01553,John Huston,86.87,258,297,-0.49
39,0,12652,Cameron Beckman,86.76,236,272,-0.49
39,0,22046,Geoff Ogilvy,86.76,236,272,-0.50
41,0,10423,Mike Weir,86.71,137,158,-0.44
42,0,22913,John Rollins,86.67,312,360,-0.55
43,0,23135,Tim Clark,86.64,214,247,-0.52
44,0,06515,Shaun Micheel,86.63,175,202,-0.50
45,0,12602,Dean Wilson,86.58,200,231,-0.56
46,0,02239,Scott Verplank,86.51,186,215,-0.54
47,0,23322,Brett Wetterich,86.42,280,324,-0.46
48,0,06251,Chris DiMarco,86.41,178,206,-0.46
49,0,20502,Michael Long,86.36,209,242,-0.47
50,0,01723,Andrew Magee,86.33,221,256,-0.49
51,0,27095,Nick Watney,86.32,265,307,-0.59
52,0,08123,Jeff Brehaut,86.28,195,226,-0.54
52,0,01948,Tim Petrovic,86.28,239,277,-0.52
54,0,25345,Carl Pettersson,86.25,276,320,-0.51
55,0,01707,Steve Lowery,86.15,280,325,-0.52
56,0,23497,Tag Ridings,86.13,298,346,-0.53
57,0,20628,Arron Oberholser,86.11,155,180,-0.47
58,0,07749,Brett Quigley,86.08,266,309,-0.52
59,0,01766,Billy Mayfair,86.07,309,359,-0.58
60,0,19824,Craig Barlow,86.06,216,251,-0.47
61,0,10201,Matt Gogel,86.05,185,215,-0.44
62,0,01577,Lee Janzen,86.01,166,193,-0.49
63,0,01157,Tom Byrum,86.00,172,200,-0.44
64,0,01666,Bernhard Langer,85.92,122,142,-0.48
65,0,01928,Corey Pavin,85.90,134,156,-0.46
66,0,23349,Charles Warren,85.89,280,326,-0.53
67,0,06034,Marco Dawson,85.86,261,304,-0.48
68,0,19846,Brian Gay,85.82,230,268,-0.46
69,0,20121,Todd Fischer,85.81,260,303,-0.47
70,0,12782,Tim Herron,85.77,223,260,-0.49
71,0,24024,Zach Johnson,85.76,277,323,-0.49
72,0,01927,Dennis Paulson,85.71,186,217,-0.51
73,0,20850,Daniel Chopra,85.67,299,349,-0.48
74,0,20663,Brenden Pappas,85.64,167,195,-0.64
75,0,21951,Joey Snyder III,85.62,250,292,-0.52
76,0,21350,Ryuji Imada,85.60,208,243,-0.50
77,0,01797,Rocco Mediate,85.59,202,236,-0.46
78,0,21961,Charles Howell III,85.55,225,263,-0.60
79,0,01724,Jeff Maggert,85.44,176,206,-0.48
80,0,10585,Scott McCarron,85.39,187,219,-0.49
81,0,24781,Hunter Mahan,85.37,321,376,-0.52
82,0,06595,Kevin Sutherland,85.16,218,256,-0.55
83,0,10860,Justin Leonard,85.14,126,148,-0.53
84,0,07223,Brian Bateman,85.11,240,282,-0.53
85,0,12510,Chad Campbell,85.06,205,241,-0.58
86,0,07867,Woody Austin,84.91,287,338,-0.57
87,0,01024,Billy Andrade,84.90,208,245,-0.53
88,0,01175,Jim Carter,84.89,118,139,-0.29
88,0,23353,J.J. Henry,84.89,264,311,-0.52
90,0,01619,Skip Kendall,84.87,202,238,-0.39
91,0,01142,Bart Bryant,84.85,224,264,-0.53
92,0,20498,Briny Baird,84.81,240,283,-0.57
93,0,01320,Bob Estes,84.78,195,230,-0.52
94,0,23409,James Driscoll,84.74,211,249,-0.55
95,0,24980,Scott Gutschewski,84.71,266,314,-0.53
96,0,06527,Steve Stricker,84.69,166,196,-0.61
97,0,20127,Chris Riley,84.62,99,117,-0.42
97,0,02246,Duffy Waldorf,84.62,198,234,-0.50
99,0,10117,Bob Heintz,84.58,181,214,-0.51
99,0,20094,Jonathan Kaye,84.58,214,253,-0.47
101,0,01161,Mark Calcavecchia,84.54,246,291,-0.53
102,0,20229,Stewart Cink,84.44,190,225,-0.46
103,0,24912,Will MacKenzie,84.42,233,276,-0.53
104,0,24502,Adam Scott,84.41,157,186,-0.61
105,0,21806,Paul Gow,84.36,205,243,-0.41
106,0,10733,Kent Jones,84.33,226,268,-0.51
106,0,01685,J.L. Lewis,84.33,253,300,-0.47
108,0,08993,Franklin Langham,84.26,198,235,-0.41
109,0,06573,Brandt Jobe,84.23,235,279,-0.59
110,0,01381,Fred Funk,84.17,218,259,-0.45
111,0,01219,John Cook,84.15,154,183,-0.45
112,0,10425,Jay Williamson,84.08,132,157,-0.45
113,0,26287,Roland Thatcher,84.07,248,295,-0.41
114,0,22371,Aaron Baddeley,84.06,211,251,-0.58
115,0,11032,Frank Lickliter II,84.05,295,351,-0.56
116,0,12823,Carlos Franco,84.03,221,263,-0.51
117,0,20572,Rod Pampling,84.01,226,269,-0.57
117,0,08793,Tiger Woods,84.01,226,269,-0.64
119,0,20691,Greg Owen,83.99,236,281,-0.53
120,0,22405,Justin Rose,83.97,288,343,-0.51
121,0,20099,Doug Barron,83.94,209,249,-0.47
122,0,20474,Phillip Price,83.90,198,236,-0.53
123,0,01042,Paul Azinger,83.89,177,211,-0.47
124,0,06599,John Elliott,83.77,160,191,-0.45
125,0,08725,Tom Gillis,83.74,206,246,-0.45
125,0,20634,Peter Lonard,83.74,170,203,-0.52
127,0,02214,Kirk Triplett,83.72,108,129,-0.52
128,0,24507,Jason Bohn,83.70,231,276,-0.61
128,0,07457,Steve Flesch,83.70,190,227,-0.48
130,0,01945,Kenny Perry,83.69,195,233,-0.48
131,0,24290,D.J. Brigman,83.67,164,196,-0.49
132,0,01132,Mark Brooks,83.60,158,189,-0.41
133,0,01226,Fred Couples,83.53,142,170,-0.52
134,0,20433,Mark Hensby,83.51,162,194,-0.57
135,0,01418,Bill Glasson,83.45,121,145,-0.40
136,0,23541,Ben Crane,83.42,166,199,-0.62
137,0,08075,Jerry Kelly,83.40,221,265,-0.46
138,0,21959,Ted Purdy,83.33,315,378,-0.49
138,0,26679,Kevin Stadler,83.33,305,366,-0.55
140,0,24227,Justin Bolli,83.25,174,209,-0.48
141,0,01823,Larry Mize,83.23,129,155,-0.43
141,0,21498,Hideto Tanihara,83.23,134,161,-0.42
143,0,01941,Tom Pernice Jr.,83.13,266,320,-0.53
144,0,28088,Matt Davidson,83.05,147,177,-0.49
144,0,23623,Bo Van Pelt,83.05,289,348,-0.57
146,0,01329,Brad Faxon,83.04,142,171,-0.49
146,0,12680,Shigeki Maruyama,83.04,235,283,-0.57
148,0,01127,Danny Briggs,83.00,166,200,-0.42
149,0,08385,Omar Uresti,82.96,224,270,-0.53
150,0,20645,John Senden,82.94,282,340,-0.54
151,0,01810,Phil Mickelson,82.91,194,234,-0.58
152,0,24604,Hunter Haas,82.85,227,274,-0.54
153,0,10912,Craig Perks,82.81,159,192,-0.46
154,0,02104,Jeff Sluman,82.80,231,279,-0.56
155,0,22295,Darron Stiles,82.72,225,272,-0.48
156,0,12454,Mario Tiziani,82.71,177,214,-0.45
157,0,06332,Neal Lancaster,82.60,280,339,-0.50
158,0,24357,K.J. Choi,82.58,128,155,-0.58
159,0,24140,Sean O'Hair,82.52,255,309,-0.53
160,0,23614,Rich Beem,82.50,132,160,-0.52
161,0,01887,Mark O'Meara,82.47,127,154,-0.43
162,0,20472,Alex Cejka,82.33,205,249,-0.47
163,0,23108,Matt Kuchar,82.26,153,186,-0.39
163,0,20396,Lee Westwood,82.26,102,124,-0.52
165,0,26758,David Hearn,82.17,189,230,-0.45
166,0,23621,Rory Sabbatini,82.06,183,223,-0.50
167,0,20157,Retief Goosen,82.04,137,167,-0.64
168,0,23063,Scott Hend,81.93,272,332,-0.54
169,0,01487,Jeff Hart,81.92,145,177,-0.42
170,0,25900,Lucas Glover,81.87,271,331,-0.54
171,0,01706,Davis Love III,81.86,167,204,-0.58
172,0,25240,D.A. Points,81.85,248,303,-0.50
173,0,21949,Joe Ogilvie,81.79,256,313,-0.54
174,0,10962,Bradley Hughes,81.76,139,170,-0.43
175,0,01388,Robert Gamez,81.67,205,251,-0.54
176,0,25396,Kevin Na,81.56,199,244,-0.49
177,0,23788,D.J. Trahan,81.49,229,281,-0.62
178,0,08537,J.P. Hayes,81.42,149,183,-0.55
179,0,12645,Brent Geiberger,81.22,147,181,-0.52
180,0,23540,Jason Allred,81.05,201,248,-0.43
181,0,21805,Harrison Frazar,80.96,319,394,-0.58
182,0,21731,Freddie Jacobson,80.95,153,189,-0.46
182,0,24361,Pat Perez,80.95,221,273,-0.44
184,0,23552,Hank Kuehne,80.94,259,320,-0.54
185,0,23036,Chris Anderson,80.87,148,183,-0.52
186,0,20378,Mathias Grönberg,80.83,194,240,-0.53
187,0,08931,Glen Day,80.70,230,285,-0.41
187,0,01761,Len Mattiace,80.70,184,228,-0.44
189,0,23725,Brendan Jones,80.65,250,310,-0.52
190,0,01599,Steve Jones,80.56,116,144,-0.44
191,0,02101,Joey Sindelar,80.36,315,392,-0.49
192,0,12660,Jesper Parnevik,80.24,203,253,-0.52
193,0,22548,Patrick Sheehan,79.81,253,317,-0.50
194,0,01473,Todd Hamilton,79.63,215,270,-0.53
195,0,22621,Ben Curtis,79.62,125,157,-0.38
196,0,20160,Charlie Wi,79.41,162,204,-0.50
197,0,06197,Michael Allen,79.31,207,261,-0.56
198,0,21633,Steve Allan,78.70,255,324,-0.51
199,0,25847,Rob Rashell,78.65,140,178,-0.49
200,0,19972,José Coceres,78.33,141,180,-0.43
201,0,20623,Gavin Coles,78.22,158,202,-0.46
202,0,01249,John Daly,77.62,222,286,-0.54
