RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),ATTEMPTS
1,0,01927,Dennis Paulson,6' 7",993.083,150
1,0,01968,Nick Price,6' 7",701.000,106
3,0,02104,Jeff Sluman,6' 8",1159.833,174
4,0,01948,Tim Petrovic,7' 1",910.167,128
5,0,06251,Chris DiMarco,7' 2",1063.417,149
6,0,02223,Bob Tway,7' 3",1136.500,157
7,0,01175,Jim Carter,7' 4",1161.083,159
7,0,01569,Peter Jacobsen,7' 4",765.750,104
7,0,06567,Vijay Singh,7' 4",1025.583,140
7,0,08793,Tiger Woods,7' 4",549.333,75
11,0,08545,Glen Hnatiuk,7' 5",1234.083,166
11,0,01527,Scott Hoch,7' 5",716.750,97
13,0,01157,Tom Byrum,7' 6",863.750,115
13,0,19972,José Coceres,7' 6",736.333,98
13,0,02206,David Toms,7' 6",1071.583,143
16,0,12388,Michael Clark II,7' 7",1177.417,156
16,0,01553,John Huston,7' 7",878.083,116
16,0,20572,Rod Pampling,7' 7",1065.167,141
19,0,19824,Craig Barlow,7' 8",825.500,108
19,0,01361,Dan Forsman,7' 8",878.000,114
19,0,21209,Sergio Garcia,7' 8",788.750,103
19,0,08537,J.P. Hayes,7' 8",935.667,122
19,0,08075,Jerry Kelly,7' 8",1160.250,151
19,0,20634,Peter Lonard,7' 8",913.750,119
25,0,01219,John Cook,7' 9",761.167,98
25,0,19817,Michael Muehr,7' 9",809.833,104
27,0,06522,Ernie Els,7' 10",714.667,91
27,0,02002,John Riegger,7' 10",1060.250,136
29,0,11011,Mike Sposa,7' 11",1551.667,196
29,0,02257,Brian Watts,7' 11",811.667,102
31,0,23983,Luke Donald,8' 0",1265.583,158
31,0,01329,Brad Faxon,8' 0",926.583,116
31,0,10201,Matt Gogel,8' 0",934.667,117
34,0,10860,Justin Leonard,8' 1",1188.333,147
34,0,01810,Phil Mickelson,8' 1",1383.417,171
36,0,10885,Robert Allenby,8' 2",1269.833,156
36,0,06004,Stephen Ames,8' 2",1016.500,124
36,0,07003,David Berganio Jr.,8' 2",1067.417,131
36,0,01132,Mark Brooks,8' 2",1431.167,176
36,0,01475,Donnie Hammond,8' 2",728.500,89
36,0,01761,Len Mattiace,8' 2",1526.917,187
36,0,02245,Grant Waite,8' 2",1251.417,154
43,0,01307,Joel Edwards,8' 3",1326.417,161
43,0,10809,Jim Furyk,8' 3",743.333,90
43,0,12782,Tim Herron,8' 3",1196.500,145
43,0,01549,Mike Hulbert,8' 3",727.167,88
43,0,02101,Joey Sindelar,8' 3",1318.333,159
43,0,06527,Steve Stricker,8' 3",774.500,94
49,0,07867,Woody Austin,8' 4",1616.750,194
49,0,01320,Bob Estes,8' 4",1058.750,127
49,0,20094,Jonathan Kaye,8' 4",1331.667,160
49,0,20645,John Senden,8' 4",1088.500,130
53,0,20098,Stuart Appleby,8' 5",1040.417,124
53,0,01042,Paul Azinger,8' 5",767.917,91
53,0,01378,David Frost,8' 5",1296.000,154
53,0,21961,Charles Howell III,8' 5",1332.667,159
53,0,01685,J.L. Lewis,8' 5",1304.250,155
53,0,12753,David Morland IV,8' 5",1088.917,129
53,0,10649,Tom Scherrer,8' 5",1362.667,162
53,0,20566,Kaname Yokoo,8' 5",973.917,116
61,0,09011,David Duval,8' 6",984.917,116
61,0,07457,Steve Flesch,8' 6",1265.583,149
61,0,06575,Dudley Hart,8' 6",1097.667,129
61,0,06332,Neal Lancaster,8' 6",1296.667,152
61,0,06373,José María Olazábal,8' 6",938.333,110
66,0,23135,Tim Clark,8' 7",976.750,114
66,0,19846,Brian Gay,8' 7",1472.083,171
66,0,06515,Shaun Micheel,8' 7",1312.167,153
66,0,10457,Frank Nobilo,8' 7",1395.167,163
66,0,20127,Chris Riley,8' 7",1530.000,179
66,0,02110,Jerry Smith,8' 7",1505.583,175
66,0,10423,Mike Weir,8' 7",978.750,114
73,0,08931,Glen Day,8' 8",1709.333,198
73,0,06621,Joe Durant,8' 8",860.667,99
73,0,21806,Paul Gow,8' 8",1580.917,183
73,0,06643,Paul Goydos,8' 8",1008.417,116
73,0,20502,Michael Long,8' 8",1086.417,125
78,0,20498,Briny Baird,8' 9",1453.167,166
78,0,06809,Bob Burns,8' 9",1487.000,170
78,0,01381,Fred Funk,8' 9",1405.667,160
78,0,06012,Greg Kraft,8' 9",1409.000,161
78,0,23108,Matt Kuchar,8' 9",1116.417,127
78,0,01920,Craig Parry,8' 9",1134.667,130
78,0,08553,Lee Porter,8' 9",1569.000,179
78,0,23621,Rory Sabbatini,8' 9",745.417,85
78,0,06078,Esteban Toledo,8' 9",1542.417,177
87,0,12823,Carlos Franco,8' 10",1508.250,170
87,0,01388,Robert Gamez,8' 10",1201.917,136
87,0,12680,Shigeki Maruyama,8' 10",992.833,112
87,0,01938,David Peoples,8' 10",1526.667,173
91,0,06315,Pete Jordan,8' 11",1324.167,148
91,0,10565,Ian Leggatt,8' 11",1356.167,152
91,0,01945,Kenny Perry,8' 11",1272.833,143
91,0,02010,Loren Roberts,8' 11",1530.000,172
91,0,02214,Kirk Triplett,8' 11",942.167,106
96,0,12652,Cameron Beckman,9' 0",1157.500,129
96,0,08123,Jeff Brehaut,9' 0",1300.500,145
96,0,01185,Brandel Chamblee,9' 0",1439.833,160
96,0,23903,Stephen Gangluff,9' 0",1175.250,131
96,0,08633,Per-Ulrik Johansson,9' 0",1152.417,128
96,0,22046,Geoff Ogilvy,9' 0",1355.667,151
96,0,01928,Corey Pavin,9' 0",1217.667,135
96,0,24361,Pat Perez,9' 0",1278.083,142
104,0,07721,Pat Bates,9' 1",1541.083,170
104,0,20229,Stewart Cink,9' 1",1067.417,118
104,0,20105,Jeff Gove,9' 1",1218.417,134
104,0,01619,Skip Kendall,9' 1",1706.333,188
104,0,01723,Andrew Magee,9' 1",1137.250,125
104,0,22913,John Rollins,9' 1",1660.500,183
110,0,01024,Billy Andrade,9' 2",1516.833,165
110,0,12510,Chad Campbell,9' 2",1456.833,159
110,0,20157,Retief Goosen,9' 2",758.667,83
110,0,23338,David Gossett,9' 2",1380.583,150
110,0,23353,J.J. Henry,9' 2",1342.833,146
110,0,19958,Miguel Angel Jiménez,9' 2",709.000,77
116,0,06197,Michael Allen,9' 3",1230.000,133
116,0,01098,Jay Don Blake,9' 3",1676.667,181
116,0,24925,Jonathan Byrd,9' 3",1500.083,162
116,0,10733,Kent Jones,9' 3",1703.083,184
116,0,01677,Tom Lehman,9' 3",611.750,66
116,0,10585,Scott McCarron,9' 3",1391.750,150
116,0,02246,Duffy Waldorf,9' 3",1326.083,144
123,0,01666,Bernhard Langer,9' 4",627.667,67
123,0,11032,Frank Lickliter II,9' 4",1056.083,113
123,0,01706,Davis Love III,9' 4",1373.833,147
123,0,01724,Jeff Maggert,9' 4",1141.250,122
123,0,01766,Billy Mayfair,9' 4",1187.833,127
123,0,01771,Blaine McCallister,9' 4",997.583,107
123,0,02170,Hal Sutton,9' 4",973.583,104
130,0,01035,Tommy Armour III,9' 5",1208.500,128
130,0,06617,Brian Henninger,9' 5",1140.417,121
130,0,08993,Franklin Langham,9' 5",1472.417,156
130,0,02239,Scott Verplank,9' 5",1135.083,121
134,0,21633,Steve Allan,9' 6",1402.083,148
134,0,19881,Robert Damron,9' 6",1576.417,166
136,0,24357,K.J. Choi,9' 7",1241.917,130
136,0,12826,Paul Claxton,9' 7",1491.500,155
136,0,01374,Robin Freeman,9' 7",1434.500,150
136,0,01457,Jay Haas,9' 7",1164.333,121
136,0,21259,Jason Hill,9' 7",1019.333,106
136,0,20095,Carl Paulson,9' 7",1487.417,155
136,0,10912,Craig Perks,9' 7",1316.167,137
136,0,08375,Paul Stankowski,9' 7",1631.667,171
144,0,08339,Spike McRoy,9' 8",1056.667,109
144,0,06595,Kevin Sutherland,9' 8",953.167,99
144,0,20548,Hidemichi Tanaka,9' 8",1463.000,152
144,0,06613,Tommy Tolles,9' 8",1234.833,128
148,0,01139,Olin Browne,9' 9",1785.500,183
148,0,12645,Brent Geiberger,9' 9",1486.167,153
148,0,01577,Lee Janzen,9' 9",1245.333,128
151,0,01226,Fred Couples,9' 10",779.583,79
151,0,01249,John Daly,9' 10",718.833,73
151,0,06573,Brandt Jobe,9' 10",1668.000,169
151,0,01599,Steve Jones,9' 10",977.333,99
151,0,26289,Boo Weekley,9' 10",1025.167,104
156,0,20593,Greg Chalmers,9' 11",1491.667,151
156,0,06350,Bob May,9' 11",1462.583,147
156,0,02106,Chris Smith,9' 11",1373.833,138
156,0,23177,Kenneth Staton,9' 11",1852.667,187
156,0,02322,Richard Zokol,9' 11",775.167,78
161,0,01887,Mark O'Meara,10' 0",730.083,73
161,0,12663,Phil Tataurangi,10' 0",1322.583,132
161,0,23322,Brett Wetterich,10' 0",1490.750,149
161,0,10425,Jay Williamson,10' 0",1451.083,145
165,0,20029,Notah Begay III,10' 1",1271.750,126
165,0,01142,Bart Bryant,10' 1",1106.917,110
165,0,23541,Ben Crane,10' 1",1767.417,175
165,0,21805,Harrison Frazar,10' 1",1225.750,122
169,0,07223,Brian Bateman,10' 2",1733.333,171
169,0,23614,Rich Beem,10' 2",1662.417,163
169,0,01313,Steve Elkington,10' 2",1349.833,133
169,0,20574,Mathew Goggin,10' 2",1198.083,118
169,0,01514,Eduardo Herrera,10' 2",1305.500,128
169,0,01797,Rocco Mediate,10' 2",954.250,94
169,0,01926,Steve Pate,10' 2",853.333,84
176,0,01014,Fulton Allem,10' 3",1143.917,112
176,0,02133,Craig Stadler,10' 3",873.500,85
178,0,06036,Scott Dunlap,10' 4",1265.167,122
178,0,06498,Matt Peterson,10' 4",1504.500,146
178,0,07749,Brett Quigley,10' 4",1734.750,168
181,0,01203,Russ Cochran,10' 5",1233.167,118
181,0,20043,Edward Fryatt,10' 5",1546.583,148
181,0,01941,Tom Pernice Jr.,10' 5",1609.917,155
181,0,22293,Heath Slocum,10' 5",1508.250,145
185,0,10962,Bradley Hughes,10' 6",977.167,93
185,0,02099,Scott Simpson,10' 6",1238.833,118
187,0,06016,Brad Lardon,10' 7",1083.083,102
187,0,12660,Jesper Parnevik,10' 7",924.000,87
189,0,01707,Steve Lowery,10' 8",1804.167,169
189,0,10213,Dicky Pride,10' 8",1023.083,96
191,0,23800,Bryce Molder,10' 9",1492.000,139
191,0,20436,Garrett Willis,10' 9",1479.333,138
193,0,01161,Mark Calcavecchia,10' 10",952.750,88
193,0,24937,Jess Daley,10' 10",1605.500,148
195,0,21949,Joe Ogilvie,11' 0",1222.333,111
196,0,20663,Brenden Pappas,11' 1",1210.083,109
197,0,23623,Bo Van Pelt,11' 3",1677.083,149
198,0,23125,Brad Elder,11' 5",1445.167,127
199,0,10117,Bob Heintz,11' 6",1478.250,129
199,0,08881,Tripp Isenhour,11' 6",1386.750,121
201,0,08535,Gary Nicklaus,11' 11",1437.167,121
202,0,10107,Deane Pappas,12' 0",1856.417,155
