RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL VERT. LAUNCH ANGLE,TOTAL ATTEMPTS
1,0,21878,Mark Wilson,13.56,935.55,69
2,0,20472,Alex Cejka,13.09,759.00,58
3,0,23320,Ryan Palmer,12.99,896.28,69
4,0,06012,Greg Kraft,12.94,426.99,33
5,0,07363,Craig Bowden,12.82,448.66,35
6,0,02206,David Toms,12.67,823.69,65
7,0,21949,Joe Ogilvie,12.66,1025.41,81
8,0,01249,John Daly,12.65,379.43,30
9,0,23325,Vaughn Taylor,12.64,885.12,70
10,0,22293,Heath Slocum,12.57,942.75,75
11,0,23541,Ben Crane,12.55,903.94,72
12,0,20105,Jeff Gove,12.52,438.04,35
13,0,28620,Aron Price,12.49,612.22,49
14,0,08537,J.P. Hayes,12.46,797.76,64
15,0,27060,John Mallinger,12.45,610.07,49
15,0,08375,Paul Stankowski,12.45,473.10,38
17,0,27649,Brandt Snedeker,12.39,991.59,80
18,0,25818,Scott Piercy,12.33,789.11,64
19,0,01945,Kenny Perry,12.31,714.07,58
20,0,01810,Phil Mickelson,12.27,588.94,48
21,0,26287,Roland Thatcher,12.24,734.70,60
22,0,01724,Jeff Maggert,12.23,709.59,58
23,0,25562,Andres Romero,12.18,767.57,63
24,0,32617,Jerod Turner,12.17,474.73,39
25,0,21753,Brian Davis,12.13,910.10,75
25,0,06567,Vijay Singh,12.13,715.64,59
27,0,29221,Webb Simpson,12.09,1064.18,88
28,0,01161,Mark Calcavecchia,12.07,470.72,39
29,0,26679,Kevin Stadler,12.05,735.09,61
30,0,27141,J.B. Holmes,11.99,863.03,72
31,0,23307,Roger Tambellini,11.97,670.29,56
32,0,06251,Chris DiMarco,11.96,753.23,63
33,0,06595,Kevin Sutherland,11.94,883.90,74
34,0,25345,Carl Pettersson,11.86,1055.95,89
35,0,01706,Davis Love III,11.85,711.28,60
36,0,21959,Ted Purdy,11.84,698.39,59
37,0,06522,Ernie Els,11.83,674.55,57
38,0,27797,Derek Lamely,11.81,673.30,57
39,0,20663,Brenden Pappas,11.79,495.10,42
39,0,28780,Nicholas Thompson,11.79,778.35,66
41,0,20766,Padraig Harrington,11.77,518.07,44
42,0,24227,Justin Bolli,11.75,446.68,38
43,0,01766,Billy Mayfair,11.74,634.13,54
43,0,27933,John Merrick,11.74,1021.50,87
45,0,12705,Cliff Kresge,11.73,398.79,34
46,0,20378,Mathias Grönberg,11.71,468.50,40
47,0,12782,Tim Herron,11.68,677.19,58
48,0,28237,Rory McIlroy,11.67,490.15,42
49,0,28475,Jeff Overton,11.65,815.24,70
49,0,31560,Brian Stuard,11.65,792.21,68
51,0,23135,Tim Clark,11.63,767.85,66
52,0,07749,Brett Quigley,11.62,859.70,74
53,0,24024,Zach Johnson,11.59,903.95,78
54,0,32102,Rickie Fowler,11.44,961.36,84
55,0,24507,Jason Bohn,11.37,909.56,80
55,0,08075,Jerry Kelly,11.37,818.98,72
57,0,10885,Robert Allenby,11.30,677.83,60
58,0,01619,Skip Kendall,11.27,405.86,36
59,0,26851,Marc Leishman,11.22,808.10,72
59,0,22056,Cameron Percy,11.22,594.74,53
61,0,27120,Troy Matteson,11.21,762.21,68
62,0,23621,Rory Sabbatini,11.20,571.08,51
63,0,24781,Hunter Mahan,11.19,827.75,74
64,0,12652,Cameron Beckman,11.18,614.77,55
65,0,24912,Will MacKenzie,11.16,647.57,58
66,0,07867,Woody Austin,11.12,756.15,68
66,0,24925,Jonathan Byrd,11.12,800.57,72
68,0,33419,Cameron Tringale,11.11,422.23,38
69,0,06527,Steve Stricker,11.10,688.10,62
69,0,23349,Charles Warren,11.10,477.46,43
71,0,02239,Scott Verplank,11.08,642.92,58
72,0,27302,Garth Mulroy,11.05,408.70,37
72,0,01941,Tom Pernice Jr.,11.05,486.11,44
74,0,01797,Rocco Mediate,11.02,606.17,55
74,0,27330,Josh Teater,11.02,837.40,76
76,0,21350,Ryuji Imada,10.98,900.76,82
76,0,23548,Bill Lunde,10.98,648.10,59
76,0,22405,Justin Rose,10.98,768.76,70
79,0,20850,Daniel Chopra,10.97,657.99,60
79,0,06643,Paul Goydos,10.97,745.80,68
81,0,19846,Brian Gay,10.95,941.42,86
82,0,24357,K.J. Choi,10.94,667.40,61
83,0,24358,Robert Garrigus,10.93,458.93,42
84,0,23673,Michael Connell,10.90,762.75,70
85,0,22913,John Rollins,10.87,804.37,74
86,0,24140,Sean O'Hair,10.86,760.34,70
87,0,23613,Rich Barcelo,10.85,520.92,48
87,0,27466,Spencer Levin,10.85,878.47,81
89,0,28089,Jason Day,10.84,671.97,62
90,0,20070,Matt Bettencourt,10.80,539.82,50
91,0,23788,D.J. Trahan,10.79,841.51,78
92,0,30946,Alex Prugh,10.78,744.15,69
92,0,23623,Bo Van Pelt,10.78,840.91,78
94,0,23108,Matt Kuchar,10.77,807.50,75
95,0,01313,Steve Elkington,10.76,548.64,51
95,0,22046,Geoff Ogilvy,10.76,591.70,55
97,0,06514,Kevin Johnson,10.75,473.03,44
98,0,30925,Dustin Johnson,10.74,698.42,65
99,0,27613,David Lutterus,10.73,504.35,47
100,0,22621,Ben Curtis,10.72,728.73,68
101,0,22946,Henrik Bjornstad,10.71,578.60,54
102,0,25240,D.A. Points,10.68,779.94,73
103,0,01577,Lee Janzen,10.66,629.12,59
103,0,27770,Camilo Villegas,10.66,575.54,54
105,0,26392,Chris Wilson,10.64,457.41,43
106,0,29285,Brent Delahoussaye,10.62,392.98,37
107,0,20436,Garrett Willis,10.61,678.98,64
108,0,20498,Briny Baird,10.60,731.30,69
108,0,23983,Luke Donald,10.60,604.15,57
108,0,26695,Michael Letzig,10.60,752.80,71
