RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL VERT. LAUNCH ANGLE,TOTAL ATTEMPTS
111,0,20157,Retief Goosen,10.59,518.69,49
112,0,01707,Steve Lowery,10.57,507.50,48
113,0,28087,Kris Blanks,10.56,728.65,69
114,0,27436,Graham DeLaet,10.55,506.28,48
115,0,20574,Mathew Goggin,10.54,579.86,55
116,0,26882,Michael Sim,10.53,526.73,50
117,0,20229,Stewart Cink,10.43,720.00,69
117,0,25632,Jimmy Walker,10.43,573.74,55
119,0,27963,Chris Stroud,10.38,622.74,60
120,0,08385,Omar Uresti,10.35,569.19,55
120,0,25892,Steve Wheatcroft,10.35,476.28,46
120,0,12602,Dean Wilson,10.35,393.44,38
123,0,10425,Jay Williamson,10.33,547.30,53
124,0,09011,David Duval,10.32,402.49,39
124,0,25190,Jeff Quinney,10.32,671.04,65
126,0,25364,Paul Casey,10.31,340.24,33
127,0,26300,Matt Jones,10.30,731.23,71
128,0,24138,Ian Poulter,10.29,411.62,40
129,0,01329,Brad Faxon,10.25,461.29,45
130,0,25686,Jason Dufner,10.19,662.27,65
131,0,28158,Steve Marino,10.18,681.97,67
132,0,26881,Jarrod Lyle,10.16,416.42,41
133,0,10860,Justin Leonard,10.13,739.43,73
134,0,22122,Andrew McLardy,10.12,354.14,35
135,0,32640,Troy Merritt,10.10,666.86,66
136,0,20098,Stuart Appleby,10.06,855.33,85
137,0,07457,Steve Flesch,10.03,541.73,54
138,0,10809,Jim Furyk,10.02,681.21,68
139,0,23800,Bryce Molder,10.00,729.89,73
140,0,26420,Richard Johnson,9.99,599.53,60
141,0,23638,Brendon de Jonge,9.98,898.62,90
141,0,20127,Chris Riley,9.98,558.87,56
143,0,24490,George McNeill,9.94,606.60,61
144,0,20848,Ángel Cabrera,9.93,526.48,53
145,0,24361,Pat Perez,9.90,792.26,80
146,0,12510,Chad Campbell,9.76,712.22,73
146,0,12714,Chris Tidland,9.76,615.08,63
148,0,29910,Blake Adams,9.73,671.45,69
148,0,23353,J.J. Henry,9.73,690.76,71
150,0,20593,Greg Chalmers,9.69,803.89,83
150,0,12755,Vance Veazey,9.69,377.83,39
152,0,27936,Martin Laird,9.67,735.06,76
153,0,12716,Charley Hoffman,9.66,705.42,73
154,0,25720,Chad Collins,9.65,704.70,73
155,0,26301,James Nitties,9.62,577.00,60
156,0,23322,Brett Wetterich,9.56,363.33,38
157,0,22371,Aaron Baddeley,9.49,749.74,79
157,0,28500,Martin Flores,9.49,521.78,55
159,0,20572,Rod Pampling,9.47,549.51,58
159,0,20160,Charlie Wi,9.47,719.85,76
161,0,27214,Kevin Streelman,9.46,671.59,71
162,0,28307,Matt Every,9.44,424.92,45
163,0,10585,Scott McCarron,9.43,669.80,71
163,0,20686,Jeev Milkha Singh,9.43,311.35,33
165,0,01948,Tim Petrovic,9.39,778.99,83
166,0,26596,Ryan Moore,9.35,561.11,60
167,0,10423,Mike Weir,9.30,372.03,40
168,0,26289,Boo Weekley,9.29,687.12,74
169,0,25804,Bubba Watson,9.16,540.42,59
170,0,24663,Y.E. Yang,9.12,483.36,53
171,0,01320,Bob Estes,9.06,579.62,64
172,0,06004,Stephen Ames,9.04,506.50,56
173,0,21731,Freddie Jacobson,9.03,640.87,71
174,0,11123,Chris Couch,8.96,421.34,47
174,0,06515,Shaun Micheel,8.96,420.98,47
176,0,20691,Greg Owen,8.95,536.91,60
177,0,24502,Adam Scott,8.90,507.19,57
178,0,20645,John Senden,8.82,714.49,81
179,0,26951,Johnson Wagner,8.81,590.40,67
180,0,06621,Joe Durant,8.78,403.66,46
181,0,21209,Sergio Garcia,8.64,285.23,33
182,0,25900,Lucas Glover,8.54,503.58,59
183,0,23718,Nathan Green,8.50,577.90,68
184,0,24924,Bill Haas,8.49,662.10,78
185,0,27095,Nick Watney,8.47,601.28,71
186,0,25396,Kevin Na,8.32,540.67,65
187,0,01116,Michael Bradley,8.16,416.35,51
188,0,08725,Tom Gillis,7.86,668.48,85
189,0,21961,Charles Howell III,7.71,640.15,83
190,0,24846,Ricky Barnes,7.51,555.47,74
191,0,23409,James Driscoll,7.30,452.48,62
192,0,22378,Trevor Immelman,6.08,243.08,40
