RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SPIN SPEED,TOTAL ATTEMPTS
131,19,34374,Erik Barnes,2445.3,1090622,446
132,12,48119,Ben Taylor,2439.8,1166243,478
133,-50,55182,Tom Kim,2436.4,1668924,685
134,2,59143,Mac Meissner,2436.3,1430123,587
135,3,57975,Harry Hall,2434.8,1575311,647
136,9,60767,Blaine Hale Jr.,2432.1,994735,409
137,19,52513,Carson Young,2426.5,1764099,727
138,-34,25493,Nick Taylor,2426.0,1715211,707
139,20,46441,Robby Shelton,2425.6,1680931,693
140,20,34021,Bud Cauley,2424.2,1296922,535
141,0,29936,Ryan Fox,2423.1,1473220,608
142,30,50095,Austin Smotherman,2420.6,997277,412
143,0,33948,Byeong Hun An,2420.3,1515102,626
144,-32,30926,Chris Kirk,2417.9,1617559,669
145,17,48887,Matt Wallace,2414.8,1291893,535
146,15,55893,Sam Stevens,2411.9,1910232,792
147,-63,50525,Collin Morikawa,2407.0,1355160,563
148,20,51997,Andrew Novak,2403.8,1740353,724
149,4,32070,Rafael Campos,2403.4,1076724,448
150,-49,45522,Christiaan Bezuidenhout,2402.6,1580897,658
151,4,46113,Ryan McCormick,2397.7,1040601,434
152,-3,51977,Max Greyserman,2389.5,1233005,516
153,4,55454,Carl Yuan,2388.8,1249345,523
154,-38,51634,Sahith Theegala,2385.4,1884486,790
155,-4,35461,Beau Hossler,2385.3,1908222,800
156,-4,40006,Erik van Rooyen,2379.6,1615760,679
157,1,26596,Ryan Moore,2374.5,1602762,675
158,9,47806,Raul Pereda,2370.8,934105,394
159,-5,12716,Charley Hoffman,2370.4,1322697,558
160,10,51287,Ryo Hisatsune,2368.2,1626963,687
161,-41,36799,Stephan Jaeger,2348.7,1747406,744
162,-47,46717,Viktor Hovland,2348.5,1169566,498
163,2,48319,Tom Whitney,2344.1,1242395,530
164,-54,33448,Justin Thomas,2343.2,1096629,468
165,-2,51890,Greyson Sigg,2337.1,1554181,665
166,-2,28775,Nate Lashley,2336.8,1448816,620
167,4,27770,Camilo Villegas,2327.9,975380,419
168,-84,48117,Kurt Kitayama,2326.2,1004926,432
169,6,39975,Michael Kim,2326.0,1502615,646
170,6,34076,Joel Dahmen,2316.4,1825294,788
171,-5,36326,David Lipsky,2315.4,1280406,553
172,-3,34587,Chan Kim,2307.0,1418826,615
173,-34,35532,Tom Hoge,2306.5,1854447,804
174,0,29535,Brice Garnett,2305.5,977528,424
175,5,52375,Doug Ghim,2302.1,1726605,750
176,-34,49960,Sepp Straka,2294.7,1374517,599
177,0,45609,Tyler Duncan,2282.7,1335379,585
178,-5,34563,Chesson Hadley,2275.5,1385800,609
179,-1,32791,K.H. Lee,2273.0,1413831,622
180,1,48084,Wesley Bryan,2264.9,878767,388
181,-2,23108,Matt Kuchar,2244.2,1505880,671
182,0,40162,Justin Lower,2227.8,1641891,737
183,0,46340,Alex Smalley,2140.0,1138506,532
184,0,29908,C.T. Pan,2073.3,1098846,530
