RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SPIN SPEED,TOTAL ATTEMPTS
1,0,46414,Aaron Rai,3115.4,2339661,751
2,2,47347,Adam Schenk,3011.7,2412394,801
3,10,31323,Gary Woodland,2930.4,1617599,552
4,-1,33653,Thomas Detry,2909.8,1667315,573
5,11,36801,Mark Hubbard,2906.7,2517181,866
6,9,40058,Zac Blair,2894.6,2390965,826
7,-5,29725,Tony Finau,2894.0,1837661,635
8,27,32333,Kevin Tway,2871.5,1243370,433
9,12,22371,Aaron Baddeley,2869.9,1681757,586
10,-4,34099,Harris English,2866.1,1837155,641
11,-4,47420,Jake Knapp,2865.3,1928373,673
12,-1,40115,Adam Svensson,2860.7,2711904,948
13,10,37275,Sam Ryder,2837.7,1804780,636
14,-5,34256,Andrew Putnam,2825.9,1961203,694
15,-10,48153,Matthieu Pavon,2800.4,1464616,523
16,65,55789,Taylor Montgomery,2797.8,1127533,403
17,24,50493,Justin Suh,2768.6,1655631,598
18,18,33486,Roger Sloan,2765.8,1692686,612
19,-9,33204,Shane Lowry,2765.7,1695393,613
20,2,35506,Mackenzie Hughes,2765.0,2275569,823
21,34,52374,Brandon Wu,2756.7,1846995,670
22,11,37378,Min Woo Lee,2755.7,1292423,469
23,54,48699,Callum Tarren,2741.4,1579064,576
24,41,54576,Patrick Fishburn,2738.5,1429500,522
25,47,50484,Hayden Springer,2736.8,1592840,582
26,36,52372,Cameron Champ,2725.8,1057619,388
27,-10,39997,Corey Conners,2725.2,1932141,709
28,-16,59866,Nick Dunlap,2724.6,1452221,533
29,-11,39971,Sungjae Im,2722.9,2061253,757
30,-22,51766,Wyndham Clark,2718.2,1318341,485
31,47,50497,Adrien Dumont de Chassart,2717.2,1611309,593
32,-4,33399,Adam Hadwin,2716.0,1871293,689
33,13,27349,Alex Noren,2714.0,1329879,490
34,74,35617,Martin Trainer,2711.4,1092693,403
35,12,32367,Jorge Campillo,2709.6,972744,359
36,-22,24502,Adam Scott,2709.1,1555033,574
37,12,39327,Ben Silverman,2705.0,2164006,800
38,58,45242,Kevin Yu,2701.8,1704840,631
39,50,33408,Tyson Alexander,2701.7,1615606,598
40,55,54421,Garrick Higgo,2701.3,1704543,631
41,50,35310,Lanto Griffin,2700.3,1458187,540
42,17,36871,Matt NeSmith,2699.7,1619817,600
43,45,60067,Joe Highsmith,2695.4,1636113,607
44,17,29478,Kevin Kisner,2694.2,1301283,483
45,-3,25900,Lucas Glover,2693.3,2030733,754
46,21,27139,David Skinns,2690.2,1592594,592
47,13,52514,Trace Crowe,2689.4,1637866,609
48,8,48867,Matti Schmid,2684.2,1417232,528
49,43,27936,Martin Laird,2683.6,1524290,568
50,16,38991,Alejandro Tosti,2677.3,1625111,607
51,19,47988,Nick Hardy,2668.9,2063037,773
52,22,24024,Zach Johnson,2665.0,1231244,462
53,-34,22405,Justin Rose,2662.3,1248602,469
54,10,23320,Ryan Palmer,2658.4,1034134,389
55,-18,34466,Peter Malnati,2648.4,1914778,723
56,41,46442,Maverick McNealy,2647.2,1980129,748
57,16,33968,Thorbjørn Olesen,2638.1,902221,342
58,-29,34098,Russell Henley,2635.1,1691751,642
59,-39,39977,Max Homa,2630.1,1462325,556
60,20,27129,Luke List,2625.8,1606981,612
61,50,34255,Joseph Bramlett,2622.0,1756738,670
62,24,54783,Dylan Wu,2621.3,1766786,674
63,-33,28252,Seamus Power,2617.0,1865913,713
64,23,27649,Brandt Snedeker,2610.3,1513952,580
65,-34,57366,Cameron Young,2609.6,1735390,665
66,-16,30927,Brendon Todd,2608.9,2157536,827
67,32,55708,Hayden Buckley,2603.8,1596158,613
68,-5,49947,Taylor Moore,2602.4,2110584,811
69,50,51894,Vince Whaley,2599.8,1492306,574
70,-46,30911,Tommy Fleetwood,2596.4,1383859,533
71,-46,32102,Rickie Fowler,2596.1,1394101,537
72,-46,35450,Patrick Cantlay,2595.7,1419825,547
73,-16,52955,Ludvig Åberg,2594.8,1499812,578
74,-29,34046,Jordan Spieth,2593.8,1577053,608
75,-43,45157,Cam Davis,2593.2,1537779,593
76,13,51696,Rico Hoey,2586.4,1520825,588
77,-39,52215,Robert MacIntyre,2583.4,1488017,576
78,-24,56630,Akshay Bhatia,2583.1,2030305,786
79,48,30163,Henrik Norlander,2583.0,1159771,449
80,20,36884,Ben Kohles,2581.0,1765407,684
80,-53,47483,Will Zalatoris,2581.0,1269844,492
82,-7,54628,Lee Hodges,2578.2,1918216,744
83,20,28420,Ryan Brehm,2574.7,1192109,463
84,-45,40250,Taylor Pendrith,2573.3,1893934,736
85,13,59442,Parker Coody,2570.9,1218606,474
86,36,50188,S.H. Kim,2566.8,2104794,820
87,15,47663,Kevin Dougherty,2566.5,1329422,518
88,-44,59095,Chris Gotterup,2560.0,1466864,573
89,5,47591,Eric Cole,2557.3,2314394,905
90,-11,47993,Denny McCarthy,2549.6,1947911,764
91,37,58168,Davis Thompson,2545.5,1837827,722
92,-39,40098,Matt Fitzpatrick,2544.2,1432408,563
93,-35,29420,Billy Horschel,2541.6,1685073,663
94,-1,54591,Ben Griffin,2541.5,1840064,724
95,-47,47504,Sam Burns,2535.4,1460390,576
96,9,51070,Vincent Norrman,2533.0,1104400,436
97,-54,46046,Scottie Scheffler,2532.6,1519560,600
98,20,39546,Keith Mitchell,2532.3,1932140,763
99,35,40026,Daniel Berger,2532.0,1579969,624
100,-66,48081,Xander Schauffele,2529.5,1236930,489
101,31,57900,Chandler Phillips,2525.5,1909261,756
102,-50,32839,Hideki Matsuyama,2523.8,1438575,570
103,28,51349,Nico Echavarria,2523.5,1703392,675
104,-64,29221,Webb Simpson,2523.0,1072274,425
105,41,32366,Kevin Chappell,2522.4,1122449,445
106,7,27064,Jhonattan Vegas,2520.2,1290344,512
107,41,32757,Patton Kizzire,2518.0,1326979,527
108,9,52453,Nicolai Højgaard,2507.1,990310,395
109,24,56149,Wilson Furr,2506.8,1100466,439
110,11,26476,Chez Reavie,2503.6,1444602,577
111,-29,37455,Si Woo Kim,2503.2,1990027,795
112,12,39324,J.J. Spaun,2499.0,1736820,695
113,-45,31646,Emiliano Grillo,2497.1,1688057,676
114,16,59836,Pierceson Coody,2495.7,1559842,625
115,-8,57362,Austin Eckroat,2493.8,1832923,735
116,-65,47679,Victor Perez,2493.0,1211612,486
117,18,27330,Josh Teater,2492.9,1027089,412
118,-42,47995,Davis Riley,2490.4,1673560,672
119,10,47983,Chad Ramey,2489.8,1598436,642
120,17,60004,Jacob Bridgeman,2482.1,1469426,592
121,5,32640,Troy Merritt,2474.8,1569001,634
122,-13,36699,Patrick Rodgers,2474.6,2286524,924
123,0,52666,Sami Valimaki,2470.6,1267420,513
124,-53,33141,Keegan Bradley,2470.3,1529111,619
125,-11,49771,J.T. Poston,2467.5,1912299,775
126,-20,27644,Brian Harman,2467.4,2109591,855
127,-2,28237,Rory McIlroy,2465.9,1035693,420
128,-59,28089,Jason Day,2462.9,1322584,537
129,18,37212,Paul Barjon,2461.9,992139,403
130,10,27214,Kevin Streelman,2461.3,1358638,552
