RANK,MOVEMENT,PLAYER_ID,PLAYER,RATING
1,0,35300,Andrew Loupe,10.0
1,0,46601,Trey Mullinax,10.0
3,0,46550,Brandon Hagy,9.9
3,0,46970,Jon Rahm,9.9
3,0,49964,Aaron Wise,9.9
6,0,39251,Ryan Ruffels,9.8
7,0,27141,J.B. Holmes,9.7
8,0,34643,Michael Johnson,9.6
8,0,25804,Bubba Watson,9.6
10,0,29725,Tony Finau,9.5
10,0,27129,Luke List,9.5
12,0,24781,Hunter Mahan,9.4
13,0,36983,Matt Dobyns,9.3
13,0,30925,Dustin Johnson,9.3
15,0,28237,Rory McIlroy,9.2
15,0,46501,Ollie Schniederjans,9.2
17,0,33948,Byeong Hun An,9.0
17,0,33461,Morgan Hoffmann,9.0
17,0,30852,Ryo Ishikawa,9.0
17,0,24502,Adam Scott,9.0
17,0,34264,Hudson Swafford,9.0
22,0,32102,Rickie Fowler,8.9
22,0,23063,Scott Hend,8.9
22,0,46440,Smylie Kaufman,8.9
22,0,30944,Jason Kokrak,8.9
22,0,29461,Jamie Lovemark,8.9
22,0,22405,Justin Rose,8.9
28,0,25562,Andres Romero,8.8
29,0,50527,Jared du Toit,8.7
30,0,21961,Charles Howell III,8.6
30,0,33204,Shane Lowry,8.6
32,0,33141,Keegan Bradley,8.5
32,0,28089,Jason Day,8.5
32,0,30692,Scott Stallings,8.5
32,0,37189,Harold Varner III,8.5
36,0,24358,Robert Garrigus,8.4
36,0,34242,Andrew Johnston,8.4
36,0,33667,Carlos Ortiz,8.4
36,0,23320,Ryan Palmer,8.4
36,0,22056,Cameron Percy,8.4
36,0,25345,Carl Pettersson,8.4
42,0,29268,Bronson Burgoon,8.3
42,0,20229,Stewart Cink,8.3
42,0,28937,George Coetzee,8.3
42,0,21209,Sergio Garcia,8.3
42,0,24140,Sean O'Hair,8.3
42,0,48095,Garrett Rank,8.3
42,0,48119,Ben Taylor,8.3
49,0,34021,Bud Cauley,8.2
49,0,28500,Martin Flores,8.2
49,0,34563,Chesson Hadley,8.2
49,0,30946,Alex Prugh,8.2
49,0,28114,Dawie van der Walt,8.2
54,0,27896,Ross Fisher,8.1
54,0,32618,Rhein Gibson,8.1
54,0,12716,Charley Hoffman,8.1
54,0,36689,Brooks Koepka,8.1
54,0,33448,Justin Thomas,8.1
54,0,25632,Jimmy Walker,8.1
60,0,32070,Rafael Campos,8.0
60,0,29720,Andres Gonzales,8.0
60,0,33293,Thomas Pieters,8.0
60,0,36699,Patrick Rodgers,8.0
64,0,25900,Lucas Glover,7.9
64,0,33410,Andrew Landry,7.9
64,0,46442,Maverick McNealy,7.9
64,0,26331,Charl Schwartzel,7.9
68,0,20848,Ángel Cabrera,7.8
68,0,23788,D.J. Trahan,7.8
68,0,31323,Gary Woodland,7.8
71,0,28158,Steve Marino,7.7
71,0,29485,Brett Stegmaier,7.7
71,0,27064,Jhonattan Vegas,7.7
74,0,27436,Graham DeLaet,7.6
74,0,24956,Mikko Ilonen,7.6
74,0,27936,Martin Laird,7.6
77,0,30978,Kiradech Aphibarnrat,7.5
77,0,32366,Kevin Chappell,7.5
77,0,26881,Jarrod Lyle,7.5
77,0,20691,Greg Owen,7.5
77,0,34360,Patrick Reed,7.5
77,0,29518,Brendan Steele,7.5
77,0,26289,Boo Weekley,7.5
84,0,35541,John Peterson,7.4
85,0,47125,Matt Atkins,7.3
85,0,47959,Bryson DeChambeau,7.3
85,0,22983,Bradley Dredge,7.3
85,0,27974,Sung Kang,7.3
85,0,31420,Anirban Lahiri,7.3
90,0,28339,Victor Dubuisson,7.2
90,0,34099,Harris English,7.2
90,0,20766,Padraig Harrington,7.2
90,0,34296,Wes Homan,7.2
90,0,29420,Billy Horschel,7.2
90,0,25818,Scott Piercy,7.2
90,0,35451,Scott Pinckney,7.2
90,0,32150,Michael Thompson,7.2
98,0,40026,Daniel Berger,7.1
98,0,29974,Branden Grace,7.1
98,0,27747,Hiroshi Iwata,7.1
98,0,34046,Jordan Spieth,7.1
98,0,27095,Nick Watney,7.1
103,0,25686,Jason Dufner,7.0
103,0,29535,Brice Garnett,7.0
103,0,35973,Nathan Holman,7.0
103,0,37454,Whee Kim,7.0
103,0,22046,Geoff Ogilvy,7.0
108,0,29479,Scott Brown,6.9
108,0,06522,Ernie Els,6.9
108,0,34363,Tyrrell Hatton,6.9
108,0,35879,Kelly Kraft,6.9
108,0,35314,Andy Sullivan,6.9
113,0,26499,Rafa Cabrera Bello,6.8
113,0,35532,Tom Hoge,6.8
113,0,25493,Nick Taylor,6.8
113,0,35107,Jordan Zunic,6.8
117,0,35545,Blayne Barber,6.7
117,0,20157,Retief Goosen,6.7
117,0,34098,Russell Henley,6.7
117,0,26300,Matt Jones,6.7
117,0,30163,Henrik Norlander,6.7
117,0,20396,Lee Westwood,6.7
123,0,25364,Paul Casey,6.6
123,0,24924,Bill Haas,6.6
123,0,29926,Danny Lee,6.6
123,0,26851,Marc Leishman,6.6
123,0,06567,Vijay Singh,6.6
123,0,34431,Robert Streb,6.6
129,0,01116,Michael Bradley,6.5
