RANK,MOVEMENT,PLAYER_ID,PLAYER,RATING
1,0,19846,Brian Gay,9.8
2,0,26908,Yuta Ikeda,9.3
3,0,35139,Richard Lee,9.1
4,0,19803,Ryan Armour,9.0
4,0,50527,Jared du Toit,9.0
6,0,46567,Paul Dunne,8.9
6,0,25191,Gonzalo Fernandez-Castaño,8.9
8,0,27895,Jonas Blixt,8.7
8,0,23638,Brendon de Jonge,8.7
8,0,29378,Daisuke Kataoka,8.7
8,0,27408,Martin Kaymer,8.7
8,0,24912,Will MacKenzie,8.7
8,0,22295,Darron Stiles,8.7
14,0,47959,Bryson DeChambeau,8.6
14,0,20104,Ken Duke,8.6
14,0,20157,Retief Goosen,8.6
14,0,35539,Luke Guthrie,8.6
14,0,22378,Trevor Immelman,8.6
14,0,46442,Maverick McNealy,8.6
20,0,28089,Jason Day,8.5
20,0,36983,Matt Dobyns,8.5
20,0,25369,Jamie Donaldson,8.5
20,0,30925,Dustin Johnson,8.5
20,0,35300,Andrew Loupe,8.5
20,0,23800,Bryce Molder,8.5
26,0,20098,Stuart Appleby,8.4
26,0,49633,Charlie Danielson,8.4
26,0,01381,Fred Funk,8.4
26,0,29222,Billy Hurley III,8.4
26,0,33410,Andrew Landry,8.4
31,0,26499,Rafa Cabrera Bello,8.3
31,0,24357,K.J. Choi,8.3
31,0,31416,Derek Fathauer,8.3
31,0,24083,Marcus Fraser,8.3
31,0,34563,Chesson Hadley,8.3
31,0,20766,Padraig Harrington,8.3
31,0,26881,Jarrod Lyle,8.3
31,0,34360,Patrick Reed,8.3
31,0,46441,Robby Shelton,8.3
40,0,10505,Shane Bertsch,8.2
40,0,24925,Jonathan Byrd,8.2
40,0,32070,Rafael Campos,8.2
40,0,23135,Tim Clark,8.2
40,0,24494,Erik Compton,8.2
40,0,28679,Fabián Gómez,8.2
40,0,31557,Jim Herman,8.2
40,0,30852,Ryo Ishikawa,8.2
40,0,34643,Michael Johnson,8.2
40,0,26300,Matt Jones,8.2
40,0,46440,Smylie Kaufman,8.2
40,0,28258,K.T. Kim,8.2
40,0,37455,Si Woo Kim,8.2
40,0,32839,Hideki Matsuyama,8.2
40,0,29289,S.Y. Noh,8.2
40,0,25345,Carl Pettersson,8.2
40,0,46970,Jon Rahm,8.2
40,0,06527,Steve Stricker,8.2
40,0,25834,Daniel Summerhays,8.2
40,0,26951,Johnson Wagner,8.2
60,0,30978,Kiradech Aphibarnrat,8.1
60,0,40098,Matt Fitzpatrick,8.1
60,0,07457,Steve Flesch,8.1
60,0,08725,Tom Gillis,8.1
60,0,24024,Zach Johnson,8.1
60,0,36689,Brooks Koepka,8.1
60,0,32888,Lucas Lee,8.1
60,0,26851,Marc Leishman,8.1
60,0,29461,Jamie Lovemark,8.1
60,0,26596,Ryan Moore,8.1
60,0,21959,Ted Purdy,8.1
60,0,25562,Andres Romero,8.1
60,0,06567,Vijay Singh,8.1
60,0,34046,Jordan Spieth,8.1
60,0,27963,Chris Stroud,8.1
60,0,49964,Aaron Wise,8.1
76,0,24846,Ricky Barnes,8.0
76,0,24507,Jason Bohn,8.0
76,0,20472,Alex Cejka,8.0
76,0,20593,Greg Chalmers,8.0
76,0,23983,Luke Donald,8.0
76,0,33399,Adam Hadwin,8.0
76,0,12782,Tim Herron,8.0
76,0,35532,Tom Hoge,8.0
76,0,34466,Peter Malnati,8.0
76,0,46601,Trey Mullinax,8.0
76,0,24138,Ian Poulter,8.0
76,0,29476,Kyle Reifers,8.0
76,0,29223,Sam Saunders,8.0
76,0,46501,Ollie Schniederjans,8.0
76,0,27649,Brandt Snedeker,8.0
76,0,35107,Jordan Zunic,8.0
92,0,48084,Wesley Bryan,7.9
92,0,27747,Hiroshi Iwata,7.9
92,0,37454,Whee Kim,7.9
92,0,29478,Kevin Kisner,7.9
92,0,33413,Ben Martin,7.9
92,0,31115,Michio Matsumura,7.9
92,0,25572,Graeme McDowell,7.9
92,0,22046,Geoff Ogilvy,7.9
92,0,26329,Louis Oosthuizen,7.9
92,0,10213,Dicky Pride,7.9
92,0,36699,Patrick Rodgers,7.9
92,0,31560,Brian Stuard,7.9
92,0,33448,Justin Thomas,7.9
92,0,02206,David Toms,7.9
92,0,33419,Cameron Tringale,7.9
92,0,25632,Jimmy Walker,7.9
92,0,20160,Charlie Wi,7.9
92,0,34265,Will Wilcox,7.9
110,0,29720,Andres Gonzales,7.8
110,0,29974,Branden Grace,7.8
110,0,20433,Mark Hensby,7.8
110,0,21731,Freddie Jacobson,7.8
110,0,37092,Hyung-Sung Kim,7.8
110,0,30926,Chris Kirk,7.8
110,0,32757,Patton Kizzire,7.8
110,0,35879,Kelly Kraft,7.8
110,0,23108,Matt Kuchar,7.8
110,0,33204,Shane Lowry,7.8
110,0,28300,Joost Luiten,7.8
110,0,27933,John Merrick,7.8
110,0,01810,Phil Mickelson,7.8
110,0,25198,Francesco Molinari,7.8
110,0,33667,Carlos Ortiz,7.8
110,0,23320,Ryan Palmer,7.8
110,0,20572,Rod Pampling,7.8
110,0,22913,John Rollins,7.8
110,0,22405,Justin Rose,7.8
110,0,35314,Andy Sullivan,7.8
110,0,27770,Camilo Villegas,7.8
110,0,25892,Steve Wheatcroft,7.8
132,0,40026,Daniel Berger,7.7
132,0,29479,Scott Brown,7.7
132,0,34021,Bud Cauley,7.7
132,0,23541,Ben Crane,7.7
132,0,06522,Ernie Els,7.7
132,0,46523,Joey Garber,7.7
132,0,34363,Tyrrell Hatton,7.7
132,0,26758,David Hearn,7.7
132,0,34098,Russell Henley,7.7
132,0,33461,Morgan Hoffmann,7.7
132,0,27974,Sung Kang,7.7
132,0,33122,Russell Knox,7.7
132,0,10860,Justin Leonard,7.7
132,0,27466,Spencer Levin,7.7
132,0,34409,David Lingmerth,7.7
132,0,27129,Luke List,7.7
132,0,35891,Cameron Smith,7.7
132,0,36521,Young-han Song,7.7
132,0,21528,Henrik Stenson,7.7
132,0,34264,Hudson Swafford,7.7
132,0,25349,Tim Wilkinson,7.7
132,0,46507,Bobby Wyatt,7.7
132,0,47953,Greg Yates,7.7
155,0,47125,Matt Atkins,7.6
155,0,21407,Arjun Atwal,7.6
155,0,26525,Grégory Bourdy,7.6
155,0,25364,Paul Casey,7.6
155,0,34262,Jon Curran,7.6
155,0,25900,Lucas Glover,7.6
155,0,24924,Bill Haas,7.6
155,0,27644,Brian Harman,7.6
155,0,32152,Adam Hart,7.6
155,0,35973,Nathan Holman,7.6
155,0,27141,J.B. Holmes,7.6
155,0,22986,Søren Kjeldsen,7.6
155,0,33941,Nick Mason,7.6
155,0,31202,William McGirt,7.6
155,0,28237,Rory McIlroy,7.6
155,0,24140,Sean O'Hair,7.6
155,0,35451,Scott Pinckney,7.6
155,0,25240,D.A. Points,7.6
155,0,26476,Chez Reavie,7.6
155,0,30692,Scott Stallings,7.6
155,0,30110,Kyle Stanley,7.6
155,0,28132,Tyrone Van Aswegen,7.6
177,0,27796,Joe Affrunti,7.5
177,0,33948,Byeong Hun An,7.5
177,0,23048,Eric Axley,7.5
177,0,22371,Aaron Baddeley,7.5
177,0,35545,Blayne Barber,7.5
177,0,33141,Keegan Bradley,7.5
177,0,32200,Roberto Castro,7.5
177,0,34099,Harris English,7.5
177,0,29535,Brice Garnett,7.5
177,0,12716,Charley Hoffman,7.5
177,0,24511,Thongchai Jaidee,7.5
177,0,08075,Jerry Kelly,7.5
177,0,39975,Michael Kim,7.5
177,0,34261,Scott Langley,7.5
177,0,23821,Yusaku Miyazato,7.5
177,0,25818,Scott Piercy,7.5
177,0,29485,Brett Stegmaier,7.5
177,0,21498,Hideto Tanihara,7.5
177,0,25493,Nick Taylor,7.5
177,0,23325,Vaughn Taylor,7.5
177,0,23788,D.J. Trahan,7.5
177,0,28114,Dawie van der Walt,7.5
177,0,23623,Bo Van Pelt,7.5
177,0,27064,Jhonattan Vegas,7.5
177,0,29454,Bernd Wiesberger,7.5
177,0,31323,Gary Woodland,7.5
203,0,10885,Robert Allenby,7.4
203,0,32366,Kevin Chappell,7.4
203,0,28937,George Coetzee,7.4
203,0,24358,Robert Garrigus,7.4
203,0,31646,Emiliano Grillo,7.4
203,0,34242,Andrew Johnston,7.4
203,0,30711,Colt Knost,7.4
203,0,30944,Jason Kokrak,7.4
203,0,27936,Martin Laird,7.4
203,0,32640,Troy Merritt,7.4
203,0,27942,Rob Oppenheim,7.4
203,0,20691,Greg Owen,7.4
203,0,33418,Shawn Stefani,7.4
203,0,34431,Robert Streb,7.4
217,0,24461,Thomas Aiken,7.3
217,0,20848,Ángel Cabrera,7.3
217,0,12510,Chad Campbell,7.3
217,0,22621,Ben Curtis,7.3
217,0,37273,Derek Ernst,7.3
217,0,28500,Martin Flores,7.3
217,0,32102,Rickie Fowler,7.3
217,0,10809,Jim Furyk,7.3
217,0,46550,Brandon Hagy,7.3
217,0,23063,Scott Hend,7.3
217,0,29420,Billy Horschel,7.3
217,0,21961,Charles Howell III,7.3
217,0,34174,John Huh,7.3
217,0,31420,Anirban Lahiri,7.3
217,0,28158,Steve Marino,7.3
217,0,25396,Kevin Na,7.3
217,0,30163,Henrik Norlander,7.3
217,0,39251,Ryan Ruffels,7.3
217,0,27095,Nick Watney,7.3
217,0,26289,Boo Weekley,7.3
237,0,45526,Abraham Ancer,7.2
237,0,40058,Zac Blair,7.2
237,0,22983,Bradley Dredge,7.2
237,0,29725,Tony Finau,7.2
237,0,27896,Ross Fisher,7.2
