RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL
1,0,23108,Matt Kuchar,270
2,0,23541,Ben Crane,377
3,0,06527,Steve Stricker,378
4,0,10885,Robert Allenby,392
5,0,25364,Paul Casey,397
6,0,12716,Charley Hoffman,411
7,0,23623,Bo Van Pelt,427
8,0,27095,Nick Watney,431
8,0,25804,Bubba Watson,431
10,0,23638,Brendon de Jonge,443
11,0,08375,Paul Stankowski,450
12,0,30925,Dustin Johnson,472
13,0,24502,Adam Scott,477
14,0,23788,D.J. Trahan,478
15,0,24361,Pat Perez,479
16,0,01810,Phil Mickelson,480
17,0,23349,Charles Warren,485
18,0,11123,Chris Couch,486
19,0,24924,Bill Haas,491
20,0,24357,K.J. Choi,496
21,0,27141,J.B. Holmes,498
21,0,28620,Aron Price,498
23,0,08725,Tom Gillis,508
23,0,06595,Kevin Sutherland,508
25,0,28475,Jeff Overton,514
26,0,20157,Retief Goosen,527
26,0,30946,Alex Prugh,527
28,0,06567,Vijay Singh,529
29,0,26300,Matt Jones,531
30,0,27214,Kevin Streelman,534
31,0,22371,Aaron Baddeley,537
32,0,22405,Justin Rose,547
33,0,23325,Vaughn Taylor,557
34,0,32102,Rickie Fowler,558
35,0,25900,Lucas Glover,561
36,0,24781,Hunter Mahan,563
37,0,24024,Zach Johnson,564
38,0,23135,Tim Clark,567
39,0,01313,Steve Elkington,568
40,0,27649,Brandt Snedeker,569
40,0,02206,David Toms,569
42,0,06621,Joe Durant,571
43,0,20229,Stewart Cink,573
43,0,23320,Ryan Palmer,573
45,0,28089,Jason Day,574
46,0,24925,Jonathan Byrd,581
47,0,21961,Charles Howell III,588
48,0,22913,John Rollins,596
49,0,26596,Ryan Moore,598
50,0,27436,Graham DeLaet,599
51,0,28237,Rory McIlroy,610
52,0,20160,Charlie Wi,611
53,0,20645,John Senden,612
54,0,01945,Kenny Perry,614
54,0,29221,Webb Simpson,614
56,0,25396,Kevin Na,615
57,0,25345,Carl Pettersson,618
58,0,26695,Michael Letzig,622
59,0,25818,Scott Piercy,623
60,0,24846,Ricky Barnes,628
61,0,08537,J.P. Hayes,629
62,0,27933,John Merrick,650
63,0,06004,Stephen Ames,654
64,0,12510,Chad Campbell,655
64,0,26679,Kevin Stadler,655
66,0,20127,Chris Riley,658
67,0,23621,Rory Sabbatini,660
68,0,22046,Geoff Ogilvy,662
69,0,01706,Davis Love III,663
70,0,01941,Tom Pernice Jr.,667
71,0,06522,Ernie Els,668
72,0,27936,Martin Laird,672
73,0,12602,Dean Wilson,680
74,0,10809,Jim Furyk,684
75,0,20766,Padraig Harrington,685
76,0,27330,Josh Teater,690
77,0,24490,George McNeill,698
78,0,20436,Garrett Willis,699
79,0,24663,Y.E. Yang,707
80,0,29910,Blake Adams,708
80,0,28158,Steve Marino,708
82,0,10585,Scott McCarron,710
82,0,26289,Boo Weekley,710
84,0,23673,Michael Connell,715
84,0,10425,Jay Williamson,715
86,0,25190,Jeff Quinney,718
87,0,24507,Jason Bohn,721
88,0,27466,Spencer Levin,723
89,0,26301,James Nitties,727
90,0,23409,James Driscoll,738
90,0,21731,Freddie Jacobson,738
92,0,19846,Brian Gay,740
93,0,20498,Briny Baird,742
94,0,10860,Justin Leonard,745
95,0,27770,Camilo Villegas,750
96,0,23983,Luke Donald,751
97,0,25720,Chad Collins,752
97,0,08075,Jerry Kelly,752
99,0,01249,John Daly,753
100,0,24140,Sean O'Hair,755
101,0,20070,Matt Bettencourt,760
102,0,21878,Mark Wilson,763
103,0,20593,Greg Chalmers,764
104,0,23353,J.J. Henry,766
104,0,23800,Bryce Molder,766
106,0,22293,Heath Slocum,770
107,0,32640,Troy Merritt,776
108,0,01766,Billy Mayfair,783
109,0,24912,Will MacKenzie,785
110,0,23322,Brett Wetterich,786
111,0,26951,Johnson Wagner,787
112,0,06251,Chris DiMarco,790
113,0,25562,Andres Romero,792
114,0,24358,Robert Garrigus,794
115,0,07749,Brett Quigley,799
116,0,26882,Michael Sim,807
117,0,21350,Ryuji Imada,809
117,0,27060,John Mallinger,809
119,0,07867,Woody Austin,813
120,0,26851,Marc Leishman,814
121,0,27963,Chris Stroud,829
122,0,21949,Joe Ogilvie,837
123,0,28307,Matt Every,839
124,0,25686,Jason Dufner,843
125,0,02239,Scott Verplank,852
126,0,01577,Lee Janzen,855
127,0,26881,Jarrod Lyle,857
128,0,12714,Chris Tidland,858
129,0,26420,Richard Johnson,860
130,0,25892,Steve Wheatcroft,874
131,0,20378,Mathias Grönberg,877
132,0,27302,Garth Mulroy,880
133,0,25632,Jimmy Walker,881
134,0,28500,Martin Flores,882
135,0,22621,Ben Curtis,888
136,0,22946,Henrik Bjornstad,895
137,0,25240,D.A. Points,905
138,0,06643,Paul Goydos,906
138,0,01948,Tim Petrovic,906
140,0,12705,Cliff Kresge,911
141,0,27120,Troy Matteson,913
141,0,01797,Rocco Mediate,913
141,0,06515,Shaun Micheel,913
144,0,20848,Ángel Cabrera,914
144,0,22378,Trevor Immelman,914
146,0,20574,Mathew Goggin,917
147,0,21753,Brian Davis,935
148,0,20686,Jeev Milkha Singh,939
149,0,33419,Cameron Tringale,943
150,0,28780,Nicholas Thompson,947
151,0,20472,Alex Cejka,949
152,0,22056,Cameron Percy,955
