RANK,MOVEMENT,PLAYER_ID,PLAYER,RATING
1,0,25842,Jon Mills,8.5
2,0,25572,Graeme McDowell,8.4
3,0,26329,Louis Oosthuizen,8.3
4,0,01388,Robert Gamez,8.2
4,0,08635,Colin Montgomerie,8.2
6,0,06214,Guy Boros,8.1
6,0,20669,James Kingston,8.1
8,0,10733,Kent Jones,8.0
8,0,01761,Len Mattiace,8.0
8,0,26476,Chez Reavie,8.0
8,0,23497,Tag Ridings,8.0
12,0,33140,Alex Hamilton,7.9
12,0,06012,Greg Kraft,7.9
12,0,29461,Jamie Lovemark,7.9
15,0,23135,Tim Clark,7.8
15,0,01553,John Huston,7.8
15,0,27768,Brock Mackenzie,7.8
15,0,31323,Gary Woodland,7.8
19,0,32102,Rickie Fowler,7.7
20,0,10505,Shane Bertsch,7.6
20,0,12510,Chad Campbell,7.6
20,0,20472,Alex Cejka,7.6
20,0,24357,K.J. Choi,7.6
20,0,20105,Jeff Gove,7.6
20,0,01677,Tom Lehman,7.6
20,0,02206,David Toms,7.6
20,0,10425,Jay Williamson,7.6
28,0,10885,Robert Allenby,7.5
28,0,01157,Tom Byrum,7.5
28,0,23638,Brendon de Jonge,7.5
28,0,01797,Rocco Mediate,7.5
28,0,22348,Nick O'Hern,7.5
28,0,01945,Kenny Perry,7.5
28,0,21660,Jason Schultz,7.5
28,0,22293,Heath Slocum,7.5
28,0,06527,Steve Stricker,7.5
37,0,19824,Craig Barlow,7.4
37,0,06621,Joe Durant,7.4
37,0,10809,Jim Furyk,7.4
37,0,32495,Rob Grube,7.4
37,0,01724,Jeff Maggert,7.4
37,0,27060,John Mallinger,7.4
37,0,25198,Francesco Molinari,7.4
37,0,26596,Ryan Moore,7.4
37,0,06567,Vijay Singh,7.4
37,0,08385,Omar Uresti,7.4
37,0,27095,Nick Watney,7.4
37,0,20396,Lee Westwood,7.4
49,0,20498,Briny Baird,7.3
49,0,28087,Kris Blanks,7.3
49,0,23541,Ben Crane,7.3
49,0,08931,Glen Day,7.3
49,0,25686,Jason Dufner,7.3
