RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED
1,0,20396,Lee Westwood,9.31,437.56,-279.74,374.21
2,0,08793,Tiger Woods,8.26,330.36,-396.35,140.02
3,0,27408,Martin Kaymer,7.49,366.84,-212.50,346.33
4,0,01810,Phil Mickelson,7.01,301.43,-309.46,247.69
5,0,10809,Jim Furyk,6.44,296.44,-227.25,247.27
6,0,06527,Steve Stricker,6.39,274.71,-246.93,221.46
7,0,25572,Graeme McDowell,6.30,340.35,-132.41,331.48
8,0,25364,Paul Casey,6.14,276.18,-224.92,265.46
9,0,23983,Luke Donald,5.80,319.17,-136.47,325.67
10,0,24138,Ian Poulter,5.73,280.92,-200.33,245.30
11,0,28237,Rory McIlroy,5.69,318.66,-224.53,266.04
12,0,06522,Ernie Els,4.98,288.93,-212.60,282.83
13,0,23108,Matt Kuchar,4.90,254.82,-110.73,257.36
14,0,30925,Dustin Johnson,4.68,234.19,-127.72,239.95
15,0,25198,Francesco Molinari,4.50,247.35,-119.14,222.28
16,0,19970,Robert Karlsson,4.43,190.63,-144.98,203.86
17,0,20157,Retief Goosen,4.22,244.47,-193.53,210.70
18,0,23814,Edoardo Molinari,4.19,230.65,-92.15,206.02
19,0,24781,Hunter Mahan,4.19,222.06,-147.53,206.78
20,0,24024,Zach Johnson,3.76,199.22,-160.63,170.99
21,0,10885,Robert Allenby,3.76,217.98,-188.10,175.69
22,0,20766,Padraig Harrington,3.71,207.84,-230.99,144.52
23,0,22046,Geoff Ogilvy,3.69,188.11,-200.29,165.90
24,0,24502,Adam Scott,3.67,190.77,-99.15,160.01
25,0,26329,Louis Oosthuizen,3.61,191.38,-100.12,208.84
26,0,19958,Miguel Angel Jiménez,3.59,208.12,-129.68,207.43
27,0,23135,Tim Clark,3.58,189.71,-146.78,188.07
28,0,32102,Rickie Fowler,3.55,141.90,-43.05,157.32
29,0,29718,Anthony Kim,3.50,161.21,-179.91,158.83
30,0,22405,Justin Rose,3.47,187.16,-107.43,192.61
31,0,25804,Bubba Watson,3.46,162.47,-82.76,167.76
32,0,28258,K.T. Kim,3.42,184.76,-48.62,166.03
33,0,27896,Ross Fisher,3.38,172.55,-157.30,124.23
34,0,27095,Nick Watney,3.26,172.83,-138.18,152.79
35,0,27770,Camilo Villegas,3.20,169.81,-188.67,175.56
36,0,30852,Ryo Ishikawa,3.18,184.64,-117.71,138.17
37,0,26331,Charl Schwartzel,3.18,178.08,-127.68,191.00
38,0,28089,Jason Day,3.13,131.60,-52.21,130.23
39,0,23541,Ben Crane,3.11,164.85,-88.52,177.90
40,0,26908,Yuta Ikeda,3.02,168.87,-75.08,129.16
41,0,24140,Sean O'Hair,3.00,152.95,-169.70,111.80
42,0,22792,Peter Hanson,2.98,143.24,-104.26,130.83
43,0,24663,Y.E. Yang,2.97,166.44,-138.09,127.84
44,0,26596,Ryan Moore,2.82,149.55,-90.82,123.07
45,0,23623,Bo Van Pelt,2.81,162.90,-72.59,167.78
46,0,20229,Stewart Cink,2.81,134.79,-152.55,90.03
47,0,24357,K.J. Choi,2.77,144.11,-93.00,159.48
48,0,27072,Alvaro Quiros,2.71,146.15,-130.13,152.60
49,0,21284,Hiroyuki Fujita,2.70,150.97,-80.04,131.10
50,0,27936,Martin Laird,2.65,145.63,-61.58,126.33
51,0,21528,Henrik Stenson,2.55,119.74,-201.46,70.76
52,0,12716,Charley Hoffman,2.55,129.89,-65.02,120.44
53,0,28475,Jeff Overton,2.53,136.77,-62.13,141.70
54,0,20848,Ángel Cabrera,2.45,107.69,-135.37,68.37
55,0,25900,Lucas Glover,2.41,123.01,-152.94,72.30
56,0,23725,Brendan Jones,2.38,95.24,-59.25,78.03
57,0,22293,Heath Slocum,2.37,137.58,-87.98,114.79
58,0,23320,Ryan Palmer,2.27,125.03,-54.41,146.01
59,0,20935,Toru Taniguchi,2.27,100.01,-40.99,92.00
60,0,24924,Bill Haas,2.26,126.49,-59.85,133.56
61,0,20569,Richard Green,2.25,105.89,-54.36,99.79
62,0,33199,Matteo Manassero,2.21,88.35,-9.65,88.41
63,0,24512,Simon Dyson,2.11,122.60,-97.93,77.47
64,0,25396,Kevin Na,2.11,113.75,-96.07,101.80
65,0,29289,S.Y. Noh,2.09,93.90,-36.89,101.45
66,0,24748,WC Liang,2.07,97.22,-61.74,78.39
67,0,24511,Thongchai Jaidee,2.01,116.60,-114.17,105.47
68,0,02239,Scott Verplank,2.00,92.10,-84.44,74.27
69,0,20859,Anders Hansen,2.00,109.86,-94.28,75.71
70,0,01945,Kenny Perry,1.98,90.96,-202.70,48.19
71,0,30924,Rhys Davies,1.97,114.54,-68.04,118.70
72,0,27141,J.B. Holmes,1.97,104.63,-78.69,118.16
73,0,20367,Fredrik Andersson Hed,1.95,91.65,-29.46,95.11
74,0,32139,Danny Willett,1.90,91.44,-42.85,86.96
75,0,20098,Stuart Appleby,1.89,109.45,-68.30,97.22
76,0,21209,Sergio Garcia,1.87,91.86,-218.80,67.81
77,0,21753,Brian Davis,1.86,107.78,-69.47,105.05
78,0,02206,David Toms,1.85,96.23,-95.55,71.81
79,0,26882,Michael Sim,1.82,83.87,-71.63,59.49
80,0,24846,Ricky Barnes,1.82,96.39,-51.02,102.51
81,0,20645,John Senden,1.74,100.75,-83.91,72.09
82,0,23580,Tetsuji Hiratsuka,1.72,100.01,-51.52,95.61
83,0,22986,Søren Kjeldsen,1.72,93.10,-117.42,64.10
84,0,31115,Michio Matsumura,1.72,87.57,-22.69,80.31
85,0,23800,Bryce Molder,1.72,87.53,-62.17,74.40
86,0,27649,Brandt Snedeker,1.69,89.30,-71.46,81.24
87,0,27506,Oliver Wilson,1.68,90.68,-111.76,69.23
88,0,30909,David Horsey,1.64,82.21,-50.48,89.86
89,0,06567,Vijay Singh,1.63,76.48,-145.57,70.12
90,0,25686,Jason Dufner,1.62,87.58,-72.06,59.57
91,0,20376,Stephen Gallacher,1.62,71.35,-26.32,82.75
92,0,25191,Gonzalo Fernandez-Castaño,1.62,87.34,-89.17,67.60
93,0,30860,Shunsuke Sonoda,1.61,64.30,-6.37,69.42
94,0,23621,Rory Sabbatini,1.54,87.94,-99.16,77.70
95,0,26525,Grégory Bourdy,1.53,82.55,-61.65,52.65
96,0,20213,Katsumasa Miyamoto,1.52,79.19,-33.79,69.25
97,0,20832,Raphael Jacquelin,1.52,88.10,-54.22,71.89
98,0,25369,Jamie Donaldson,1.50,76.73,-46.44,68.02
99,0,26851,Marc Leishman,1.50,87.22,-70.58,70.65
100,0,27119,Koumei Oda,1.50,76.41,-65.47,50.44
101,0,19825,Darren Clarke,1.49,80.66,-70.62,74.05
102,0,19846,Brian Gay,1.49,86.56,-118.90,63.27
103,0,28300,Joost Luiten,1.49,59.63,-8.95,64.52
104,0,23325,Vaughn Taylor,1.46,78.65,-47.80,81.78
105,0,22000,Chris Wood,1.45,74.15,-61.73,63.21
106,0,23638,Brendon de Jonge,1.45,84.29,-44.44,96.98
107,0,28158,Steve Marino,1.45,83.86,-95.52,73.54
108,0,21998,Peter Lawrie,1.42,81.19,-51.69,72.02
109,0,25345,Carl Pettersson,1.41,81.99,-55.54,89.94
110,0,23797,Brett Rumford,1.39,73.75,-33.70,79.90
111,0,26500,Alejandro Cañizares,1.38,71.88,-25.20,75.66
112,0,01706,Davis Love III,1.38,70.35,-84.40,67.44
113,0,06004,Stephen Ames,1.37,63.10,-82.14,45.06
114,0,23624,Soren Hansen,1.37,78.05,-102.56,52.99
115,0,10860,Justin Leonard,1.37,73.87,-101.87,51.09
116,0,22896,Grégory Havret,1.36,70.97,-36.69,77.10
117,0,31141,Gareth Maybin,1.36,69.57,-57.61,61.14
118,0,08725,Tom Gillis,1.36,59.73,-32.02,54.84
119,0,21691,Robert-Jan Derksen,1.36,71.88,-46.82,61.24
120,0,24925,Jonathan Byrd,1.34,68.49,-47.86,57.15
121,0,26300,Matt Jones,1.33,62.72,-29.94,66.08
122,0,10944,Thomas Bjørn,1.32,66.15,-33.95,70.97
123,0,21731,Freddie Jacobson,1.32,64.67,-61.05,61.07
124,0,20218,Shingo Katayama,1.32,68.51,-95.17,46.16
125,0,21407,Arjun Atwal,1.31,52.58,-16.79,55.66
126,0,24957,Simon Khan,1.31,70.72,-29.57,77.13
127,0,27088,Johan Edfors,1.31,66.66,-58.68,55.22
128,0,31640,Gary Boyd,1.30,60.00,-23.85,53.23
129,0,21590,Damian McGrane,1.29,74.91,-51.44,66.64
130,0,29461,Jamie Lovemark,1.29,51.64,-15.38,53.02
131,0,25120,Dohoon Kim,1.28,51.29,-.56,51.85
132,0,20160,Charlie Wi,1.28,71.63,-61.62,69.49
133,0,28723,John Parry,1.28,72.78,-17.54,64.32
134,0,21134,Takashi Kanemoto,1.26,61.89,-21.47,53.91
135,0,24507,Jason Bohn,1.26,64.28,-50.67,62.06
136,0,27214,Kevin Streelman,1.25,72.50,-49.38,70.42
137,0,32691,Jacob DONOTUSE,1.24,49.79,-10.47,49.59
138,0,30008,Jbe' Kruger,1.24,55.68,-17.55,64.02
139,0,23788,D.J. Trahan,1.23,71.26,-62.38,75.53
140,0,27349,Alex Noren,1.23,60.15,-77.01,29.41
141,0,08075,Jerry Kelly,1.22,68.44,-79.54,49.19
142,0,29531,Richie Ramsay,1.22,69.57,-45.71,45.04
143,0,24461,Thomas Aiken,1.22,69.37,-56.80,64.52
144,0,24083,Marcus Fraser,1.20,64.94,-41.92,68.67
145,0,20473,Ignacio Garrido,1.20,69.35,-41.58,62.32
146,0,30926,Chris Kirk,1.19,47.76,-11.61,56.25
147,0,28259,Sangmoon Bae,1.18,47.13,-35.15,38.31
148,0,23452,Nicolas Colsaerts,1.18,52.99,-34.08,36.81
149,0,26539,Robert Rock,1.18,68.25,-52.30,61.38
150,0,22983,Bradley Dredge,1.17,62.08,-45.36,53.79
151,0,30004,Ross McGowan,1.17,64.37,-70.78,26.18
152,0,24358,Robert Garrigus,1.16,55.67,-26.99,53.40
153,0,12510,Chad Campbell,1.16,62.61,-92.09,43.04
154,0,20593,Greg Chalmers,1.16,67.18,-50.53,50.00
155,0,21470,Daisuke Maruyama,1.15,63.45,-43.84,43.86
156,0,21961,Charles Howell III,1.15,65.27,-69.76,65.37
157,0,06643,Paul Goydos,1.14,57.15,-67.01,48.52
158,0,33204,Shane Lowry,1.14,55.77,-41.00,47.55
159,0,20669,James Kingston,1.13,57.80,-69.41,35.94
160,0,22913,John Rollins,1.13,59.82,-76.61,48.34
161,0,22793,Christian Nilsson,1.13,45.09,-29.40,33.56
162,0,25398,Ryuichi Oda,1.12,57.25,-36.90,28.41
163,0,22368,Daniel Gaunt,1.10,44.18,-2.39,44.83
164,0,20940,Kenichi Kuboya,1.10,60.58,-61.79,32.95
165,0,22110,Thaworn Wiratchant,1.10,52.69,-35.16,46.89
166,0,12680,Shigeki Maruyama,1.09,62.28,-46.07,39.64
167,0,10423,Mike Weir,1.09,48.06,-114.57,26.75
168,0,20686,Jeev Milkha Singh,1.09,63.25,-123.44,48.75
169,0,24218,Han Lee,1.09,47.84,-21.89,35.94
170,0,22348,Nick O'Hern,1.07,45.03,-55.49,27.45
171,0,22621,Ben Curtis,1.06,48.71,-90.43,39.84
172,0,25562,Andres Romero,1.05,46.06,-65.47,44.56
173,0,29256,James Morrison,1.03,50.56,-23.05,57.32
174,0,27899,Rikard Karlberg,1.03,41.15,-4.46,44.80
175,0,26808,Tadahiro Takayama,1.02,48.05,-15.88,42.65
176,0,01948,Tim Petrovic,1.02,59.19,-50.81,45.19
177,0,27056,Pariya Junhasavasdikul,1.01,40.25,-3.44,40.60
178,0,06515,Shaun Micheel,1.00,42.99,-16.52,48.92
179,0,20472,Alex Cejka,1.00,57.96,-40.88,53.19
180,0,27064,Jhonattan Vegas,.99,41.45,-9.34,41.33
181,0,28751,Andrew Dodt,.97,44.69,-32.71,52.62
182,0,25972,Pablo Martin Benavides,.97,56.11,-23.50,36.09
183,0,26420,Richard Johnson,.94,52.80,-34.98,50.62
184,0,01928,Corey Pavin,.92,36.98,-23.63,36.57
185,0,29910,Blake Adams,.92,43.36,-33.73,35.81
186,0,24604,Hunter Haas,.92,45.18,-14.67,44.46
187,0,29942,Mark Tullo,.92,36.78,-8.76,36.90
188,0,24361,Pat Perez,.92,45.82,-69.95,38.73
189,0,01313,Steve Elkington,.91,41.05,-21.11,44.72
190,0,21350,Ryuji Imada,.91,51.06,-55.45,52.45
