RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
1,0,46046,Scottie Scheffler,69.74%,590,846,-0.25
2,0,54576,Patrick Fishburn,69.55%,507,729,-0.16
3,0,50095,Austin Smotherman,69.44%,359,517,-0.15
4,0,46414,Aaron Rai,69.26%,766,1106,-0.19
5,0,27064,Jhonattan Vegas,68.88%,571,829,-0.20
6,0,32757,Patton Kizzire,68.29%,506,741,-0.19
7,0,52375,Doug Ghim,68.24%,765,1121,-0.17
8,0,45242,Kevin Yu,68.10%,600,881,-0.16
9,0,30163,Henrik Norlander,67.78%,465,686,-0.19
10,0,51997,Andrew Novak,67.77%,736,1086,-0.20
11,0,35310,Lanto Griffin,67.74%,548,809,-0.17
12,0,34076,Joel Dahmen,67.39%,686,1018,-0.16
13,0,39324,J.J. Spaun,67.36%,683,1014,-0.19
14,0,36871,Matt NeSmith,67.26%,606,901,-0.14
15,0,39997,Corey Conners,67.19%,723,1076,-0.20
16,0,34587,Chan Kim,67.00%,668,997,-0.17
17,0,40026,Daniel Berger,66.98%,568,848,-0.17
18,0,51287,Ryo Hisatsune,66.63%,673,1010,-0.19
19,0,29535,Brice Garnett,66.61%,429,644,-0.16
20,0,51890,Greyson Sigg,66.49%,645,970,-0.14
21,0,36884,Ben Kohles,66.48%,700,1053,-0.17
21,0,52513,Carson Young,66.48%,698,1050,-0.19
23,0,27139,David Skinns,66.46%,648,975,-0.19
24,0,40162,Justin Lower,66.16%,825,1247,-0.22
25,0,54591,Ben Griffin,66.13%,863,1305,-0.20
26,0,39975,Michael Kim,66.10%,579,876,-0.21
27,0,39546,Keith Mitchell,65.95%,647,981,-0.19
28,0,46340,Alex Smalley,65.93%,540,819,-0.16
29,0,48117,Kurt Kitayama,65.92%,646,980,-0.19
30,0,25900,Lucas Glover,65.84%,744,1130,-0.23
31,0,29725,Tony Finau,65.83%,653,992,-0.19
32,0,39327,Ben Silverman,65.74%,689,1048,-0.20
33,0,26476,Chez Reavie,65.68%,532,810,-0.19
34,0,51349,Nico Echavarria,65.59%,650,991,-0.21
35,0,55893,Sam Stevens,65.49%,702,1072,-0.18
36,0,47988,Nick Hardy,65.44%,678,1036,-0.17
37,0,34256,Andrew Putnam,65.42%,717,1096,-0.20
38,0,54628,Lee Hodges,65.35%,792,1212,-0.17
39,0,59143,Mac Meissner,65.30%,604,925,-0.18
40,0,34021,Bud Cauley,65.27%,468,717,-0.14
41,0,51696,Rico Hoey,65.10%,595,914,-0.20
42,0,28775,Nate Lashley,65.08%,587,902,-0.17
43,0,47679,Victor Perez,65.06%,581,893,-0.20
44,0,48081,Xander Schauffele,65.02%,619,952,-0.22
45,0,28252,Seamus Power,64.99%,841,1294,-0.19
46,0,36326,David Lipsky,64.87%,541,834,-0.19
47,0,60004,Jacob Bridgeman,64.85%,559,862,-0.23
48,0,48887,Matt Wallace,64.82%,514,793,-0.15
49,0,40006,Erik van Rooyen,64.80%,602,929,-0.22
50,0,26596,Ryan Moore,64.78%,607,937,-0.16
51,0,56149,Wilson Furr,64.62%,400,619,-0.17
52,0,46113,Ryan McCormick,64.55%,417,646,-0.15
53,0,48084,Wesley Bryan,64.47%,303,470,-0.18
54,0,36699,Patrick Rodgers,64.28%,781,1215,-0.18
55,0,58168,Davis Thompson,64.27%,732,1139,-0.18
56,0,51634,Sahith Theegala,64.22%,745,1160,-0.19
57,0,49960,Sepp Straka,64.21%,610,950,-0.20
58,0,32333,Kevin Tway,64.18%,387,603,-0.17
59,0,60067,Joe Highsmith,64.16%,503,784,-0.21
59,0,48867,Matti Schmid,64.16%,562,876,-0.17
61,0,32070,Rafael Campos,64.11%,393,613,-0.15
62,0,51977,Max Greyserman,64.00%,583,911,-0.22
63,0,33948,Byeong Hun An,63.90%,563,881,-0.18
64,0,24024,Zach Johnson,63.89%,414,648,-0.21
65,0,27129,Luke List,63.82%,561,879,-0.19
65,0,29908,C.T. Pan,63.82%,531,832,-0.19
67,0,31323,Gary Woodland,63.81%,633,992,-0.19
68,0,32366,Kevin Chappell,63.80%,363,569,-0.15
69,0,50497,Adrien Dumont de Chassart,63.75%,517,811,-0.15
70,0,52955,Ludvig Ãberg,63.67%,573,900,-0.21
71,0,48153,Matthieu Pavon,63.66%,487,765,-0.19
72,0,52372,Cameron Champ,63.62%,418,657,-0.18
73,0,33486,Roger Sloan,63.59%,482,758,-0.20
74,0,34563,Chesson Hadley,63.58%,550,865,-0.17
75,0,48319,Tom Whitney,63.57%,445,700,-0.12
76,0,34255,Joseph Bramlett,63.51%,604,951,-0.14
76,0,47663,Kevin Dougherty,63.51%,409,644,-0.12
78,0,40115,Adam Svensson,63.47%,900,1418,-0.16
79,0,59836,Pierceson Coody,63.45%,533,840,-0.21
80,0,27936,Martin Laird,63.37%,526,830,-0.17
81,0,50493,Justin Suh,63.36%,574,906,-0.19
82,0,51070,Vincent Norrman,63.35%,401,633,-0.07
83,0,35532,Tom Hoge,63.33%,834,1317,-0.24
84,0,32839,Hideki Matsuyama,63.29%,574,907,-0.21
85,0,32791,K.H. Lee,63.23%,607,960,-0.20
86,0,47983,Chad Ramey,63.21%,627,992,-0.20
87,0,27349,Alex Noren,63.13%,541,857,-0.16
88,0,45609,Tyler Duncan,63.11%,491,778,-0.14
89,0,37275,Sam Ryder,63.10%,537,851,-0.22
90,0,28237,Rory McIlroy,63.01%,528,838,-0.20
91,0,52374,Brandon Wu,63.00%,567,900,-0.16
92,0,36801,Mark Hubbard,62.99%,788,1251,-0.19
93,0,35461,Beau Hossler,62.98%,677,1075,-0.18
94,0,33141,Keegan Bradley,62.96%,634,1007,-0.19
94,0,31646,Emiliano Grillo,62.96%,707,1123,-0.21
96,0,27214,Kevin Streelman,62.95%,520,826,-0.20
97,0,30911,Tommy Fleetwood,62.91%,575,914,-0.18
98,0,33204,Shane Lowry,62.86%,550,875,-0.21
99,0,46717,Viktor Hovland,62.82%,436,694,-0.25
100,0,27330,Josh Teater,62.81%,331,527,-0.12
101,0,52453,Nicolai HÃ¸jgaard,62.72%,392,625,-0.16
102,0,56630,Akshay Bhatia,62.71%,686,1094,-0.22
103,0,32367,Jorge Campillo,62.69%,378,603,-0.17
104,0,57362,Austin Eckroat,62.58%,679,1085,-0.19
105,0,54783,Dylan Wu,62.57%,627,1002,-0.17
106,0,52215,Robert MacIntyre,62.49%,563,901,-0.19
107,0,60767,Blaine Hale Jr.,62.45%,316,506,-0.14
108,0,29420,Billy Horschel,62.21%,609,979,-0.18
108,0,49771,J.T. Poston,62.21%,680,1093,-0.21
110,0,57366,Cameron Young,62.20%,604,971,-0.20
111,0,59095,Chris Gotterup,62.19%,556,894,-0.15
112,0,40250,Taylor Pendrith,62.03%,606,977,-0.22
113,0,29936,Ryan Fox,61.96%,588,949,-0.22
114,0,32102,Rickie Fowler,61.92%,592,956,-0.19
115,0,47420,Jake Knapp,61.84%,585,946,-0.19
116,0,46442,Maverick McNealy,61.81%,675,1092,-0.20
117,0,36799,Stephan Jaeger,61.80%,618,1000,-0.19
118,0,55708,Hayden Buckley,61.74%,526,852,-0.16
119,0,25493,Nick Taylor,61.68%,676,1096,-0.20
120,0,48699,Callum Tarren,61.67%,481,780,-0.10
121,0,37378,Min Woo Lee,61.58%,492,799,-0.17
122,0,47483,Will Zalatoris,61.57%,524,851,-0.15
123,0,23108,Matt Kuchar,61.55%,605,983,-0.20
124,0,24502,Adam Scott,61.52%,526,855,-0.21
124,0,34046,Jordan Spieth,61.52%,518,842,-0.19
126,0,27644,Brian Harman,61.40%,692,1127,-0.24
127,0,55182,Tom Kim,61.39%,628,1023,-0.20
128,0,59442,Parker Coody,61.31%,431,703,-0.16
129,0,49947,Taylor Moore,61.29%,722,1178,-0.18
130,0,52666,Sami Valimaki,61.24%,493,805,-0.21
131,0,39971,Sungjae Im,61.22%,685,1119,-0.22
131,0,33448,Justin Thomas,61.22%,502,820,-0.20
133,0,40058,Zac Blair,61.20%,664,1085,-0.19
134,0,33399,Adam Hadwin,61.12%,602,985,-0.20
135,0,30926,Chris Kirk,61.10%,567,928,-0.20
135,0,50484,Hayden Springer,61.10%,443,725,-0.19
137,0,32640,Troy Merritt,61.03%,509,834,-0.19
138,0,34099,Harris English,61.00%,660,1082,-0.18
139,0,51766,Wyndham Clark,60.95%,515,845,-0.24
140,0,12716,Charley Hoffman,60.85%,516,848,-0.19
140,0,27770,Camilo Villegas,60.85%,373,613,-0.13
142,0,54421,Garrick Higgo,60.83%,525,863,-0.19
143,0,52514,Trace Crowe,60.80%,428,704,-0.25
144,0,40098,Matt Fitzpatrick,60.51%,524,866,-0.21
145,0,57900,Chandler Phillips,60.46%,653,1080,-0.23
146,0,38991,Alejandro Tosti,60.40%,485,803,-0.18
147,0,57975,Harry Hall,60.17%,583,969,-0.21
148,0,37455,Si Woo Kim,60.05%,657,1094,-0.21
149,0,47504,Sam Burns,59.98%,547,912,-0.26
150,0,47995,Davis Riley,59.96%,569,949,-0.19
151,0,28420,Ryan Brehm,59.71%,369,618,-0.12
151,0,35506,Mackenzie Hughes,59.71%,695,1164,-0.21
153,0,50525,Collin Morikawa,59.67%,586,982,-0.26
154,0,46441,Robby Shelton,59.64%,566,949,-0.19
155,0,33968,ThorbjÃ¸rn Olesen,59.61%,332,557,-0.18
156,0,51894,Vince Whaley,59.48%,436,733,-0.20
157,0,23320,Ryan Palmer,59.43%,293,493,-0.14
158,0,34466,Peter Malnati,59.19%,570,963,-0.18
159,0,47347,Adam Schenk,59.15%,643,1087,-0.19
160,0,39977,Max Homa,59.11%,568,961,-0.20
161,0,34098,Russell Henley,59.07%,547,926,-0.23
162,0,59866,Nick Dunlap,58.90%,526,893,-0.21
163,0,27649,Brandt Snedeker,58.86%,455,773,-0.17
164,0,48119,Ben Taylor,58.82%,460,782,-0.15
165,0,33408,Tyson Alexander,58.76%,503,856,-0.18
166,0,47591,Eric Cole,58.31%,789,1353,-0.23
167,0,45157,Cam Davis,58.27%,571,980,-0.19
168,0,33653,Thomas Detry,58.24%,544,934,-0.21
169,0,34374,Erik Barnes,58.21%,358,615,-0.15
170,0,45522,Christiaan Bezuidenhout,58.13%,622,1070,-0.24
171,0,37212,Paul Barjon,58.09%,352,606,-0.11
172,0,28089,Jason Day,58.08%,478,823,-0.22
173,0,47993,Denny McCarthy,58.01%,663,1143,-0.24
174,0,22405,Justin Rose,57.89%,433,748,-0.18
175,0,22371,Aaron Baddeley,57.65%,501,869,-0.19
175,0,30927,Brendon Todd,57.65%,761,1320,-0.20
177,0,35450,Patrick Cantlay,57.39%,435,758,-0.21
178,0,35617,Martin Trainer,56.91%,321,564,-0.14
179,0,29478,Kevin Kisner,56.90%,396,696,-0.17
180,0,55454,Carl Yuan,56.79%,418,736,-0.15
181,0,29221,Webb Simpson,56.78%,398,701,-0.17
182,0,50188,S.H. Kim,56.51%,707,1251,-0.19
183,0,55789,Taylor Montgomery,55.49%,379,683,-0.23
184,0,47806,Raul Pereda,53.18%,276,519,-0.13
