RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
1,0,46046,Scottie Scheffler,85.19%,92,108,-0.28
2,0,25900,Lucas Glover,84.57%,137,162,-0.42
3,0,29908,C.T. Pan,84.25%,107,127,-0.29
4,0,36326,David Lipsky,83.93%,94,112,-0.28
5,0,47679,Victor Perez,83.52%,76,91,-0.39
6,0,47483,Will Zalatoris,83.15%,74,89,-0.16
7,0,26596,Ryan Moore,82.86%,87,105,-0.31
8,0,30911,Tommy Fleetwood,82.69%,86,104,-0.33
9,0,32757,Patton Kizzire,82.50%,99,120,-0.38
10,0,27064,Jhonattan Vegas,82.44%,108,131,-0.27
11,0,35532,Tom Hoge,82.35%,140,170,-0.38
12,0,32839,Hideki Matsuyama,82.26%,102,124,-0.37
13,0,33948,Byeong Hun An,82.14%,115,140,-0.24
14,0,32333,Kevin Tway,82.05%,64,78,-0.19
15,0,36884,Ben Kohles,81.82%,108,132,-0.27
16,0,48084,Wesley Bryan,81.71%,67,82,-0.22
17,0,32367,Jorge Campillo,81.54%,53,65,-0.13
18,0,40026,Daniel Berger,81.44%,79,97,-0.23
19,0,34256,Andrew Putnam,81.31%,87,107,-0.25
20,0,52374,Brandon Wu,81.20%,95,117,-0.26
21,0,39997,Corey Conners,80.79%,122,151,-0.31
22,0,29478,Kevin Kisner,80.26%,61,76,-0.23
23,0,33486,Roger Sloan,80.15%,105,131,-0.34
24,0,54576,Patrick Fishburn,80.00%,96,120,-0.25
24,0,35617,Martin Trainer,80.00%,68,85,-0.31
24,0,54783,Dylan Wu,80.00%,104,130,-0.31
27,0,30163,Henrik Norlander,79.78%,71,89,-0.23
28,0,34076,Joel Dahmen,79.71%,110,138,-0.29
29,0,55182,Tom Kim,79.53%,101,127,-0.24
30,0,47988,Nick Hardy,79.33%,142,179,-0.26
31,0,29420,Billy Horschel,79.28%,88,111,-0.31
32,0,40162,Justin Lower,79.17%,133,168,-0.30
32,0,49947,Taylor Moore,79.17%,133,168,-0.24
34,0,52375,Doug Ghim,79.14%,129,163,-0.22
34,0,35461,Beau Hossler,79.14%,129,163,-0.29
36,0,47993,Denny McCarthy,79.07%,102,129,-0.40
37,0,29535,Brice Garnett,78.95%,60,76,-0.30
37,0,27936,Martin Laird,78.95%,90,114,-0.26
39,0,46414,Aaron Rai,78.91%,101,128,-0.28
