RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST. (INCHES),TOTAL ROUNDS,AVG DIST.,BEST ROUND
94,0,24024,Zach Johnson,73' 2",48265,55,34' 1",140
94,0,29908,C.T. Pan,73' 2",62370,71,34' 1",450
94,0,27139,David Skinns,73' 2",45639,52,34' 4",320
94,0,32139,Danny Willett,73' 2",36855,42,34' 6",370
99,0,49771,J.T. Poston,73' 1",70177,80,34' 4",360
99,0,48081,Xander Schauffele,73' 1",49999,57,34' 3",390
101,0,49964,Aaron Wise,73' 0",67469,77,34' 3",470
101,0,31323,Gary Woodland,73' 0",49042,56,34' 4",50
103,0,23108,Matt Kuchar,72' 11",52477,60,34' 5",270
103,0,51894,Vince Whaley,72' 11",58614,67,34' 1",460
105,0,45540,Jared Wolfe,72' 9",41020,47,34' 0",330
105,0,52374,Brandon Wu,72' 9",43652,50,33' 10",400
107,0,23983,Luke Donald,72' 8",45351,52,34' 4",460
107,0,25818,Scott Piercy,72' 8",58432,67,34' 3",450
107,0,39324,J.J. Spaun,72' 8",63667,73,34' 1",30
110,0,29420,Billy Horschel,72' 7",47907,55,34' 3",130
111,0,55708,Hayden Buckley,72' 6",67020,77,34' 1",30
111,0,39436,Joshua Creel,72' 6",32201,37,33' 9",110
111,0,33448,Justin Thomas,72' 6",53078,61,34' 1",190
111,0,40006,Erik van Rooyen,72' 6",34807,40,33' 9",290
115,0,54421,Garrick Higgo,72' 5",33011,38,33' 9",200
115,0,29289,S.Y. Noh,72' 5",39951,46,34' 1",30
117,0,25900,Lucas Glover,72' 3",71090,82,33' 9",400
117,0,33204,Shane Lowry,72' 3",41631,48,33' 9",240
119,0,47856,Seth Reeves,72' 2",42435,49,33' 10",150
119,0,47483,Will Zalatoris,72' 2",49372,57,33' 9",340
121,0,50525,Collin Morikawa,72' 1",41532,48,33' 11",490
122,0,33141,Keegan Bradley,71' 11",56933,66,33' 10",490
122,0,36801,Mark Hubbard,71' 11",47478,55,33' 6",200
122,0,27129,Luke List,71' 11",55201,64,33' 10",30
125,0,32816,Satoshi Kodaira,71' 9",35302,41,33' 6",450
126,0,30944,Jason Kokrak,71' 8",43835,51,33' 8",100
127,0,33419,Cameron Tringale,71' 5",62529,73,33' 5",40
128,0,33490,Bo Hoag,71' 4",31678,37,33' 5",10
128,0,46340,Alex Smalley,71' 4",64207,75,33' 6",190
128,0,23325,Vaughn Taylor,71' 4",34220,40,33' 6",400
128,0,51634,Sahith Theegala,71' 4",81348,95,33' 6",30
128,0,28114,Dawie van der Walt,71' 4",41105,48,33' 5",450
133,0,25198,Francesco Molinari,71' 3",34207,40,33' 7",180
134,0,33667,Carlos Ortiz,71' 2",44400,52,33' 5",180
135,0,24925,Jonathan Byrd,71' 1",36668,43,33' 7",450
136,0,47529,Mito Pereira,70' 9",63676,75,33' 2",380
137,0,39997,Corey Conners,70' 8",60230,71,33' 2",30
137,0,54628,Lee Hodges,70' 8",70374,83,33' 3",240
137,0,27649,Brandt Snedeker,70' 8",41540,49,33' 0",140
140,0,45526,Abraham Ancer,70' 7",38942,46,33' 1",50
140,0,32839,Hideki Matsuyama,70' 7",48306,57,33' 1",380
142,0,46550,Brandon Hagy,70' 6",50746,60,33' 2",320
142,0,39953,Chase Seiffert,70' 6",31317,37,33' 1",450
144,0,30926,Chris Kirk,70' 5",53263,63,33' 1",200
145,0,32757,Patton Kizzire,70' 4",69168,82,32' 11",230
145,0,26476,Chez Reavie,70' 4",63294,75,32' 11",350
145,0,34360,Patrick Reed,70' 4",43035,51,33' 1",230
145,0,32333,Kevin Tway,70' 4",56536,67,32' 10",310
149,0,19803,Ryan Armour,70' 3",29497,35,32' 11",390
149,0,31557,Jim Herman,70' 3",36266,43,32' 11",10
149,0,29926,Danny Lee,70' 3",33722,40,33' 0",350
149,0,51997,Andrew Novak,70' 3",45516,54,33' 2",110
153,0,47988,Nick Hardy,70' 2",37891,45,32' 10",390
154,0,47347,Adam Schenk,70' 1",64733,77,32' 10",100
155,0,51890,Greyson Sigg,70' 0",60468,72,32' 8",240
156,0,25686,Jason Dufner,69' 8",32617,39,32' 5",150
157,0,51950,Max McGreevy,69' 7",46762,56,32' 8",470
157,0,46601,Trey Mullinax,69' 7",55131,66,32' 7",460
159,0,46402,Talor Gooch,69' 5",45789,55,32' 9",110
160,0,21961,Charles Howell III,69' 3",39079,47,32' 6",40
160,0,23320,Ryan Palmer,69' 3",41531,50,32' 7",270
160,0,27770,Camilo Villegas,69' 3",42368,51,32' 5",290
163,0,29970,Dylan Frittelli,68' 11",60357,73,32' 4",370
163,0,37455,Si Woo Kim,68' 11",66948,81,32' 6",30
165,0,45609,Tyler Duncan,68' 10",53705,65,32' 6",480
166,0,37189,Harold Varner III,68' 9",47042,57,32' 5",370
167,0,52372,Cameron Champ,68' 6",38612,47,32' 2",460
168,0,24924,Bill Haas,68' 4",55745,68,32' 2",170
169,0,36871,Matthew NeSmith,68' 0",63621,78,31' 10",240
169,0,27214,Kevin Streelman,68' 0",65277,80,32' 1",50
169,0,27064,Jhonattan Vegas,68' 0",48142,59,31' 10",360
172,0,30978,Kiradech Aphibarnrat,67' 11",29352,36,31' 10",470
173,0,27936,Martin Laird,67' 10",49666,61,31' 11",320
174,0,34046,Jordan Spieth,67' 9",49578,61,31' 9",350
175,0,27644,Brian Harman,67' 8",61704,76,31' 8",140
175,0,34431,Robert Streb,67' 8",59312,73,31' 10",370
177,0,50095,Austin Smotherman,67' 7",51065,63,31' 7",370
178,0,35110,Brett Drewitt,67' 6",34017,42,31' 10",330
178,0,52375,Doug Ghim,67' 6",55113,68,31' 8",450
180,0,46414,Aaron Rai,67' 2",55596,69,31' 4",270
181,0,24980,Scott Gutschewski,66' 11",30497,38,31' 5",10
182,0,32448,James Hahn,66' 10",48114,60,31' 3",400
182,0,33122,Russell Knox,66' 10",59355,74,31' 3",350
184,0,31420,Anirban Lahiri,66' 8",48012,60,31' 2",190
185,0,32662,Michael Gligic,66' 7",45567,57,31' 1",390
186,0,32102,Rickie Fowler,66' 5",44622,56,31' 2",350
187,0,30163,Henrik Norlander,66' 4",47743,60,30' 10",30
188,0,29974,Branden Grace,65' 11",34001,43,30' 10",380
189,0,12716,Charley Hoffman,65' 8",45678,58,30' 9",320
190,0,31560,Brian Stuard,65' 7",54301,69,30' 9",380
191,0,34255,Joseph Bramlett,65' 4",52557,67,30' 7",450
192,0,29518,Brendan Steele,64' 10",48226,62,30' 4",30
193,0,26300,Matt Jones,64' 9",39611,51,30' 6",130
