RANK,MOVEMENT,PLAYER_ID,PLAYER,HOLE OUTS
1,0,21753,Brian Davis,23
2,0,21949,Joe Ogilvie,22
3,0,23349,Charles Warren,20
4,0,24449,Parker McLachlin,19
5,0,25686,Jason Dufner,18
5,0,19846,Brian Gay,18
5,0,12705,Cliff Kresge,18
5,0,23623,Bo Van Pelt,18
9,0,06197,Michael Allen,17
9,0,23048,Eric Axley,17
9,0,24357,K.J. Choi,17
12,0,22371,Aaron Baddeley,16
12,0,12716,Charley Hoffman,16
12,0,07547,Craig Kanada,16
12,0,25396,Kevin Na,16
12,0,02239,Scott Verplank,16
17,0,01945,Kenny Perry,15
17,0,01948,Tim Petrovic,15
19,0,20472,Alex Cejka,14
19,0,20850,Daniel Chopra,14
19,0,08537,J.P. Hayes,14
19,0,12195,Tom Johnson,14
19,0,10733,Kent Jones,14
19,0,27933,John Merrick,14
19,0,24140,Sean O'Hair,14
19,0,22046,Geoff Ogilvy,14
19,0,01941,Tom Pernice Jr.,14
19,0,21959,Ted Purdy,14
19,0,25190,Jeff Quinney,14
19,0,21878,Mark Wilson,14
31,0,20498,Briny Baird,13
31,0,01313,Steve Elkington,13
31,0,22806,Doug LaBelle II,13
31,0,27060,John Mallinger,13
31,0,12680,Shigeki Maruyama,13
31,0,01797,Rocco Mediate,13
31,0,25345,Carl Pettersson,13
31,0,26951,Johnson Wagner,13
39,0,23613,Rich Barcelo,12
39,0,12510,Chad Campbell,12
39,0,20623,Gavin Coles,12
39,0,22621,Ben Curtis,12
39,0,08931,Glen Day,12
39,0,20104,Ken Duke,12
39,0,23718,Nathan Green,12
39,0,08881,Tripp Isenhour,12
39,0,29718,Anthony Kim,12
39,0,23108,Matt Kuchar,12
39,0,24912,Will MacKenzie,12
39,0,20572,Rod Pampling,12
39,0,22295,Darron Stiles,12
39,0,27095,Nick Watney,12
39,0,12602,Dean Wilson,12
54,0,01024,Billy Andrade,11
54,0,19803,Ryan Armour,11
54,0,12652,Cameron Beckman,11
54,0,23614,Rich Beem,11
54,0,20229,Stewart Cink,11
54,0,21209,Sergio Garcia,11
54,0,20378,Mathias Grönberg,11
54,0,01473,Todd Hamilton,11
54,0,20433,Mark Hensby,11
54,0,08075,Jerry Kelly,11
54,0,20634,Peter Lonard,11
54,0,26881,Jarrod Lyle,11
54,0,01724,Jeff Maggert,11
54,0,28158,Steve Marino,11
54,0,01766,Billy Mayfair,11
54,0,23320,Ryan Palmer,11
54,0,24138,Ian Poulter,11
54,0,22913,John Rollins,11
54,0,23621,Rory Sabbatini,11
54,0,06567,Vijay Singh,11
54,0,27649,Brandt Snedeker,11
54,0,27963,Chris Stroud,11
54,0,02223,Bob Tway,11
54,0,10423,Mike Weir,11
54,0,23322,Brett Wetterich,11
54,0,25892,Steve Wheatcroft,11
80,0,07867,Woody Austin,10
80,0,07363,Craig Bowden,10
80,0,08123,Jeff Brehaut,10
80,0,25273,Andrew Buckle,10
80,0,24925,Jonathan Byrd,10
80,0,06034,Marco Dawson,10
80,0,06522,Ernie Els,10
80,0,07457,Steve Flesch,10
80,0,25900,Lucas Glover,10
80,0,21350,Ryuji Imada,10
80,0,26420,Richard Johnson,10
80,0,10860,Justin Leonard,10
80,0,11032,Frank Lickliter II,10
80,0,26596,Ryan Moore,10
80,0,22348,Nick O'Hern,10
80,0,01928,Corey Pavin,10
80,0,21660,Jason Schultz,10
80,0,22293,Heath Slocum,10
80,0,06595,Kevin Sutherland,10
80,0,02206,David Toms,10
80,0,02214,Kirk Triplett,10
80,0,20160,Charlie Wi,10
102,0,21633,Steve Allan,9
102,0,01142,Bart Bryant,9
102,0,01157,Tom Byrum,9
102,0,01320,Bob Estes,9
102,0,06643,Paul Goydos,9
102,0,01577,Lee Janzen,9
102,0,20382,Stephen Leaney,9
102,0,01707,Steve Lowery,9
102,0,21470,Daisuke Maruyama,9
102,0,06515,Shaun Micheel,9
102,0,23800,Bryce Molder,9
102,0,28475,Jeff Overton,9
102,0,24361,Pat Perez,9
102,0,02246,Duffy Waldorf,9
102,0,26289,Boo Weekley,9
117,0,10885,Robert Allenby,8
117,0,07223,Brian Bateman,8
117,0,01161,Mark Calcavecchia,8
117,0,19972,José Coceres,8
117,0,01249,John Daly,8
117,0,23638,Brendon de Jonge,8
117,0,06251,Chris DiMarco,8
117,0,21805,Harrison Frazar,8
117,0,24924,Bill Haas,8
117,0,10117,Bob Heintz,8
117,0,12782,Tim Herron,8
117,0,27141,J.B. Holmes,8
117,0,22212,Craig Lile,8
117,0,27120,Troy Matteson,8
117,0,24490,George McNeill,8
117,0,06373,José María Olazábal,8
117,0,20127,Chris Riley,8
117,0,26882,Michael Sim,8
117,0,02101,Joey Sindelar,8
117,0,23788,D.J. Trahan,8
117,0,27770,Camilo Villegas,8
117,0,10425,Jay Williamson,8
139,0,23933,Michael Boyd,7
139,0,26360,Bubba Dickerson,7
139,0,24980,Scott Gutschewski,7
139,0,24024,Zach Johnson,7
139,0,24781,Hunter Mahan,7
139,0,01810,Phil Mickelson,7
139,0,10213,Dicky Pride,7
139,0,28486,Michael Putnam,7
139,0,22405,Justin Rose,7
139,0,20645,John Senden,7
139,0,02104,Jeff Sluman,7
139,0,26679,Kevin Stadler,7
139,0,23325,Vaughn Taylor,7
152,0,20098,Stuart Appleby,6
