RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE IN INCHES
1,0,34046,Jordan Spieth,58
2,0,37380,Curtis Luck,56
2,0,47993,Denny McCarthy,56
4,0,34256,Andrew Putnam,55
4,0,37275,Sam Ryder,55
6,0,22405,Justin Rose,54
6,0,24502,Adam Scott,54
6,0,26951,Johnson Wagner,54
9,0,40009,Dominic Bozzelli,53
9,0,32102,Rickie Fowler,53
9,0,35461,Beau Hossler,53
9,0,32757,Patton Kizzire,53
9,0,25572,Graeme McDowell,53
9,0,27556,Ted Potter Jr.,53
9,0,36699,Patrick Rodgers,53
9,0,49960,Sepp Straka,53
9,0,23325,Vaughn Taylor,53
9,0,37340,Chase Wright,53
19,0,22371,Aaron Baddeley,52
19,0,28259,Sangmoon Bae,52
19,0,47959,Bryson DeChambeau,52
19,0,35376,Roberto Díaz,52
19,0,25900,Lucas Glover,52
19,0,34563,Chesson Hadley,52
19,0,29420,Billy Horschel,52
19,0,36689,Brooks Koepka,52
19,0,29926,Danny Lee,52
19,0,25396,Kevin Na,52
19,0,24361,Pat Perez,52
19,0,23621,Rory Sabbatini,52
19,0,29221,Webb Simpson,52
19,0,32150,Michael Thompson,52
19,0,29484,Peter Uihlein,52
34,0,32200,Roberto Castro,51
34,0,52372,Cameron Champ,51
34,0,34306,John Chin,51
34,0,51766,Wyndham Clark,51
34,0,34076,Joel Dahmen,51
34,0,46402,Talor Gooch,51
34,0,27974,Sung Kang,51
34,0,29478,Kevin Kisner,51
34,0,35879,Kelly Kraft,51
34,0,28775,Nate Lashley,51
34,0,48822,Sebastián Muñoz,51
34,0,24138,Ian Poulter,51
34,0,46970,Jon Rahm,51
34,0,48081,Xander Schauffele,51
34,0,47347,Adam Schenk,51
34,0,33486,Roger Sloan,51
34,0,27649,Brandt Snedeker,51
34,0,27963,Chris Stroud,51
34,0,33419,Cameron Tringale,51
34,0,47128,Richy Werenski,51
34,0,31323,Gary Woodland,51
55,0,19803,Ryan Armour,50
55,0,27958,Ryan Blaum,50
55,0,47504,Sam Burns,50
55,0,35450,Patrick Cantlay,50
55,0,46435,Austin Cook,50
55,0,45157,Cam Davis,50
55,0,28089,Jason Day,50
55,0,46523,Joey Garber,50
55,0,12716,Charley Hoffman,50
55,0,39971,Sungjae Im,50
55,0,21731,Freddie Jacobson,50
55,0,30925,Dustin Johnson,50
55,0,36852,Jim Knous,50
55,0,31420,Anirban Lahiri,50
55,0,27936,Martin Laird,50
55,0,49766,Hank Lebioda,50
55,0,32791,K.H. Lee,50
55,0,26851,Marc Leishman,50
55,0,34466,Peter Malnati,50
55,0,32839,Hideki Matsuyama,50
55,0,28237,Rory McIlroy,50
55,0,39546,Keith Mitchell,50
55,0,25818,Scott Piercy,50
55,0,39327,Ben Silverman,50
55,0,33418,Shawn Stefani,50
55,0,25493,Nick Taylor,50
55,0,27064,Jhonattan Vegas,50
82,0,30978,Kiradech Aphibarnrat,49
82,0,27895,Jonas Blixt,49
82,0,29479,Scott Brown,49
82,0,29268,Bronson Burgoon,49
82,0,34099,Harris English,49
82,0,30191,Julián Etulain,49
82,0,40098,Matt Fitzpatrick,49
82,0,29535,Brice Garnett,49
82,0,19846,Brian Gay,49
82,0,33399,Adam Hadwin,49
82,0,39977,Max Homa,49
82,0,21961,Charles Howell III,49
82,0,37454,Whee Kim,49
82,0,30944,Jason Kokrak,49
82,0,01810,Phil Mickelson,49
82,0,26596,Ryan Moore,49
82,0,45486,Joaquin Niemann,49
82,0,49771,J.T. Poston,49
82,0,28252,Seamus Power,49
82,0,26476,Chez Reavie,49
82,0,34360,Patrick Reed,49
82,0,32058,José de Jesús Rodríguez,49
82,0,30786,Brady Schnell,49
82,0,31560,Brian Stuard,49
82,0,27330,Josh Teater,49
82,0,49964,Aaron Wise,49
108,0,45526,Abraham Ancer,48
108,0,26499,Rafa Cabrera Bello,48
108,0,28679,Fabián Gómez,48
108,0,26758,David Hearn,48
108,0,47990,Kyle Jones,48
108,0,33122,Russell Knox,48
108,0,23108,Matt Kuchar,48
108,0,24781,Hunter Mahan,48
108,0,32640,Troy Merritt,48
108,0,26329,Louis Oosthuizen,48
108,0,33667,Carlos Ortiz,48
108,0,46501,Ollie Schniederjans,48
108,0,39324,J.J. Spaun,48
108,0,34264,Hudson Swafford,48
108,0,37189,Harold Varner III,48
108,0,25632,Jimmy Walker,48
108,0,27095,Nick Watney,48
125,0,49303,Anders Albertson,47
125,0,40026,Daniel Berger,47
125,0,25364,Paul Casey,47
125,0,25686,Jason Dufner,47
125,0,29725,Tony Finau,47
125,0,29970,Dylan Frittelli,47
125,0,39954,Cody Gribble,47
125,0,31646,Emiliano Grillo,47
125,0,34098,Russell Henley,47
125,0,35506,Mackenzie Hughes,47
125,0,24024,Zach Johnson,47
125,0,26300,Matt Jones,47
125,0,39975,Michael Kim,47
125,0,37455,Si Woo Kim,47
125,0,32816,Satoshi Kodaira,47
125,0,34261,Scott Langley,47
125,0,27129,Luke List,47
125,0,46601,Trey Mullinax,47
125,0,23320,Ryan Palmer,47
125,0,29908,C.T. Pan,47
125,0,29223,Sam Saunders,47
125,0,35891,Cameron Smith,47
125,0,30692,Scott Stallings,47
125,0,40115,Adam Svensson,47
125,0,35617,Martin Trainer,47
150,0,34021,Bud Cauley,46
150,0,39997,Corey Conners,46
150,0,30911,Tommy Fleetwood,46
150,0,34363,Tyrrell Hatton,46
150,0,31557,Jim Herman,46
150,0,49298,Kramer Hickok,46
150,0,35532,Tom Hoge,46
150,0,36799,Stephan Jaeger,46
150,0,33410,Andrew Landry,46
150,0,35449,Adam Long,46
150,0,25198,Francesco Molinari,46
150,0,30946,Alex Prugh,46
150,0,47856,Seth Reeves,46
150,0,35732,Wes Roach,46
150,0,29518,Brendan Steele,46
150,0,21528,Henrik Stenson,46
150,0,27214,Kevin Streelman,46
150,0,33448,Justin Thomas,46
150,0,32333,Kevin Tway,46
150,0,25804,Bubba Watson,46
150,0,32139,Danny Willett,46
171,0,33948,Byeong Hun An,45
171,0,20472,Alex Cejka,45
171,0,06522,Ernie Els,45
171,0,10809,Jim Furyk,45
171,0,29974,Branden Grace,45
171,0,24924,Bill Haas,45
171,0,35421,Brandon Harkins,45
171,0,27349,Alex Noren,45
171,0,30110,Kyle Stanley,45
171,0,34431,Robert Streb,45
181,0,33141,Keegan Bradley,44
181,0,24925,Jonathan Byrd,44
181,0,45609,Tyler Duncan,44
181,0,21209,Sergio Garcia,44
181,0,27644,Brian Harman,44
181,0,27141,J.B. Holmes,44
187,0,20572,Rod Pampling,43
188,0,23353,J.J. Henry,42
